entry_time,exit_time,candidate,status,symbol,direction,volume,entry_price,exit_price,sl,tp,state,profit_aed,time_bucket,outcome,position_ticket,magic,duplicate_key,duplicate_role,is_duplicate,entry_comment,exit_comment
2026-06-05 22:25:00,2026-06-05 22:32:31,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4327.96,4321.93,4321.93,4336.08,CLOSED,-22.15,Night 20:00-05:59,LOSS,3840166,920301,2026-06-05 22:25|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4321.93]
2026-06-05 22:15:00,2026-06-05 22:20:13,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4322.94,4328.69,4328.15,4314.72,CLOSED,-21.13,Night 20:00-05:59,LOSS,3840009,920301,2026-06-05 22:15|XAUUSD|SELL|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4328.15]
2026-06-05 21:50:00,2026-06-05 22:12:34,breakout_retest,ACCEPTED,XAUUSD,SELL,0.01,4339.80,4327.95,4347.70,4327.95,CLOSED,43.51,Night 20:00-05:59,WIN,3839359,920101,2026-06-05 21:50|XAUUSD|SELL|0.01,kept,false,P2DEMO_br_XAUUSD,[tp 4327.95]
2026-06-05 21:10:00,2026-06-05 21:40:40,breakout_retest,ACCEPTED,XAUUSD,SELL,0.01,4338.92,4347.47,4347.10,4326.57,CLOSED,-31.42,Night 20:00-05:59,LOSS,3838299,920101,2026-06-05 21:10|XAUUSD|SELL|0.01,kept,false,P2DEMO_br_XAUUSD,[sl 4347.10]
2026-06-05 20:55:00,2026-06-05 22:11:44,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4338.74,4328.34,4328.27,4353.95,CLOSED,-38.21,Night 20:00-05:59,LOSS,3837988,920301,2026-06-05 20:55|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4328.27]
2026-06-05 20:40:00,2026-06-05 20:45:45,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4332.11,4324.83,4324.69,4343.70,CLOSED,-26.75,Night 20:00-05:59,LOSS,3837696,920301,2026-06-05 20:40|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4324.69]
2026-06-05 20:15:00,2026-06-05 20:16:32,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4333.49,4326.99,4327.54,4342.54,CLOSED,-23.88,Night 20:00-05:59,LOSS,3836640,920301,2026-06-05 20:15|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4327.54]
2026-06-05 19:30:01,2026-06-05 20:00:39,breakout_retest,ACCEPTED,EURUSD,SELL,0.01,1.15457,1.15309,1.15559,1.15309,CLOSED,5.43,Evening 16:00-19:59,WIN,3835522,920102,2026-06-05 19:30|EURUSD|SELL|0.01,kept,false,P2DEMO_br_EURUSD,[tp 1.15309]
2026-06-05 19:15:01,2026-06-05 19:38:29,breakout_retest,ACCEPTED,XAUUSD,SELL,0.01,4352.71,4339.48,4361.09,4339.48,CLOSED,48.58,Evening 16:00-19:59,WIN,3835238,920101,2026-06-05 19:15|XAUUSD|SELL|0.01,unique,false,P2DEMO_br_XAUUSD,[tp 4339.48]
2026-06-05 18:55:01,2026-06-05 22:36:52,swing_breakout_retest_v0,ACCEPTED,USDJPY,BUY,0.01,160.27,160.17,160.18,160.40,CLOSED,-2.20,Evening 16:00-19:59,LOSS,3834775,920203,2026-06-05 18:55|USDJPY|BUY|0.01,unique,false,P2DEMO_swing_br_USDJPY,[sl 160.180]
