signal_time,entry_time,exit_time,direction,vote_score,vote_eurgbp,vote_eurjpy,vote_gbpusd,vote_usdjpy,entry_price,stop_price,target_price,exit_price,exit_reason,net_r,pnl_usd_0_01_lot
2016-07-01 05:55:00+00:00,2016-07-01 06:00:00+00:00,2016-07-01 06:35:00+00:00,SHORT,-2,1,-1,-1,-1,1.10799,1.10879,1.10679,1.1088,STOP,-1.0124999999999718,-0.8099999999999774
2016-07-04 05:55:00+00:00,2016-07-04 06:00:00+00:00,2016-07-04 06:55:00+00:00,SHORT,-2,1,-1,-1,-1,1.11358,1.11438,1.11238,1.11239,TARGET,1.4875000000000305,1.1900000000000244
2016-07-05 05:55:00+00:00,2016-07-05 06:00:00+00:00,2016-07-05 06:40:00+00:00,SHORT,-2,1,-1,-1,-1,1.11275,1.1135499999999998,1.1115499999999998,1.1135599999999999,STOP,-1.0124999999999718,-0.8099999999999774
2016-07-06 11:55:00+00:00,2016-07-06 12:00:00+00:00,2016-07-06 12:00:00+00:00,SHORT,-4,-1,-1,-1,-1,1.1053499999999998,1.1061499999999997,1.1041499999999997,1.1061599999999998,STOP,-1.0124999999999718,-0.8099999999999774
2016-07-07 05:55:00+00:00,2016-07-07 06:00:00+00:00,2016-07-07 06:50:00+00:00,SHORT,-2,-1,-1,-1,1,1.1089799999999999,1.1097799999999998,1.1077799999999998,1.1077899999999998,TARGET,1.4875000000000305,1.1900000000000244
2016-07-08 08:55:00+00:00,2016-07-08 09:00:00+00:00,2016-07-08 10:00:00+00:00,SHORT,-2,1,-1,-1,-1,1.10745,1.10825,1.10625,1.10626,TARGET,1.4875000000000305,1.1900000000000244
2016-07-12 05:55:00+00:00,2016-07-12 06:00:00+00:00,2016-07-12 07:00:00+00:00,LONG,2,1,1,-1,1,1.10864,1.1078400000000002,1.1098400000000002,1.10983,TARGET,1.4875000000000305,1.1900000000000244
2016-07-13 05:55:00+00:00,2016-07-13 06:00:00+00:00,2016-07-13 06:10:00+00:00,LONG,2,-1,1,1,1,1.1068900000000002,1.1060900000000002,1.1080900000000002,1.1060800000000002,STOP,-1.0124999999999718,-0.8099999999999774
2016-07-14 12:55:00+00:00,2016-07-14 13:00:00+00:00,2016-07-14 13:35:00+00:00,SHORT,-4,-1,-1,-1,-1,1.1114899999999999,1.1122899999999998,1.1102899999999998,1.1102999999999998,TARGET,1.4875000000000305,1.1900000000000244
2016-07-15 07:55:00+00:00,2016-07-15 08:00:00+00:00,2016-07-15 08:05:00+00:00,SHORT,-4,-1,-1,-1,-1,1.11326,1.1140599999999998,1.1120599999999998,1.11407,STOP,-1.0124999999999718,-0.8099999999999774
2016-07-18 05:55:00+00:00,2016-07-18 06:00:00+00:00,2016-07-18 06:05:00+00:00,LONG,2,-1,1,1,1,1.1068900000000002,1.1060900000000002,1.1080900000000002,1.1060800000000002,STOP,-1.0124999999999718,-0.8099999999999774
2016-07-19 06:55:00+00:00,2016-07-19 07:00:00+00:00,2016-07-19 07:45:00+00:00,SHORT,-2,-1,1,-1,-1,1.10666,1.1074599999999999,1.1054599999999999,1.10547,TARGET,1.4875000000000305,1.1900000000000244
2016-07-20 06:55:00+00:00,2016-07-20 07:00:00+00:00,2016-07-20 08:30:00+00:00,SHORT,-2,-1,-1,-1,1,1.0988799999999999,1.0996799999999998,1.0976799999999998,1.0996899999999998,STOP,-1.0124999999999718,-0.8099999999999774
2016-07-21 08:55:00+00:00,2016-07-21 09:00:00+00:00,2016-07-21 09:30:00+00:00,SHORT,-2,-1,-1,1,-1,1.10145,1.10225,1.10025,1.10226,STOP,-1.0124999999999718,-0.8099999999999774
2016-07-22 05:55:00+00:00,2016-07-22 06:00:00+00:00,2016-07-22 06:05:00+00:00,SHORT,-2,-1,1,-1,-1,1.1020999999999999,1.1028999999999998,1.1008999999999998,1.1029099999999998,STOP,-1.0124999999999718,-0.8099999999999774
2016-07-25 09:55:00+00:00,2016-07-25 10:00:00+00:00,2016-07-25 11:10:00+00:00,LONG,4,1,1,1,1,1.09925,1.0984500000000001,1.1004500000000002,1.09844,STOP,-1.0124999999999718,-0.8099999999999774
2016-07-26 06:55:00+00:00,2016-07-26 07:00:00+00:00,2016-07-26 09:05:00+00:00,SHORT,-2,1,-1,-1,-1,1.1007799999999999,1.1015799999999998,1.0995799999999998,1.1015899999999998,STOP,-1.0124999999999718,-0.8099999999999774
2016-07-27 07:55:00+00:00,2016-07-27 08:00:00+00:00,2016-07-27 08:50:00+00:00,LONG,2,1,-1,1,1,1.10015,1.09935,1.10135,1.09934,STOP,-1.0124999999999718,-0.8099999999999774
2016-07-28 09:55:00+00:00,2016-07-28 10:00:00+00:00,2016-07-28 10:20:00+00:00,LONG,2,-1,1,1,1,1.1094300000000001,1.1086300000000002,1.1106300000000002,1.1086200000000002,STOP,-1.0124999999999718,-0.8099999999999774
2016-07-29 09:55:00+00:00,2016-07-29 10:00:00+00:00,2016-07-29 12:30:00+00:00,LONG,2,1,1,1,-1,1.1110900000000001,1.1102900000000002,1.1122900000000002,1.1122800000000002,TARGET,1.4875000000000305,1.1900000000000244
2016-08-01 05:55:00+00:00,2016-08-01 06:00:00+00:00,2016-08-01 11:25:00+00:00,SHORT,-2,-1,-1,-1,1,1.11709,1.1178899999999998,1.1158899999999998,1.1159,TARGET,1.4875000000000305,1.1900000000000244
2016-08-02 14:55:00+00:00,2016-08-02 15:00:00+00:00,2016-08-02 17:15:00+00:00,LONG,2,-1,1,1,1,1.122,1.1212000000000002,1.1232000000000002,1.1231900000000001,TARGET,1.4875000000000305,1.1900000000000244
2016-08-03 06:55:00+00:00,2016-08-03 07:00:00+00:00,2016-08-03 07:25:00+00:00,SHORT,-2,-1,1,-1,-1,1.12015,1.12095,1.11895,1.12096,STOP,-1.0124999999999718,-0.8099999999999774
2016-08-04 06:55:00+00:00,2016-08-04 07:00:00+00:00,2016-08-04 07:25:00+00:00,SHORT,-4,-1,-1,-1,-1,1.11289,1.1136899999999998,1.1116899999999998,1.1137,STOP,-1.0124999999999718,-0.8099999999999774
2016-08-05 07:55:00+00:00,2016-08-05 08:00:00+00:00,2016-08-05 08:45:00+00:00,LONG,2,-1,1,1,1,1.11391,1.11311,1.11511,1.1151,TARGET,1.4875000000000305,1.1900000000000244
2016-08-08 06:55:00+00:00,2016-08-08 07:00:00+00:00,2016-08-08 07:45:00+00:00,SHORT,-4,-1,-1,-1,-1,1.10818,1.1089799999999999,1.1069799999999999,1.10899,STOP,-1.0124999999999718,-0.8099999999999774
2016-08-09 07:55:00+00:00,2016-08-09 08:00:00+00:00,2016-08-09 08:40:00+00:00,LONG,2,-1,1,1,1,1.10773,1.1069300000000002,1.1089300000000002,1.1089200000000001,TARGET,1.4875000000000305,1.1900000000000244
2016-08-10 09:55:00+00:00,2016-08-10 10:00:00+00:00,2016-08-10 11:05:00+00:00,SHORT,-4,-1,-1,-1,-1,1.11727,1.11807,1.11607,1.11808,STOP,-1.0124999999999718,-0.8099999999999774
