vote_eurgbp,vote_eurjpy,vote_gbpusd,vote_usdjpy,vote_score,direction_code,signal_time,entry_time,utc_date,direction
-1,-1,-1,-1,-4,-1,2021-05-17 05:55:00+00:00,2021-05-17 06:00:00+00:00,2021-05-17,SHORT
-1,-1,-1,1,-2,-1,2021-05-18 06:55:00+00:00,2021-05-18 07:00:00+00:00,2021-05-18,SHORT
1,-1,-1,-1,-2,-1,2021-05-19 07:55:00+00:00,2021-05-19 08:00:00+00:00,2021-05-19,SHORT
-1,-1,-1,-1,-4,-1,2021-05-20 06:55:00+00:00,2021-05-20 07:00:00+00:00,2021-05-20,SHORT
-1,-1,-1,-1,-4,-1,2021-05-21 10:55:00+00:00,2021-05-21 11:00:00+00:00,2021-05-21,SHORT
-1,1,1,1,2,1,2021-05-24 05:55:00+00:00,2021-05-24 06:00:00+00:00,2021-05-24,LONG
-1,-1,1,-1,-2,-1,2021-05-25 06:55:00+00:00,2021-05-25 07:00:00+00:00,2021-05-25,SHORT
-1,-1,-1,-1,-4,-1,2021-05-26 05:55:00+00:00,2021-05-26 06:00:00+00:00,2021-05-26,SHORT
1,1,1,1,4,1,2021-05-27 06:55:00+00:00,2021-05-27 07:00:00+00:00,2021-05-27,LONG
-1,1,1,1,2,1,2021-05-28 07:55:00+00:00,2021-05-28 08:00:00+00:00,2021-05-28,LONG
-1,1,-1,-1,-2,-1,2021-05-31 05:55:00+00:00,2021-05-31 06:00:00+00:00,2021-05-31,SHORT
1,-1,1,1,2,1,2021-06-01 05:55:00+00:00,2021-06-01 06:00:00+00:00,2021-06-01,LONG
-1,-1,-1,-1,-4,-1,2021-06-02 05:55:00+00:00,2021-06-02 06:00:00+00:00,2021-06-02,SHORT
-1,-1,1,-1,-2,-1,2021-06-03 05:55:00+00:00,2021-06-03 06:00:00+00:00,2021-06-03,SHORT
1,-1,1,1,2,1,2021-06-04 09:55:00+00:00,2021-06-04 10:00:00+00:00,2021-06-04,LONG
1,-1,-1,-1,-2,-1,2021-06-07 05:55:00+00:00,2021-06-07 06:00:00+00:00,2021-06-07,SHORT
-1,-1,-1,-1,-4,-1,2021-06-08 06:55:00+00:00,2021-06-08 07:00:00+00:00,2021-06-08,SHORT
-1,-1,1,-1,-2,-1,2021-06-09 05:55:00+00:00,2021-06-09 06:00:00+00:00,2021-06-09,SHORT
-1,-1,-1,-1,-4,-1,2021-06-10 06:55:00+00:00,2021-06-10 07:00:00+00:00,2021-06-10,SHORT
1,-1,-1,-1,-2,-1,2021-06-11 05:55:00+00:00,2021-06-11 06:00:00+00:00,2021-06-11,SHORT
-1,1,-1,-1,-2,-1,2021-06-14 09:55:00+00:00,2021-06-14 10:00:00+00:00,2021-06-14,SHORT
-1,-1,-1,-1,-4,-1,2021-06-15 06:55:00+00:00,2021-06-15 07:00:00+00:00,2021-06-15,SHORT
1,1,1,1,4,1,2021-06-16 07:55:00+00:00,2021-06-16 08:00:00+00:00,2021-06-16,LONG
1,1,1,1,4,1,2021-06-17 06:55:00+00:00,2021-06-17 07:00:00+00:00,2021-06-17,LONG
1,-1,-1,-1,-2,-1,2021-06-18 06:55:00+00:00,2021-06-18 07:00:00+00:00,2021-06-18,SHORT
1,1,1,-1,2,1,2021-06-21 07:55:00+00:00,2021-06-21 08:00:00+00:00,2021-06-21,LONG
-1,-1,-1,-1,-4,-1,2021-06-22 05:55:00+00:00,2021-06-22 06:00:00+00:00,2021-06-22,SHORT
1,1,1,1,4,1,2021-06-23 05:55:00+00:00,2021-06-23 06:00:00+00:00,2021-06-23,LONG
-1,-1,1,-1,-2,-1,2021-06-24 07:55:00+00:00,2021-06-24 08:00:00+00:00,2021-06-24,SHORT
-1,-1,-1,1,-2,-1,2021-06-25 06:55:00+00:00,2021-06-25 07:00:00+00:00,2021-06-25,SHORT
1,-1,-1,-1,-2,-1,2021-06-28 05:55:00+00:00,2021-06-28 06:00:00+00:00,2021-06-28,SHORT
1,1,1,-1,2,1,2021-06-29 05:55:00+00:00,2021-06-29 06:00:00+00:00,2021-06-29,LONG
-1,-1,-1,-1,-4,-1,2021-06-30 05:55:00+00:00,2021-06-30 06:00:00+00:00,2021-06-30,SHORT
1,1,-1,1,2,1,2021-07-01 05:55:00+00:00,2021-07-01 06:00:00+00:00,2021-07-01,LONG
-1,-1,-1,-1,-4,-1,2021-07-02 05:55:00+00:00,2021-07-02 06:00:00+00:00,2021-07-02,SHORT
-1,-1,1,-1,-2,-1,2021-07-05 05:55:00+00:00,2021-07-05 06:00:00+00:00,2021-07-05,SHORT
1,1,1,-1,2,1,2021-07-06 05:55:00+00:00,2021-07-06 06:00:00+00:00,2021-07-06,LONG
-1,1,-1,-1,-2,-1,2021-07-07 05:55:00+00:00,2021-07-07 06:00:00+00:00,2021-07-07,SHORT
1,1,1,-1,2,1,2021-07-08 08:55:00+00:00,2021-07-08 09:00:00+00:00,2021-07-08,LONG
1,1,1,1,4,1,2021-07-09 07:55:00+00:00,2021-07-09 08:00:00+00:00,2021-07-09,LONG
-1,1,1,1,2,1,2021-07-12 06:55:00+00:00,2021-07-12 07:00:00+00:00,2021-07-12,LONG
-1,-1,-1,1,-2,-1,2021-07-13 05:55:00+00:00,2021-07-13 06:00:00+00:00,2021-07-13,SHORT
1,-1,1,1,2,1,2021-07-14 05:55:00+00:00,2021-07-14 06:00:00+00:00,2021-07-14,LONG
-1,1,1,1,2,1,2021-07-15 05:55:00+00:00,2021-07-15 06:00:00+00:00,2021-07-15,LONG
1,1,-1,1,2,1,2021-07-16 06:55:00+00:00,2021-07-16 07:00:00+00:00,2021-07-16,LONG
-1,-1,1,-1,-2,-1,2021-07-19 07:55:00+00:00,2021-07-19 08:00:00+00:00,2021-07-19,SHORT
1,1,1,1,4,1,2021-07-20 05:55:00+00:00,2021-07-20 06:00:00+00:00,2021-07-20,LONG
1,-1,-1,-1,-2,-1,2021-07-21 05:55:00+00:00,2021-07-21 06:00:00+00:00,2021-07-21,SHORT
-1,1,-1,-1,-2,-1,2021-07-22 05:55:00+00:00,2021-07-22 06:00:00+00:00,2021-07-22,SHORT
-1,-1,-1,-1,-4,-1,2021-07-23 05:55:00+00:00,2021-07-23 06:00:00+00:00,2021-07-23,SHORT
-1,-1,-1,-1,-4,-1,2021-07-26 07:55:00+00:00,2021-07-26 08:00:00+00:00,2021-07-26,SHORT
-1,-1,-1,-1,-4,-1,2021-07-27 06:55:00+00:00,2021-07-27 07:00:00+00:00,2021-07-27,SHORT
-1,-1,-1,1,-2,-1,2021-07-28 06:55:00+00:00,2021-07-28 07:00:00+00:00,2021-07-28,SHORT
1,-1,-1,-1,-2,-1,2021-07-29 05:55:00+00:00,2021-07-29 06:00:00+00:00,2021-07-29,SHORT
1,1,1,-1,2,1,2021-07-30 05:55:00+00:00,2021-07-30 06:00:00+00:00,2021-07-30,LONG
1,1,1,1,4,1,2021-08-02 06:55:00+00:00,2021-08-02 07:00:00+00:00,2021-08-02,LONG
-1,1,-1,-1,-2,-1,2021-08-03 07:55:00+00:00,2021-08-03 08:00:00+00:00,2021-08-03,SHORT
1,1,1,1,4,1,2021-08-04 06:55:00+00:00,2021-08-04 07:00:00+00:00,2021-08-04,LONG
-1,1,1,1,2,1,2021-08-05 05:55:00+00:00,2021-08-05 06:00:00+00:00,2021-08-05,LONG
-1,1,1,1,2,1,2021-08-06 05:55:00+00:00,2021-08-06 06:00:00+00:00,2021-08-06,LONG
-1,-1,-1,-1,-4,-1,2021-08-09 05:55:00+00:00,2021-08-09 06:00:00+00:00,2021-08-09,SHORT
-1,-1,-1,-1,-4,-1,2021-08-10 05:55:00+00:00,2021-08-10 06:00:00+00:00,2021-08-10,SHORT
-1,1,1,1,2,1,2021-08-11 06:55:00+00:00,2021-08-11 07:00:00+00:00,2021-08-11,LONG
-1,-1,1,-1,-2,-1,2021-08-12 05:55:00+00:00,2021-08-12 06:00:00+00:00,2021-08-12,SHORT
-1,-1,-1,-1,-4,-1,2021-08-13 05:55:00+00:00,2021-08-13 06:00:00+00:00,2021-08-13,SHORT
-1,-1,-1,1,-2,-1,2021-08-16 05:55:00+00:00,2021-08-16 06:00:00+00:00,2021-08-16,SHORT
-1,-1,-1,1,-2,-1,2021-08-17 09:55:00+00:00,2021-08-17 10:00:00+00:00,2021-08-17,SHORT
-1,-1,-1,1,-2,-1,2021-08-18 05:55:00+00:00,2021-08-18 06:00:00+00:00,2021-08-18,SHORT
-1,-1,-1,1,-2,-1,2021-08-19 05:55:00+00:00,2021-08-19 06:00:00+00:00,2021-08-19,SHORT
1,1,1,1,4,1,2021-08-20 06:55:00+00:00,2021-08-20 07:00:00+00:00,2021-08-20,LONG
-1,1,-1,-1,-2,-1,2021-08-23 05:55:00+00:00,2021-08-23 06:00:00+00:00,2021-08-23,SHORT
-1,-1,-1,1,-2,-1,2021-08-24 05:55:00+00:00,2021-08-24 06:00:00+00:00,2021-08-24,SHORT
-1,-1,-1,1,-2,-1,2021-08-25 07:55:00+00:00,2021-08-25 08:00:00+00:00,2021-08-25,SHORT
-1,-1,-1,-1,-4,-1,2021-08-26 05:55:00+00:00,2021-08-26 06:00:00+00:00,2021-08-26,SHORT
-1,-1,1,-1,-2,-1,2021-08-27 05:55:00+00:00,2021-08-27 06:00:00+00:00,2021-08-27,SHORT
-1,-1,-1,-1,-4,-1,2021-08-30 05:55:00+00:00,2021-08-30 06:00:00+00:00,2021-08-30,SHORT
-1,1,1,1,2,1,2021-08-31 05:55:00+00:00,2021-08-31 06:00:00+00:00,2021-08-31,LONG
1,1,1,1,4,1,2021-09-01 06:55:00+00:00,2021-09-01 07:00:00+00:00,2021-09-01,LONG
1,1,1,1,4,1,2021-09-02 05:55:00+00:00,2021-09-02 06:00:00+00:00,2021-09-02,LONG
-1,-1,-1,1,-2,-1,2021-09-03 05:55:00+00:00,2021-09-03 06:00:00+00:00,2021-09-03,SHORT
-1,1,1,1,2,1,2021-09-06 05:55:00+00:00,2021-09-06 06:00:00+00:00,2021-09-06,LONG
-1,1,-1,-1,-2,-1,2021-09-07 05:55:00+00:00,2021-09-07 06:00:00+00:00,2021-09-07,SHORT
-1,-1,-1,-1,-4,-1,2021-09-08 07:55:00+00:00,2021-09-08 08:00:00+00:00,2021-09-08,SHORT
1,-1,-1,-1,-2,-1,2021-09-09 06:55:00+00:00,2021-09-09 07:00:00+00:00,2021-09-09,SHORT
-1,-1,-1,-1,-4,-1,2021-09-10 05:55:00+00:00,2021-09-10 06:00:00+00:00,2021-09-10,SHORT
1,-1,-1,-1,-2,-1,2021-09-13 06:55:00+00:00,2021-09-13 07:00:00+00:00,2021-09-13,SHORT
1,-1,-1,-1,-2,-1,2021-09-14 05:55:00+00:00,2021-09-14 06:00:00+00:00,2021-09-14,SHORT
-1,1,-1,-1,-2,-1,2021-09-15 09:55:00+00:00,2021-09-15 10:00:00+00:00,2021-09-15,SHORT
1,-1,-1,-1,-2,-1,2021-09-16 05:55:00+00:00,2021-09-16 06:00:00+00:00,2021-09-16,SHORT
1,-1,-1,-1,-2,-1,2021-09-17 08:55:00+00:00,2021-09-17 09:00:00+00:00,2021-09-17,SHORT
1,1,1,1,4,1,2021-09-20 09:55:00+00:00,2021-09-20 10:00:00+00:00,2021-09-20,LONG
1,-1,-1,-1,-2,-1,2021-09-21 06:55:00+00:00,2021-09-21 07:00:00+00:00,2021-09-21,SHORT
1,1,1,1,4,1,2021-09-22 06:55:00+00:00,2021-09-22 07:00:00+00:00,2021-09-22,LONG
1,-1,-1,-1,-2,-1,2021-09-23 05:55:00+00:00,2021-09-23 06:00:00+00:00,2021-09-23,SHORT
-1,1,1,1,2,1,2021-09-24 08:55:00+00:00,2021-09-24 09:00:00+00:00,2021-09-24,LONG
-1,1,-1,-1,-2,-1,2021-09-27 05:55:00+00:00,2021-09-27 06:00:00+00:00,2021-09-27,SHORT
-1,-1,-1,-1,-4,-1,2021-09-28 06:55:00+00:00,2021-09-28 07:00:00+00:00,2021-09-28,SHORT
-1,-1,-1,-1,-4,-1,2021-09-29 05:55:00+00:00,2021-09-29 06:00:00+00:00,2021-09-29,SHORT
-1,-1,-1,1,-2,-1,2021-09-30 05:55:00+00:00,2021-09-30 06:00:00+00:00,2021-09-30,SHORT
-1,1,1,1,2,1,2021-10-01 06:55:00+00:00,2021-10-01 07:00:00+00:00,2021-10-01,LONG
1,-1,1,1,2,1,2021-10-04 11:55:00+00:00,2021-10-04 12:00:00+00:00,2021-10-04,LONG
-1,1,1,1,2,1,2021-10-05 05:55:00+00:00,2021-10-05 06:00:00+00:00,2021-10-05,LONG
-1,-1,-1,-1,-4,-1,2021-10-06 05:55:00+00:00,2021-10-06 06:00:00+00:00,2021-10-06,SHORT
-1,-1,1,-1,-2,-1,2021-10-07 05:55:00+00:00,2021-10-07 06:00:00+00:00,2021-10-07,SHORT
-1,-1,-1,-1,-4,-1,2021-10-08 05:55:00+00:00,2021-10-08 06:00:00+00:00,2021-10-08,SHORT
1,1,1,1,4,1,2021-10-11 09:55:00+00:00,2021-10-11 10:00:00+00:00,2021-10-11,LONG
-1,-1,1,-1,-2,-1,2021-10-12 08:55:00+00:00,2021-10-12 09:00:00+00:00,2021-10-12,SHORT
1,-1,-1,-1,-2,-1,2021-10-13 07:55:00+00:00,2021-10-13 08:00:00+00:00,2021-10-13,SHORT
-1,1,1,1,2,1,2021-10-14 07:55:00+00:00,2021-10-14 08:00:00+00:00,2021-10-14,LONG
1,1,1,1,4,1,2021-10-15 07:55:00+00:00,2021-10-15 08:00:00+00:00,2021-10-15,LONG
-1,-1,-1,-1,-4,-1,2021-10-18 05:55:00+00:00,2021-10-18 06:00:00+00:00,2021-10-18,SHORT
1,1,1,-1,2,1,2021-10-19 07:55:00+00:00,2021-10-19 08:00:00+00:00,2021-10-19,LONG
1,1,-1,1,2,1,2021-10-20 10:55:00+00:00,2021-10-20 11:00:00+00:00,2021-10-20,LONG
1,1,1,-1,2,1,2021-10-21 05:55:00+00:00,2021-10-21 06:00:00+00:00,2021-10-21,LONG
1,1,1,-1,2,1,2021-10-22 06:55:00+00:00,2021-10-22 07:00:00+00:00,2021-10-22,LONG
-1,-1,-1,1,-2,-1,2021-10-25 07:55:00+00:00,2021-10-25 08:00:00+00:00,2021-10-25,SHORT
1,1,1,-1,2,1,2021-10-26 08:55:00+00:00,2021-10-26 09:00:00+00:00,2021-10-26,LONG
-1,0,-1,-1,-3,-1,2021-10-27 05:55:00+00:00,2021-10-27 06:00:00+00:00,2021-10-27,SHORT
-1,-1,-1,-1,-4,-1,2021-10-28 05:55:00+00:00,2021-10-28 06:00:00+00:00,2021-10-28,SHORT
-1,1,-1,-1,-2,-1,2021-10-29 05:55:00+00:00,2021-10-29 06:00:00+00:00,2021-10-29,SHORT
-1,-1,-1,1,-2,-1,2021-11-01 13:55:00+00:00,2021-11-01 14:00:00+00:00,2021-11-01,SHORT
1,1,1,1,4,1,2021-11-02 09:55:00+00:00,2021-11-02 10:00:00+00:00,2021-11-02,LONG
1,1,1,1,4,1,2021-11-03 05:55:00+00:00,2021-11-03 06:00:00+00:00,2021-11-03,LONG
1,-1,1,1,2,1,2021-11-04 09:55:00+00:00,2021-11-04 10:00:00+00:00,2021-11-04,LONG
-1,-1,-1,-1,-4,-1,2021-11-05 06:55:00+00:00,2021-11-05 07:00:00+00:00,2021-11-05,SHORT
1,1,1,1,4,1,2021-11-08 07:55:00+00:00,2021-11-08 08:00:00+00:00,2021-11-08,LONG
-1,-1,-1,-1,-4,-1,2021-11-09 05:55:00+00:00,2021-11-09 06:00:00+00:00,2021-11-09,SHORT
-1,-1,-1,-1,-4,-1,2021-11-10 05:55:00+00:00,2021-11-10 06:00:00+00:00,2021-11-10,SHORT
-1,1,1,1,2,1,2021-11-11 05:55:00+00:00,2021-11-11 06:00:00+00:00,2021-11-11,LONG
-1,1,1,1,2,1,2021-11-12 09:55:00+00:00,2021-11-12 10:00:00+00:00,2021-11-12,LONG
1,-1,1,1,2,1,2021-11-15 05:55:00+00:00,2021-11-15 06:00:00+00:00,2021-11-15,LONG
-1,1,1,1,2,1,2021-11-16 07:55:00+00:00,2021-11-16 08:00:00+00:00,2021-11-16,LONG
-1,-1,1,-1,-2,-1,2021-11-17 06:55:00+00:00,2021-11-17 07:00:00+00:00,2021-11-17,SHORT
1,-1,1,1,2,1,2021-11-18 06:55:00+00:00,2021-11-18 07:00:00+00:00,2021-11-18,LONG
-1,-1,-1,-1,-4,-1,2021-11-19 05:55:00+00:00,2021-11-19 06:00:00+00:00,2021-11-19,SHORT
1,1,1,1,4,1,2021-11-22 05:55:00+00:00,2021-11-22 06:00:00+00:00,2021-11-22,LONG
1,1,1,1,4,1,2021-11-23 06:55:00+00:00,2021-11-23 07:00:00+00:00,2021-11-23,LONG
1,-1,1,1,2,1,2021-11-24 06:55:00+00:00,2021-11-24 07:00:00+00:00,2021-11-24,LONG
1,1,1,-1,2,1,2021-11-25 05:55:00+00:00,2021-11-25 06:00:00+00:00,2021-11-25,LONG
-1,1,-1,-1,-2,-1,2021-11-26 08:55:00+00:00,2021-11-26 09:00:00+00:00,2021-11-26,SHORT
-1,-1,-1,1,-2,-1,2021-11-29 05:55:00+00:00,2021-11-29 06:00:00+00:00,2021-11-29,SHORT
0,1,1,1,3,1,2021-11-30 08:55:00+00:00,2021-11-30 09:00:00+00:00,2021-11-30,LONG
1,1,1,1,4,1,2021-12-01 05:55:00+00:00,2021-12-01 06:00:00+00:00,2021-12-01,LONG
-1,1,1,1,2,1,2021-12-02 08:55:00+00:00,2021-12-02 09:00:00+00:00,2021-12-02,LONG
1,-1,1,1,2,1,2021-12-03 05:55:00+00:00,2021-12-03 06:00:00+00:00,2021-12-03,LONG
-1,-1,-1,0,-3,-1,2021-12-06 05:55:00+00:00,2021-12-06 06:00:00+00:00,2021-12-06,SHORT
-1,-1,1,-1,-2,-1,2021-12-07 07:55:00+00:00,2021-12-07 08:00:00+00:00,2021-12-07,SHORT
-1,-1,1,-1,-2,-1,2021-12-08 05:55:00+00:00,2021-12-08 06:00:00+00:00,2021-12-08,SHORT
-1,-1,-1,1,-2,-1,2021-12-09 05:55:00+00:00,2021-12-09 06:00:00+00:00,2021-12-09,SHORT
1,1,-1,1,2,1,2021-12-10 07:55:00+00:00,2021-12-10 08:00:00+00:00,2021-12-10,LONG
-1,1,-1,-1,-2,-1,2021-12-13 05:55:00+00:00,2021-12-13 06:00:00+00:00,2021-12-13,SHORT
-1,-1,1,-1,-2,-1,2021-12-14 06:55:00+00:00,2021-12-14 07:00:00+00:00,2021-12-14,SHORT
-1,-1,1,-1,-2,-1,2021-12-15 05:55:00+00:00,2021-12-15 06:00:00+00:00,2021-12-15,SHORT
1,1,1,1,4,1,2021-12-16 06:55:00+00:00,2021-12-16 07:00:00+00:00,2021-12-16,LONG
1,1,1,1,4,1,2021-12-17 05:55:00+00:00,2021-12-17 06:00:00+00:00,2021-12-17,LONG
1,1,1,1,4,1,2021-12-20 05:55:00+00:00,2021-12-20 06:00:00+00:00,2021-12-20,LONG
-1,1,-1,-1,-2,-1,2021-12-21 05:55:00+00:00,2021-12-21 06:00:00+00:00,2021-12-21,SHORT
-1,-1,-1,-1,-4,-1,2021-12-22 06:55:00+00:00,2021-12-22 07:00:00+00:00,2021-12-22,SHORT
-1,-1,-1,-1,-4,-1,2021-12-23 05:55:00+00:00,2021-12-23 06:00:00+00:00,2021-12-23,SHORT
-1,-1,1,-1,-2,-1,2021-12-24 09:55:00+00:00,2021-12-24 10:00:00+00:00,2021-12-24,SHORT
-1,-1,-1,-1,-4,-1,2021-12-27 06:55:00+00:00,2021-12-27 07:00:00+00:00,2021-12-27,SHORT
-1,-1,-1,1,-2,-1,2021-12-28 07:55:00+00:00,2021-12-28 08:00:00+00:00,2021-12-28,SHORT
1,-1,-1,-1,-2,-1,2021-12-29 05:55:00+00:00,2021-12-29 06:00:00+00:00,2021-12-29,SHORT
-1,-1,-1,1,-2,-1,2021-12-30 07:55:00+00:00,2021-12-30 08:00:00+00:00,2021-12-30,SHORT
-1,-1,-1,-1,-4,-1,2021-12-31 05:55:00+00:00,2021-12-31 06:00:00+00:00,2021-12-31,SHORT
-1,-1,-1,-1,-4,-1,2022-01-03 05:55:00+00:00,2022-01-03 06:00:00+00:00,2022-01-03,SHORT
-1,1,-1,-1,-2,-1,2022-01-04 06:55:00+00:00,2022-01-04 07:00:00+00:00,2022-01-04,SHORT
1,1,1,1,4,1,2022-01-05 05:55:00+00:00,2022-01-05 06:00:00+00:00,2022-01-05,LONG
-1,1,1,1,2,1,2022-01-06 05:55:00+00:00,2022-01-06 06:00:00+00:00,2022-01-06,LONG
1,1,1,-1,2,1,2022-01-07 07:55:00+00:00,2022-01-07 08:00:00+00:00,2022-01-07,LONG
-1,1,1,1,2,1,2022-01-10 05:55:00+00:00,2022-01-10 06:00:00+00:00,2022-01-10,LONG
-1,-1,-1,-1,-4,-1,2022-01-11 05:55:00+00:00,2022-01-11 06:00:00+00:00,2022-01-11,SHORT
-1,-1,-1,-1,-4,-1,2022-01-12 06:55:00+00:00,2022-01-12 07:00:00+00:00,2022-01-12,SHORT
-1,-1,-1,-1,-4,-1,2022-01-13 05:55:00+00:00,2022-01-13 06:00:00+00:00,2022-01-13,SHORT
1,-1,-1,-1,-2,-1,2022-01-14 05:55:00+00:00,2022-01-14 06:00:00+00:00,2022-01-14,SHORT
1,-1,-1,-1,-2,-1,2022-01-17 08:55:00+00:00,2022-01-17 09:00:00+00:00,2022-01-17,SHORT
-1,1,1,1,2,1,2022-01-18 08:55:00+00:00,2022-01-18 09:00:00+00:00,2022-01-18,LONG
-1,-1,-1,1,-2,-1,2022-01-19 05:55:00+00:00,2022-01-19 06:00:00+00:00,2022-01-19,SHORT
-1,-1,-1,1,-2,-1,2022-01-20 06:55:00+00:00,2022-01-20 07:00:00+00:00,2022-01-20,SHORT
-1,1,-1,-1,-2,-1,2022-01-21 07:55:00+00:00,2022-01-21 08:00:00+00:00,2022-01-21,SHORT
-1,-1,-1,1,-2,-1,2022-01-24 05:55:00+00:00,2022-01-24 06:00:00+00:00,2022-01-24,SHORT
1,1,1,-1,2,1,2022-01-25 05:55:00+00:00,2022-01-25 06:00:00+00:00,2022-01-25,LONG
-1,-1,-1,-1,-4,-1,2022-01-26 06:55:00+00:00,2022-01-26 07:00:00+00:00,2022-01-26,SHORT
1,1,-1,1,2,1,2022-01-27 05:55:00+00:00,2022-01-27 06:00:00+00:00,2022-01-27,LONG
1,1,1,1,4,1,2022-01-28 05:55:00+00:00,2022-01-28 06:00:00+00:00,2022-01-28,LONG
-1,1,1,1,2,1,2022-01-31 07:55:00+00:00,2022-01-31 08:00:00+00:00,2022-01-31,LONG
-1,1,-1,-1,-2,-1,2022-02-01 05:55:00+00:00,2022-02-01 06:00:00+00:00,2022-02-01,SHORT
1,1,-1,1,2,1,2022-02-02 07:55:00+00:00,2022-02-02 08:00:00+00:00,2022-02-02,LONG
1,1,1,1,4,1,2022-02-03 05:55:00+00:00,2022-02-03 06:00:00+00:00,2022-02-03,LONG
-1,-1,-1,-1,-4,-1,2022-02-04 06:55:00+00:00,2022-02-04 07:00:00+00:00,2022-02-04,SHORT
-1,1,1,1,2,1,2022-02-07 07:55:00+00:00,2022-02-07 08:00:00+00:00,2022-02-07,LONG
-1,-1,1,-1,-2,-1,2022-02-08 06:55:00+00:00,2022-02-08 07:00:00+00:00,2022-02-08,SHORT
-1,-1,-1,-1,-4,-1,2022-02-09 05:55:00+00:00,2022-02-09 06:00:00+00:00,2022-02-09,SHORT
1,1,1,1,4,1,2022-02-10 08:55:00+00:00,2022-02-10 09:00:00+00:00,2022-02-10,LONG
-1,-1,-1,-1,-4,-1,2022-02-11 05:55:00+00:00,2022-02-11 06:00:00+00:00,2022-02-11,SHORT
1,1,1,1,4,1,2022-02-14 05:55:00+00:00,2022-02-14 06:00:00+00:00,2022-02-14,LONG
1,-1,-1,-1,-2,-1,2022-02-15 05:55:00+00:00,2022-02-15 06:00:00+00:00,2022-02-15,SHORT
1,1,1,1,4,1,2022-02-16 06:55:00+00:00,2022-02-16 07:00:00+00:00,2022-02-16,LONG
-1,-1,-1,1,-2,-1,2022-02-17 05:55:00+00:00,2022-02-17 06:00:00+00:00,2022-02-17,SHORT
1,1,1,-1,2,1,2022-02-18 06:55:00+00:00,2022-02-18 07:00:00+00:00,2022-02-18,LONG
1,1,1,1,4,1,2022-02-21 05:55:00+00:00,2022-02-21 06:00:00+00:00,2022-02-21,LONG
-1,-1,-1,-1,-4,-1,2022-02-22 07:55:00+00:00,2022-02-22 08:00:00+00:00,2022-02-22,SHORT
1,1,1,1,4,1,2022-02-23 05:55:00+00:00,2022-02-23 06:00:00+00:00,2022-02-23,LONG
1,1,1,1,4,1,2022-02-24 05:55:00+00:00,2022-02-24 06:00:00+00:00,2022-02-24,LONG
1,1,1,1,4,1,2022-02-25 05:55:00+00:00,2022-02-25 06:00:00+00:00,2022-02-25,LONG
1,1,1,1,4,1,2022-02-28 05:55:00+00:00,2022-02-28 06:00:00+00:00,2022-02-28,LONG
1,-1,1,1,2,1,2022-03-01 06:55:00+00:00,2022-03-01 07:00:00+00:00,2022-03-01,LONG
-1,-1,-1,1,-2,-1,2022-03-02 06:55:00+00:00,2022-03-02 07:00:00+00:00,2022-03-02,SHORT
-1,-1,-1,-1,-4,-1,2022-03-03 05:55:00+00:00,2022-03-03 06:00:00+00:00,2022-03-03,SHORT
-1,-1,-1,1,-2,-1,2022-03-04 06:55:00+00:00,2022-03-04 07:00:00+00:00,2022-03-04,SHORT
1,1,1,1,4,1,2022-03-07 05:55:00+00:00,2022-03-07 06:00:00+00:00,2022-03-07,LONG
-1,-1,-1,-1,-4,-1,2022-03-08 07:55:00+00:00,2022-03-08 08:00:00+00:00,2022-03-08,SHORT
-1,-1,-1,-1,-4,-1,2022-03-09 05:55:00+00:00,2022-03-09 06:00:00+00:00,2022-03-09,SHORT
1,1,1,1,4,1,2022-03-10 05:55:00+00:00,2022-03-10 06:00:00+00:00,2022-03-10,LONG
1,1,1,-1,2,1,2022-03-11 06:55:00+00:00,2022-03-11 07:00:00+00:00,2022-03-11,LONG
-1,-1,1,-1,-2,-1,2022-03-14 05:55:00+00:00,2022-03-14 06:00:00+00:00,2022-03-14,SHORT
-1,1,1,1,2,1,2022-03-15 05:55:00+00:00,2022-03-15 06:00:00+00:00,2022-03-15,LONG
1,1,1,1,4,1,2022-03-16 05:55:00+00:00,2022-03-16 06:00:00+00:00,2022-03-16,LONG
1,-1,1,1,2,1,2022-03-17 07:55:00+00:00,2022-03-17 08:00:00+00:00,2022-03-17,LONG
-1,-1,-1,-1,-4,-1,2022-03-18 06:55:00+00:00,2022-03-18 07:00:00+00:00,2022-03-18,SHORT
1,1,1,-1,2,1,2022-03-21 05:55:00+00:00,2022-03-21 06:00:00+00:00,2022-03-21,LONG
-1,-1,-1,-1,-4,-1,2022-03-22 05:55:00+00:00,2022-03-22 06:00:00+00:00,2022-03-22,SHORT
1,-1,-1,-1,-2,-1,2022-03-23 05:55:00+00:00,2022-03-23 06:00:00+00:00,2022-03-23,SHORT
1,-1,-1,-1,-2,-1,2022-03-24 08:55:00+00:00,2022-03-24 09:00:00+00:00,2022-03-24,SHORT
1,1,1,-1,2,1,2022-03-25 05:55:00+00:00,2022-03-25 06:00:00+00:00,2022-03-25,LONG
-1,1,-1,-1,-2,-1,2022-03-28 07:55:00+00:00,2022-03-28 08:00:00+00:00,2022-03-28,SHORT
1,-1,-1,-1,-2,-1,2022-03-29 08:55:00+00:00,2022-03-29 09:00:00+00:00,2022-03-29,SHORT
1,1,1,-1,2,1,2022-03-30 05:55:00+00:00,2022-03-30 06:00:00+00:00,2022-03-30,LONG
