owner,seed_id,entry_hour_utc,owner_priority,seed_priority,signal_time_utc,entry_time_utc,exit_time_utc,exit_reason,entry_price,stop_price,target_price,exit_price,risk_distance,r,fixed_0p01_lot_usd
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,5,2,0,2019-01-17 04:30:00+00:00,2019-01-17 05:00:00+00:00,2019-01-17 07:10:00+00:00,STOP,1.13833,1.137509898845804,1.1395601517312943,1.1374998988458038,0.0008201011541961734,-1.0121936177615396,-0.8301011541962389
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,5,2,1,2019-01-17 05:00:00+00:00,2019-01-17 05:15:00+00:00,2019-01-17 06:15:00+00:00,TARGET,1.13809,1.1375843831385415,1.138848425292188,1.138838425292188,0.0005056168614585577,1.480222178565985,0.748425292187882
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,5,2,0,2019-01-17 05:00:00+00:00,2019-01-17 05:30:00+00:00,2019-01-17 07:10:00+00:00,STOP,1.13829,1.137485477499675,1.1394967837504875,1.137475477499675,0.0008045225003250334,-1.012429733159763,-0.8145225003250989
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,7,2,0,2019-01-17 07:00:00+00:00,2019-01-17 07:30:00+00:00,2019-01-17 08:40:00+00:00,TARGET,1.13778,1.136805971076328,1.1392410433855078,1.1392310433855077,0.0009740289236719324,1.4897333644236372,1.451043385507722
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,8,2,0,2019-02-08 08:00:00+00:00,2019-02-08 08:30:00+00:00,2019-02-08 08:40:00+00:00,STOP,1.13315,1.1324537625585855,1.134194356162122,1.1324437625585855,0.00069623744141456,-1.0143629161622625,-0.7062374414146255
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,8,2,1,2019-02-08 08:30:00+00:00,2019-02-08 08:45:00+00:00,2019-02-08 10:15:00+00:00,TARGET,1.13269,1.1321162983773452,1.1335505524339822,1.133540552433982,0.0005737016226547986,1.4825693363846688,0.8505524339821324
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,9,2,0,2019-02-08 09:00:00+00:00,2019-02-08 09:30:00+00:00,2019-02-08 11:05:00+00:00,TARGET,1.1327900000000002,1.1319997442469436,1.133975383629585,1.1339653836295849,0.000790255753056579,1.4873458687753955,1.175383629584692
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,10,2,0,2019-02-08 09:30:00+00:00,2019-02-08 10:00:00+00:00,2019-02-08 10:35:00+00:00,TARGET,1.13264,1.1318591910864475,1.133811213370329,1.133801213370329,0.0007808089135525886,1.4871927691572375,1.1612133703289285
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,2,2,0,2019-03-27 01:30:00+00:00,2019-03-27 02:00:00+00:00,2019-03-27 08:15:00+00:00,TARGET,1.12562,1.1245813434812018,1.1271779847781975,1.1271679847781975,0.0010386565187983088,1.49037217807901,1.5479847781973977
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,2,2,1,2019-03-27 02:00:00+00:00,2019-03-27 02:15:00+00:00,2019-03-27 06:35:00+00:00,TARGET,1.1252900000000001,1.1245832175609851,1.1263501736585226,1.1263401736585226,0.0007067824390150079,1.4858513745559359,1.0501736585224464
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,2,2,0,2019-03-27 02:00:00+00:00,2019-03-27 02:30:00+00:00,2019-03-27 08:10:00+00:00,TARGET,1.12551,1.1244785332325444,1.1270572001511834,1.1270472001511833,0.00103146676745558,1.4903050681654693,1.5372001511833044
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,2,2,1,2019-03-27 02:30:00+00:00,2019-03-27 02:45:00+00:00,2019-03-27 06:35:00+00:00,TARGET,1.1252600000000001,1.1245559375908494,1.1263160936137262,1.1263060936137261,0.0007040624091507741,1.4857967136574748,1.0460936137259846
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,2,2,0,2019-04-16 01:30:00+00:00,2019-04-16 02:00:00+00:00,2019-04-16 04:50:00+00:00,TARGET,1.1294000000000002,1.1287044543268487,1.1304433185097273,1.1304333185097273,0.0006955456731514431,1.4856227989245385,1.0333185097270992
S1_COMPRESSION_REVERSION,FAST_M15_RSI_EXTREME,9,1,1,2019-04-16 09:00:00+00:00,2019-04-16 09:15:00+00:00,2019-04-16 09:15:00+00:00,STOP,1.12887,1.1280863006631108,1.130045549005334,1.1280763006631107,0.0007836993368892653,-1.012759995484695,-0.7936993368893308
S1_COMPRESSION_REVERSION,DEEP_M30_RSI_BB,9,1,0,2019-04-16 09:00:00+00:00,2019-04-16 09:30:00+00:00,2019-04-16 11:55:00+00:00,TARGET,1.12911,1.12797,1.1308200000000004,1.1308100000000003,0.001140000000000141,1.4912280701754796,1.7000000000002569
S1_COMPRESSION_REVERSION,FAST_M15_RSI_EXTREME,9,1,1,2019-04-16 09:30:00+00:00,2019-04-16 09:45:00+00:00,2019-04-16 10:00:00+00:00,TARGET,1.12884,1.1279501163880905,1.1301748254178645,1.1301648254178644,0.0008898836119095588,1.4887625753906222,1.3248254178643837
S1_COMPRESSION_REVERSION,FAST_M15_RSI_EXTREME,0,1,1,2019-04-23 00:15:00+00:00,2019-04-23 00:30:00+00:00,2019-04-23 00:50:00+00:00,STOP,1.12508,1.1247767618364974,1.125534857245254,1.1247667618364974,0.0003032381635026393,-1.032977379511067,-0.31323816350270484
