owner,seed_id,entry_hour_utc,trades,wins,gross_profit_r,gross_loss_r,net_r,win_rate,profit_factor
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,13,29,16,22.415298926489143,11.164965202652576,11.250333723836565,0.5517241379310345,2.007646107232265
S2_SUPPORTIVE_PULLBACK,FAST_M15_RSI_EXTREME,20,18,10,12.31278799835939,6.200583610491336,6.112204387868053,0.5555555555555556,1.9857466283538627
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,17,32,20,19.080720442038444,10.24065288899416,8.840067553044287,0.625,1.8632328083832317
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,1,17,9,13.419378444556807,8.056954382293931,5.3624240622628765,0.5294117647058824,1.6655646548089449
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,2,19,10,14.876846926377535,9.093460011522657,5.783386914854877,0.5263157894736842,1.6359940998834916
S1_COMPRESSION_REVERSION,FAST_M15_RSI_EXTREME,0,19,10,14.831608262443371,9.180946937585622,5.650661324857751,0.5263157894736842,1.615476961502159
S2_SUPPORTIVE_PULLBACK,DEEP_M30_RSI_BB,14,19,10,13.588858546312654,9.065445617581396,4.523412928731255,0.5263157894736842,1.498973036687641
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,9,54,27,40.219688313409456,27.314753907520018,12.904934405889435,0.5,1.472452889364549
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,4,20,10,14.895517405889796,10.12504171497077,4.770475690919028,0.5,1.4711561517682892
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,16,84,42,51.52617486069735,36.09080498356245,15.435369877134905,0.5,1.427681507358036
S2_SUPPORTIVE_PULLBACK,FAST_M15_RSI_EXTREME,12,16,8,10.787659533344435,8.0658192329529,2.721840300391534,0.5,1.3374536698357256
S2_SUPPORTIVE_PULLBACK,FAST_M15_RSI_EXTREME,0,21,10,14.863408890808085,11.11476764368085,3.748641247127234,0.47619047619047616,1.3372667218336745
