series,entry_time_utc,cumulative_r
FULL_HISTORY_FITTED,2019-01-11 16:00:00+00:00,0.0
FULL_HISTORY_FITTED,2019-01-11 16:00:00+00:00,-1.0049504950495372
FULL_HISTORY_FITTED,2019-01-15 16:45:00+00:00,0.4893050609732923
FULL_HISTORY_FITTED,2019-01-18 16:15:00+00:00,0.746569330340197
FULL_HISTORY_FITTED,2019-01-30 14:30:00+00:00,2.238724985143778
FULL_HISTORY_FITTED,2019-02-11 16:15:00+00:00,1.2294513181761402
FULL_HISTORY_FITTED,2019-02-13 23:00:00+00:00,2.717823411199192
FULL_HISTORY_FITTED,2019-03-27 02:00:00+00:00,4.208195589278202
FULL_HISTORY_FITTED,2019-04-16 02:00:00+00:00,5.69381838820274
FULL_HISTORY_FITTED,2019-04-24 16:45:00+00:00,4.68508053582776
FULL_HISTORY_FITTED,2019-05-13 21:00:00+00:00,6.16893009237719
FULL_HISTORY_FITTED,2019-05-14 14:00:00+00:00,5.160013083767267
FULL_HISTORY_FITTED,2019-06-28 17:00:00+00:00,5.804468696721652
FULL_HISTORY_FITTED,2019-07-01 05:15:00+00:00,4.789416397490195
FULL_HISTORY_FITTED,2019-07-01 17:00:00+00:00,3.78265277500558
FULL_HISTORY_FITTED,2019-07-12 13:30:00+00:00,5.271953302827431
FULL_HISTORY_FITTED,2019-07-23 13:00:00+00:00,4.2594434379152375
FULL_HISTORY_FITTED,2019-08-06 13:15:00+00:00,5.749238322727346
FULL_HISTORY_FITTED,2019-08-15 16:30:00+00:00,7.241296079915613
FULL_HISTORY_FITTED,2019-08-30 02:00:00+00:00,6.227188157186628
FULL_HISTORY_FITTED,2019-09-20 13:15:00+00:00,5.215349689961053
FULL_HISTORY_FITTED,2019-09-20 13:45:00+00:00,4.203684756867229
FULL_HISTORY_FITTED,2019-09-20 14:30:00+00:00,3.1951076426710117
FULL_HISTORY_FITTED,2019-09-25 16:15:00+00:00,4.684503028602105
FULL_HISTORY_FITTED,2019-10-08 16:15:00+00:00,3.672779320328977
FULL_HISTORY_FITTED,2019-10-15 13:30:00+00:00,5.164963079596905
FULL_HISTORY_FITTED,2019-10-22 13:00:00+00:00,6.65473907828304
FULL_HISTORY_FITTED,2019-11-04 23:00:00+00:00,8.134171668373032
FULL_HISTORY_FITTED,2019-11-22 16:15:00+00:00,7.121764813544602
FULL_HISTORY_FITTED,2019-12-11 13:00:00+00:00,8.606996320703859
FULL_HISTORY_FITTED,2020-01-08 13:00:00+00:00,7.59852359798542
FULL_HISTORY_FITTED,2020-01-16 17:00:00+00:00,7.689943337002871
FULL_HISTORY_FITTED,2020-01-23 17:00:00+00:00,8.215382197646788
FULL_HISTORY_FITTED,2020-02-04 16:45:00+00:00,9.700464718276782
FULL_HISTORY_FITTED,2020-02-10 17:00:00+00:00,8.930894132779814
FULL_HISTORY_FITTED,2020-02-18 02:30:00+00:00,10.414488393848188
FULL_HISTORY_FITTED,2020-03-27 13:45:00+00:00,11.91019676397222
FULL_HISTORY_FITTED,2020-04-02 13:15:00+00:00,13.40537075112086
FULL_HISTORY_FITTED,2020-04-15 13:00:00+00:00,14.900349935406831
FULL_HISTORY_FITTED,2020-04-16 00:45:00+00:00,13.889129365640889
FULL_HISTORY_FITTED,2020-04-16 16:45:00+00:00,15.38344546859021
FULL_HISTORY_FITTED,2020-04-22 16:00:00+00:00,14.375641004941478
FULL_HISTORY_FITTED,2020-04-22 16:45:00+00:00,13.367590778370124
FULL_HISTORY_FITTED,2020-05-03 23:00:00+00:00,12.356145400738928
FULL_HISTORY_FITTED,2020-05-12 00:30:00+00:00,13.847762218200547
FULL_HISTORY_FITTED,2020-05-14 02:00:00+00:00,12.838009836826012
FULL_HISTORY_FITTED,2020-06-11 05:15:00+00:00,14.33050359393307
FULL_HISTORY_FITTED,2020-06-11 20:00:00+00:00,13.325629291494042
FULL_HISTORY_FITTED,2020-06-12 17:30:00+00:00,14.821912173380134
FULL_HISTORY_FITTED,2020-06-18 17:00:00+00:00,15.770135895441047
FULL_HISTORY_FITTED,2020-07-31 20:15:00+00:00,15.718424105755403
FULL_HISTORY_FITTED,2020-08-03 00:45:00+00:00,17.21192799149512
FULL_HISTORY_FITTED,2020-08-19 17:00:00+00:00,16.2068249449628
FULL_HISTORY_FITTED,2020-09-01 17:30:00+00:00,15.202753897316091
FULL_HISTORY_FITTED,2020-09-15 14:30:00+00:00,14.196609414817022
FULL_HISTORY_FITTED,2020-09-16 00:15:00+00:00,15.680963177682926
FULL_HISTORY_FITTED,2020-09-16 20:00:00+00:00,14.675918845795557
FULL_HISTORY_FITTED,2020-09-17 00:45:00+00:00,13.667711823660108
FULL_HISTORY_FITTED,2020-09-17 02:00:00+00:00,12.66291496297642
FULL_HISTORY_FITTED,2020-09-21 16:00:00+00:00,14.156559839538193
FULL_HISTORY_FITTED,2020-09-23 01:00:00+00:00,15.649592217393046
FULL_HISTORY_FITTED,2020-10-23 00:30:00+00:00,17.140310491715347
FULL_HISTORY_FITTED,2020-10-27 21:15:00+00:00,16.129109295548318
FULL_HISTORY_FITTED,2020-10-28 00:15:00+00:00,17.617592841962693
FULL_HISTORY_FITTED,2020-11-16 14:00:00+00:00,19.111123945672745
FULL_HISTORY_FITTED,2020-11-19 00:00:00+00:00,18.101012807668983
FULL_HISTORY_FITTED,2020-11-19 00:30:00+00:00,17.091510400320875
FULL_HISTORY_FITTED,2020-11-30 20:30:00+00:00,18.58245407331158
FULL_HISTORY_FITTED,2020-12-09 17:30:00+00:00,20.07687239869029
FULL_HISTORY_FITTED,2020-12-21 00:00:00+00:00,19.070219167732596
FULL_HISTORY_FITTED,2020-12-22 17:00:00+00:00,19.66999464272227
FULL_HISTORY_FITTED,2020-12-31 20:00:00+00:00,19.97061524607963
FULL_HISTORY_FITTED,2021-01-20 13:00:00+00:00,18.963029775200415
FULL_HISTORY_FITTED,2021-02-16 23:15:00+00:00,17.94996088850633
FULL_HISTORY_FITTED,2021-03-18 13:30:00+00:00,17.692743409751152
FULL_HISTORY_FITTED,2021-03-25 16:15:00+00:00,17.946810949201648
FULL_HISTORY_FITTED,2021-04-26 14:00:00+00:00,19.438891904702995
FULL_HISTORY_FITTED,2021-05-12 16:15:00+00:00,19.79594463849976
FULL_HISTORY_FITTED,2021-05-27 01:30:00+00:00,21.28658470893043
FULL_HISTORY_FITTED,2021-06-11 16:00:00+00:00,21.869384880703333
FULL_HISTORY_FITTED,2021-07-28 14:00:00+00:00,23.361548469997746
FULL_HISTORY_FITTED,2021-08-17 14:00:00+00:00,22.353478921175554
FULL_HISTORY_FITTED,2021-08-17 14:30:00+00:00,21.345778975528166
FULL_HISTORY_FITTED,2021-08-17 16:00:00+00:00,20.335641901681868
FULL_HISTORY_FITTED,2021-08-19 01:00:00+00:00,19.3274921774454
FULL_HISTORY_FITTED,2021-08-19 02:30:00+00:00,20.8194211494257
FULL_HISTORY_FITTED,2021-09-07 13:30:00+00:00,20.860435011059003
FULL_HISTORY_FITTED,2021-09-13 01:30:00+00:00,19.84564893581426
FULL_HISTORY_FITTED,2021-10-05 02:00:00+00:00,18.83290283741254
FULL_HISTORY_FITTED,2021-10-29 14:00:00+00:00,17.82587607697189
FULL_HISTORY_FITTED,2021-10-29 14:30:00+00:00,16.81950453464403
FULL_HISTORY_FITTED,2021-11-10 17:30:00+00:00,15.81430462627063
FULL_HISTORY_FITTED,2021-11-10 23:00:00+00:00,14.803906005987344
FULL_HISTORY_FITTED,2021-11-21 23:30:00+00:00,16.292280388307297
FULL_HISTORY_FITTED,2021-12-07 13:30:00+00:00,17.785172936058746
FULL_HISTORY_FITTED,2021-12-17 20:00:00+00:00,16.77428487080319
FULL_HISTORY_FITTED,2021-12-17 20:45:00+00:00,15.76262985760183
FULL_HISTORY_FITTED,2021-12-19 23:00:00+00:00,17.248350936309237
FULL_HISTORY_FITTED,2021-12-24 13:30:00+00:00,18.73657829310244
FULL_HISTORY_FITTED,2022-01-18 13:00:00+00:00,17.728340402681912
FULL_HISTORY_FITTED,2022-01-18 13:30:00+00:00,16.72079434715062
FULL_HISTORY_FITTED,2022-01-24 13:00:00+00:00,18.212936114486414
FULL_HISTORY_FITTED,2022-02-18 17:00:00+00:00,17.81606673063004
FULL_HISTORY_FITTED,2022-02-21 13:30:00+00:00,16.808917044658845
FULL_HISTORY_FITTED,2022-02-21 23:30:00+00:00,18.29655619875903
FULL_HISTORY_FITTED,2022-02-24 01:00:00+00:00,17.28831827501361
FULL_HISTORY_FITTED,2022-02-27 23:15:00+00:00,18.785714108346955
FULL_HISTORY_FITTED,2022-03-03 17:30:00+00:00,17.780952106668693
FULL_HISTORY_FITTED,2022-03-04 01:00:00+00:00,19.275663594795024
FULL_HISTORY_FITTED,2022-03-06 23:15:00+00:00,18.266886465431025
FULL_HISTORY_FITTED,2022-03-07 01:30:00+00:00,19.76329059441649
FULL_HISTORY_FITTED,2022-03-18 13:30:00+00:00,21.25787445471864
FULL_HISTORY_FITTED,2022-04-21 16:15:00+00:00,21.515977758125555
FULL_HISTORY_FITTED,2022-04-25 16:00:00+00:00,23.010080060752202
FULL_HISTORY_FITTED,2022-05-12 17:00:00+00:00,24.200667866781075
FULL_HISTORY_FITTED,2022-05-31 00:30:00+00:00,23.190212865190738
FULL_HISTORY_FITTED,2022-06-22 01:00:00+00:00,22.183144342510083
FULL_HISTORY_FITTED,2022-06-28 13:00:00+00:00,21.177726190891867
FULL_HISTORY_FITTED,2022-06-29 16:45:00+00:00,20.171514975424238
FULL_HISTORY_FITTED,2022-07-20 17:30:00+00:00,21.668036591050722
FULL_HISTORY_FITTED,2022-08-02 13:00:00+00:00,20.661659486715717
FULL_HISTORY_FITTED,2022-08-03 00:30:00+00:00,22.150556720949435
FULL_HISTORY_FITTED,2022-09-13 16:00:00+00:00,21.146178236231194
FULL_HISTORY_FITTED,2022-09-20 13:00:00+00:00,20.656406369638706
FULL_HISTORY_FITTED,2022-10-05 13:45:00+00:00,19.65141660152775
FULL_HISTORY_FITTED,2022-10-05 14:30:00+00:00,21.148012337481397
FULL_HISTORY_FITTED,2022-10-06 16:15:00+00:00,21.586478902517726
FULL_HISTORY_FITTED,2022-11-17 13:15:00+00:00,23.08134243437151
FULL_HISTORY_FITTED,2022-11-17 14:00:00+00:00,24.577558330576245
FULL_HISTORY_FITTED,2022-11-25 14:30:00+00:00,26.072666737125143
FULL_HISTORY_FITTED,2022-11-28 00:00:00+00:00,25.063815143062506
FULL_HISTORY_FITTED,2022-11-28 20:00:00+00:00,26.557622945023233
FULL_HISTORY_FITTED,2022-12-12 00:00:00+00:00,25.546769499928352
FULL_HISTORY_FITTED,2022-12-12 00:45:00+00:00,27.03637226829346
FULL_HISTORY_FITTED,2023-01-02 16:45:00+00:00,28.5266802626542
FULL_HISTORY_FITTED,2023-02-03 00:15:00+00:00,27.51563847181607
FULL_HISTORY_FITTED,2023-03-07 17:00:00+00:00,26.511357938481773
FULL_HISTORY_FITTED,2023-03-07 23:00:00+00:00,25.49938814369456
FULL_HISTORY_FITTED,2023-03-23 21:00:00+00:00,24.492687183170474
