owner,seed_id,entry_hour_utc,owner_priority,seed_priority,signal_time_utc,entry_time_utc,exit_time_utc,exit_reason,entry_price,stop_price,target_price,exit_price,risk_distance,r,fixed_0p01_lot_usd
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,16,2,1,2019-01-11 15:45:00+00:00,2019-01-11 16:00:00+00:00,2019-01-11 20:20:00+00:00,STOP,1.14782,1.1458,1.1508500000000002,1.1457899999999999,0.002020000000000133,-1.0049504950495372,-2.0300000000001983
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,16,2,1,2019-01-15 16:30:00+00:00,2019-01-15 16:45:00+00:00,2019-01-15 20:15:00+00:00,TARGET,1.1389,1.1371591874792744,1.1415112187810885,1.1415012187810885,0.0017408125207256653,1.4942555560228294,2.6012187810884324
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,16,2,1,2019-01-18 16:00:00+00:00,2019-01-18 16:15:00+00:00,2019-01-18 21:55:00+00:00,TIME_12H,1.1358400000000002,1.1347127544609545,1.1375308683085685,1.1361299999999999,0.0011272455390456404,0.2572642693669048,0.2899999999996794
S2_SUPPORTIVE_PULLBACK,DEEP_M30_RSI_BB,14,0,0,2019-01-30 14:00:00+00:00,2019-01-30 14:30:00+00:00,2019-01-30 19:00:00+00:00,TARGET,1.1411600000000002,1.1398851963357324,1.1430722054964018,1.1430622054964017,0.0012748036642677985,1.492155654803581,1.9022054964015211
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,16,2,1,2019-02-11 16:00:00+00:00,2019-02-11 16:15:00+00:00,2019-02-11 18:00:00+00:00,STOP,1.1278400000000002,1.1267616779042249,1.1294574831436632,1.1267516779042248,0.001078322095775297,-1.0092736669676379,-1.0883220957753625
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,23,2,1,2019-02-13 22:45:00+00:00,2019-02-13 23:00:00+00:00,2019-02-14 02:15:00+00:00,TARGET,1.12576,1.1249,1.12705,1.12704,0.0008600000000000829,1.4883720930230517,1.2799999999999478
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,2,2,0,2019-03-27 01:30:00+00:00,2019-03-27 02:00:00+00:00,2019-03-27 08:15:00+00:00,TARGET,1.12562,1.1245813434812018,1.1271779847781975,1.1271679847781975,0.0010386565187983088,1.49037217807901,1.5479847781973977
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,2,2,0,2019-04-16 01:30:00+00:00,2019-04-16 02:00:00+00:00,2019-04-16 04:50:00+00:00,TARGET,1.1294000000000002,1.1287044543268487,1.1304433185097273,1.1304333185097273,0.0006955456731514431,1.4856227989245385,1.0333185097270992
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,16,2,1,2019-04-24 16:30:00+00:00,2019-04-24 16:45:00+00:00,2019-04-24 18:35:00+00:00,STOP,1.11632,1.1151755540227826,1.118036668965826,1.1151655540227825,0.001144445977217412,-1.00873785237498,-1.1544459772174775
S2_SUPPORTIVE_PULLBACK,FAST_M15_RSI_EXTREME,21,0,1,2019-05-13 20:45:00+00:00,2019-05-13 21:00:00+00:00,2019-05-13 22:50:00+00:00,TARGET,1.12222,1.1216008219550886,1.123148767067367,1.123138767067367,0.0006191780449114059,1.4838495565494294,0.9187670673669324
S2_SUPPORTIVE_PULLBACK,DEEP_M30_RSI_BB,14,0,0,2019-05-14 13:30:00+00:00,2019-05-14 14:00:00+00:00,2019-05-15 00:35:00+00:00,STOP,1.12121,1.1200885476792142,1.122892178481179,1.120078547679214,0.001121452320785865,-1.0089170086099228,-1.1314523207859306
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,17,2,0,2019-06-28 16:30:00+00:00,2019-06-28 17:00:00+00:00,2019-06-28 20:55:00+00:00,TIME_12H,1.13595,1.1346310573406237,1.1379284139890644,1.1368,0.0013189426593762654,0.6444556129543847,0.8500000000000174
S2_SUPPORTIVE_PULLBACK,FAST_M15_RSI_EXTREME,5,0,1,2019-07-01 05:00:00+00:00,2019-07-01 05:15:00+00:00,2019-07-01 07:00:00+00:00,STOP,1.13267,1.1320056496674498,1.1336665254988256,1.1319956496674497,0.0006643503325503008,-1.0150522992314577,-0.6743503325503664
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,17,2,0,2019-07-01 16:30:00+00:00,2019-07-01 17:00:00+00:00,2019-07-01 22:25:00+00:00,STOP,1.1295000000000002,1.1280215023424487,1.1317177464863275,1.1280115023424486,0.0014784976575514808,-1.0067636224846148,-1.4884976575515463
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,13,2,0,2019-07-12 13:00:00+00:00,2019-07-12 13:30:00+00:00,2019-07-12 15:15:00+00:00,TARGET,1.1242400000000001,1.1233053744564732,1.1256419383152907,1.1256319383152906,0.0009346255435269679,1.4893005278218507,1.3919383152904974
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,13,2,0,2019-07-23 12:30:00+00:00,2019-07-23 13:00:00+00:00,2019-07-23 13:35:00+00:00,STOP,1.1169600000000002,1.1161606308565077,1.1181590537152388,1.1161506308565077,0.0007993691434924344,-1.0125098649121926,-0.8093691434924999
S2_SUPPORTIVE_PULLBACK,FAST_M15_RSI_EXTREME,13,0,1,2019-08-06 13:00:00+00:00,2019-08-06 13:15:00+00:00,2019-08-06 14:55:00+00:00,TARGET,1.11728,1.1163000992525856,1.1187498511211218,1.1187398511211217,0.0009799007474144972,1.489794884812109,1.4598511211216803
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,16,2,1,2019-08-15 16:15:00+00:00,2019-08-15 16:30:00+00:00,2019-08-15 17:50:00+00:00,TARGET,1.10999,1.108730909811372,1.1118786352829422,1.111868635282942,0.0012590901886280204,1.492057757188267,1.878635282942076
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,2,2,0,2019-08-30 01:30:00+00:00,2019-08-30 02:00:00+00:00,2019-08-30 02:55:00+00:00,STOP,1.1049900000000001,1.1042811784256148,1.1060532323615782,1.1042711784256147,0.0007088215743853432,-1.0141079227289844,-0.7188215743854087
S2_SUPPORTIVE_PULLBACK,FAST_M15_RSI_EXTREME,13,0,1,2019-09-20 13:00:00+00:00,2019-09-20 13:15:00+00:00,2019-09-20 13:20:00+00:00,STOP,1.10227,1.101425296052308,1.103537055921538,1.101415296052308,0.0008447039476919826,-1.0118384672255751,-0.8547039476920482
S2_SUPPORTIVE_PULLBACK,FAST_M15_RSI_EXTREME,13,0,1,2019-09-20 13:30:00+00:00,2019-09-20 13:45:00+00:00,2019-09-20 14:15:00+00:00,STOP,1.10179,1.100932729759388,1.103075905360918,1.100922729759388,0.0008572702406119959,-1.011664933093824,-0.8672702406120614
S2_SUPPORTIVE_PULLBACK,DEEP_M30_RSI_BB,14,0,0,2019-09-20 14:00:00+00:00,2019-09-20 14:30:00+00:00,2019-09-20 15:25:00+00:00,STOP,1.10129,1.1001241066970433,1.1030388399544353,1.1001141066970432,0.0011658933029567997,-1.0085771141962174,-1.1758933029568652
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,16,2,1,2019-09-25 16:00:00+00:00,2019-09-25 16:15:00+00:00,2019-09-26 03:10:00+00:00,TARGET,1.09467,1.0937270142453948,1.096084478631908,1.0960744786319079,0.0009429857546052745,1.4893953859310936,1.4044786319078462
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,16,2,1,2019-10-08 16:00:00+00:00,2019-10-08 16:15:00+00:00,2019-10-08 18:35:00+00:00,STOP,1.09525,1.094397027564394,1.0965294586534093,1.0943870275643939,0.0008529724356061141,-1.011723708273128,-0.8629724356061796
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,13,2,0,2019-10-15 13:00:00+00:00,2019-10-15 13:30:00+00:00,2019-10-15 14:25:00+00:00,TARGET,1.09973,1.098450612588233,1.101649081117651,1.1016390811176509,0.001279387411767141,1.492183759267928,1.9090811176507572
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,13,2,0,2019-10-22 12:30:00+00:00,2019-10-22 13:00:00+00:00,2019-10-22 15:20:00+00:00,TARGET,1.11277,1.1117919093588737,1.1142371359616896,1.1142271359616895,0.0009780906411263057,1.489775998686135,1.457135961689504
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,23,2,1,2019-11-04 22:45:00+00:00,2019-11-04 23:00:00+00:00,2019-11-05 00:15:00+00:00,TARGET,1.1122800000000002,1.1117937939077494,1.1130093091383764,1.1129993091383763,0.00048620609225080713,1.479432590089992,0.7193091383761452
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,16,2,1,2019-11-22 16:00:00+00:00,2019-11-22 16:15:00+00:00,2019-11-22 17:55:00+00:00,STOP,1.10322,1.1024139939542816,1.1044290090685778,1.1024039939542816,0.0008060060457184548,-1.0124068548284297,-0.8160060457185203
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,13,2,0,2019-12-11 12:30:00+00:00,2019-12-11 13:00:00+00:00,2019-12-11 13:30:00+00:00,TARGET,1.10732,1.1066428828352426,1.1083356757471363,1.1083256757471363,0.0006771171647574903,1.4852315071592566,1.00567574713617
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,13,2,0,2020-01-08 12:30:00+00:00,2020-01-08 13:00:00+00:00,2020-01-08 21:45:00+00:00,STOP,1.1117400000000002,1.1105597418548465,1.1135103872177305,1.1105497418548465,0.0011802581451536565,-1.0084727227184385,-1.190258145153722
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,17,2,0,2020-01-16 16:30:00+00:00,2020-01-16 17:00:00+00:00,2020-01-17 05:00:00+00:00,TIME_12H,1.11311,1.1119067587614877,1.1149148618577684,1.1132199999999999,0.0012032412385123425,0.09141973901745065,0.10999999999983245
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,17,2,0,2020-01-23 16:30:00+00:00,2020-01-23 17:00:00+00:00,2020-01-24 05:00:00+00:00,TIME_12H,1.1041800000000002,1.1027716534626069,1.10629251980609,1.10492,0.0014083465373933013,0.5254388606439163,0.7399999999997409
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,16,2,1,2020-02-04 16:30:00+00:00,2020-02-04 16:45:00+00:00,2020-02-04 23:05:00+00:00,TARGET,1.10358,1.102909645461406,1.104585531807891,1.104575531807891,0.0006703545385939869,1.4850825206299942,0.9955318078909148
