owner,seed_id,entry_hour_utc,owner_priority,seed_priority,signal_time_utc,entry_time_utc,exit_time_utc,exit_reason,entry_price,stop_price,target_price,exit_price,risk_distance,r,fixed_0p01_lot_usd,oracle_date
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,14,2,0,2019-01-04 14:00:00+00:00,2019-01-04 14:30:00+00:00,2019-01-04 15:20:00+00:00,TARGET,1.13579,1.1340551358562319,1.1383922962156525,1.1383822962156525,0.0017348641437682222,1.4942358598880061,2.5922962156523788,2019-01-04
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,14,2,1,2019-01-04 14:30:00+00:00,2019-01-04 14:45:00+00:00,2019-01-04 15:20:00+00:00,TARGET,1.13541,1.1340364922067578,1.1374702616898633,1.1374602616898633,0.0013735077932421902,1.4927193714886318,2.0502616898632198,2019-01-04
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,15,2,0,2019-01-04 14:30:00+00:00,2019-01-04 15:00:00+00:00,2019-01-04 15:20:00+00:00,TARGET,1.1354300000000002,1.1336940547236438,1.1380339179145347,1.1380239179145346,0.0017359452763563432,1.4942394497474858,2.5939179145344493,2019-01-04
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,15,2,1,2019-01-04 15:00:00+00:00,2019-01-04 15:15:00+00:00,2019-01-04 15:20:00+00:00,TARGET,1.1353600000000001,1.1340203427701128,1.137369485844831,1.137359485844831,0.001339657229887381,1.492535403999561,1.999485844830895,2019-01-04
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,3,2,1,2019-01-08 03:30:00+00:00,2019-01-08 03:45:00+00:00,2019-01-08 06:15:00+00:00,TARGET,1.1439000000000001,1.1431139354998523,1.145079096750222,1.145069096750222,0.0007860645001478428,1.4872783976403035,1.1690967502218097,2019-01-08
S3_NEUTRAL_AUCTION,DEEP_M30_RSI_BB,4,2,0,2019-01-08 03:30:00+00:00,2019-01-08 04:00:00+00:00,2019-01-08 09:05:00+00:00,TARGET,1.1439300000000001,1.1427537334875548,1.1456943997686682,1.145684399768668,0.0011762665124452898,1.4914985252966473,1.7543997686679802,2019-01-08
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,4,2,1,2019-01-08 04:00:00+00:00,2019-01-08 04:15:00+00:00,2019-01-08 06:15:00+00:00,TARGET,1.14388,1.1431207198952806,1.145018920157079,1.145008920157079,0.0007592801047193731,1.4868296298850587,1.1289201570789942,2019-01-08
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,4,2,1,2019-01-08 04:15:00+00:00,2019-01-08 04:30:00+00:00,2019-01-08 06:15:00+00:00,TARGET,1.14379,1.143021954188475,1.1449420687172878,1.1449320687172877,0.0007680458115251199,1.4869799433184743,1.1420687172876143,2019-01-08
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,9,2,1,2019-01-10 09:15:00+00:00,2019-01-10 09:30:00+00:00,2019-01-10 13:20:00+00:00,TARGET,1.15256,1.1513061353445513,1.1544407969831731,1.154430796983173,0.0012538646554487443,1.4920246575604392,1.8707969831730509,2019-01-10
S3_NEUTRAL_AUCTION,FAST_M15_RSI_EXTREME,9,2,1,2019-01-10 09:30:00+00:00,2019-01-10 09:45:00+00:00,2019-01-10 13:20:00+00:00,TARGET,1.15262,1.1513876971056547,1.1544684543415178,1.1544584543415177,0.001232302894345283,1.4918851119752587,1.838454341517748,2019-01-10
