causal_trade_index,family,side,causal_entry_time_utc,oracle_entry_time_utc,absolute_difference_minutes
2549,N4_MICRO_BREAKOUT,LONG,2023-01-25 00:00:00+00:00,2023-01-25 00:20:00+00:00,20.0
2556,N4_MICRO_BREAKOUT,LONG,2023-01-27 00:05:00+00:00,2023-01-27 00:00:00+00:00,5.0
2557,N1_ROLLING_SWEEP_FADE,SHORT,2023-01-27 00:55:00+00:00,2023-01-27 00:25:00+00:00,30.0
2575,N3_ANCHOR_REVERSION,LONG,2023-02-06 00:45:00+00:00,2023-02-06 00:45:00+00:00,0.0
2577,N4_MICRO_BREAKOUT,LONG,2023-02-15 00:55:00+00:00,2023-02-15 00:15:00+00:00,40.0
2583,N3_ANCHOR_REVERSION,SHORT,2023-02-28 00:35:00+00:00,2023-02-28 00:25:00+00:00,10.0
2587,N4_MICRO_BREAKOUT,SHORT,2023-03-01 00:05:00+00:00,2023-03-01 00:05:00+00:00,0.0
2588,N4_MICRO_BREAKOUT,SHORT,2023-03-01 00:35:00+00:00,2023-03-01 00:00:00+00:00,35.0
2597,N4_MICRO_BREAKOUT,SHORT,2023-03-08 00:05:00+00:00,2023-03-08 00:00:00+00:00,5.0
2613,N4_MICRO_BREAKOUT,LONG,2023-03-23 00:05:00+00:00,2023-03-23 00:00:00+00:00,5.0
2630,N4_MICRO_BREAKOUT,LONG,2023-03-31 00:20:00+00:00,2023-03-31 00:15:00+00:00,5.0
2642,N1_ROLLING_SWEEP_FADE,SHORT,2023-04-11 00:00:00+00:00,2023-04-11 00:50:00+00:00,50.0
2643,N4_MICRO_BREAKOUT,LONG,2023-04-11 00:10:00+00:00,2023-04-11 00:05:00+00:00,5.0
2650,N3_ANCHOR_REVERSION,SHORT,2023-04-13 00:00:00+00:00,2023-04-13 00:00:00+00:00,0.0
2651,N3_ANCHOR_REVERSION,SHORT,2023-04-13 00:40:00+00:00,2023-04-13 00:05:00+00:00,35.0
2652,N4_MICRO_BREAKOUT,LONG,2023-04-13 00:55:00+00:00,2023-04-13 00:15:00+00:00,40.0
2654,N4_MICRO_BREAKOUT,LONG,2023-04-14 00:00:00+00:00,2023-04-14 00:00:00+00:00,0.0
2659,N3_ANCHOR_REVERSION,LONG,2023-04-17 00:15:00+00:00,2023-04-17 00:10:00+00:00,5.0
2660,N4_MICRO_BREAKOUT,SHORT,2023-04-17 00:55:00+00:00,2023-04-17 00:30:00+00:00,25.0
2661,N4_MICRO_BREAKOUT,SHORT,2023-04-17 01:10:00+00:00,2023-04-17 00:25:00+00:00,45.0
2689,N4_MICRO_BREAKOUT,SHORT,2023-05-01 00:55:00+00:00,2023-05-01 00:20:00+00:00,35.0
2706,N4_MICRO_BREAKOUT,LONG,2023-05-11 00:20:00+00:00,2023-05-11 00:15:00+00:00,5.0
2711,N4_MICRO_BREAKOUT,LONG,2023-05-12 01:00:00+00:00,2023-05-12 00:15:00+00:00,45.0
2716,N1_ROLLING_SWEEP_FADE,SHORT,2023-05-15 00:15:00+00:00,2023-05-15 00:10:00+00:00,5.0
2717,N4_MICRO_BREAKOUT,LONG,2023-05-15 01:15:00+00:00,2023-05-15 00:30:00+00:00,45.0
2728,N3_ANCHOR_REVERSION,SHORT,2023-06-01 00:05:00+00:00,2023-06-01 00:00:00+00:00,5.0
2729,N3_ANCHOR_REVERSION,SHORT,2023-06-01 00:30:00+00:00,2023-06-01 00:20:00+00:00,10.0
2757,N3_ANCHOR_REVERSION,SHORT,2023-06-13 00:00:00+00:00,2023-06-13 00:15:00+00:00,15.0
2758,N4_MICRO_BREAKOUT,LONG,2023-06-13 00:10:00+00:00,2023-06-13 00:00:00+00:00,10.0
2759,N1_ROLLING_SWEEP_FADE,LONG,2023-06-13 00:50:00+00:00,2023-06-13 00:55:00+00:00,5.0
2760,N4_MICRO_BREAKOUT,LONG,2023-06-13 01:35:00+00:00,2023-06-13 01:00:00+00:00,35.0
2765,N1_ROLLING_SWEEP_FADE,SHORT,2023-06-15 00:05:00+00:00,2023-06-15 00:05:00+00:00,0.0
2770,N1_ROLLING_SWEEP_FADE,SHORT,2023-06-23 01:00:00+00:00,2023-06-23 00:20:00+00:00,40.0
2778,N4_MICRO_BREAKOUT,SHORT,2023-06-28 00:55:00+00:00,2023-06-28 00:25:00+00:00,30.0
2781,N4_MICRO_BREAKOUT,SHORT,2023-06-29 00:30:00+00:00,2023-06-29 00:15:00+00:00,15.0
2790,N1_ROLLING_SWEEP_FADE,LONG,2023-07-07 00:05:00+00:00,2023-07-07 00:35:00+00:00,30.0
2791,N4_MICRO_BREAKOUT,SHORT,2023-07-07 00:30:00+00:00,2023-07-07 00:10:00+00:00,20.0
2794,N1_ROLLING_SWEEP_FADE,SHORT,2023-07-10 00:00:00+00:00,2023-07-10 00:00:00+00:00,0.0
2798,N1_ROLLING_SWEEP_FADE,LONG,2023-07-11 00:10:00+00:00,2023-07-11 00:10:00+00:00,0.0
2805,N4_MICRO_BREAKOUT,LONG,2023-07-20 00:15:00+00:00,2023-07-20 00:15:00+00:00,0.0
2807,N4_MICRO_BREAKOUT,LONG,2023-07-20 00:55:00+00:00,2023-07-20 00:10:00+00:00,45.0
2809,N1_ROLLING_SWEEP_FADE,LONG,2023-07-21 00:00:00+00:00,2023-07-21 00:05:00+00:00,5.0
2810,N4_MICRO_BREAKOUT,LONG,2023-07-21 01:00:00+00:00,2023-07-21 01:10:00+00:00,10.0
2811,N4_MICRO_BREAKOUT,LONG,2023-07-21 01:35:00+00:00,2023-07-21 00:40:00+00:00,55.0
2820,N1_ROLLING_SWEEP_FADE,SHORT,2023-08-07 00:30:00+00:00,2023-08-07 00:25:00+00:00,5.0
2821,N4_MICRO_BREAKOUT,SHORT,2023-08-07 01:25:00+00:00,2023-08-07 00:35:00+00:00,50.0
2834,N4_MICRO_BREAKOUT,LONG,2023-08-11 00:40:00+00:00,2023-08-11 00:15:00+00:00,25.0
2841,N1_ROLLING_SWEEP_FADE,SHORT,2023-08-24 00:05:00+00:00,2023-08-24 00:25:00+00:00,20.0
2842,N4_MICRO_BREAKOUT,LONG,2023-08-24 00:15:00+00:00,2023-08-24 00:10:00+00:00,5.0
2860,N4_MICRO_BREAKOUT,SHORT,2023-08-30 00:05:00+00:00,2023-08-30 00:00:00+00:00,5.0
2868,N4_MICRO_BREAKOUT,LONG,2023-09-04 00:50:00+00:00,2023-09-04 00:15:00+00:00,35.0
2873,N1_ROLLING_SWEEP_FADE,SHORT,2023-09-15 00:15:00+00:00,2023-09-15 00:15:00+00:00,0.0
2884,N4_MICRO_BREAKOUT,SHORT,2023-10-06 00:05:00+00:00,2023-10-06 00:05:00+00:00,0.0
2892,N3_ANCHOR_REVERSION,SHORT,2023-10-10 00:00:00+00:00,2023-10-10 00:05:00+00:00,5.0
2893,N1_ROLLING_SWEEP_FADE,SHORT,2023-10-10 00:05:00+00:00,2023-10-10 00:10:00+00:00,5.0
2900,N4_MICRO_BREAKOUT,LONG,2023-10-13 01:20:00+00:00,2023-10-13 00:30:00+00:00,50.0
2904,N1_ROLLING_SWEEP_FADE,LONG,2023-10-16 00:30:00+00:00,2023-10-16 00:25:00+00:00,5.0
2908,N1_ROLLING_SWEEP_FADE,LONG,2023-10-18 00:00:00+00:00,2023-10-18 00:40:00+00:00,40.0
2920,N4_MICRO_BREAKOUT,LONG,2023-10-24 01:05:00+00:00,2023-10-24 00:40:00+00:00,25.0
2933,N3_ANCHOR_REVERSION,LONG,2023-10-30 00:20:00+00:00,2023-10-30 00:20:00+00:00,0.0
2936,N4_MICRO_BREAKOUT,SHORT,2023-10-31 00:10:00+00:00,2023-10-31 00:05:00+00:00,5.0
2942,N4_MICRO_BREAKOUT,SHORT,2023-11-01 00:25:00+00:00,2023-11-01 00:15:00+00:00,10.0
2944,N4_MICRO_BREAKOUT,LONG,2023-11-02 00:00:00+00:00,2023-11-02 00:00:00+00:00,0.0
2965,N4_MICRO_BREAKOUT,SHORT,2023-11-27 00:35:00+00:00,2023-11-27 00:15:00+00:00,20.0
2970,N4_MICRO_BREAKOUT,LONG,2023-12-01 00:15:00+00:00,2023-12-01 00:15:00+00:00,0.0
2971,N4_MICRO_BREAKOUT,LONG,2023-12-01 01:10:00+00:00,2023-12-01 00:10:00+00:00,60.0
2979,N4_MICRO_BREAKOUT,LONG,2023-12-05 00:10:00+00:00,2023-12-05 00:10:00+00:00,0.0
2981,N1_ROLLING_SWEEP_FADE,LONG,2023-12-06 00:45:00+00:00,2023-12-06 00:45:00+00:00,0.0
2982,N1_ROLLING_SWEEP_FADE,SHORT,2023-12-06 01:10:00+00:00,2023-12-06 01:05:00+00:00,5.0
2983,N1_ROLLING_SWEEP_FADE,LONG,2023-12-06 01:35:00+00:00,2023-12-06 00:40:00+00:00,55.0
2992,N4_MICRO_BREAKOUT,LONG,2023-12-11 00:05:00+00:00,2023-12-11 00:00:00+00:00,5.0
2998,N3_ANCHOR_REVERSION,SHORT,2023-12-13 00:00:00+00:00,2023-12-13 00:00:00+00:00,0.0
3009,N3_ANCHOR_REVERSION,SHORT,2024-01-12 00:15:00+00:00,2024-01-12 00:15:00+00:00,0.0
3019,N4_MICRO_BREAKOUT,SHORT,2024-01-25 00:05:00+00:00,2024-01-25 00:05:00+00:00,0.0
3023,N4_MICRO_BREAKOUT,SHORT,2024-01-26 00:25:00+00:00,2024-01-26 00:00:00+00:00,25.0
3033,N1_ROLLING_SWEEP_FADE,LONG,2024-01-30 01:10:00+00:00,2024-01-30 00:20:00+00:00,50.0
3048,N4_MICRO_BREAKOUT,SHORT,2024-02-05 00:35:00+00:00,2024-02-05 00:25:00+00:00,10.0
3058,N1_ROLLING_SWEEP_FADE,SHORT,2024-02-19 00:00:00+00:00,2024-02-19 00:05:00+00:00,5.0
3059,N1_ROLLING_SWEEP_FADE,SHORT,2024-02-19 00:30:00+00:00,2024-02-19 00:25:00+00:00,5.0
3066,N1_ROLLING_SWEEP_FADE,LONG,2024-02-21 01:25:00+00:00,2024-02-21 01:05:00+00:00,20.0
3074,N3_ANCHOR_REVERSION,SHORT,2024-02-23 00:20:00+00:00,2024-02-23 00:15:00+00:00,5.0
3087,N4_MICRO_BREAKOUT,LONG,2024-03-01 00:55:00+00:00,2024-03-01 00:15:00+00:00,40.0
3091,N3_ANCHOR_REVERSION,SHORT,2024-03-04 00:50:00+00:00,2024-03-04 00:50:00+00:00,0.0
3097,N1_ROLLING_SWEEP_FADE,SHORT,2024-03-14 00:05:00+00:00,2024-03-14 00:05:00+00:00,0.0
3127,N3_ANCHOR_REVERSION,SHORT,2024-04-01 00:45:00+00:00,2024-04-01 00:35:00+00:00,10.0
3145,N3_ANCHOR_REVERSION,SHORT,2024-04-09 00:00:00+00:00,2024-04-09 00:00:00+00:00,0.0
3149,N1_ROLLING_SWEEP_FADE,SHORT,2024-04-10 01:10:00+00:00,2024-04-10 00:15:00+00:00,55.0
3174,N1_ROLLING_SWEEP_FADE,SHORT,2024-05-02 01:10:00+00:00,2024-05-02 01:05:00+00:00,5.0
3186,N4_MICRO_BREAKOUT,SHORT,2024-05-10 00:50:00+00:00,2024-05-10 00:15:00+00:00,35.0
3193,N1_ROLLING_SWEEP_FADE,LONG,2024-05-22 00:05:00+00:00,2024-05-22 00:00:00+00:00,5.0
3199,N1_ROLLING_SWEEP_FADE,SHORT,2024-05-27 01:35:00+00:00,2024-05-27 02:05:00+00:00,30.0
3230,N1_ROLLING_SWEEP_FADE,LONG,2024-06-14 00:05:00+00:00,2024-06-14 00:00:00+00:00,5.0
3231,N3_ANCHOR_REVERSION,LONG,2024-06-14 00:30:00+00:00,2024-06-14 00:25:00+00:00,5.0
3236,N1_ROLLING_SWEEP_FADE,SHORT,2024-06-18 00:00:00+00:00,2024-06-18 00:00:00+00:00,0.0
3237,N4_MICRO_BREAKOUT,SHORT,2024-06-18 01:10:00+00:00,2024-06-18 00:15:00+00:00,55.0
3270,N1_ROLLING_SWEEP_FADE,SHORT,2024-07-04 01:10:00+00:00,2024-07-04 01:05:00+00:00,5.0
3282,N1_ROLLING_SWEEP_FADE,LONG,2024-07-30 00:05:00+00:00,2024-07-30 00:15:00+00:00,10.0
3284,N3_ANCHOR_REVERSION,LONG,2024-07-30 01:30:00+00:00,2024-07-30 00:30:00+00:00,60.0
3286,N1_ROLLING_SWEEP_FADE,LONG,2024-07-31 00:15:00+00:00,2024-07-31 00:15:00+00:00,0.0
3310,N1_ROLLING_SWEEP_FADE,SHORT,2024-08-30 00:30:00+00:00,2024-08-30 00:20:00+00:00,10.0
3317,N3_ANCHOR_REVERSION,LONG,2024-09-05 00:55:00+00:00,2024-09-05 00:50:00+00:00,5.0
3330,N4_MICRO_BREAKOUT,LONG,2024-09-13 00:45:00+00:00,2024-09-13 00:15:00+00:00,30.0
3335,N4_MICRO_BREAKOUT,SHORT,2024-09-19 00:10:00+00:00,2024-09-19 00:05:00+00:00,5.0
3337,N4_MICRO_BREAKOUT,SHORT,2024-09-19 00:40:00+00:00,2024-09-19 00:20:00+00:00,20.0
3345,N1_ROLLING_SWEEP_FADE,SHORT,2024-09-24 00:05:00+00:00,2024-09-24 00:00:00+00:00,5.0
3346,N1_ROLLING_SWEEP_FADE,SHORT,2024-09-24 00:20:00+00:00,2024-09-24 00:20:00+00:00,0.0
3349,N1_ROLLING_SWEEP_FADE,SHORT,2024-09-25 00:05:00+00:00,2024-09-25 00:45:00+00:00,40.0
3350,N3_ANCHOR_REVERSION,SHORT,2024-09-25 01:05:00+00:00,2024-09-25 01:00:00+00:00,5.0
3353,N1_ROLLING_SWEEP_FADE,LONG,2024-09-26 00:05:00+00:00,2024-09-26 00:05:00+00:00,0.0
3357,N1_ROLLING_SWEEP_FADE,SHORT,2024-09-27 00:05:00+00:00,2024-09-27 00:05:00+00:00,0.0
3367,N4_MICRO_BREAKOUT,SHORT,2024-10-01 00:35:00+00:00,2024-10-01 00:15:00+00:00,20.0
3370,N1_ROLLING_SWEEP_FADE,LONG,2024-10-02 00:00:00+00:00,2024-10-02 00:00:00+00:00,0.0
3371,N1_ROLLING_SWEEP_FADE,SHORT,2024-10-02 00:35:00+00:00,2024-10-02 00:35:00+00:00,0.0
3376,N1_ROLLING_SWEEP_FADE,SHORT,2024-10-17 00:35:00+00:00,2024-10-17 00:35:00+00:00,0.0
3382,N4_MICRO_BREAKOUT,SHORT,2024-10-31 00:30:00+00:00,2024-10-31 00:15:00+00:00,15.0
3397,N4_MICRO_BREAKOUT,SHORT,2024-11-06 00:25:00+00:00,2024-11-06 00:10:00+00:00,15.0
3398,N4_MICRO_BREAKOUT,SHORT,2024-11-06 00:45:00+00:00,2024-11-06 00:05:00+00:00,40.0
3400,N1_ROLLING_SWEEP_FADE,LONG,2024-11-06 01:10:00+00:00,2024-11-06 00:35:00+00:00,35.0
3404,N4_MICRO_BREAKOUT,LONG,2024-11-11 00:30:00+00:00,2024-11-11 00:20:00+00:00,10.0
3405,N4_MICRO_BREAKOUT,LONG,2024-11-11 01:15:00+00:00,2024-11-11 00:15:00+00:00,60.0
3424,N3_ANCHOR_REVERSION,LONG,2024-11-22 00:05:00+00:00,2024-11-22 00:00:00+00:00,5.0
3425,N1_ROLLING_SWEEP_FADE,LONG,2024-11-22 00:25:00+00:00,2024-11-22 00:25:00+00:00,0.0
3456,N4_MICRO_BREAKOUT,SHORT,2025-01-01 22:00:00+00:00,2025-01-01 22:40:00+00:00,40.0
3457,N1_ROLLING_SWEEP_FADE,SHORT,2025-01-01 23:00:00+00:00,2025-01-01 22:55:00+00:00,5.0
3460,N1_ROLLING_SWEEP_FADE,LONG,2025-01-02 01:05:00+00:00,2025-01-02 00:35:00+00:00,30.0
3467,N3_ANCHOR_REVERSION,LONG,2025-01-07 00:10:00+00:00,2025-01-07 00:30:00+00:00,20.0
3468,N4_MICRO_BREAKOUT,SHORT,2025-01-07 00:30:00+00:00,2025-01-07 00:00:00+00:00,30.0
3469,N3_ANCHOR_REVERSION,LONG,2025-01-07 00:45:00+00:00,2025-01-07 00:40:00+00:00,5.0
3470,N3_ANCHOR_REVERSION,LONG,2025-01-07 01:20:00+00:00,2025-01-07 00:35:00+00:00,45.0
3478,N1_ROLLING_SWEEP_FADE,SHORT,2025-01-20 00:05:00+00:00,2025-01-20 00:15:00+00:00,10.0
3479,N4_MICRO_BREAKOUT,LONG,2025-01-20 00:10:00+00:00,2025-01-20 00:05:00+00:00,5.0
3486,N1_ROLLING_SWEEP_FADE,LONG,2025-01-24 00:05:00+00:00,2025-01-24 00:05:00+00:00,0.0
3487,N1_ROLLING_SWEEP_FADE,SHORT,2025-01-24 00:50:00+00:00,2025-01-24 00:45:00+00:00,5.0
3496,N4_MICRO_BREAKOUT,SHORT,2025-01-31 00:55:00+00:00,2025-01-31 00:20:00+00:00,35.0
3501,N3_ANCHOR_REVERSION,LONG,2025-02-03 00:05:00+00:00,2025-02-03 00:05:00+00:00,0.0
3502,N1_ROLLING_SWEEP_FADE,SHORT,2025-02-03 00:15:00+00:00,2025-02-03 00:15:00+00:00,0.0
3503,N3_ANCHOR_REVERSION,LONG,2025-02-03 00:30:00+00:00,2025-02-03 00:25:00+00:00,5.0
3515,N1_ROLLING_SWEEP_FADE,SHORT,2025-02-10 00:10:00+00:00,2025-02-10 00:05:00+00:00,5.0
3523,N4_MICRO_BREAKOUT,LONG,2025-02-13 00:00:00+00:00,2025-02-13 00:00:00+00:00,0.0
3527,N3_ANCHOR_REVERSION,SHORT,2025-02-14 00:30:00+00:00,2025-02-14 00:25:00+00:00,5.0
3535,N4_MICRO_BREAKOUT,LONG,2025-02-20 00:55:00+00:00,2025-02-20 00:30:00+00:00,25.0
3550,N3_ANCHOR_REVERSION,SHORT,2025-03-03 00:05:00+00:00,2025-03-03 00:00:00+00:00,5.0
3551,N3_ANCHOR_REVERSION,SHORT,2025-03-03 00:15:00+00:00,2025-03-03 00:30:00+00:00,15.0
3554,N1_ROLLING_SWEEP_FADE,LONG,2025-03-04 00:50:00+00:00,2025-03-04 00:25:00+00:00,25.0
3560,N4_MICRO_BREAKOUT,LONG,2025-03-06 00:05:00+00:00,2025-03-06 00:10:00+00:00,5.0
3561,N4_MICRO_BREAKOUT,LONG,2025-03-06 00:20:00+00:00,2025-03-06 00:30:00+00:00,10.0
3574,N1_ROLLING_SWEEP_FADE,LONG,2025-03-17 00:55:00+00:00,2025-03-17 00:50:00+00:00,5.0
3582,N4_MICRO_BREAKOUT,SHORT,2025-03-19 00:05:00+00:00,2025-03-19 00:00:00+00:00,5.0
3591,N3_ANCHOR_REVERSION,SHORT,2025-03-24 00:45:00+00:00,2025-03-24 00:25:00+00:00,20.0
3600,N4_MICRO_BREAKOUT,LONG,2025-03-31 00:15:00+00:00,2025-03-31 00:15:00+00:00,0.0
3601,N4_MICRO_BREAKOUT,LONG,2025-03-31 00:45:00+00:00,2025-03-31 00:10:00+00:00,35.0
3606,N1_ROLLING_SWEEP_FADE,LONG,2025-04-02 00:20:00+00:00,2025-04-02 00:15:00+00:00,5.0
3612,N4_MICRO_BREAKOUT,LONG,2025-04-10 00:40:00+00:00,2025-04-10 00:20:00+00:00,20.0
3614,N4_MICRO_BREAKOUT,LONG,2025-04-10 00:55:00+00:00,2025-04-10 00:15:00+00:00,40.0
3616,N3_ANCHOR_REVERSION,SHORT,2025-04-11 00:15:00+00:00,2025-04-11 00:15:00+00:00,0.0
3617,N4_MICRO_BREAKOUT,LONG,2025-04-11 00:25:00+00:00,2025-04-11 00:20:00+00:00,5.0
3618,N3_ANCHOR_REVERSION,SHORT,2025-04-11 00:45:00+00:00,2025-04-11 00:25:00+00:00,20.0
3623,N4_MICRO_BREAKOUT,LONG,2025-04-16 00:10:00+00:00,2025-04-16 00:10:00+00:00,0.0
3624,N3_ANCHOR_REVERSION,SHORT,2025-04-16 00:25:00+00:00,2025-04-16 00:20:00+00:00,5.0
3639,N1_ROLLING_SWEEP_FADE,LONG,2025-04-24 00:10:00+00:00,2025-04-24 00:10:00+00:00,0.0
3640,N4_MICRO_BREAKOUT,LONG,2025-04-24 00:25:00+00:00,2025-04-24 00:20:00+00:00,5.0
3641,N1_ROLLING_SWEEP_FADE,SHORT,2025-04-24 01:05:00+00:00,2025-04-24 00:30:00+00:00,35.0
3652,N1_ROLLING_SWEEP_FADE,SHORT,2025-05-01 00:25:00+00:00,2025-05-01 00:20:00+00:00,5.0
3656,N3_ANCHOR_REVERSION,SHORT,2025-05-02 00:00:00+00:00,2025-05-02 00:05:00+00:00,5.0
3657,N1_ROLLING_SWEEP_FADE,SHORT,2025-05-02 00:05:00+00:00,2025-05-02 00:10:00+00:00,5.0
3658,N4_MICRO_BREAKOUT,SHORT,2025-05-02 00:30:00+00:00,2025-05-02 00:20:00+00:00,10.0
3664,N1_ROLLING_SWEEP_FADE,SHORT,2025-05-07 00:10:00+00:00,2025-05-07 00:05:00+00:00,5.0
3665,N4_MICRO_BREAKOUT,SHORT,2025-05-07 00:25:00+00:00,2025-05-07 00:20:00+00:00,5.0
3670,N4_MICRO_BREAKOUT,LONG,2025-05-08 00:55:00+00:00,2025-05-08 00:15:00+00:00,40.0
3685,N4_MICRO_BREAKOUT,LONG,2025-05-21 00:25:00+00:00,2025-05-21 00:15:00+00:00,10.0
3706,N3_ANCHOR_REVERSION,SHORT,2025-05-30 00:00:00+00:00,2025-05-30 00:25:00+00:00,25.0
3707,N4_MICRO_BREAKOUT,LONG,2025-05-30 00:05:00+00:00,2025-05-30 00:00:00+00:00,5.0
3709,N4_MICRO_BREAKOUT,LONG,2025-05-30 00:20:00+00:00,2025-05-30 00:15:00+00:00,5.0
3718,N4_MICRO_BREAKOUT,SHORT,2025-06-09 01:00:00+00:00,2025-06-09 00:15:00+00:00,45.0
3720,N3_ANCHOR_REVERSION,SHORT,2025-06-10 00:00:00+00:00,2025-06-10 00:25:00+00:00,25.0
3721,N4_MICRO_BREAKOUT,LONG,2025-06-10 00:10:00+00:00,2025-06-10 00:10:00+00:00,0.0
3723,N1_ROLLING_SWEEP_FADE,LONG,2025-06-10 01:05:00+00:00,2025-06-10 00:05:00+00:00,60.0
3728,N3_ANCHOR_REVERSION,SHORT,2025-06-12 00:05:00+00:00,2025-06-12 00:00:00+00:00,5.0
3730,N4_MICRO_BREAKOUT,LONG,2025-06-12 00:45:00+00:00,2025-06-12 00:20:00+00:00,25.0
3740,N4_MICRO_BREAKOUT,LONG,2025-06-18 00:45:00+00:00,2025-06-18 00:30:00+00:00,15.0
3744,N3_ANCHOR_REVERSION,LONG,2025-06-19 01:15:00+00:00,2025-06-19 00:15:00+00:00,60.0
3760,N4_MICRO_BREAKOUT,LONG,2025-07-03 00:05:00+00:00,2025-07-03 00:00:00+00:00,5.0
3763,N4_MICRO_BREAKOUT,LONG,2025-07-03 00:45:00+00:00,2025-07-03 00:35:00+00:00,10.0
3764,N3_ANCHOR_REVERSION,SHORT,2025-07-04 00:25:00+00:00,2025-07-04 00:20:00+00:00,5.0
3775,N4_MICRO_BREAKOUT,SHORT,2025-07-11 00:20:00+00:00,2025-07-11 00:15:00+00:00,5.0
3787,N4_MICRO_BREAKOUT,SHORT,2025-07-29 00:55:00+00:00,2025-07-29 00:15:00+00:00,40.0
3794,N1_ROLLING_SWEEP_FADE,SHORT,2025-07-31 00:00:00+00:00,2025-07-31 00:25:00+00:00,25.0
3795,N4_MICRO_BREAKOUT,LONG,2025-07-31 00:25:00+00:00,2025-07-31 00:00:00+00:00,25.0
3796,N1_ROLLING_SWEEP_FADE,SHORT,2025-07-31 00:30:00+00:00,2025-07-31 00:30:00+00:00,0.0
3804,N4_MICRO_BREAKOUT,SHORT,2025-08-04 00:25:00+00:00,2025-08-04 00:15:00+00:00,10.0
3812,N1_ROLLING_SWEEP_FADE,LONG,2025-08-12 00:15:00+00:00,2025-08-12 00:20:00+00:00,5.0
3815,N1_ROLLING_SWEEP_FADE,SHORT,2025-08-13 00:10:00+00:00,2025-08-13 00:05:00+00:00,5.0
3826,N4_MICRO_BREAKOUT,SHORT,2025-08-18 00:45:00+00:00,2025-08-18 00:30:00+00:00,15.0
3840,N4_MICRO_BREAKOUT,SHORT,2025-08-25 00:05:00+00:00,2025-08-25 00:05:00+00:00,0.0
3850,N4_MICRO_BREAKOUT,LONG,2025-08-28 01:15:00+00:00,2025-08-28 00:35:00+00:00,40.0
3857,N4_MICRO_BREAKOUT,LONG,2025-09-01 00:35:00+00:00,2025-09-01 00:00:00+00:00,35.0
3871,N4_MICRO_BREAKOUT,SHORT,2025-09-19 00:15:00+00:00,2025-09-19 00:05:00+00:00,10.0
3872,N3_ANCHOR_REVERSION,LONG,2025-09-19 00:45:00+00:00,2025-09-19 00:20:00+00:00,25.0
3884,N4_MICRO_BREAKOUT,SHORT,2025-09-30 00:45:00+00:00,2025-09-30 00:20:00+00:00,25.0
3896,N1_ROLLING_SWEEP_FADE,LONG,2025-10-03 00:45:00+00:00,2025-10-03 00:45:00+00:00,0.0
3907,N4_MICRO_BREAKOUT,LONG,2025-10-10 00:55:00+00:00,2025-10-10 00:20:00+00:00,35.0
3919,N1_ROLLING_SWEEP_FADE,LONG,2025-10-15 00:05:00+00:00,2025-10-15 00:05:00+00:00,0.0
3931,N4_MICRO_BREAKOUT,SHORT,2025-10-23 00:05:00+00:00,2025-10-23 00:05:00+00:00,0.0
3932,N3_ANCHOR_REVERSION,LONG,2025-10-23 00:30:00+00:00,2025-10-23 00:25:00+00:00,5.0
3935,N3_ANCHOR_REVERSION,SHORT,2025-10-24 00:15:00+00:00,2025-10-24 00:15:00+00:00,0.0
3961,N4_MICRO_BREAKOUT,SHORT,2025-11-13 00:35:00+00:00,2025-11-13 00:15:00+00:00,20.0
3966,N4_MICRO_BREAKOUT,SHORT,2025-11-17 00:05:00+00:00,2025-11-17 00:05:00+00:00,0.0
3976,N4_MICRO_BREAKOUT,LONG,2025-11-25 01:05:00+00:00,2025-11-25 00:15:00+00:00,50.0
3980,N1_ROLLING_SWEEP_FADE,SHORT,2025-11-26 00:35:00+00:00,2025-11-26 00:30:00+00:00,5.0
3985,N4_MICRO_BREAKOUT,LONG,2025-12-01 00:50:00+00:00,2025-12-01 00:20:00+00:00,30.0
3986,N4_MICRO_BREAKOUT,LONG,2025-12-01 01:10:00+00:00,2025-12-01 00:15:00+00:00,55.0
3995,N4_MICRO_BREAKOUT,LONG,2025-12-03 01:10:00+00:00,2025-12-03 00:15:00+00:00,55.0
3997,N4_MICRO_BREAKOUT,SHORT,2025-12-04 00:10:00+00:00,2025-12-04 00:10:00+00:00,0.0
4005,N4_MICRO_BREAKOUT,LONG,2025-12-09 00:15:00+00:00,2025-12-09 00:55:00+00:00,40.0
4006,N4_MICRO_BREAKOUT,LONG,2025-12-09 01:50:00+00:00,2025-12-09 01:10:00+00:00,40.0
4009,N1_ROLLING_SWEEP_FADE,SHORT,2025-12-10 00:05:00+00:00,2025-12-10 00:15:00+00:00,10.0
4014,N4_MICRO_BREAKOUT,LONG,2025-12-11 01:05:00+00:00,2025-12-11 00:45:00+00:00,20.0
4017,N1_ROLLING_SWEEP_FADE,SHORT,2025-12-12 00:10:00+00:00,2025-12-12 00:15:00+00:00,5.0
4026,N4_MICRO_BREAKOUT,SHORT,2025-12-17 00:05:00+00:00,2025-12-17 00:55:00+00:00,50.0
4027,N1_ROLLING_SWEEP_FADE,SHORT,2025-12-17 01:00:00+00:00,2025-12-17 01:00:00+00:00,0.0
4031,N4_MICRO_BREAKOUT,SHORT,2025-12-18 01:25:00+00:00,2025-12-18 01:00:00+00:00,25.0
4033,N4_MICRO_BREAKOUT,SHORT,2025-12-18 01:40:00+00:00,2025-12-18 00:40:00+00:00,60.0
4041,N4_MICRO_BREAKOUT,LONG,2025-12-24 00:05:00+00:00,2025-12-24 00:25:00+00:00,20.0
