timestamp_broker,router_state,spread_points,estimated_cost_r,stop_points,h4_position_ids,h4_episode,reason
2024.10.18 06:25:00,UPTREND,13.0,0.0234,555.09,"452,455,456,457,458,459,467,468,469,471",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.18 06:30:00,UPTREND,15.0,0.0209,716.86,"452,455,456,457,458,459,467,468,469,471",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.18 08:00:00,UPTREND,14.0,0.04,350.0,"452,455,456,457,458,459,467,468,469,471",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.21 06:10:00,UPTREND,15.0,0.0429,350.0,"452,456,457,467,468,469,471,472,476",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.21 14:50:00,UPTREND,9.0,0.0092,982.16,"452,456,457,467,468,469,471,472,476,477",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.22 09:45:00,UPTREND,14.0,0.035,399.48,"452,456,457,467,468,469,471,472,476,477",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.22 11:45:00,UPTREND,7.0,0.0195,358.71,"452,456,457,467,468,469,471,472,476,477",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.22 11:50:00,UPTREND,14.0,0.0306,456.82,"452,456,457,467,468,469,471,472,476,477",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.23 01:35:00,UPTREND,14.0,0.04,350.0,"457,467,469,471,472,476,477,481",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.23 01:40:00,UPTREND,5.0,0.0125,400.75,"457,467,469,471,472,476,477,481",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.23 01:55:00,UPTREND,13.0,0.0254,512.21,"457,467,469,471,472,476,477,481",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.23 09:35:00,UPTREND,15.0,0.0429,350.0,"457,469,471,472,476,477,481,483",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.23 09:40:00,UPTREND,14.0,0.0332,421.96,"457,469,471,472,476,477,481,483",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.23 10:10:00,UPTREND,16.0,0.0397,402.77,"457,469,471,472,476,477,481,483",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.23 12:20:00,UPTREND,14.0,0.04,350.0,"457,469,471,472,476,477,481,483",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.23 12:25:00,UPTREND,14.0,0.0237,590.37,"457,469,471,472,476,477,481,483",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.23 12:45:00,UPTREND,14.0,0.028,499.79,"457,469,471,472,476,477,481,483",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.25 00:20:00,UPTREND,15.0,0.0429,350.0,"457,469,471,472,476,477",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.25 00:40:00,UPTREND,14.0,0.04,350.0,"457,469,471,472,476,477",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.28 08:25:00,CHOP,17.0,0.0354,480.07,"457,469,471,472,476,477",8,regime_router_block_short_r2_downtrend_only_state_chop
2024.10.28 08:30:00,CHOP,14.0,0.0218,642.95,"457,469,471,472,476,477",8,regime_router_block_short_r2_downtrend_only_state_chop
2024.10.30 07:15:00,UPTREND,14.0,0.04,350.0,"469,471,472,476,477,486,487",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.30 10:15:00,UPTREND,14.0,0.04,350.0,"469,471,472,476,477,486,487",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.30 11:05:00,UPTREND,16.0,0.0457,350.0,"469,471,472,476,477,486,487",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.31 13:00:00,UPTREND,14.0,0.0145,962.88,"469,471,472,476,477,486,487",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.31 19:50:00,CHOP,14.0,0.04,350.0,"469,471,472,476,477,486,487",8,regime_router_block_short_r2_downtrend_only_state_chop
2024.11.05 07:05:00,CHOP,14.0,0.0385,363.98,"469,471,472,476,477",8,regime_router_block_short_r2_downtrend_only_state_chop
2025.01.16 04:40:00,UPTREND,9.0,0.0257,350.0,496,9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.01.16 18:10:00,UPTREND,6.0,0.0165,363.84,"496,497",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.01.22 06:00:00,UPTREND,14.0,0.04,350.0,"496,497,498,499,500",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.01.23 12:15:00,UPTREND,12.0,0.0179,670.34,"496,497,498,499,500,501",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.01.24 16:15:00,UPTREND,13.0,0.0371,350.0,"497,498,499,500,501,503,504",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.01.27 04:05:00,UPTREND,12.0,0.0343,350.0,"497,498,499,500,501,503,504",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.01.27 04:10:00,UPTREND,12.0,0.0343,350.0,"497,498,499,500,501,503,504",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.01.27 14:15:00,UPTREND,19.0,0.0393,483.89,"497,498,499,500,501,503,504",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.01.27 14:35:00,UPTREND,17.0,0.0298,570.37,"497,498,499,500,501,503,504",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.02.03 20:40:00,UPTREND,5.0,0.0143,350.0,"497,499,500,501,507,508,509,510,512",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.02.05 10:10:00,UPTREND,5.0,0.0143,350.0,"500,501,509,510,512,514,515,517,519",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.02.05 18:05:00,UPTREND,5.0,0.0143,350.0,"501,509,510,512,514,515,517,519",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.02.07 05:00:00,UPTREND,12.0,0.0343,350.0,"501,509,510,512,514,515,517,519",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.02.07 05:05:00,UPTREND,7.0,0.0179,390.95,"501,509,510,512,514,515,517,519",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.02.11 11:50:00,UPTREND,9.0,0.0118,762.57,"514,515,517,519,523,525,526",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.02.11 19:05:00,UPTREND,9.0,0.021,429.13,"514,515,517,519,523,525,526",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.02.11 19:15:00,UPTREND,8.0,0.0148,540.64,"514,515,517,519,523,525,526",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.02.20 12:10:00,UPTREND,15.0,0.0241,622.77,"514,515,517,519,523,525,526",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.02.21 14:25:00,CHOP,11.0,0.0183,601.09,"514,515,517,519,523,525,526",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.02.21 19:15:00,UPTREND,13.0,0.0371,350.0,"514,515,517,519,523,525,526",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.02.21 19:20:00,UPTREND,11.0,0.0249,442.64,"514,515,517,519,523,525,526",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.02.24 00:00:00,CHOP,5.0,0.0076,656.7,"514,515,517,519,523,525,526",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.02.24 09:50:00,UPTREND,15.0,0.0429,350.0,"514,515,517,519,523,525,526",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.02.25 14:10:00,CHOP,15.0,0.0228,658.05,"514,515,517,519,523,525,526",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.02.26 01:30:00,CHOP,15.0,0.0338,443.73,"514,515,517,519,523,525,526",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.02.26 01:40:00,CHOP,12.0,0.0343,350.0,"514,515,517,519,523,525,526",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.02.27 14:10:00,CHOP,15.0,0.0168,895.2,"514,515,517,519,523,525,526",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.02.27 19:50:00,CHOP,17.0,0.0486,350.0,"514,515,517,519,523,525,526",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.02.28 07:15:00,CHOP,15.0,0.0318,471.52,"514,515,517,519,523,525,526",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.02.28 07:45:00,CHOP,15.0,0.0273,550.16,"514,515,517,519",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.02.28 11:45:00,CHOP,15.0,0.0378,396.95,"514,515,517,519",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.02.28 11:55:00,CHOP,15.0,0.0423,354.27,"514,515,517,519",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.02.28 13:35:00,CHOP,15.0,0.0176,853.89,"514,515,517,519",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.03.06 07:50:00,CHOP,14.0,0.0144,968.98,"514,515,517,519",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.03.10 10:05:00,CHOP,9.0,0.0182,494.32,"514,515,517,519",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.03.12 03:15:00,CHOP,15.0,0.0429,350.0,"514,515,517,519",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.03.12 03:20:00,CHOP,15.0,0.0429,350.0,"514,515,517,519",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.03.14 17:55:00,UPTREND,15.0,0.0429,350.0,"517,519",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.17 04:00:00,UPTREND,15.0,0.0429,350.0,"517,519",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.17 04:15:00,UPTREND,15.0,0.0429,350.0,"517,519",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.17 07:15:00,UPTREND,15.0,0.0429,350.0,"517,519",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.18 19:45:00,UPTREND,14.0,0.04,350.0,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.18 21:00:00,UPTREND,11.0,0.0314,350.0,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.19 07:00:00,UPTREND,12.0,0.0343,350.0,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.19 07:10:00,UPTREND,15.0,0.0289,518.86,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.19 07:25:00,UPTREND,15.0,0.0286,523.57,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.19 07:35:00,UPTREND,15.0,0.0221,679.84,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.20 01:50:00,UPTREND,15.0,0.0429,350.0,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.20 02:10:00,UPTREND,15.0,0.0429,350.0,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.20 10:05:00,UPTREND,15.0,0.0392,382.43,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.20 23:40:00,UPTREND,15.0,0.0429,350.0,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.20 23:50:00,UPTREND,15.0,0.0429,350.0,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.21 00:10:00,UPTREND,15.0,0.0429,350.0,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.25 11:05:00,CHOP,15.0,0.0412,364.27,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.03.25 11:10:00,CHOP,15.0,0.0286,524.52,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.03.25 11:20:00,CHOP,15.0,0.0429,350.0,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.03.25 14:20:00,CHOP,15.0,0.0191,785.2,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.03.25 14:40:00,CHOP,15.0,0.0234,639.8,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.03.26 02:40:00,CHOP,15.0,0.0429,350.0,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.03.26 02:50:00,CHOP,15.0,0.0429,350.0,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.03.26 02:55:00,CHOP,15.0,0.0389,385.64,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.03.26 13:00:00,CHOP,15.0,0.0404,371.36,"519,534,536,537",9,regime_router_block_short_r2_downtrend_only_state_chop
2025.03.27 15:35:00,UPTREND,15.0,0.0384,391.02,"534,536,537,538",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.27 15:50:00,UPTREND,15.0,0.0301,498.34,"534,536,537,538",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.28 07:30:00,UPTREND,15.0,0.0177,848.87,"536,537,538,540",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.28 08:05:00,UPTREND,15.0,0.0429,350.0,"536,537,538,540",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.28 08:10:00,UPTREND,15.0,0.0324,462.91,"536,537,538,540",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.31 00:25:00,UPTREND,15.0,0.0429,350.0,"536,537,538,540",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.31 00:35:00,UPTREND,15.0,0.0254,591.46,"536,537,538,540",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.03.31 00:55:00,UPTREND,15.0,0.0175,857.86,"536,537,538,540",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.04.01 16:00:00,UPTREND,11.0,0.0171,642.61,"540,542,544,545,548",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.04.01 16:10:00,UPTREND,17.0,0.0216,788.16,"540,542,544,545,548",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.04.02 10:40:00,UPTREND,15.0,0.0429,350.0,"540,542,544,545,548",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.04.02 10:45:00,UPTREND,15.0,0.0163,918.52,"540,542,544,545,548",9,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.06.13 07:05:00,UPTREND,17.0,0.0228,744.14,554,10,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.06.18 00:05:00,CHOP,17.0,0.0486,350.0,"554,555",10,regime_router_block_short_r2_downtrend_only_state_chop
2025.06.18 00:15:00,CHOP,17.0,0.0299,567.89,"554,555",10,regime_router_block_short_r2_downtrend_only_state_chop
2025.06.19 06:10:00,CHOP,12.0,0.0196,613.77,"554,555",10,regime_router_block_short_r2_downtrend_only_state_chop
2025.06.19 06:20:00,CHOP,17.0,0.0316,537.59,"554,555",10,regime_router_block_short_r2_downtrend_only_state_chop
2025.06.19 06:30:00,CHOP,17.0,0.0192,887.04,"554,555",10,regime_router_block_short_r2_downtrend_only_state_chop
2025.06.23 00:40:00,CHOP,5.0,0.0099,504.82,"554,555",10,regime_router_block_short_r2_downtrend_only_state_chop
2025.08.07 08:20:00,UPTREND,30.0,0.0378,792.93,558,11,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.08.07 09:00:00,UPTREND,30.0,0.0306,979.66,558,11,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.08.08 05:35:00,UPTREND,30.0,0.0494,607.48,"558,559",11,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.08.11 00:35:00,UPTREND,30.0,0.0493,608.23,"558,559",11,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.09.03 19:20:00,UPTREND,30.0,0.0408,736.05,566,12,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.09.04 02:10:00,UPTREND,30.0,0.036,834.07,566,12,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.12.02 09:25:00,UPTREND,30.0,0.0453,662.77,"572,573",13,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.12.04 02:35:00,UPTREND,30.0,0.0497,603.43,"572,573",13,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.12.09 05:35:00,CHOP,30.0,0.0421,712.36,"572,573,574",13,regime_router_block_short_r2_downtrend_only_state_chop
2025.12.16 16:30:00,UPTREND,30.0,0.0431,696.57,"572,573,576,577,578,579",13,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.12.18 01:05:00,UPTREND,30.0,0.0423,708.89,"572,573,576,577,578,579",13,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.12.19 01:00:00,UPTREND,30.0,0.0431,695.98,"572,573,576,577,578,579",13,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.12.24 13:20:00,UPTREND,30.0,0.0327,918.41,"579,580,581,584,588,589,590",13,regime_router_block_short_r2_downtrend_only_state_uptrend
2025.12.31 20:05:00,CHOP,30.0,0.0326,919.91,579,13,regime_router_block_short_r2_downtrend_only_state_chop
2026.01.05 23:55:00,CHOP,30.0,0.0384,781.36,579,13,regime_router_block_short_r2_downtrend_only_state_chop
2026.01.12 18:45:00,UPTREND,30.0,0.0479,626.3,"579,599,600,601",13,regime_router_block_short_r2_downtrend_only_state_uptrend
2026.01.16 02:55:00,UPTREND,30.0,0.0415,722.27,"579,599,600,601",13,regime_router_block_short_r2_downtrend_only_state_uptrend
