window,v1_v6_trades,v1_v6_win_rate_pct,v1_v6_stress_net_usd,v1_v6_stress_profit_factor,v1_v6_stress_closed_drawdown_usd,v1_v6_winner_removed_stress_net_usd,managed_v6_trades,managed_v6_win_rate_pct,managed_v6_stress_net_usd,managed_v6_stress_profit_factor,managed_v6_stress_closed_drawdown_usd,managed_v6_winner_removed_stress_net_usd,v1_combined_trades,v1_combined_win_rate_pct,v1_combined_stress_net_usd,v1_combined_stress_profit_factor,v1_combined_stress_closed_drawdown_usd,v1_combined_winner_removed_stress_net_usd,managed_combined_trades,managed_combined_win_rate_pct,managed_combined_stress_net_usd,managed_combined_stress_profit_factor,managed_combined_stress_closed_drawdown_usd,managed_combined_winner_removed_stress_net_usd,checks,passed
development_2,92,34.78260869565217,85.90428528646036,1.1645446337489196,90.15450946180589,-111.95461362847063,88,28.40909090909091,100.71237408854478,1.24636269004241,70.59919774305419,-97.14652482638624,687,45.414847161572055,1130.2212511151906,1.4890174136190952,234.6280444112553,825.0712511151905,683,44.65592972181552,1145.029339917275,1.5209573598877606,260.11523561218894,839.8793399172748,"{""minimum_managed_accepted_trades"": true, ""managed_v6_net_no_worse_than_v1"": true, ""managed_v6_pf_no_worse_than_v1"": true, ""managed_v6_drawdown_no_worse_than_v1"": true, ""managed_combined_net_no_worse_than_v1"": true, ""managed_combined_pf_no_worse_than_v1"": true, ""managed_combined_drawdown_no_worse_than_v1"": false}",False
confirmation,38,47.368421052631575,126.56772586805333,1.488400795488763,71.28099717882004,-98.37988103298801,38,31.57894736842105,33.63600364583043,1.1355272675446093,93.05538780382062,-167.44835828993286,479,46.13778705636743,1350.2198401304206,1.6053158784119632,324.57180984738875,788.5798401304205,479,44.88517745302714,1257.2881179081976,1.5664371666615076,336.1878332848886,695.6481179081976,"{""minimum_managed_accepted_trades"": true, ""managed_v6_net_no_worse_than_v1"": false, ""managed_v6_pf_no_worse_than_v1"": false, ""managed_v6_drawdown_no_worse_than_v1"": false, ""managed_combined_net_no_worse_than_v1"": false, ""managed_combined_pf_no_worse_than_v1"": false, ""managed_combined_drawdown_no_worse_than_v1"": false}",False
final,23,30.434782608695656,31.05380972222129,1.076655636469102,185.23916909722277,-347.4895071614593,23,17.391304347826086,-34.29456875000245,0.9014782280174896,252.97923168403025,-347.70939726562733,387,43.15245478036176,2540.498972914263,1.8414374372099938,191.87607018803118,1147.786244552249,387,42.377260981912144,2475.150594442039,1.8355727861708904,202.26149293108745,1082.437866080025,"{""minimum_managed_accepted_trades"": true, ""managed_v6_net_no_worse_than_v1"": false, ""managed_v6_pf_no_worse_than_v1"": false, ""managed_v6_drawdown_no_worse_than_v1"": false, ""managed_combined_net_no_worse_than_v1"": false, ""managed_combined_pf_no_worse_than_v1"": false, ""managed_combined_drawdown_no_worse_than_v1"": false}",False
