strategy_id,timeframe,direction,trades,net_r,profit_factor,expectancy_r,stress_net_r,stress_profit_factor,wins,losses,median_mfe_r,median_mae_r
CHOP_RANGE_ROTATION_CONTINUATION_V1,M30,LONG,67,12.749813839475262,1.4020959716660255,0.19029572894739197,9.147918734188092,1.2733122637517906,35,32,1.032718371628864,0.7519256282424934
CHOP_RANGE_ROTATION_CONTINUATION_V1,M30,SHORT,74,5.062851584915853,1.1389636225372184,0.06841691330967369,1.1097224400934977,1.0287235907808625,33,41,0.9774288797104327,0.9581372783669
