year,baseline_trades,challenger_trades,baseline_net_pnl_usd,challenger_net_pnl_usd,delta_pnl_usd
2021,230,224,165.92842872914736,177.81872311324994,11.890294384102589
2022,110,109,57.11887127926752,63.44681215987511,6.327940880607585
2023,242,239,341.959366499673,294.72805190562684,-47.23131459404618
2024,326,308,731.5260613265943,709.6530509673,-21.873010359294312
2025,350,325,1167.0903446200266,1257.9471433971055,90.8567987770789
2026,132,127,1139.9422811173051,1172.301111770407,32.358830653101904
