additional_cost_usd_per_trade,additional_cost_vs_mean_existing_open_cost,baseline_trades,challenger_trades,baseline_net_pnl_usd,challenger_net_pnl_usd,delta_net_pnl_usd,baseline_profit_factor,challenger_profit_factor,baseline_closed_drawdown_usd,challenger_closed_drawdown_usd,baseline_equity_drawdown_usd,challenger_equity_drawdown_usd,veto_decisions,baseline_executed_vetoes,veto_baseline_runtime_profit_factor,minimum_annual_delta_pnl_usd,comparative_gates_pass
0.0,0.0,1390,1378,3603.5653535720144,3655.750649700279,52.18529612826478,1.7107478072225089,1.728864506587069,223.2793130984756,217.45931309847566,238.27919504292004,238.27919504292004,12,12,0.04114738656623422,0.0,True
0.1,0.1749058807354027,1383,1390,3468.486316484168,3552.4396563582286,83.95333987406048,1.6759995200980862,1.6955106296188132,220.40733031422565,215.150818075075,242.13276392542093,232.80370001951928,22,15,0.3053449409332667,0.0,True
0.2,0.3498117614708054,1381,1375,3358.6563641979665,3398.141364057483,39.48499985951639,1.6457579555863933,1.658799333872688,222.29133565229458,221.39291230012938,244.01676926349,241.21279424457384,18,17,0.42168848177815377,-6.9140346082897395,False
0.25,0.43726470183850674,1310,1374,2893.2024381775177,3340.9454043888286,447.7429662113109,1.561644962942951,1.6434626846240188,245.95177161417763,220.76187196878197,266.6816535586222,240.3317539132263,19,16,0.44173172861465204,-6.864034608289785,False
0.5,0.8745294036770135,1367,1286,3029.2948578445817,2678.0944649825256,-351.2003928620561,1.560213978488169,1.5094061601246438,223.8776619194215,239.18277161417757,245.60309553061688,259.16265355862197,23,21,0.49986659184889476,-236.0459406827767,False
1.0,1.749058807354027,654,728,1226.559023876571,1314.579815812093,88.02079193552208,1.369503558450276,1.3585021077324797,340.4215867073357,310.16220085664,357.1052552931295,318.01586944243377,14,12,0.20646315280947383,-6.114034608289671,False
