trade_id,entry_time_utc,source_id,causal_rank,prior_20_profit_factor,prior_virtual_profit_factor,prior_consecutive_losses,candidate_endpoint_pnl_usd,baseline_runtime_executed,baseline_runtime_pnl_usd
2023-12-27 14:00:00|LONG|r1_h1_pullback_long_v1,2023-12-27T14:00:00.000Z,R1_PULLBACK,0.04864864864864865,,8.826128266033253,0,9.549999999999999,True,9.549999999999999
2023-12-27 14:15:00|LONG|r1_h1_pullback_long_v1,2023-12-27T14:15:00.000Z,R1_PULLBACK,0.0728744939271255,,8.826128266033253,0,12.91,True,12.91
V7_20240108T161000Z_SHORT,2024-01-08T16:10:00.000Z,V7_SWING_HEALTH,0.05733333333333333,,1.9235506810597367,0,-5.818057130670873,True,2.4486242636187896
V7_20240119T093000Z_SHORT,2024-01-19T09:30:00.000Z,V7_SWING_HEALTH,0.032981530343007916,,1.8130382815742183,1,-4.012673611111111,True,-4.012673611111111
V9_BREAK_20240202T123500Z_SHORT,2024-02-02T12:35:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.09585492227979274,,1.389635427997186,0,6.510416666666667,True,6.510416666666667
2024-03-06 09:00:00|LONG|r1_h1_pullback_long_v1,2024-03-06T09:00:00.000Z,R1_PULLBACK,0.06733167082294264,,7.5998080614203465,0,9.819999999999999,True,9.819999999999999
V9_BREAK_20240307T073500Z_LONG,2024-03-07T07:35:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.0332512315270936,,9.065576607834274,1,-3.9786458333333337,True,-3.9786458333333337
2024-03-07 14:00:00|LONG|r1_h1_pullback_long_v1,2024-03-07T14:00:00.000Z,R1_PULLBACK,0.04668304668304668,,7.451695457453614,0,13.719999999999999,True,13.719999999999999
2024-03-07 14:15:00|LONG|r1_h1_pullback_long_v1,2024-03-07T14:15:00.000Z,R1_PULLBACK,0.0,,7.451695457453614,0,20.439999999999998,True,20.439999999999998
2024-03-07 14:45:00|LONG|r1_h1_pullback_long_v1,2024-03-07T14:45:00.000Z,R1_PULLBACK,0.08700980392156862,,7.451695457453614,0,16.64,True,16.64
2024-05-20 12:00:00|LONG|r1_h1_pullback_long_v1,2024-05-20T12:00:00.000Z,R1_PULLBACK,0.039125431530494824,,5.851480051480053,0,-4.31,True,-4.31
V9_BREAK_20240717T024000Z_SHORT,2024-07-17T02:40:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.08178844056706652,,0.4008078105987337,0,-5.910688466892245,True,2.2394354698303482
V9_BREAK_20240718T070500Z_LONG,2024-07-18T07:05:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.09229098805646037,,0.511974920098254,0,-4.417077028974225,True,-4.417077028974225
V7_20241007T082500Z_SHORT,2024-10-07T08:25:00.000Z,V7_SWING_HEALTH,0.03788634097706879,,0.3638869043959852,1,-4.839140796303192,True,-4.839140796303192
V9_BREAK_20241023T064000Z_SHORT,2024-10-23T06:40:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.07170542635658915,,0.814184402886698,2,-3.9835069444444446,True,-3.9835069444444446
V9_BREAK_20241024T075000Z_SHORT,2024-10-24T07:50:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.0647342995169082,,0.6430693745893092,1,-4.121659523873351,True,-4.121659523873351
2024-10-30 11:45:00|LONG|r1_h1_pullback_long_v1,2024-10-30T11:45:00.000Z,R1_PULLBACK,0.08333333333333333,,5.130105598724845,0,-8.64,True,-3.4899999999999096
V7_20241111T091500Z_LONG,2024-11-11T09:15:00.000Z,V7_SWING_HEALTH,0.08593012275731822,,1.2223882057788837,1,-4.5780226367749295,True,-4.5780226367749295
V9_BREAK_20241219T050500Z_SHORT,2024-12-19T05:05:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.03460837887067395,,2.2006107287073586,1,-4.8866787811601355,True,-4.8866787811601355
V7_20241227T082000Z_LONG,2024-12-27T08:20:00.000Z,V7_SWING_HEALTH,0.08303249097472924,,2.15136115172185,0,-4.3490608848473835,True,-4.3490608848473835
V7_20250102T090500Z_SHORT,2025-01-02T09:05:00.000Z,V7_SWING_HEALTH,0.04032258064516129,,1.5662812926849552,1,-4.317421609602,True,-4.317421609602
V9_BREAK_20250122T063500Z_LONG,2025-01-22T06:35:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.05866900175131348,,1.3293595020961002,3,8.396737137745657,True,8.396737137745657
2025-01-22 13:00:00|LONG|r1_h1_pullback_long_v1,2025-01-22T13:00:00.000Z,R1_PULLBACK,0.048993875765529306,,1.2181090970981194,0,-7.89,True,-7.89
V7_20250129T105500Z_LONG,2025-01-29T10:55:00.000Z,V7_SWING_HEALTH,0.0199479618386817,,2.199559359543488,0,-4.010243055555556,True,-4.010243055555556
2025-01-31 10:30:00|LONG|r1_h1_pullback_long_v1,2025-01-31T10:30:00.000Z,R1_PULLBACK,0.03281519861830743,,0.7769717549004476,2,12.229999999999999,True,12.229999999999999
2025-01-31 11:00:00|LONG|r1_h1_pullback_long_v1,2025-01-31T11:00:00.000Z,R1_PULLBACK,0.013805004314063849,,0.7769717549004476,2,-10.14,False,
2025-01-31 11:15:00|LONG|r1_h1_pullback_long_v1,2025-01-31T11:15:00.000Z,R1_PULLBACK,0.008620689655172414,,1.1021562050790608,0,-11.08,True,-11.08
2025-01-31 11:30:00|LONG|r1_h1_pullback_long_v1,2025-01-31T11:30:00.000Z,R1_PULLBACK,0.009474590869939707,,1.1021562050790608,0,-13.98,False,
V9_BREAK_20250211T001500Z_LONG,2025-02-11T00:15:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.09737510584250635,,1.6123216539618006,0,8.13920124930377,True,8.13920124930377
V7_20250214T105000Z_SHORT,2025-02-14T10:50:00.000Z,V7_SWING_HEALTH,0.06402695871946082,,2.3439677264937075,0,7.655422676729138,True,7.655422676729138
V7_20250219T071500Z_LONG,2025-02-19T07:15:00.000Z,V7_SWING_HEALTH,0.025210084033613446,,2.6405944654773807,0,6.878571641035999,True,6.878571641035999
2025-03-14 13:15:00|LONG|r1_h1_pullback_long_v1,2025-03-14T13:15:00.000Z,R1_PULLBACK,0.03679476696647588,,2.4588249036327525,0,-9.280000000000001,True,-9.280000000000001
V9_BREAK_20250319T080000Z_SHORT,2025-03-19T08:00:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.03262642740619902,,3.080294388618643,1,9.811867343920133,True,9.811867343920133
2025-03-28 10:00:00|LONG|r1_h1_pullback_long_v1,2025-03-28T10:00:00.000Z,R1_PULLBACK,0.03536977491961415,,2.09687154209838,0,16.45,True,-4.459999999999855
V9_BREAK_20250401T055500Z_SHORT,2025-04-01T05:55:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.0397456279809221,,2.9622560553748247,1,11.584981676291726,True,11.584981676291726
V9_BREAK_20250416T010500Z_LONG,2025-04-16T01:05:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.018867924528301886,,2.5234832016049324,0,-10.264769901397916,True,-10.264769901397916
V9_BREAK_20250417T011500Z_LONG,2025-04-17T01:15:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.013343799058084773,,1.64566772465224,1,-9.614533688500503,True,-9.614533688500503
2025-06-05 09:30:00|LONG|r1_h1_pullback_long_v1,2025-06-05T09:30:00.000Z,R1_PULLBACK,0.09692307692307692,,3.8129896386151123,0,-19.57,True,-19.57
2025-06-05 10:00:00|LONG|r1_h1_pullback_long_v1,2025-06-05T10:00:00.000Z,R1_PULLBACK,0.021521906225980016,,3.8129896386151123,0,-19.43,True,-19.43
V9_BREAK_20250627T175000Z_LONG,2025-06-27T17:50:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.08434650455927052,,2.2590325569606553,0,-6.8110313547489705,True,-6.8110313547489705
V7_20250704T073500Z_LONG,2025-07-04T07:35:00.000Z,V7_SWING_HEALTH,0.014328808446455505,,1.5181844322047024,2,-4.8879749332363716,True,-4.8879749332363716
2025-07-22 12:30:00|LONG|r1_h1_pullback_long_v1,2025-07-22T12:30:00.000Z,R1_PULLBACK,0.029061102831594635,,2.3313353006270745,0,28.47,True,28.47
2025-07-23 11:30:00|LONG|r1_h1_pullback_long_v1,2025-07-23T11:30:00.000Z,R1_PULLBACK,0.08092056421677803,,2.320269273330874,1,-6.16,True,-6.16
V9_BREAK_20250909T002000Z_LONG,2025-09-09T00:20:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.028735632183908046,,1.606842125621187,4,8.53381582170208,True,8.53381582170208
V9_BREAK_20250909T021000Z_LONG,2025-09-09T02:10:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.023689877961234746,,1.4419556101114912,4,-8.037753402496884,True,-8.037753402496884
V9_BREAK_20250924T000500Z_SHORT,2025-09-24T00:05:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.09795630725863284,,1.1786210768167134,0,-5.680395270063707,True,-5.680395270063707
V9_BREAK_20250924T011000Z_LONG,2025-09-24T01:10:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.03943661971830986,,1.207387183554094,0,-6.53165427614743,True,-6.53165427614743
V9_BREAK_20250930T034500Z_LONG,2025-09-30T03:45:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.0020905923344947735,,1.22459419988636,0,-7.549916076467221,True,-7.549916076467221
V9_BREAK_20251113T133500Z_SHORT,2025-11-13T13:35:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.03617747440273038,,1.070208733397951,0,24.325434438782803,True,24.325434438782803
V9_BREAK_20260121T011500Z_LONG,2026-01-21T01:15:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.001288659793814433,,1.7351010618360192,0,23.800596342745184,True,23.800596342745184
V9_BREAK_20260126T011500Z_LONG,2026-01-26T01:15:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.016613418530351438,,0.9243323263130336,4,34.89570583224341,True,7.1140346082897
V7_20260219T081000Z_LONG,2026-02-19T08:10:00.000Z,V7_SWING_HEALTH,0.09021601016518424,,2.4557260380189136,0,-9.121057880771733,True,-9.121057880771733
V9_BREAK_20260325T013500Z_LONG,2026-03-25T01:35:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.026200873362445413,,1.5858922629934187,1,-25.591208720530712,True,-25.591208720530712
V9_BREAK_20260612T004500Z_SHORT,2026-06-12T00:45:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.028313253012048192,,1.7484300868219538,2,-20.578760236800846,True,9.1043910469253
V9_BREAK_20260615T001500Z_LONG,2026-06-15T00:15:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.06558363417569193,,1.7475120844076137,0,-12.744480835993402,True,-12.744480835993402
V9_BREAK_20260625T003500Z_SHORT,2026-06-25T00:35:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.047875523638539794,,1.064476849154888,4,-14.46829008458168,True,-14.46829008458168
