trade_id,entry_time_utc,source_id,causal_rank,prior_20_profit_factor,prior_virtual_profit_factor,prior_consecutive_losses,candidate_endpoint_pnl_usd,baseline_runtime_executed,baseline_runtime_pnl_usd
V9_BREAK_20210618T014000Z_LONG,2021-06-18T01:40:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.0,,0.38329598432346945,0,-3.982291666666667,True,-3.982291666666667
V7_20210813T105500Z_SHORT,2021-08-13T10:55:00.000Z,V7_SWING_HEALTH,0.03888888888888889,,0.8860630426114865,1,-4.006597222222222,True,-4.006597222222222
V9_BREAK_20211110T124500Z_LONG,2021-11-10T12:45:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.06521739130434782,,1.0321092085076067,2,-3.987152777777778,True,-3.987152777777778
V9_BREAK_20211118T144500Z_SHORT,2021-11-18T14:45:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.08823529411764706,,1.0981778055688292,0,9.669140130383505,True,9.669140130383505
V9_BREAK_20211126T065500Z_LONG,2021-11-26T06:55:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.04918032786885246,,2.429797175800841,0,6.503125,True,6.503125
V7_20211129T033000Z_SHORT,2021-11-29T03:30:00.000Z,V7_SWING_HEALTH,0.07317073170731707,,0.8576558986834357,0,-4.053993055555555,True,-4.053993055555555
V9_BREAK_20211129T075500Z_LONG,2021-11-29T07:55:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.04048582995951417,,2.9668961651912014,0,-4.160718783303457,True,-4.160718783303457
V9_BREAK_20220802T132500Z_SHORT,2022-08-02T13:25:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.08868501529051988,,0.6547633580550127,8,-6.327940880607618,True,-6.327940880607618
V7_20230103T013500Z_LONG,2023-01-03T01:35:00.000Z,V7_SWING_HEALTH,0.09397590361445783,,0.8877681741423931,1,6.507986111111111,True,6.507986111111111
V9_BREAK_20230104T141500Z_SHORT,2023-01-04T14:15:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.04265402843601896,,0.7816898838163473,0,8.30056742607087,True,8.30056742607087
V9_BREAK_20230116T010000Z_LONG,2023-01-16T01:00:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.07191011235955057,,1.4988481778920946,0,6.498263888888888,True,6.498263888888888
V9_BREAK_20230118T070500Z_LONG,2023-01-18T07:05:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.017777777777777778,,2.5598547774694107,0,6.507986111111111,True,6.507986111111111
V7_20230131T093000Z_LONG,2023-01-31T09:30:00.000Z,V7_SWING_HEALTH,0.06638115631691649,,2.320989793953887,2,-3.981076388888889,True,-3.981076388888889
V7_20230302T114500Z_SHORT,2023-03-02T11:45:00.000Z,V7_SWING_HEALTH,0.06547619047619048,,2.322841017653802,1,-4.154861111111111,True,1.5281388888888818
V9_BREAK_20230313T082500Z_LONG,2023-03-13T08:25:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.005893909626719057,,2.678510570267826,1,7.307662981984271,True,7.307662981984271
V9_BREAK_20230313T103000Z_LONG,2023-03-13T10:30:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.0058823529411764705,,2.70110188944975,1,10.521945382727415,True,10.521945382727415
2023-04-04 13:30:00|LONG|r1_h1_pullback_long_v1,2023-04-04T13:30:00.000Z,R1_PULLBACK,0.05628517823639775,,1.1988344189235516,2,12.75,True,12.75
V9_BREAK_20230424T144000Z_LONG,2023-04-24T14:40:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.060109289617486336,,1.995340639353407,1,8.853825746068267,True,8.853825746068267
2023-05-04 14:00:00|LONG|r1_h1_pullback_long_v1,2023-05-04T14:00:00.000Z,R1_PULLBACK,0.06039076376554174,,0.5880603356702782,4,-13.600000000000001,True,-13.600000000000001
V9_BREAK_20230623T125000Z_LONG,2023-06-23T12:50:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.05922165820642978,,2.3420514213582657,0,7.577979243468172,True,7.577979243468172
V9_BREAK_20231003T134500Z_LONG,2023-10-03T13:45:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.06901840490797546,,1.3536172139230311,3,-4.605994661930654,True,-4.605994661930654
V9_BREAK_20231004T152000Z_LONG,2023-10-04T15:20:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.021406727828746176,,1.0768474330267634,4,-5.620475112052762,True,-5.620475112052762
V9_BREAK_20231009T142000Z_LONG,2023-10-09T14:20:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.0974124809741248,,1.0115755960300508,6,6.736495754182175,False,
V9_BREAK_20231012T124000Z_SHORT,2023-10-12T12:40:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.045454545454545456,,0.9731685449570056,7,6.4605902777777775,False,
V9_BREAK_20231016T122500Z_LONG,2023-10-16T12:25:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.09939759036144578,,1.388209150809888,1,-4.164776356418451,False,
V9_BREAK_20231018T133500Z_LONG,2023-10-18T13:35:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.05405405405405406,,1.2396794670271931,0,7.751915888833644,False,
V9_BREAK_20231019T124000Z_LONG,2023-10-19T12:40:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.01649175412293853,,1.219356930350164,0,-4.043590533833685,False,
V9_BREAK_20231026T151000Z_LONG,2023-10-26T15:10:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,0.05223880597014925,,1.1525791604849234,1,-5.531389213194221,False,
2023-11-27 14:30:00|LONG|r1_h1_pullback_long_v1,2023-11-27T14:30:00.000Z,R1_PULLBACK,0.03012912482065997,,1.2594074074074075,12,-5.819999999999999,True,-5.819999999999999
2023-11-29 11:45:00|LONG|r1_h1_pullback_long_v1,2023-11-29T11:45:00.000Z,R1_PULLBACK,0.09943181818181818,,5.247393364928909,0,-3.8099999999999996,True,-3.8099999999999996
2023-12-27 11:30:00|LONG|r1_h1_pullback_long_v1,2023-12-27T11:30:00.000Z,R1_PULLBACK,0.009485094850948509,,8.826128266033253,0,9.69,True,9.69
