stage,pass,trades,source_days,trades_per_source_day,net_r,profit_factor,average_r,stress_net_r,stress_profit_factor,average_stress_r,stress_drawdown_r,positive_active_year_share,top_winners_removed_stress_net_r
train,False,74,1554,0.047619047619047616,10.043605156385834,1.2686334670584125,0.13572439400521397,-8.264008788381066,0.823807946752325,-0.11167579443758197,12.444282468736688,0.3333333333333333,-17.687506491525156
validation,False,50,931,0.05370569280343716,8.1956248953552,1.3472181462366113,0.163912497907104,-1.350779080752573,0.9523867438994116,-0.02701558161505146,8.100935133086377,0.5,-10.065910156876448
exam,False,29,624,0.046474358974358976,0.05555399844555953,1.0035567595588395,0.0019156551188123975,-3.694965159876656,0.7910307773888208,-0.1274125917198847,6.58981586475462,0.0,-9.362659805116373
full,False,153,3109,0.049211965262142165,18.2947840501866,1.2388018949465973,0.11957375196200391,-13.309753029010292,0.8568152284060325,-0.08699184986281236,18.93939960845639,0.36363636363636365,-32.681875859685064
