variant_id,scale_id,direction,regime_mode,box_bars,atr_percentile_max,box_average_to_median_max,minimum_signal_body_fraction,target_r,stop_atr_floor,candidate_signals,executable_outcomes,policy_trades,passed,development_1_trades,development_1_trades_per_weekday,development_1_stress_net_r,development_1_stress_profit_factor,development_1_average_stress_r,development_1_closed_drawdown_r,development_1_top_winners_removed_stress_net_r,development_1_positive_month_share,development_2_trades,development_2_trades_per_weekday,development_2_stress_net_r,development_2_stress_profit_factor,development_2_average_stress_r,development_2_closed_drawdown_r,development_2_top_winners_removed_stress_net_r,development_2_positive_month_share,confirmation_trades,confirmation_trades_per_weekday,confirmation_stress_net_r,confirmation_stress_profit_factor,confirmation_average_stress_r,confirmation_closed_drawdown_r,confirmation_top_winners_removed_stress_net_r,confirmation_positive_month_share,minimum_window_pf,minimum_window_frequency
V65_H4_H1_478a0ab61739d1b5,H4_H1,LONG,PARENT_ONLY,3,60.0,1.25,0.2,2.0,1.0,748,705,289,False,97,0.12372448979591837,-1.9507662752411656,0.9552717066264103,-0.02011099252825944,10.0795536872945,-11.418562533125794,0.3055555555555556,57,0.10940499040307101,3.7772011062242687,1.1469832007220548,0.06626668607410997,5.037072856222396,-5.827564399747478,0.4583333333333333,51,0.19540229885057472,5.672419972959981,1.3448560914957934,0.111223921038431,3.4950129614944663,-3.036624796336048,0.5833333333333334,0.9552717066264103,0.10940499040307101
V65_H4_H1_b7b6496146c14bc1,H4_H1,LONG,STRICT,3,60.0,1.25,0.35,1.5,1.0,656,619,287,False,97,0.12372448979591837,-1.969168165517437,0.9521547850169936,-0.020300702737293164,9.114083902387632,-9.08307575562036,0.3611111111111111,56,0.10748560460652591,0.9728084257349878,1.0387034592816313,0.017371579030981927,6.853803421742176,-6.142449309658041,0.375,50,0.19157088122605365,6.73173142930708,1.4392082515508589,0.13463462858614159,3.3764146936652564,-0.39710013480944617,0.5833333333333334,0.9521547850169936,0.10748560460652591
V65_H4_H1_8d2ffcb1f29ddce9,H4_H1,LONG,PARENT_ONLY,3,60.0,1.5,0.2,1.5,1.0,770,725,303,False,102,0.13010204081632654,-2.149543391704155,0.9510462665036804,-0.02107395482062897,10.079553687294498,-9.263450981807075,0.3333333333333333,61,0.11708253358925144,1.8270502215545759,1.0716553670787643,0.029951642976304524,5.537072856222396,-5.2882075138384526,0.375,51,0.19540229885057472,5.661416904607363,1.3452655288841984,0.11100817460014438,3.378425424372548,-1.4674146595091608,0.5833333333333334,0.9510462665036804,0.11708253358925144
V65_H4_H1_644cdfebac9e9cd2,H4_H1,LONG,STRICT,2,60.0,1.5,0.35,2.0,1.0,731,692,311,False,102,0.13010204081632654,-2.5299776349580156,0.9501363656614398,-0.024803702303509957,10.02047994546523,-12.100769424668053,0.3888888888888889,60,0.11516314779270634,4.4666409481116425,1.151764138641233,0.0744440158018607,5.466827810829249,-5.146506263616009,0.4583333333333333,59,0.2260536398467433,2.54789588521311,1.101969616192882,0.04318467602056118,8.324807219387447,-7.042781477703626,0.4166666666666667,0.9501363656614398,0.11516314779270634
V65_H4_H1_23c82cd8ef445051,H4_H1,LONG,STRICT,2,60.0,1.5,0.2,2.0,1.0,841,796,327,False,107,0.1364795918367347,-3.01084362731093,0.9439349302804992,-0.028138725488887194,9.57057408113104,-12.58163541702097,0.3888888888888889,62,0.11900191938579655,6.929568128490133,1.24253626316834,0.11176722787887311,4.702244353498177,-2.6835790832375164,0.4583333333333333,62,0.23754789272030652,-0.6175984720199535,0.9780622443797671,-0.009961265677741186,10.511361978370362,-10.208275834936689,0.4166666666666667,0.9439349302804992,0.11900191938579655
V65_H4_H1_aa8cbb599f28814e,H4_H1,LONG,PARENT_ONLY,3,60.0,1.5,0.35,1.5,1.0,679,641,295,False,99,0.12627551020408162,-2.503714504849137,0.9406976439333886,-0.025290045503526638,9.335504850098154,-9.617622094952058,0.3611111111111111,59,0.11324376199616124,0.892295163093636,1.0352422456482266,0.015123646832095525,6.853803421742176,-6.222962572299393,0.375,50,0.19157088122605365,6.73173142930708,1.4392082515508589,0.13463462858614159,3.3764146936652564,-0.39710013480944617,0.5833333333333334,0.9406976439333886,0.11324376199616124
V65_H4_H1_96fcd7fabbb2b996,H4_H1,LONG,PARENT_ONLY,3,60.0,1.25,0.2,1.5,1.0,748,705,298,False,101,0.1288265306122449,-2.69919198591656,0.9385590266132987,-0.02672467312788673,10.079553687294498,-9.813099576019479,0.3333333333333333,59,0.11324376199616124,1.848590810989855,1.0728573838640094,0.03133204764389585,5.537072856222396,-5.266666924403173,0.375,51,0.19540229885057472,5.661416904607363,1.3452655288841984,0.11100817460014438,3.378425424372548,-1.4674146595091608,0.5833333333333334,0.9385590266132987,0.11324376199616124
V65_H4_H1_4dd883902a37a40c,H4_H1,LONG,STRICT,2,60.0,1.25,0.35,2.0,1.0,699,663,302,False,101,0.1288265306122449,-3.6310374639701166,0.9291872172014171,-0.035950865979902144,10.54758932007211,-13.20182925368016,0.3888888888888889,57,0.10940499040307101,7.17257705002455,1.2683792359587653,0.12583468508815002,5.46682781082925,-2.4405701617031,0.5,58,0.2222222222222222,2.1724966998161377,1.0848471030644553,0.037456839652002374,8.324807219387447,-7.43242864997713,0.4166666666666667,0.9291872172014171,0.10940499040307101
V65_H4_H1_3f91d4d2294bee55,H4_H1,LONG,PARENT_ONLY,3,60.0,1.25,0.35,1.5,1.0,661,624,289,False,98,0.125,-3.0533630990615452,0.9277160815038271,-0.031156766316954545,9.335504850098156,-10.167270689164468,0.3611111111111111,56,0.10748560460652591,0.9698738101948061,1.03858220012363,0.01731917518205011,6.853803421742176,-6.145383925198221,0.375,50,0.19157088122605365,6.73173142930708,1.4392082515508589,0.13463462858614159,3.3764146936652564,-0.39710013480944617,0.5833333333333334,0.9277160815038271,0.10748560460652591
V65_H4_H1_fbb4fd9db8bf237a,H4_H1,LONG,STRICT,3,80.0,1.5,0.2,1.5,1.0,930,872,350,False,122,0.1556122448979592,-3.883150735018201,0.9242609327928235,-0.03182910438539509,9.969812248437464,-11.004250666072629,0.3055555555555556,66,0.12667946257197696,1.3286769700027272,1.0500016904566314,0.020131469242465564,6.6149042568033884,-5.786580765390301,0.375,63,0.2413793103448276,6.689836038067585,1.334652911430129,0.1061878736201204,4.460241387024299,-0.44767741550320184,0.5833333333333334,0.9242609327928235,0.12667946257197696
V65_H4_H1_135f586fad92b662,H4_H1,LONG,STRICT,2,60.0,1.25,0.2,2.0,1.0,806,764,318,False,106,0.13520408163265307,-4.148325080799393,0.9235722545238148,-0.03913514227169238,9.629540787662632,-13.71911687050943,0.3888888888888889,59,0.11324376199616124,9.63550423040304,1.3725258563752545,0.16331363102378033,4.702244353498177,0.02235701867539097,0.5,61,0.23371647509578544,-0.9929976574169254,0.9654853654752288,-0.01627865012158894,10.511361978370362,-10.597923007210195,0.4166666666666667,0.9235722545238148,0.11324376199616124
V65_H4_H1_d2068b3a0ff4158c,H4_H1,LONG,PARENT_ONLY,3,80.0,1.5,0.2,1.5,1.0,937,879,352,False,123,0.1568877551020408,-3.971075410050452,0.922678603294954,-0.03228516593536953,10.057736923469715,-11.09217534110488,0.3333333333333333,66,0.12667946257197696,1.325742354462546,1.0498857437195837,0.020087005370644635,6.6149042568033884,-5.789515380930483,0.375,63,0.2413793103448276,6.689836038067585,1.334652911430129,0.1061878736201204,4.460241387024299,-0.44767741550320184,0.5833333333333334,0.922678603294954,0.12667946257197696
V65_H4_H1_5469531cafde2d87,H4_H1,LONG,STRICT,3,80.0,1.5,0.35,2.0,1.0,820,770,327,False,114,0.14540816326530612,-3.771909011071436,0.9220639154145349,-0.03308692114974944,10.865856886273113,-13.249454901130385,0.3333333333333333,62,0.11900191938579655,1.6832045839949807,1.062662737108119,0.02714846103217711,7.931634822323168,-7.92230963096052,0.4166666666666667,59,0.2260536398467433,7.370408284152288,1.3926641606580883,0.12492217430766589,4.102792150098331,-1.51622606253457,0.5833333333333334,0.9220639154145349,0.11900191938579655
V65_H4_H1_d86918a8fca22a31,H4_H1,LONG,PARENT_ONLY,3,80.0,1.5,0.35,2.0,1.0,827,777,329,False,115,0.14668367346938777,-3.8598336861036895,0.9203918206074361,-0.033563771183510345,10.953781561305364,-13.337379576162636,0.3333333333333333,62,0.11900191938579655,1.6802699684548004,1.062546653292034,0.02710112852346452,7.931634822323168,-7.925244246500702,0.4166666666666667,59,0.2260536398467433,7.370408284152288,1.3926641606580883,0.12492217430766589,4.102792150098331,-1.51622606253457,0.5833333333333334,0.9203918206074361,0.11900191938579655
