family_id,stage,decision_eligible,raw_gate_pass,promoted,status,trades,source_days,trades_per_source_day,stress_net_r,stress_pf,average_stress_r,positive_active_month_share,closed_drawdown_r,top_winners_removed_stress_net_r,current_account_feasible_share
COMEX_PRIOR_VALUE_ACCEPTANCE_CONTINUATION_V1,fit,True,False,False,FAIL,5.0,310.0,0.016129032258064516,-3.33775684354356,0.2849878987362529,-0.667551368708712,0.25,3.510925942039008,0.0,1.0
COMEX_PRIOR_VALUE_ACCEPTANCE_CONTINUATION_V1,development,False,False,False,INELIGIBLE,2.0,310.0,0.0064516129032258064,-2.2755009635261922,0.0,-1.1377504817630961,0.0,1.1505561969991178,0.0,1.0
COMEX_PRIOR_VALUE_ACCEPTANCE_CONTINUATION_V1,exam,False,False,False,NOT_OPENED_PRIOR_STAGE_FAIL,,,,,,,,,,
COMEX_PRIOR_VALUE_FAILED_AUCTION_V1,fit,True,False,False,FAIL,30.0,310.0,0.0967741935483871,-5.796456407537222,0.7081036146030962,-0.19321521358457405,0.36363636363636365,10.031342436093414,-11.31423409302237,1.0
COMEX_PRIOR_VALUE_FAILED_AUCTION_V1,development,False,False,False,INELIGIBLE,32.0,310.0,0.1032258064516129,-18.998700630114058,0.3130999887914086,-0.5937093946910643,0.14285714285714285,17.828768244933908,-24.464006355969715,1.0
COMEX_PRIOR_VALUE_FAILED_AUCTION_V1,exam,False,False,False,NOT_OPENED_PRIOR_STAGE_FAIL,,,,,,,,,,
COMEX_OPENING_VALUE_MIGRATION_V1,fit,True,False,False,FAIL,1.0,310.0,0.0032258064516129032,-1.1586769344352652,0.0,-1.1586769344352652,0.0,0.0,0.0,1.0
COMEX_OPENING_VALUE_MIGRATION_V1,development,False,False,False,INELIGIBLE,0.0,310.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
COMEX_OPENING_VALUE_MIGRATION_V1,exam,False,False,False,NOT_OPENED_PRIOR_STAGE_FAIL,,,,,,,,,,
