CS	3	15:22:17.004	Ticks	EURUSD : 2025.05.22 23:59 - real ticks absent for 925 minutes out of 1439 total minute bars within a day
CS	3	15:22:17.005	Ticks	EURUSD : 2025.05.23 23:59 - real ticks absent for 848 minutes out of 1258 total minute bars within a day
CS	3	15:22:17.007	Ticks	EURUSD : 2025.05.25 23:59 - real ticks absent for 10 minutes out of 179 total minute bars within a day
CS	3	15:22:17.011	Ticks	EURUSD : 2025.05.26 23:59 - real ticks absent for 20 minutes out of 1349 total minute bars within a day
CS	3	15:22:17.015	Ticks	EURUSD : 2025.05.27 23:59 - real ticks absent for 10 minutes out of 1394 total minute bars within a day
CS	3	15:22:17.020	Ticks	EURUSD : 2025.05.28 23:59 - real ticks absent for 11 minutes out of 1440 total minute bars within a day
CS	3	15:22:17.025	Ticks	EURUSD : 2025.05.29 23:59 - real ticks absent for 6 minutes out of 1440 total minute bars within a day
CS	3	15:22:17.028	Ticks	EURUSD : 2025.05.30 23:59 - real ticks absent for 1 minutes out of 1259 total minute bars within a day
CS	3	15:22:17.030	Ticks	EURUSD : 2025.06.01 23:59 - real ticks absent for 6 minutes out of 179 total minute bars within a day
CS	3	15:22:17.034	Ticks	EURUSD : 2025.06.02 23:59 - real ticks absent for 6 minutes out of 1440 total minute bars within a day
CS	3	15:22:17.037	Ticks	EURUSD : 2025.06.03 23:59 - real ticks absent for 9 minutes out of 1440 total minute bars within a day
CS	3	15:22:17.040	Ticks	EURUSD : 2025.06.04 23:59 - real ticks absent for 6 minutes out of 1439 total minute bars within a day
CS	3	15:22:17.045	Ticks	EURUSD : 2025.06.05 23:59 - real ticks absent for 45 minutes out of 1440 total minute bars within a day
CS	3	15:22:17.047	Ticks	EURUSD : 2025.06.06 23:59 - real ticks absent for 650 minutes out of 1259 total minute bars within a day
CS	3	15:22:17.049	Ticks	EURUSD : 2025.06.08 23:59 - real ticks absent for 9 minutes out of 179 total minute bars within a day
CS	3	15:22:17.052	Ticks	EURUSD : 2025.06.09 23:59 - real ticks absent for 20 minutes out of 1439 total minute bars within a day
CS	3	15:22:17.055	Ticks	EURUSD : 2025.06.10 23:59 - real ticks absent for 5 minutes out of 1440 total minute bars within a day
CS	3	15:22:17.060	Ticks	EURUSD : 2025.06.11 23:59 - real ticks absent for 1303 minutes out of 1440 total minute bars within a day
CS	3	15:22:17.067	Ticks	EURUSD : 2025.06.12 23:59 - real ticks absent for 25 minutes out of 1438 total minute bars within a day
CS	3	15:22:17.074	Ticks	EURUSD : 2025.06.15 23:59 - real ticks absent for 1 minutes out of 179 total minute bars within a day
CS	3	15:22:17.080	Ticks	EURUSD : 2025.06.16 23:59 - real ticks absent for 6 minutes out of 1440 total minute bars within a day
CS	3	15:22:17.083	Ticks	EURUSD : 2025.06.17 23:59 - real ticks absent for 7 minutes out of 1440 total minute bars within a day
CS	3	15:22:17.088	Ticks	EURUSD : 2025.06.18 23:59 - real ticks absent for 9 minutes out of 1440 total minute bars within a day
CS	3	15:22:17.091	Ticks	EURUSD : 2025.06.19 23:59 - real ticks absent for 8 minutes out of 1440 total minute bars within a day
CS	3	15:22:17.103	Ticks	EURUSD : 2025.06.23 23:59 - real ticks absent for 9 minutes out of 1440 total minute bars within a day
CS	3	15:22:17.109	Ticks	EURUSD : 2025.06.24 23:59 - real ticks absent for 6 minutes out of 1439 total minute bars within a day
CS	3	15:22:17.114	Ticks	EURUSD : 2025.06.25 23:59 - real ticks absent for 16 minutes out of 1440 total minute bars within a day
CS	3	15:22:17.118	Ticks	EURUSD : 2025.06.26 23:59 - real ticks absent for 8 minutes out of 1440 total minute bars within a day
CS	3	15:22:17.122	Ticks	EURUSD : 2025.06.29 23:59 - real ticks absent for 1 minutes out of 179 total minute bars within a day
CS	3	15:22:17.128	Ticks	EURUSD : 2025.06.30 23:59 - real ticks absent for 6 minutes out of 1440 total minute bars within a day
CS	3	15:22:17.132	Ticks	EURUSD : 2025.07.01 23:59 - real ticks absent for 7 minutes out of 1440 total minute bars within a day
CS	3	15:22:17.135	Ticks	EURUSD : 2025.07.02 23:59 - real ticks absent for 12 minutes out of 1440 total minute bars within a day
CS	3	15:22:17.138	Ticks	EURUSD : 2025.07.03 23:59 - real ticks absent for 7 minutes out of 890 total minute bars within a day
CS	3	15:22:17.140	Ticks	EURUSD : 2025.07.04 23:59 - real ticks absent for 1 minutes out of 852 total minute bars within a day
CS	3	15:22:17.142	Ticks	EURUSD : 2025.07.06 23:59 - real ticks absent for 1 minutes out of 178 total minute bars within a day
CS	3	15:22:17.145	Ticks	EURUSD : 2025.07.07 23:59 - real ticks absent for 9 minutes out of 1439 total minute bars within a day
CS	3	15:22:17.149	Ticks	EURUSD : 2025.07.08 23:59 - real ticks absent for 8 minutes out of 1440 total minute bars within a day
CS	0	15:22:18.147	Ticks	EURUSD : real ticks begin from 2025.03.11 00:00:00
CS	3	15:22:18.147	Ticks	EURUSD : 2016.07.01 00:00 - 2026.07.01 00:00  real ticks absent for 70483 minutes of 3704203 total minute bars, every tick generation used
CS	3	15:22:18.147	Ticks	EURUSD : 2016.07.01 00:00 - 2026.07.01 00:00  real ticks absent for 54 whole days
CS	0	15:22:18.223	Ticks	USDAED : real ticks begin from 2025.12.20 00:00:00
CS	0	15:22:32.590	Tester	EURUSD,M15: 211401359 ticks, 247556 bars generated. Environment synchronized in 0:00:01.534. Test passed in 0:00:19.687 (including ticks preprocessing 0:00:05.172).
CS	0	15:22:32.590	Tester	EURUSD,M15: total time from login to stop testing 0:00:21.221 (including 0:00:01.585 for history data synchronization)
CS	0	15:22:32.590	Tester	EURUSD: generate 211401359 ticks in 0:00:05.094, passed to tester 211401361 ticks
CS	0	15:22:32.590	Tester	4083 Mb memory used including 16 Mb of history data, 3968 Mb of tick data
CS	0	15:22:32.590	Tester	test Experts\LondonRangeExpansionRealTicksV1.ex5 on EURUSD,M15 thread finished
