trade_id,native_final_pnl_usd
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::762,-17.64
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::764,-9.49
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::766,20.87
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::248,190.63
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::249,221.14
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::250,-68.80
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::768,31.86
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::252,172.03
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::253,206.99
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::254,210.39
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::255,308.85
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::770,-12.52
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::771,-7.77
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::774,25.58
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::775,15.14
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::778,-11.02
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::256,-83.28
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::257,-105.02
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::260,-122.48
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::264,-148.82
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::265,-155.52
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::266,-152.93
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::780,-14.71
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::781,-14.07
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::782,-8.81
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::783,-10.75
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::784,-13.60
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::790,11.76
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::791,26.66
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::793,31.21
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::267,-98.32
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::796,11.66
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::797,-12.04
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::798,-9.54
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::802,-13.40
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::275,235.38
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::276,269.77
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::277,336.84
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::804,33.82
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::279,196.03
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::280,229.84
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::281,285.23
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::283,383.85
h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::285,427.36
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::806,-10.65
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::808,-10.94
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::809,-14.79
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::810,-11.19
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::811,-9.89
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::816,27.26
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::817,41.63
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::820,-20.70
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::822,-12.06
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::824,-17.26
r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::826,-10.16
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::2,-17.52
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::3,-9.46
r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::120,33.62
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::6,17.14
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::7,31.34
r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::122,40.40
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::10,32.54
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::11,22.80
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::14,-12.35
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::16,-20.12
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::18,-6.57
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::20,35.39
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::22,-8.72
r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::124,42.76
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::24,-7.12
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::26,21.39
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::28,-13.95
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::29,-18.29
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::32,28.92
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::34,42.90
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::35,23.93
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::36,26.80
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::37,39.21
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::42,-16.74
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::44,14.32
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::45,25.43
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::47,42.95
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::48,19.57
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::49,36.93
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::54,-3.52
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::56,25.44
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::58,-13.01
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::59,-15.90
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::62,23.49
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::64,20.68
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::65,28.28
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::66,-16.34
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::67,-20.10
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::68,-10.65
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::74,23.86
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::75,25.30
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::78,-8.71
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::80,28.46
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::82,-9.59
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::83,-11.44
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::86,-11.17
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::88,26.94
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::89,41.31
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::90,27.46
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::92,17.84
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::93,21.77
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::94,35.94
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::95,23.93
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::101,21.85
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::102,28.47
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::103,-20.52
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::107,-6.61
r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::126,31.70
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::110,-11.79
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::112,15.81
r2_continuation_short_v1::BT_A1_XAU_R2_IMPULSE_BODY45_ATR45_DAILY_LOSS10::1025742::XAUUSD::932200::113,-18.74
