attempt_no,variant_id,regime_owner,mechanic,parameters_json,whole_trades,whole_stress_net_r,whole_stress_pf,whole_average_stress_r,whole_closed_drawdown_r,era_2010_2014_trades,era_2010_2014_stress_net_r,era_2010_2014_stress_pf,era_2010_2014_average_stress_r,era_2010_2014_closed_drawdown_r,era_2014_2018_trades,era_2014_2018_stress_net_r,era_2014_2018_stress_pf,era_2014_2018_average_stress_r,era_2014_2018_closed_drawdown_r,era_2018_2022_trades,era_2018_2022_stress_net_r,era_2018_2022_stress_pf,era_2018_2022_average_stress_r,era_2018_2022_closed_drawdown_r,era_2022_2026_trades,era_2022_2026_stress_net_r,era_2022_2026_stress_pf,era_2022_2026_average_stress_r,era_2022_2026_closed_drawdown_r,top_winners_removed_stress_net_r,daily_pvalue,minimum_era_trades,minimum_era_stress_pf,minimum_era_average_stress_r,gate_checks_json,economic_pass,daily_fdr_qvalue,statistical_pass
19120,98755ac318a9b05e,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.3,""deviation_atr"":2.0,""efficiency_min"":0.05,""hold_hours"":4,""hour_window"":""POST_ASIA"",""minimum_day_bars"":32,""stop_atr"":1.0,""target_r"":2.5}",2038,-606.0204976282739,0.6246077186396636,-0.2973604011914985,614.0154644097674,411,-95.51495804066829,0.701166835849521,-0.23239649158313452,108.57732727864406,350,-121.72947002137127,0.5859722599790076,-0.3477984857753465,126.6759617933257,521,-186.6886456119366,0.5586519495675936,-0.35832753476379386,198.12790458310064,756,-202.08742395429778,0.6502045468725092,-0.26731140734695474,211.93812212911723,-618.0407466449421,1.0,350,0.5586519495675936,-0.35832753476379386,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
19121,b731f063a217f32e,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.4,""deviation_atr"":0.6,""efficiency_min"":0.05,""hold_hours"":2,""hour_window"":""POST_ASIA"",""minimum_day_bars"":40,""stop_atr"":2.0,""target_r"":2.0}",4665,-1026.949775421301,0.5707753236090409,-0.22013928733575583,1028.083150648915,1039,-186.4623425771545,0.657380612581178,-0.17946327485770402,193.83366310880356,958,-220.43449290641584,0.5679188332020889,-0.23009863560168667,220.43449290641584,1354,-361.23783548191295,0.4879003911322097,-0.2667930838123434,365.2957573643662,1314,-258.8151044558176,0.5909799835130376,-0.1969673549892067,263.568524556625,-1036.5754787317364,1.0,958,0.4879003911322097,-0.2667930838123434,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
19122,cb1b8ac298bfa05c,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.3,""deviation_atr"":0.8,""efficiency_min"":0.25,""hold_hours"":4,""hour_window"":""LONDON_NY"",""minimum_day_bars"":16,""stop_atr"":1.0,""target_r"":1.5}",2337,-762.7922332734568,0.557755079348727,-0.32639804590220656,765.6609799121561,464,-135.7682269889075,0.5971518629442258,-0.2926039374760937,143.47542275078143,341,-131.33552798442634,0.5048303055108577,-0.38514817590740863,133.57941787320058,606,-225.47406491538726,0.5092897369320566,-0.37206941405179417,236.1445807035971,926,-270.2144133847356,0.592485444872726,-0.29180822179777066,271.4438641908133,-769.8649248027124,1.0,341,0.5048303055108577,-0.38514817590740863,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
19123,3d3ede9430d005d3,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.3,""deviation_atr"":2.0,""efficiency_min"":0.05,""hold_hours"":3,""hour_window"":""NEW_YORK"",""minimum_day_bars"":24,""stop_atr"":1.25,""target_r"":1.5}",2257,-591.0901947324276,0.598032113651541,-0.2618919781712129,594.5318271644737,497,-118.92145397522782,0.6300614179475732,-0.23927857942701775,121.55587384557532,468,-118.23101678330342,0.6205836044274821,-0.25263037774210134,121.56803387844387,604,-203.90686355716872,0.5051022731978615,-0.33759414496219986,208.82657827990144,688,-150.03086041672765,0.64731597164277,-0.21806811107082508,161.25549599297958,-598.3633134872966,1.0,468,0.5051022731978615,-0.33759414496219986,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
19124,23b14d634399a335,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.4,""deviation_atr"":1.5,""efficiency_min"":0.35,""hold_hours"":3,""hour_window"":""LONDON"",""minimum_day_bars"":24,""stop_atr"":1.5,""target_r"":2.5}",764,-193.4426822535085,0.6604331361917558,-0.25319722808050854,206.59837842870954,135,-23.10140009380732,0.7708158464765837,-0.17112148217635054,36.25709626900861,141,-55.37939921064269,0.5010038775215526,-0.39276169652938075,63.46429291012535,221,-66.96467061314945,0.6121905245533109,-0.3030075593355179,75.73672686921559,267,-47.9972123359091,0.7408646151109147,-0.17976484020939737,50.26181810256193,-205.45593804638852,1.0,135,0.5010038775215526,-0.39276169652938075,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
19125,715c88293b2cbe16,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.3,""deviation_atr"":0.8,""efficiency_min"":0.25,""hold_hours"":8,""hour_window"":""POST_ASIA"",""minimum_day_bars"":40,""stop_atr"":0.75,""target_r"":2.5}",1065,-382.533899667822,0.586434548835487,-0.35918676025147606,387.3933124678596,191,-50.948213600498335,0.6799270869978121,-0.2667445738245986,50.948213600498356,127,-39.68451418843111,0.6448897164833157,-0.3124764896726859,42.47658090388466,265,-119.64618645457041,0.507539673391739,-0.451495043224794,128.2927949706727,482,-172.25498542432217,0.5809699484870655,-0.3573754884322037,177.1143982243599,-395.40661427820714,1.0,127,0.507539673391739,-0.451495043224794,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
19126,4d6e3c1c9eccd00f,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.1,""deviation_atr"":0.4,""efficiency_min"":0.05,""hold_hours"":4,""hour_window"":""LONDON_NY"",""minimum_day_bars"":16,""stop_atr"":0.75,""target_r"":1.25}",2346,-777.2570783064799,0.5363924589267876,-0.33131162758161975,778.4762117887983,419,-131.39282914780802,0.5564069817840742,-0.313586704410043,132.10117042060543,279,-76.90661778673126,0.5991390137089683,-0.2756509598090726,83.34345827667818,531,-225.9038143659778,0.4430193903756583,-0.4254309121769827,229.30342006957147,1117,-343.05381700596286,0.5618163761178766,-0.30712069561858807,345.29267755837714,-783.1131503322861,1.0,279,0.4430193903756583,-0.4254309121769827,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
19127,79c7445cf4703de5,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.2,""deviation_atr"":2.0,""efficiency_min"":0.35,""hold_hours"":3,""hour_window"":""LONDON_NY"",""minimum_day_bars"":32,""stop_atr"":1.25,""target_r"":2.0}",1695,-422.2966978076574,0.6473484392186775,-0.24914259457678903,425.0079021841882,351,-66.71621733408573,0.7274419366469737,-0.1900746932595035,69.35795645041689,336,-77.33672207528932,0.6797458211927734,-0.23016881570026582,86.66800646512141,462,-143.73902073055234,0.5705107533826049,-0.311123421494702,147.0939335607767,546,-134.50473766773,0.6427992104322133,-0.2463456733841209,141.62310368472043,-431.8308295664348,1.0,336,0.5705107533826049,-0.311123421494702,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
19128,3987c9f74a6d7764,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.3,""deviation_atr"":1.25,""efficiency_min"":0.05,""hold_hours"":1,""hour_window"":""ALL"",""minimum_day_bars"":24,""stop_atr"":0.75,""target_r"":2.0}",1941,-645.3338914835463,0.5319780906860323,-0.3324749569724607,646.999799643662,335,-104.28267207528364,0.5642316055511009,-0.3112915584336825,104.28267207528363,210,-60.080418714184034,0.5910797348209834,-0.2860972319723049,61.30349963530659,439,-204.59833021449074,0.39212134900852913,-0.46605542190089005,208.0523198508538,957,-276.37247047958783,0.5787289756013789,-0.28879046027125166,279.9241775898811,-654.8684591621413,1.0,210,0.39212134900852913,-0.46605542190089005,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
19129,fb59d2c76f277942,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.2,""deviation_atr"":1.25,""efficiency_min"":0.15,""hold_hours"":2,""hour_window"":""LONDON"",""minimum_day_bars"":16,""stop_atr"":1.0,""target_r"":2.5}",704,-237.94007482066667,0.5805484523938613,-0.3379830608248106,237.94007482066698,121,-38.20584505016782,0.6149219122620045,-0.315750785538577,48.20433004963473,70,-26.664052567936533,0.5585189179081528,-0.38091503668480764,26.66405256793654,158,-67.20844470876966,0.5021419225729931,-0.42536990322006113,70.09015873090998,355,-105.86173249379263,0.611740130944243,-0.29820206336279614,107.31545454227431,-249.83969754556637,1.0,70,0.5021419225729931,-0.42536990322006113,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
