attempt_no,variant_id,regime_owner,mechanic,parameters_json
19120,98755ac318a9b05e,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.3,""deviation_atr"":2.0,""efficiency_min"":0.05,""hold_hours"":4,""hour_window"":""POST_ASIA"",""minimum_day_bars"":32,""stop_atr"":1.0,""target_r"":2.5}"
19121,b731f063a217f32e,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.4,""deviation_atr"":0.6,""efficiency_min"":0.05,""hold_hours"":2,""hour_window"":""POST_ASIA"",""minimum_day_bars"":40,""stop_atr"":2.0,""target_r"":2.0}"
19122,cb1b8ac298bfa05c,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.3,""deviation_atr"":0.8,""efficiency_min"":0.25,""hold_hours"":4,""hour_window"":""LONDON_NY"",""minimum_day_bars"":16,""stop_atr"":1.0,""target_r"":1.5}"
19123,3d3ede9430d005d3,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.3,""deviation_atr"":2.0,""efficiency_min"":0.05,""hold_hours"":3,""hour_window"":""NEW_YORK"",""minimum_day_bars"":24,""stop_atr"":1.25,""target_r"":1.5}"
19124,23b14d634399a335,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.4,""deviation_atr"":1.5,""efficiency_min"":0.35,""hold_hours"":3,""hour_window"":""LONDON"",""minimum_day_bars"":24,""stop_atr"":1.5,""target_r"":2.5}"
19125,715c88293b2cbe16,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.3,""deviation_atr"":0.8,""efficiency_min"":0.25,""hold_hours"":8,""hour_window"":""POST_ASIA"",""minimum_day_bars"":40,""stop_atr"":0.75,""target_r"":2.5}"
19126,4d6e3c1c9eccd00f,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.1,""deviation_atr"":0.4,""efficiency_min"":0.05,""hold_hours"":4,""hour_window"":""LONDON_NY"",""minimum_day_bars"":16,""stop_atr"":0.75,""target_r"":1.25}"
19127,79c7445cf4703de5,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.2,""deviation_atr"":2.0,""efficiency_min"":0.35,""hold_hours"":3,""hour_window"":""LONDON_NY"",""minimum_day_bars"":32,""stop_atr"":1.25,""target_r"":2.0}"
19128,3987c9f74a6d7764,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.3,""deviation_atr"":1.25,""efficiency_min"":0.05,""hold_hours"":1,""hour_window"":""ALL"",""minimum_day_bars"":24,""stop_atr"":0.75,""target_r"":2.0}"
19129,fb59d2c76f277942,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.2,""deviation_atr"":1.25,""efficiency_min"":0.15,""hold_hours"":2,""hour_window"":""LONDON"",""minimum_day_bars"":16,""stop_atr"":1.0,""target_r"":2.5}"
19130,f708d8afe6d075ff,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.2,""deviation_atr"":0.6,""efficiency_min"":0.05,""hold_hours"":12,""hour_window"":""LONDON_NY"",""minimum_day_bars"":24,""stop_atr"":1.5,""target_r"":2.5}"
19131,c68021ccc7bb5934,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.3,""deviation_atr"":0.4,""efficiency_min"":0.05,""hold_hours"":12,""hour_window"":""ALL"",""minimum_day_bars"":16,""stop_atr"":2.0,""target_r"":2.0}"
19132,150da19c38b84f6b,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.2,""deviation_atr"":0.8,""efficiency_min"":0.15,""hold_hours"":4,""hour_window"":""ALL"",""minimum_day_bars"":16,""stop_atr"":0.75,""target_r"":2.5}"
19133,f0b06d613b14e741,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.3,""deviation_atr"":2.0,""efficiency_min"":0.25,""hold_hours"":3,""hour_window"":""ALL"",""minimum_day_bars"":40,""stop_atr"":1.0,""target_r"":1.25}"
19134,68527cf8d8e6aa8b,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.1,""deviation_atr"":1.25,""efficiency_min"":0.35,""hold_hours"":4,""hour_window"":""LONDON_NY"",""minimum_day_bars"":16,""stop_atr"":1.5,""target_r"":2.0}"
19135,fa482fc745aa2381,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.4,""deviation_atr"":1.5,""efficiency_min"":0.05,""hold_hours"":1,""hour_window"":""LONDON"",""minimum_day_bars"":32,""stop_atr"":2.0,""target_r"":2.5}"
19136,2284dfc2f0893d9f,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.1,""deviation_atr"":2.0,""efficiency_min"":0.05,""hold_hours"":3,""hour_window"":""LONDON"",""minimum_day_bars"":24,""stop_atr"":0.75,""target_r"":2.0}"
19137,8d0a29f58a20ed29,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.3,""deviation_atr"":1.0,""efficiency_min"":0.15,""hold_hours"":1,""hour_window"":""POST_ASIA"",""minimum_day_bars"":32,""stop_atr"":1.5,""target_r"":1.0}"
19138,f052c40c2fea5fa7,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.4,""deviation_atr"":0.8,""efficiency_min"":0.25,""hold_hours"":12,""hour_window"":""NEW_YORK"",""minimum_day_bars"":32,""stop_atr"":2.0,""target_r"":2.0}"
19139,38a369adb94c28cf,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.1,""deviation_atr"":0.4,""efficiency_min"":0.35,""hold_hours"":1,""hour_window"":""POST_ASIA"",""minimum_day_bars"":16,""stop_atr"":0.75,""target_r"":2.5}"
19140,a251d0eda2e70ead,CHOP,CHOP_VWAP_ESCAPE,"{""body_min"":0.3,""deviation_atr"":1.0,""efficiency_min"":0.25,""hold_hours"":6,""hour_window"":""ALL"",""minimum_day_bars"":40,""stop_atr"":1.5,""target_r"":2.5}"
