family,regime,side,signal_time_utc,completion_time_utc,entry_time_utc,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,predicted_probability,oracle_member,risk_distance,risk_pips,r,extra_half_pip_stress_r,fixed_0p01_lot_usd,walk_forward_window
N8_NEUTRAL_SYNCHRONOUS_CROSSASSET,NEUTRAL,LONG,2023-01-27 01:20:00+00:00,2023-01-27 01:25:00+00:00,2023-01-27 01:25:00+00:00,2023-01-27 02:15:00+00:00,1.0888200000000001,1.0884200000000002,1.08942,1.08841,STOP,0.9084889759950084,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N8_NEUTRAL_SYNCHRONOUS_CROSSASSET,NEUTRAL,LONG,2023-01-30 01:05:00+00:00,2023-01-30 01:10:00+00:00,2023-01-30 01:10:00+00:00,2023-01-30 01:30:00+00:00,1.08678,1.0863800000000001,1.08738,1.08637,STOP,0.9130052123446416,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N8_NEUTRAL_SYNCHRONOUS_CROSSASSET,NEUTRAL,LONG,2023-02-28 01:00:00+00:00,2023-02-28 01:05:00+00:00,2023-02-28 01:05:00+00:00,2023-02-28 01:35:00+00:00,1.0605200000000001,1.0601200000000002,1.06112,1.06011,STOP,0.9278705833698535,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N8_NEUTRAL_SYNCHRONOUS_CROSSASSET,NEUTRAL,SHORT,2023-03-17 00:55:00+00:00,2023-03-17 01:00:00+00:00,2023-03-17 01:00:00+00:00,2023-03-17 01:10:00+00:00,1.0617999999999999,1.0621999999999998,1.0612,1.0622099999999999,STOP,0.9309634970370462,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N8_NEUTRAL_SYNCHRONOUS_CROSSASSET,NEUTRAL,SHORT,2023-03-22 00:00:00+00:00,2023-03-22 00:05:00+00:00,2023-03-22 00:05:00+00:00,2023-03-22 00:35:00+00:00,1.07738,1.07778,1.07678,1.0767900000000001,TARGET,0.9822531172682116,1,0.0004,4.0,1.474999999999671,1.349999999999671,0.5899999999998684,validation_2023
N8_NEUTRAL_SYNCHRONOUS_CROSSASSET,NEUTRAL,SHORT,2023-03-22 00:05:00+00:00,2023-03-22 00:10:00+00:00,2023-03-22 00:10:00+00:00,2023-03-22 01:40:00+00:00,1.07699,1.0773899999999998,1.07639,1.0774,STOP,0.9892963547242043,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N8_NEUTRAL_SYNCHRONOUS_CROSSASSET,NEUTRAL,SHORT,2023-03-22 00:10:00+00:00,2023-03-22 00:15:00+00:00,2023-03-22 00:15:00+00:00,2023-03-22 01:40:00+00:00,1.07707,1.07747,1.07647,1.07748,STOP,0.9552829133361959,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N8_NEUTRAL_SYNCHRONOUS_CROSSASSET,NEUTRAL,SHORT,2023-03-23 00:00:00+00:00,2023-03-23 00:05:00+00:00,2023-03-23 00:05:00+00:00,2023-03-23 00:50:00+00:00,1.0873899999999999,1.0877899999999998,1.08679,1.0877999999999999,STOP,0.9892897549683373,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N8_NEUTRAL_SYNCHRONOUS_CROSSASSET,NEUTRAL,SHORT,2023-03-23 00:05:00+00:00,2023-03-23 00:10:00+00:00,2023-03-23 00:10:00+00:00,2023-03-23 00:50:00+00:00,1.0874,1.0877999999999999,1.0868,1.08781,STOP,0.9687106563758537,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N8_NEUTRAL_SYNCHRONOUS_CROSSASSET,NEUTRAL,SHORT,2023-03-23 00:10:00+00:00,2023-03-23 00:15:00+00:00,2023-03-23 00:15:00+00:00,2023-03-23 00:50:00+00:00,1.08747,1.08787,1.08687,1.08788,STOP,0.957198268717671,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
