stage,attempt_id,model_id,quantile,score_floor,gate_pass,failed_checks,learning_rate,max_iter,max_leaf_nodes,min_samples_leaf,l2_regularization,max_bins,feature_subset,random_state,fit_rows,feature_count,fit_target_mean,fit_score_mean,fit_spearman,trades,source_weekdays,trades_per_weekday,stress_net_r,stress_pf,average_stress_r,closed_drawdown_r,positive_active_month_share,positive_weekday_share,active_weekday_share,minimum_calendar_year_pf,positive_rolling_6m_share,top_winners_removed_stress_net_r,worst_weekday_r,best_weekday_r
selection,M025_P05,M025,0.5,,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.08,120,15,300,2.0,127,PRICE_MICRO,314183,11409,52,-0.0882379262334373,-0.0808126202683106,0.6222506811293063,1724,784,2.1989795918367347,162.28625710259155,1.1526891853397065,0.09413355980428745,101.22350155424782,0.4166666666666667,0.399234693877551,0.798469387755102,0.8931459322886625,0.4166666666666667,124.2116362055369,-5.823925813913527,7.530028481554928
selection,M025_P06,M025,0.5,0.0,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.08,120,15,300,2.0,127,PRICE_MICRO,314183,11409,52,-0.0882379262334373,-0.0808126202683106,0.6222506811293063,1700,784,2.1683673469387754,151.6143766768607,1.1441773851267865,0.08918492745697688,108.06011570326243,0.4166666666666667,0.39413265306122447,0.7959183673469388,0.8515581307034283,0.4166666666666667,113.53975577980609,-5.823925813913527,7.530028481554928
selection,M025_P07,M025,0.6,,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.08,120,15,300,2.0,127,PRICE_MICRO,314183,11409,52,-0.0882379262334373,-0.0808126202683106,0.6222506811293063,1478,784,1.885204081632653,246.10185170010618,1.2833632748689126,0.16651004851157386,79.40590686093469,0.4444444444444444,0.3864795918367347,0.7283163265306123,0.9973626204781325,0.5,208.0253998735346,-4.705744378962617,7.504482337894488
selection,M025_P08,M025,0.6,0.0,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.08,120,15,300,2.0,127,PRICE_MICRO,314183,11409,52,-0.0882379262334373,-0.0808126202683106,0.6222506811293063,1470,784,1.875,239.02771167990605,1.2761857255025262,0.16260388549653473,79.40590686093469,0.4444444444444444,0.3826530612244898,0.7283163265306123,0.9675171581478865,0.5,200.9512598533345,-4.705744378962617,7.504482337894488
selection,M026_P01,M026,0.3,,False,"minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.02,120,7,100,0.5,255,ALL,314184,11409,58,-0.0882379262334373,-0.08944903334486838,0.3762708443268065,2126,784,2.711734693877551,-62.81001767690853,0.9452711359320544,-0.029543752435046346,186.6992892489833,0.3611111111111111,0.4094387755102041,0.8596938775510204,0.7299023820443626,0.3333333333333333,-100.44955200031482,-4.740277777777778,6.936762035401322
selection,M026_P02,M026,0.3,0.0,False,"minimum_frequency,minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.02,120,7,100,0.5,255,ALL,314184,11409,58,-0.0882379262334373,-0.08944903334486838,0.3762708443268065,1948,784,2.4846938775510203,-9.432416631272204,0.9909675700658948,-0.004842102993466224,146.58298496260608,0.3888888888888889,0.3903061224489796,0.7971938775510204,0.856933462764127,0.3611111111111111,-47.07195095467853,-4.715972222222222,6.936762035401322
selection,M026_P03,M026,0.4,,False,"minimum_frequency,minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.02,120,7,100,0.5,255,ALL,314184,11409,58,-0.0882379262334373,-0.08944903334486838,0.3762708443268065,1914,784,2.441326530612245,-19.23069738847559,0.9810861237129603,-0.010047386305368647,169.08593167000026,0.3611111111111111,0.399234693877551,0.8163265306122449,0.7822192226801806,0.3611111111111111,-56.77283145100668,-4.7184027777777775,6.936762035401322
selection,M026_P04,M026,0.4,0.0,False,"minimum_frequency,minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.02,120,7,100,0.5,255,ALL,314184,11409,58,-0.0882379262334373,-0.08944903334486838,0.3762708443268065,1807,784,2.30484693877551,9.880771149429464,1.010306795112359,0.005468052656020733,146.30243257653956,0.3888888888888889,0.3864795918367347,0.7678571428571429,0.8515817197970311,0.3611111111111111,-27.661362913101613,-4.713148148148148,6.936762035401322
selection,M026_P05,M026,0.5,,False,"minimum_frequency,minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.02,120,7,100,0.5,255,ALL,314184,11409,58,-0.0882379262334373,-0.08944903334486838,0.3762708443268065,1701,784,2.169642857142857,-7.176179143517928,0.992072137532655,-0.004218800201950575,150.14047674510857,0.3888888888888889,0.3826530612244898,0.7627551020408163,0.7930660238855036,0.3333333333333333,-44.667985122193016,-4.716458333333334,6.936762035401322
selection,M026_P06,M026,0.5,0.0,False,"minimum_frequency,minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.02,120,7,100,0.5,255,ALL,314184,11409,58,-0.0882379262334373,-0.08944903334486838,0.3762708443268065,1644,784,2.0969387755102042,10.795251874809523,1.012372540779423,0.006566454911684625,135.9170373934479,0.3888888888888889,0.36607142857142855,0.7295918367346939,0.8485325546398171,0.3333333333333333,-26.696554103865594,-4.713148148148148,6.936762035401322
selection,M026_P07,M026,0.6,,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.02,120,7,100,0.5,255,ALL,314184,11409,58,-0.0882379262334373,-0.08944903334486838,0.3762708443268065,1477,784,1.8839285714285714,79.62542860385108,1.1072268044322149,0.05391024279204541,110.71846660403247,0.3888888888888889,0.38392857142857145,0.7091836734693877,0.8987364993055508,0.3888888888888889,42.27384278201956,-5.106417733398183,6.9379773131791
selection,M026_P08,M026,0.6,0.0,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.02,120,7,100,0.5,255,ALL,314184,11409,58,-0.0882379262334373,-0.08944903334486838,0.3762708443268065,1449,784,1.8482142857142858,92.23577648495437,1.127505795160052,0.06365478018285325,98.02538347901293,0.3888888888888889,0.38137755102040816,0.6964285714285714,0.9593393814262796,0.4166666666666667,54.884190663122794,-5.106417733398183,6.9379773131791
selection,M027_P01,M027,0.3,,False,"minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.02,160,7,100,2.0,255,PRICE_MICRO,314185,11409,52,-0.0882379262334373,-0.08701855279523114,0.40391410217630996,2105,784,2.684948979591837,23.20400058229876,1.0200733410083194,0.011023278186365207,167.29618938959266,0.4166666666666667,0.43112244897959184,0.8545918367346939,0.7503923124866965,0.3333333333333333,-14.768213605112038,-4.734444444444445,7.0297200500609005
selection,M027_P02,M027,0.3,0.0,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.02,160,7,100,2.0,255,PRICE_MICRO,314185,11409,52,-0.0882379262334373,-0.08701855279523114,0.40391410217630996,1945,784,2.4808673469387754,71.24692821699732,1.0669265060059165,0.03663081142262073,129.2510751146824,0.4722222222222222,0.4145408163265306,0.8010204081632653,0.8564628338170789,0.3611111111111111,33.27471402958645,-4.710474537037038,7.0297200500609005
selection,M027_P03,M027,0.4,,False,"minimum_frequency,minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.02,160,7,100,2.0,255,PRICE_MICRO,314185,11409,52,-0.0882379262334373,-0.08701855279523114,0.40391410217630996,1887,784,2.4068877551020407,18.839230281183205,1.0180499953254756,0.009983693842704401,156.26059277298089,0.4166666666666667,0.41709183673469385,0.8188775510204082,0.7831635294424147,0.3333333333333333,-19.140491019697578,-5.876972825106774,7.0297200500609005
selection,M027_P04,M027,0.4,0.0,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.02,160,7,100,2.0,255,PRICE_MICRO,314185,11409,52,-0.0882379262334373,-0.08701855279523114,0.40391410217630996,1792,784,2.2857142857142856,46.082328321259226,1.0464337274197324,0.025715585000702694,132.3501590186192,0.4444444444444444,0.40561224489795916,0.7729591836734694,0.8536696974365339,0.3611111111111111,8.102607020378358,-5.876972825106774,7.0297200500609005
selection,M027_P05,M027,0.5,,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.02,160,7,100,2.0,255,PRICE_MICRO,314185,11409,52,-0.0882379262334373,-0.08701855279523114,0.40391410217630996,1680,784,2.142857142857143,75.8688755601669,1.0836414144318007,0.04516004497628982,120.72362437467717,0.4722222222222222,0.4094387755102041,0.7691326530612245,0.8467943363509819,0.3888888888888889,37.87398824389369,-4.725757547328996,7.0297200500609005
selection,M027_P06,M027,0.5,0.0,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.02,160,7,100,2.0,255,PRICE_MICRO,314185,11409,52,-0.0882379262334373,-0.08701855279523114,0.40391410217630996,1631,784,2.080357142857143,85.40714926625975,1.0964202197068478,0.05236489838519911,118.36314526140043,0.4722222222222222,0.3979591836734694,0.7410714285714286,0.8770698682824573,0.3888888888888889,47.41226194998656,-4.725757547328996,7.0297200500609005
selection,M027_P07,M027,0.6,,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.02,160,7,100,2.0,255,PRICE_MICRO,314185,11409,52,-0.0882379262334373,-0.08701855279523114,0.40391410217630996,1424,784,1.816326530612245,129.82070062360992,1.1739382194927501,0.09116622234804067,100.31892678782646,0.4444444444444444,0.38010204081632654,0.701530612244898,0.8780475455383077,0.4166666666666667,91.76760673987698,-4.7184027777777775,7.063970960663981
selection,M027_P08,M027,0.6,0.0,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.02,160,7,100,2.0,255,PRICE_MICRO,314185,11409,52,-0.0882379262334373,-0.08701855279523114,0.40391410217630996,1413,784,1.802295918367347,133.28214377414724,1.1796739392143116,0.09432565022940356,93.34391736744786,0.4444444444444444,0.38010204081632654,0.6964285714285714,0.8934227816794327,0.4166666666666667,95.22904989041425,-4.685347222222223,7.063970960663981
selection,M028_P01,M028,0.3,,False,"minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.03,80,15,100,0.5,127,PRICE_MICRO,314186,11409,52,-0.0882379262334373,-0.08931065150413599,0.4948967787176354,2134,784,2.7219387755102042,14.947179805242257,1.0124077870392485,0.007004301689429361,163.61804065378652,0.4166666666666667,0.43112244897959184,0.8673469387755102,0.7829304517818003,0.3611111111111111,-22.637880621861996,-4.7184027777777775,6.936762035401322
selection,M028_P02,M028,0.3,0.0,False,"minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.03,80,15,100,0.5,127,PRICE_MICRO,314186,11409,52,-0.0882379262334373,-0.08931065150413599,0.4948967787176354,1986,784,2.5331632653061225,78.3563414475876,1.0706820917970779,0.039454351182068276,142.49982790619285,0.4444444444444444,0.42857142857142855,0.8176020408163265,0.9482503475250543,0.3888888888888889,40.77128102048337,-4.710474537037038,6.936762035401322
selection,M028_P03,M028,0.4,,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.03,80,15,100,0.5,127,PRICE_MICRO,314186,11409,52,-0.0882379262334373,-0.08931065150413599,0.4948967787176354,1937,784,2.4706632653061225,61.0588970611997,1.0564226844490519,0.03152240426494564,142.92773974960573,0.4166666666666667,0.42346938775510207,0.8341836734693877,0.7972986183599723,0.3888888888888889,23.473879529539488,-4.7184027777777775,6.936762035401322
selection,M028_P04,M028,0.4,0.0,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.03,80,15,100,0.5,127,PRICE_MICRO,314186,11409,52,-0.0882379262334373,-0.08931065150413599,0.4948967787176354,1846,784,2.354591836734694,103.51259482995735,1.1011389096058632,0.056073995032479604,142.92773974960573,0.4444444444444444,0.41709183673469385,0.7920918367346939,0.9280203653886092,0.4166666666666667,65.9275772982972,-4.709885786278708,6.936762035401322
selection,M028_P05,M028,0.5,,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.03,80,15,100,0.5,127,PRICE_MICRO,314186,11409,52,-0.0882379262334373,-0.08931065150413599,0.4948967787176354,1715,784,2.1875,48.62887022225483,1.0500751950022669,0.02835502636866171,139.91397144361864,0.3611111111111111,0.399234693877551,0.7831632653061225,0.8490446171975553,0.4166666666666667,11.151136765439688,-4.709885786278708,6.936762035401322
selection,M028_P06,M028,0.5,0.0,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.03,80,15,100,0.5,127,PRICE_MICRO,314186,11409,52,-0.0882379262334373,-0.08931065150413599,0.4948967787176354,1674,784,2.135204081632653,70.46183947059004,1.0748127422222737,0.042091899325322604,135.6486138127703,0.3611111111111111,0.39285714285714285,0.7589285714285714,0.9257017820742385,0.4166666666666667,32.98410601377492,-4.709885786278708,6.936762035401322
selection,M028_P07,M028,0.6,,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.03,80,15,100,0.5,127,PRICE_MICRO,314186,11409,52,-0.0882379262334373,-0.08931065150413599,0.4948967787176354,1491,784,1.9017857142857142,96.29193666428408,1.116798307554956,0.06458211714573044,115.70871711011321,0.3611111111111111,0.38137755102040816,0.7206632653061225,0.9086708812283544,0.4166666666666667,58.87627052560347,-4.680659722222222,5.99913058286912
selection,M028_P08,M028,0.6,0.0,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.03,80,15,100,0.5,127,PRICE_MICRO,314186,11409,52,-0.0882379262334373,-0.08931065150413599,0.4948967787176354,1481,784,1.8890306122448979,102.64732489410085,1.1256548565653586,0.06930946988122948,115.70871711011317,0.3611111111111111,0.38010204081632654,0.7142857142857143,0.9354724266173668,0.4166666666666667,65.23165875542031,-4.680659722222222,5.99913058286912
selection,M029_P01,M029,0.3,,False,"minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,80,15,100,0.5,255,NO_MICRO,314187,11409,52,-0.0882379262334373,-0.08380607554954618,0.5413832082462636,2119,784,2.7028061224489797,65.15916212594908,1.051700743623277,0.030749958530414855,164.98765755749113,0.4166666666666667,0.4375,0.8660714285714286,0.7675202573629275,0.3888888888888889,27.258917766286572,-4.717430555555556,7.3595734126984125
selection,M029_P02,M029,0.3,0.0,False,"minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,80,15,100,0.5,255,NO_MICRO,314187,11409,52,-0.0882379262334373,-0.08380607554954618,0.5413832082462636,1994,784,2.5433673469387754,123.27596724645653,1.1046676640983788,0.06182345398518382,127.36479545945336,0.4166666666666667,0.43239795918367346,0.8239795918367347,0.9059129097403074,0.4166666666666667,85.37572288679407,-4.669409722222222,7.3595734126984125
selection,M029_P03,M029,0.4,,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,80,15,100,0.5,255,NO_MICRO,314187,11409,52,-0.0882379262334373,-0.08380607554954618,0.5413832082462636,1931,784,2.4630102040816326,100.06512210116415,1.0877187699942796,0.051820363594595624,136.86577936683932,0.4166666666666667,0.4362244897959184,0.8316326530612245,0.8130174023715127,0.3888888888888889,62.131650621788594,-5.843647758969208,7.481373865828582
selection,M029_P04,M029,0.4,0.0,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,80,15,100,0.5,255,NO_MICRO,314187,11409,52,-0.0882379262334373,-0.08380607554954618,0.5413832082462636,1852,784,2.3622448979591835,127.57150248622204,1.1166512916828393,0.06888310069450435,119.35990486192966,0.4166666666666667,0.42857142857142855,0.8022959183673469,0.8851130973847845,0.4166666666666667,89.63803100684652,-5.843647758969208,7.481373865828582
selection,M029_P05,M029,0.5,,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,80,15,100,0.5,255,NO_MICRO,314187,11409,52,-0.0882379262334373,-0.08380607554954618,0.5413832082462636,1718,784,2.191326530612245,140.13761663100385,1.1401655921504656,0.08157020758498477,114.6737857865212,0.3888888888888889,0.43112244897959184,0.7946428571428571,0.9051925287466357,0.4444444444444444,102.17268591619495,-5.843647758969208,7.3595734126984125
selection,M029_P06,M029,0.5,0.0,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,80,15,100,0.5,255,NO_MICRO,314187,11409,52,-0.0882379262334373,-0.08380607554954618,0.5413832082462636,1678,784,2.1403061224489797,147.75871167756128,1.1512867740998856,0.08805644319282556,114.67378578652126,0.3888888888888889,0.4260204081632653,0.7780612244897959,0.9275627275113675,0.4444444444444444,109.79378096275224,-5.843647758969208,7.3595734126984125
selection,M029_P07,M029,0.6,,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,80,15,100,0.5,255,NO_MICRO,314187,11409,52,-0.0882379262334373,-0.08380607554954618,0.5413832082462636,1500,784,1.913265306122449,201.2270755541053,1.238018964806679,0.13415138370273688,103.57671915051264,0.4166666666666667,0.4145408163265306,0.7295918367346939,1.0081084173449015,0.5,163.2325877691714,-4.7068918065882555,7.3595734126984125
selection,M029_P08,M029,0.6,0.0,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,80,15,100,0.5,255,NO_MICRO,314187,11409,52,-0.0882379262334373,-0.08380607554954618,0.5413832082462636,1495,784,1.906887755102041,197.85387838235923,1.2342939769264971,0.1323437313594376,103.57671915051263,0.4166666666666667,0.4119897959183674,0.7283163265306123,0.9928914067652838,0.5,159.85939059742532,-4.7068918065882555,7.3595734126984125
selection,M030_P01,M030,0.3,,False,"minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.02,160,31,50,1.0,255,PRICE_MICRO,314188,11409,52,-0.0882379262334373,-0.08677458908399638,0.6313999172303939,2122,784,2.7066326530612246,148.19818734047894,1.1134673026111837,0.06983891957609752,144.0852232093984,0.4444444444444444,0.4298469387755102,0.8775510204081632,0.8071909916213621,0.4444444444444444,109.73883901297927,-4.713541666666667,7.565553168114861
selection,M030_P02,M030,0.3,0.0,False,"minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.02,160,31,50,1.0,255,PRICE_MICRO,314188,11409,52,-0.0882379262334373,-0.08677458908399638,0.6313999172303939,1992,784,2.5408163265306123,189.22217282846933,1.1545482299018595,0.09499105061670148,118.19368823563755,0.4722222222222222,0.41581632653061223,0.8329081632653061,0.9146442799233342,0.4722222222222222,150.7628245009696,-4.672469549251373,7.565553168114861
selection,M030_P03,M030,0.4,,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.02,160,31,50,1.0,255,PRICE_MICRO,314188,11409,52,-0.0882379262334373,-0.08677458908399638,0.6313999172303939,1935,784,2.4681122448979593,205.6995012810163,1.1753142662528107,0.10630465182481462,95.62425673524238,0.4444444444444444,0.41836734693877553,0.8443877551020408,0.8980491604014909,0.4722222222222222,167.24922020989482,-5.823925813913527,7.565468672455857
selection,M030_P04,M030,0.4,0.0,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.02,160,31,50,1.0,255,PRICE_MICRO,314188,11409,52,-0.0882379262334373,-0.08677458908399638,0.6313999172303939,1858,784,2.3698979591836733,226.61576877958896,1.2013593920537944,0.12196758276619428,95.62425673524244,0.4722222222222222,0.40816326530612246,0.8112244897959183,0.9611172971534296,0.5277777777777778,188.16548770846742,-5.823925813913527,7.565468672455857
selection,M030_P05,M030,0.5,,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.02,160,31,50,1.0,255,PRICE_MICRO,314188,11409,52,-0.0882379262334373,-0.08677458908399638,0.6313999172303939,1710,784,2.181122448979592,212.32422193320986,1.2055256200915239,0.12416621165684787,98.53383514105245,0.3888888888888889,0.40433673469387754,0.7920918367346939,0.9387138204512603,0.4722222222222222,173.92201554008898,-4.697511574074074,7.576006107034902
selection,M030_P06,M030,0.5,0.0,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.02,160,31,50,1.0,255,PRICE_MICRO,314188,11409,52,-0.0882379262334373,-0.08677458908399638,0.6313999172303939,1677,784,2.139030612244898,221.3505563960549,1.2185879564955464,0.13199198353968689,98.53383514105246,0.4166666666666667,0.4005102040816326,0.7755102040816326,0.97127287897783,0.5,182.94835000293398,-4.687169861532574,7.576006107034902
selection,M030_P07,M030,0.6,,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.02,160,31,50,1.0,255,PRICE_MICRO,314188,11409,52,-0.0882379262334373,-0.08677458908399638,0.6313999172303939,1481,784,1.8890306122448979,275.5108961458872,1.3183841623115564,0.18603031475076787,80.38840847699745,0.5,0.40433673469387754,0.7321428571428571,0.9732873427224638,0.5,237.07996385501144,-4.65350033068783,7.568243352972971
selection,M030_P08,M030,0.6,0.0,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.02,160,31,50,1.0,255,PRICE_MICRO,314188,11409,52,-0.0882379262334373,-0.08677458908399638,0.6313999172303939,1475,784,1.8813775510204083,280.3852142909777,1.3260889127543583,0.19009167070574756,80.38840847699734,0.5,0.4030612244897959,0.7270408163265306,0.9950870485072387,0.5277777777777778,241.95428200010193,-4.63347787931159,7.568243352972971
selection,M031_P01,M031,0.3,,False,"minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,160,15,200,5.0,127,ALL,314189,11409,58,-0.0882379262334373,-0.08735616918191698,0.6155506926017784,2106,784,2.686224489795918,134.18554544933716,1.1034079330653868,0.0637158335466938,117.99625254601933,0.3888888888888889,0.4375,0.875,0.8437590423881913,0.3888888888888889,96.11523110123484,-4.671296296296297,7.565553168114861
selection,M031_P02,M031,0.3,0.0,False,"minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,160,15,200,5.0,127,ALL,314189,11409,58,-0.0882379262334373,-0.08735616918191698,0.6155506926017784,2019,784,2.5752551020408165,166.44604962534277,1.1345119428314967,0.08243984627307716,111.16959120212923,0.3888888888888889,0.43112244897959184,0.8456632653061225,0.9188165434582461,0.4166666666666667,128.37573527724044,-4.6441435185185185,7.565553168114861
selection,M031_P03,M031,0.4,,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,160,15,200,5.0,127,ALL,314189,11409,58,-0.0882379262334373,-0.08735616918191698,0.6155506926017784,1918,784,2.4464285714285716,186.95899729434268,1.1613677497225925,0.09747601527337992,96.04771626311458,0.4444444444444444,0.43112244897959184,0.8392857142857143,0.884235947615796,0.4444444444444444,148.86418566265436,-4.671296296296297,7.565553168114861
selection,M031_P04,M031,0.4,0.0,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,160,15,200,5.0,127,ALL,314189,11409,58,-0.0882379262334373,-0.08735616918191698,0.6155506926017784,1860,784,2.372448979591837,215.306498692658,1.1930548912383998,0.11575618209282688,96.04771626311458,0.4444444444444444,0.4247448979591837,0.8163265306122449,0.9650474541634048,0.4722222222222222,177.21168706096964,-4.6433333333333335,7.565553168114861
selection,M031_P05,M031,0.5,,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,160,15,200,5.0,127,ALL,314189,11409,58,-0.0882379262334373,-0.08735616918191698,0.6155506926017784,1718,784,2.191326530612245,209.5554747096679,1.2038119961567941,0.12197641135603486,85.21665708550165,0.4166666666666667,0.40433673469387754,0.7959183673469388,0.9157524734392116,0.4444444444444444,171.4547576610497,-4.660752314814815,7.547237544431981
selection,M031_P06,M031,0.5,0.0,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,160,15,200,5.0,127,ALL,314189,11409,58,-0.0882379262334373,-0.08735616918191698,0.6155506926017784,1701,784,2.169642857142857,224.24835578370607,1.2215135358903546,0.13183324855009176,85.21665708550165,0.4166666666666667,0.4005102040816326,0.7857142857142857,0.9644670020868147,0.4444444444444444,186.14763873508792,-4.660752314814815,7.547237544431981
selection,M031_P07,M031,0.6,,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,160,15,200,5.0,127,ALL,314189,11409,58,-0.0882379262334373,-0.08735616918191698,0.6155506926017784,1483,784,1.8915816326530612,225.57679418022275,1.2589272182071176,0.15210842493609086,70.96587800776305,0.4722222222222222,0.37755102040816324,0.7308673469387755,0.9515514197584508,0.5277777777777778,187.483721312382,-4.65994212962963,7.589914501689966
selection,M031_P08,M031,0.6,0.0,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,160,15,200,5.0,127,ALL,314189,11409,58,-0.0882379262334373,-0.08735616918191698,0.6155506926017784,1482,784,1.8903061224489797,223.81341239266501,1.256930408048073,0.15102119594646762,72.21116969436125,0.4722222222222222,0.3762755102040816,0.7308673469387755,0.9444616694995337,0.5277777777777778,185.72033952482423,-4.65994212962963,7.589914501689966
selection,M032_P01,M032,0.3,,False,"minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.03,80,7,50,5.0,127,ALL,314190,11409,58,-0.0882379262334373,-0.0891366532957205,0.35805386352397073,2134,784,2.7219387755102042,-36.39909620595253,0.9680051713029976,-0.017056746113379817,170.81442094525642,0.3611111111111111,0.4247448979591837,0.8673469387755102,0.7450656728530184,0.3333333333333333,-74.03616358773817,-4.733472222222222,6.936762035401322
selection,M032_P02,M032,0.3,0.0,False,"minimum_frequency,minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.03,80,7,50,5.0,127,ALL,314190,11409,58,-0.0882379262334373,-0.0891366532957205,0.35805386352397073,1942,784,2.4770408163265305,10.681309856034744,1.0103768630939798,0.005500159555115728,139.88677913281094,0.4166666666666667,0.4094387755102041,0.8112244897959183,0.8631149990794372,0.3888888888888889,-26.93540412418149,-4.715972222222222,6.936762035401322
selection,M032_P03,M032,0.4,,False,"minimum_frequency,minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.03,80,7,50,5.0,127,ALL,314190,11409,58,-0.0882379262334373,-0.0891366532957205,0.35805386352397073,1919,784,2.447704081632653,-21.877714067590148,0.9785611604256499,-0.011400580545904194,166.06552847943948,0.3611111111111111,0.4119897959183674,0.8214285714285714,0.7907268150632375,0.3333333333333333,-59.439198887484906,-4.7184027777777775,6.936762035401322
