stage,attempt_id,model_id,quantile,score_floor,gate_pass,failed_checks,learning_rate,max_iter,max_leaf_nodes,min_samples_leaf,l2_regularization,max_bins,feature_subset,random_state,fit_rows,feature_count,fit_target_mean,fit_score_mean,fit_spearman,trades,source_weekdays,trades_per_weekday,stress_net_r,stress_pf,average_stress_r,closed_drawdown_r,positive_active_month_share,positive_weekday_share,active_weekday_share,minimum_calendar_year_pf,positive_rolling_6m_share,top_winners_removed_stress_net_r,worst_weekday_r,best_weekday_r
selection,M002_P03,M002,0.4,,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.08,120,7,300,2.0,63,NO_LOG,314160,11409,52,-0.0882379262334373,-0.08975499923027946,0.47553043745479057,1935,784,2.4681122448979593,71.74308789738473,1.0654025793867465,0.03707653121311872,122.23525463883487,0.4166666666666667,0.4477040816326531,0.8188775510204082,0.8472404903239285,0.3888888888888889,34.22552630897442,-4.686736111111111,6.936762035401322
selection,M002_P04,M002,0.4,0.0,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,maximum_drawdown_r",0.08,120,7,300,2.0,63,NO_LOG,314160,11409,52,-0.0882379262334373,-0.08975499923027946,0.47553043745479057,1729,784,2.205357142857143,138.51648421063183,1.1450838096264193,0.08011364037630528,98.10444246632994,0.4166666666666667,0.4362244897959184,0.7780612244897959,1.0941455834215257,0.4166666666666667,100.99892262222151,-4.666168981481482,6.936762035401322
selection,M002_P05,M002,0.5,,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.08,120,7,300,2.0,63,NO_LOG,314160,11409,52,-0.0882379262334373,-0.08975499923027946,0.47553043745479057,1718,784,2.191326530612245,112.29860338053471,1.1172864400825169,0.06536589253814594,95.59021942116422,0.4166666666666667,0.42857142857142855,0.7793367346938775,0.9447637146365158,0.4166666666666667,74.75242996207118,-4.672511574074074,6.936762035401322
selection,M002_P06,M002,0.5,0.0,False,"minimum_frequency,minimum_positive_month_share,maximum_drawdown_r",0.08,120,7,300,2.0,63,NO_LOG,314160,11409,52,-0.0882379262334373,-0.08975499923027946,0.47553043745479057,1634,784,2.0841836734693877,147.60662024301897,1.165020200751336,0.09033452891249631,93.68502792183335,0.4166666666666667,0.42346938775510207,0.7551020408163265,1.0843788068359073,0.4166666666666667,110.06044682455538,-4.666168981481482,6.936762035401322
selection,M002_P07,M002,0.6,,False,"minimum_frequency,minimum_positive_month_share,maximum_drawdown_r",0.08,120,7,300,2.0,63,NO_LOG,314160,11409,52,-0.0882379262334373,-0.08975499923027946,0.47553043745479057,1457,784,1.8584183673469388,153.32094952688809,1.1951936900101614,0.10523057620239402,87.12605462193062,0.4166666666666667,0.40688775510204084,0.7091836734693877,1.124271258934184,0.4722222222222222,115.85159025422641,-4.715451388888889,6.936762035401322
selection,M002_P08,M002,0.6,0.0,False,"minimum_frequency,minimum_positive_month_share,maximum_drawdown_r",0.08,120,7,300,2.0,63,NO_LOG,314160,11409,52,-0.0882379262334373,-0.08975499923027946,0.47553043745479057,1439,784,1.8354591836734695,153.91359914177255,1.1988063878144413,0.10695872073785445,87.12605462193062,0.4166666666666667,0.4017857142857143,0.7028061224489796,1.1344552870946036,0.4444444444444444,116.4442398691109,-4.664884259259259,6.936762035401322
selection,M003_P01,M003,0.3,,False,"minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,80,31,100,0.5,127,PRICE_MICRO,314161,11409,52,-0.0882379262334373,-0.09227329299071692,0.642800038551862,2125,784,2.7104591836734695,96.8175355483209,1.0738592619089025,0.045561193199209836,159.20457216180492,0.4722222222222222,0.4502551020408163,0.8762755102040817,0.8459898720360508,0.3888888888888889,58.68434400338435,-4.686284722222222,7.5763073403173
selection,M003_P02,M003,0.3,0.0,False,"minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,80,31,100,0.5,127,PRICE_MICRO,314161,11409,52,-0.0882379262334373,-0.09227329299071692,0.642800038551862,2030,784,2.5892857142857144,134.55486344059227,1.1080515204520724,0.0662831839608829,132.748475036128,0.4444444444444444,0.4451530612244898,0.8520408163265306,0.9363537511158132,0.4166666666666667,96.42167189565568,-4.686284722222222,7.5763073403173
selection,M003_P03,M003,0.4,,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,80,31,100,0.5,127,PRICE_MICRO,314161,11409,52,-0.0882379262334373,-0.09227329299071692,0.642800038551862,1946,784,2.482142857142857,130.7779616485134,1.109859553157354,0.06720347463952385,110.88916409310406,0.4444444444444444,0.4451530612244898,0.8418367346938775,0.9255536563747417,0.4166666666666667,92.62921893554103,-5.823925813913527,7.5763073403173
selection,M003_P04,M003,0.4,0.0,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,80,31,100,0.5,127,PRICE_MICRO,314161,11409,52,-0.0882379262334373,-0.09227329299071692,0.642800038551862,1892,784,2.413265306122449,148.8598818289944,1.1289980299271816,0.07867858447621268,110.88916409310397,0.4444444444444444,0.4387755102040816,0.8252551020408163,0.9786960937219173,0.4444444444444444,110.71113911602205,-5.823925813913527,7.5763073403173
selection,M003_P05,M003,0.5,,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,80,31,100,0.5,127,PRICE_MICRO,314161,11409,52,-0.0882379262334373,-0.09227329299071692,0.642800038551862,1743,784,2.2232142857142856,239.4933395696034,1.233344659739503,0.13740294869168296,87.23685311110415,0.4444444444444444,0.4362244897959184,0.8035714285714286,0.9752419294070929,0.5,201.3207789324835,-4.687169861532574,7.5763073403173
selection,M003_P06,M003,0.5,0.0,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,80,31,100,0.5,127,PRICE_MICRO,314161,11409,52,-0.0882379262334373,-0.09227329299071692,0.642800038551862,1727,784,2.2028061224489797,242.38684082626787,1.2382136890600792,0.14035138438116262,87.23685311110418,0.4166666666666667,0.4336734693877551,0.7959183673469388,0.985058947488989,0.5,204.21428018914796,-4.687169861532574,7.5763073403173
selection,M003_P07,M003,0.6,,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,80,31,100,0.5,127,PRICE_MICRO,314161,11409,52,-0.0882379262334373,-0.09227329299071692,0.642800038551862,1487,784,1.8966836734693877,230.11480046320747,1.2625076536656654,0.15475104267868695,110.47200775729402,0.4166666666666667,0.3979591836734694,0.7295918367346939,0.9848194002436167,0.5,191.91746209620806,-4.687169861532574,7.5741109843109875
selection,M003_P08,M003,0.6,0.0,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,80,31,100,0.5,127,PRICE_MICRO,314161,11409,52,-0.0882379262334373,-0.09227329299071692,0.642800038551862,1485,784,1.8941326530612246,235.42965677281705,1.269635727547967,0.1585384894093044,110.47200775729402,0.4166666666666667,0.3979591836734694,0.7283163265306123,1.007514022697926,0.5277777777777778,197.2323184058176,-4.687169861532574,7.5741109843109875
selection,M004_P01,M004,0.3,,False,"minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,120,31,300,5.0,127,NO_LOG,314162,11409,52,-0.0882379262334373,-0.09335641637313223,0.6342302938294675,2133,784,2.7206632653061225,85.60019080548327,1.0658983903494599,0.040131359965064825,115.28388906020987,0.4166666666666667,0.4489795918367347,0.8698979591836735,0.8886689966317711,0.3888888888888889,47.50417684708975,-4.709108796296297,7.494673214266465
selection,M004_P02,M004,0.3,0.0,False,"minimum_pf,minimum_positive_month_share,maximum_drawdown_r",0.05,120,31,300,5.0,127,NO_LOG,314162,11409,52,-0.0882379262334373,-0.09335641637313223,0.6342302938294675,1988,784,2.5357142857142856,150.64122349156514,1.1263045601233692,0.07577526332573699,108.35654120176375,0.4722222222222222,0.44642857142857145,0.8482142857142857,1.0208935078698866,0.4166666666666667,112.54520953317162,-4.688847552910053,7.494673214266465
selection,M004_P03,M004,0.4,,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,120,31,300,5.0,127,NO_LOG,314162,11409,52,-0.0882379262334373,-0.09335641637313223,0.6342302938294675,1914,784,2.441326530612245,143.64731315070492,1.1257299892671733,0.07505084281646025,110.05157847464335,0.5,0.42857142857142855,0.8316326530612245,0.9439066396940066,0.4166666666666667,105.53826404617007,-4.706678240740741,7.494673214266465
selection,M004_P04,M004,0.4,0.0,False,"minimum_frequency,minimum_positive_month_share,maximum_drawdown_r",0.05,120,31,300,5.0,127,NO_LOG,314162,11409,52,-0.0882379262334373,-0.09335641637313223,0.6342302938294675,1862,784,2.375,167.72486523683853,1.1517416798427094,0.09007780087907546,111.85822530004009,0.4722222222222222,0.42857142857142855,0.8214285714285714,1.029114450936441,0.4444444444444444,129.61581613230376,-4.688847552910053,7.494673214266465
selection,M004_P05,M004,0.5,,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.05,120,31,300,5.0,127,NO_LOG,314162,11409,52,-0.0882379262334373,-0.09335641637313223,0.6342302938294675,1703,784,2.1721938775510203,192.9444366861228,1.1934784295225345,0.1132967919472242,80.94083211819785,0.4444444444444444,0.4298469387755102,0.7920918367346939,1.0097634449578825,0.4722222222222222,154.85865858554575,-4.671987978253291,7.541119213468457
selection,M004_P06,M004,0.5,0.0,False,"minimum_frequency,minimum_positive_month_share,maximum_drawdown_r",0.05,120,31,300,5.0,127,NO_LOG,314162,11409,52,-0.0882379262334373,-0.09335641637313223,0.6342302938294675,1686,784,2.1505102040816326,204.7772222008893,1.2083363221998293,0.12145742716541477,80.94083211819785,0.4444444444444444,0.42857142857142855,0.7857142857142857,1.0555202560654904,0.5277777777777778,166.69144410031228,-4.671987978253291,7.541119213468457
selection,M004_P07,M004,0.6,,False,"minimum_frequency,minimum_positive_month_share,maximum_drawdown_r",0.05,120,31,300,5.0,127,NO_LOG,314162,11409,52,-0.0882379262334373,-0.09335641637313223,0.6342302938294675,1456,784,1.8571428571428572,248.08536539651547,1.3003811754257577,0.1703883004096947,78.61832908506443,0.5,0.39540816326530615,0.7155612244897959,1.1188212681695775,0.4722222222222222,209.96601077117188,-4.6661122532035915,7.580469908520861
selection,M004_P08,M004,0.6,0.0,False,"minimum_frequency,minimum_positive_month_share,maximum_drawdown_r",0.05,120,31,300,5.0,127,NO_LOG,314162,11409,52,-0.0882379262334373,-0.09335641637313223,0.6342302938294675,1453,784,1.8533163265306123,251.95218953423256,1.306298732390233,0.17340136925962324,78.61832908506437,0.5,0.39668367346938777,0.7155612244897959,1.1378642825588894,0.5,213.8328349088889,-4.6661122532035915,7.580469908520861
selection,M005_P01,M005,0.3,,False,"minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.08,80,15,200,1.0,255,NO_LOG,314163,11409,52,-0.0882379262334373,-0.08455207166321893,0.578848261418411,2080,784,2.6530612244897958,145.07507028352046,1.1113290000775737,0.06974762994400022,113.0649403415874,0.4444444444444444,0.4145408163265306,0.8596938775510204,0.9034791939239489,0.3888888888888889,106.89697377706412,-5.823925813913527,7.565553168114861
selection,M005_P02,M005,0.3,0.0,False,"minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.08,80,15,200,1.0,255,NO_LOG,314163,11409,52,-0.0882379262334373,-0.08455207166321893,0.578848261418411,1993,784,2.542091836734694,175.21258710771968,1.140768190629065,0.08791399252770682,111.11853303550849,0.4444444444444444,0.4119897959183674,0.8392857142857143,0.993325537592708,0.4166666666666667,137.03449060126334,-5.823925813913527,7.565553168114861
selection,M005_P03,M005,0.4,,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.08,80,15,200,1.0,255,NO_LOG,314163,11409,52,-0.0882379262334373,-0.08455207166321893,0.578848261418411,1885,784,2.4043367346938775,173.55447061646416,1.1486651107262156,0.09207133719706322,117.49585173177071,0.4722222222222222,0.40816326530612246,0.8303571428571429,0.998323589855336,0.4444444444444444,135.35320054014318,-5.823925813913527,7.586917476614211
selection,M005_P04,M005,0.4,0.0,False,"minimum_frequency,minimum_positive_month_share,maximum_drawdown_r",0.08,80,15,200,1.0,255,NO_LOG,314163,11409,52,-0.0882379262334373,-0.08455207166321893,0.578848261418411,1835,784,2.3405612244897958,181.37674621183027,1.1590077995930874,0.09884291346693748,117.49585173177071,0.4722222222222222,0.4094387755102041,0.8137755102040817,1.0253839878834663,0.4444444444444444,143.17547613550923,-5.823925813913527,7.586917476614211
selection,M005_P05,M005,0.5,,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.08,80,15,200,1.0,255,NO_LOG,314163,11409,52,-0.0882379262334373,-0.08455207166321893,0.578848261418411,1683,784,2.1466836734693877,217.33999001580798,1.2122140826623553,0.1291384373237124,107.06622068538468,0.4444444444444444,0.3979591836734694,0.7767857142857143,1.0151996353698587,0.4722222222222222,179.11186104075102,-5.823925813913527,7.580469908520861
selection,M005_P06,M005,0.5,0.0,False,"minimum_frequency,minimum_positive_month_share,maximum_drawdown_r",0.08,80,15,200,1.0,255,NO_LOG,314163,11409,52,-0.0882379262334373,-0.08455207166321893,0.578848261418411,1662,784,2.1198979591836733,219.7579330609503,1.2171927207168722,0.13222498980803268,107.06622068538468,0.4444444444444444,0.3979591836734694,0.7691326530612245,1.0247822004471303,0.4722222222222222,181.52980408589323,-5.823925813913527,7.580469908520861
selection,M005_P07,M005,0.6,,False,"minimum_frequency,minimum_positive_month_share,maximum_drawdown_r",0.08,80,15,200,1.0,255,NO_LOG,314163,11409,52,-0.0882379262334373,-0.08455207166321893,0.578848261418411,1464,784,1.8673469387755102,258.5817853262766,1.2990608221934021,0.1766269025452709,74.19664464680861,0.5277777777777778,0.3877551020408163,0.7295918367346939,1.0390700390269307,0.5,220.3927892701658,-4.671775793650794,7.568243352972971
selection,M005_P08,M005,0.6,0.0,False,"minimum_frequency,minimum_positive_month_share,maximum_drawdown_r",0.08,80,15,200,1.0,255,NO_LOG,314163,11409,52,-0.0882379262334373,-0.08455207166321893,0.578848261418411,1461,784,1.8635204081632653,255.52130870698326,1.2955609029800244,0.1748948040431097,74.19664464680861,0.5277777777777778,0.3864795918367347,0.7270408163265306,1.0265617437160863,0.5,217.3323126508724,-4.671775793650794,7.568243352972971
selection,M006_P01,M006,0.3,,False,"minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.03,80,7,300,1.0,63,NO_LOG,314164,11409,52,-0.0882379262334373,-0.08068356166867222,0.34486877606397637,2151,784,2.743622448979592,-84.15844229794143,0.926721951716185,-0.03912526373683935,171.67442243769173,0.3888888888888889,0.4107142857142857,0.8724489795918368,0.7673829986300197,0.3333333333333333,-121.7934088702795,-4.734444444444445,6.936762035401322
selection,M006_P02,M006,0.3,0.0,False,"minimum_frequency,minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.03,80,7,300,1.0,63,NO_LOG,314164,11409,52,-0.0882379262334373,-0.08068356166867222,0.34486877606397637,1562,784,1.9923469387755102,29.62589059030917,1.0370799343058001,0.01896663930237463,121.09957861632674,0.4444444444444444,0.39285714285714285,0.7589285714285714,0.930542677738662,0.3888888888888889,-7.942316319669331,-4.7184027777777775,6.936762035401322
selection,M006_P03,M006,0.4,,False,"minimum_frequency,minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.03,80,7,300,1.0,63,NO_LOG,314164,11409,52,-0.0882379262334373,-0.08068356166867222,0.34486877606397637,1950,784,2.4872448979591835,-82.13745709650891,0.9215591525687531,-0.04212177287000457,168.57637001921307,0.3611111111111111,0.4094387755102041,0.8341836734693877,0.7908024242342335,0.3055555555555556,-119.68325630743789,-4.74148095238097,6.936762035401322
selection,M006_P04,M006,0.4,0.0,False,"minimum_frequency,minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.03,80,7,300,1.0,63,NO_LOG,314164,11409,52,-0.0882379262334373,-0.08068356166867222,0.34486877606397637,1524,784,1.9438775510204083,25.9610551223808,1.0333555359580922,0.017034813072428347,119.536254237766,0.4166666666666667,0.38903061224489793,0.7436224489795918,0.93370911461227,0.3888888888888889,-11.539163172438947,-4.7184027777777775,6.936762035401322
selection,M006_P05,M006,0.5,,False,"minimum_frequency,minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.03,80,7,300,1.0,63,NO_LOG,314164,11409,52,-0.0882379262334373,-0.08068356166867222,0.34486877606397637,1721,784,2.19515306122449,-65.85078338118592,0.9284306865895423,-0.038263093190694895,165.59851046740903,0.3611111111111111,0.3864795918367347,0.7895408163265306,0.8004030736788791,0.3611111111111111,-103.37232113457031,-4.7184027777777775,6.936762035401322
selection,M006_P06,M006,0.5,0.0,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.03,80,7,300,1.0,63,NO_LOG,314164,11409,52,-0.0882379262334373,-0.08068356166867222,0.34486877606397637,1449,784,1.8482142857142858,34.072376197998175,1.046484412041441,0.023514407314008404,106.15296001996974,0.4166666666666667,0.375,0.7130102040816326,0.9773646495529716,0.4166666666666667,-3.426401115942234,-4.7184027777777775,6.936762035401322
selection,M006_P07,M006,0.6,,False,"minimum_frequency,minimum_pf,minimum_average_r,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r,top_winners_removed_positive",0.03,80,7,300,1.0,63,NO_LOG,314164,11409,52,-0.0882379262334373,-0.08068356166867222,0.34486877606397637,1467,784,1.871173469387755,-23.849308038765834,0.9690332808207598,-0.016257197027106908,127.70378002836873,0.4166666666666667,0.3622448979591837,0.7155612244897959,0.8925681774214694,0.3888888888888889,-61.34826182896231,-4.7184027777777775,6.936762035401322
selection,M006_P08,M006,0.6,0.0,False,"minimum_frequency,minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.03,80,7,300,1.0,63,NO_LOG,314164,11409,52,-0.0882379262334373,-0.08068356166867222,0.34486877606397637,1342,784,1.711734693877551,37.688470633799014,1.0558723585797472,0.028083808221906866,101.43754550120119,0.4444444444444444,0.3596938775510204,0.6823979591836735,1.012816386851709,0.4166666666666667,0.20972091480098243,-4.7184027777777775,6.936762035401322
selection,M007_P01,M007,0.3,,False,"minimum_pf,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.03,80,15,100,5.0,63,ALL,314165,11409,58,-0.0882379262334373,-0.08677267007286373,0.4859020096589434,2096,784,2.673469387755102,173.5542979522975,1.1387621463181543,0.08280262306884423,121.86910383909927,0.4444444444444444,0.4260204081632653,0.8660714285714286,0.7934294977785373,0.4444444444444444,135.09551507109143,-4.708194444444445,7.578050213010045
selection,M007_P02,M007,0.3,0.0,False,"minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.03,80,15,100,5.0,63,ALL,314165,11409,58,-0.0882379262334373,-0.08677267007286373,0.4859020096589434,1960,784,2.5,219.01435888903669,1.187446654583124,0.11174201984134524,104.2665369453658,0.5,0.41964285714285715,0.8176020408163265,0.947928722001299,0.4722222222222222,180.55557600783064,-4.708194444444445,7.578050213010045
selection,M007_P03,M007,0.4,,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.03,80,15,100,5.0,63,ALL,314165,11409,58,-0.0882379262334373,-0.08677267007286373,0.4859020096589434,1910,784,2.436224489795918,173.87857238274754,1.152930340076878,0.09103590177107201,104.66217115306021,0.4444444444444444,0.4119897959183674,0.8290816326530612,0.8675150541096033,0.4166666666666667,135.41807052749317,-4.708194444444445,7.610990772843639
selection,M007_P04,M007,0.4,0.0,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.03,80,15,100,5.0,63,ALL,314165,11409,58,-0.0882379262334373,-0.08677267007286373,0.4859020096589434,1818,784,2.318877551020408,209.5084947687861,1.1937285800515118,0.1152411962424566,104.66217115306024,0.5,0.40433673469387754,0.7882653061224489,0.9921541618556926,0.4444444444444444,171.04799291353177,-4.708194444444445,7.610990772843639
selection,M007_P05,M007,0.5,,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.03,80,15,100,5.0,63,ALL,314165,11409,58,-0.0882379262334373,-0.08677267007286373,0.4859020096589434,1708,784,2.1785714285714284,219.6225138365754,1.2201362489587846,0.12858460997457577,93.24343187818182,0.5,0.40688775510204084,0.7933673469387755,0.9643531127056972,0.5,181.45288776528562,-4.7184027777777775,7.5763073403173
selection,M007_P06,M007,0.5,0.0,False,"minimum_frequency,minimum_positive_month_share,minimum_calendar_year_pf,maximum_drawdown_r",0.03,80,15,100,5.0,63,ALL,314165,11409,58,-0.0882379262334373,-0.08677267007286373,0.4859020096589434,1667,784,2.126275510204082,229.8945135374289,1.2351953611050388,0.1379091262971979,93.24343187818184,0.5,0.399234693877551,0.7653061224489796,1.0084091846277847,0.5,191.72488746613917,-4.708194444444445,7.5763073403173
selection,M007_P07,M007,0.6,,False,"minimum_frequency,minimum_positive_month_share,maximum_drawdown_r",0.03,80,15,100,5.0,63,ALL,314165,11409,58,-0.0882379262334373,-0.08677267007286373,0.4859020096589434,1482,784,1.8903061224489797,268.2996459031665,1.3190964217623067,0.1810388973705577,72.79678044700631,0.5,0.3877551020408163,0.7334183673469388,1.041093541581578,0.5277777777777778,230.08934647130286,-4.9613727505338145,7.576006107034902
selection,M007_P08,M007,0.6,0.0,False,"minimum_frequency,minimum_positive_month_share,maximum_drawdown_r",0.03,80,15,100,5.0,63,ALL,314165,11409,58,-0.0882379262334373,-0.08677267007286373,0.4859020096589434,1473,784,1.878826530612245,268.3697232179813,1.3206173092674998,0.1821926158981543,72.79678044700631,0.5,0.38392857142857145,0.7244897959183674,1.0422573449881853,0.5277777777777778,230.15942378611763,-4.9613727505338145,7.576006107034902
