specialist,side,arm_time_utc,confirmation_time_utc,entry_time_utc,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,risk_distance,r,extra_half_pip_stress_r,fixed_0p01_lot_usd
C1_COMPRESSION_REVERSAL,LONG,2019-02-15 05:30:00+00:00,2019-02-15 06:05:00+00:00,2019-02-15 06:05:00+00:00,2019-02-15 07:15:00+00:00,1.12864,1.12826,1.12921,1.12825,STOP,0.00038000000000004697,-1.0263157894738533,-1.157894736842258,-0.3900000000001125
C1_COMPRESSION_REVERSAL,LONG,2019-02-15 07:30:00+00:00,2019-02-15 08:00:00+00:00,2019-02-15 08:00:00+00:00,2019-02-15 08:20:00+00:00,1.12799,1.12715,1.1292499999999999,1.12714,STOP,0.0008399999999999519,-1.0119047619048405,-1.0714285714286533,-0.8500000000000174
C1_COMPRESSION_REVERSAL,LONG,2019-02-15 08:00:00+00:00,2019-02-15 08:45:00+00:00,2019-02-15 08:45:00+00:00,2019-02-15 12:45:00+00:00,1.12782,1.12682,1.1293200000000003,1.1268099999999999,STOP,0.001000000000000112,-1.0100000000000644,-1.060000000000059,-1.0100000000001774
C1_COMPRESSION_REVERSAL,LONG,2019-02-15 12:45:00+00:00,2019-02-15 14:05:00+00:00,2019-02-15 14:05:00+00:00,2019-02-15 18:40:00+00:00,1.1257700000000002,1.1234,1.1293250000000006,1.1293150000000005,TARGET,0.0023700000000002053,1.4957805907173192,1.4746835443038189,3.5450000000003534
C1_COMPRESSION_REVERSAL,SHORT,2019-02-15 18:30:00+00:00,2019-02-15 19:10:00+00:00,2019-02-15 19:10:00+00:00,2019-02-15 21:55:00+00:00,1.1299299999999999,1.1309386657194067,1.1284170014208896,1.1293600000000001,TIME_12H,0.0010086657194068316,0.5651029761722631,0.5155325396659014,0.5699999999997374
C1_COMPRESSION_REVERSAL,SHORT,2019-02-22 07:00:00+00:00,2019-02-22 08:05:00+00:00,2019-02-22 08:05:00+00:00,2019-02-22 08:20:00+00:00,1.1342299999999998,1.13493,1.1331799999999996,1.13494,STOP,0.000700000000000145,-1.0142857142858048,-1.0857142857143616,-0.7100000000002105
C1_COMPRESSION_REVERSAL,LONG,2019-02-22 12:15:00+00:00,2019-02-22 12:55:00+00:00,2019-02-22 12:55:00+00:00,2019-02-22 12:55:00+00:00,1.13331,1.132749681755383,1.1341504773669255,1.132739681755383,STOP,0.0005603182446169974,-1.0178470005146825,-1.1070820030875101,-0.5703182446170629
C1_COMPRESSION_REVERSAL,SHORT,2019-02-25 07:00:00+00:00,2019-02-25 07:30:00+00:00,2019-02-25 07:30:00+00:00,2019-02-25 10:30:00+00:00,1.13514,1.13589,1.134015,1.1359000000000001,STOP,0.0007500000000000284,-1.0133333333334202,-1.0800000000000844,-0.7600000000000939
C1_COMPRESSION_REVERSAL,SHORT,2019-02-27 08:15:00+00:00,2019-02-27 09:15:00+00:00,2019-02-27 09:15:00+00:00,2019-02-27 10:30:00+00:00,1.13899,1.13978,1.1378049999999997,1.13979,STOP,0.0007900000000000684,-1.012658227848183,-1.075949367088684,-0.8000000000001339
C1_COMPRESSION_REVERSAL,SHORT,2019-02-28 08:00:00+00:00,2019-02-28 08:35:00+00:00,2019-02-28 08:35:00+00:00,2019-02-28 09:30:00+00:00,1.13825,1.1391,1.136975,1.13911,STOP,0.0008500000000000174,-1.0117647058824297,-1.0705882352941933,-0.8600000000000829
