specialist,side,arm_time_utc,confirmation_time_utc,entry_time_utc,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,risk_distance,r,extra_half_pip_stress_r,fixed_0p01_lot_usd
C4_COUNTERTREND_EXHAUSTION,LONG,2019-01-21 12:00:00+00:00,2019-01-21 13:00:00+00:00,2019-01-21 13:00:00+00:00,2019-01-21 13:05:00+00:00,1.1368900000000002,1.1359,1.1383750000000006,1.1358899999999998,STOP,0.0009900000000002684,-1.0101010101010734,-1.0606060606061103,-1.000000000000334
C4_COUNTERTREND_EXHAUSTION,LONG,2019-01-22 13:30:00+00:00,2019-01-22 14:30:00+00:00,2019-01-22 14:30:00+00:00,2019-01-22 15:40:00+00:00,1.13466,1.13361,1.136235,1.136225,TARGET,0.0010499999999999954,1.4904761904762338,1.442857142857186,1.5650000000000386
C4_COUNTERTREND_EXHAUSTION,LONG,2019-01-23 08:00:00+00:00,2019-01-23 08:25:00+00:00,2019-01-23 08:25:00+00:00,2019-01-23 09:50:00+00:00,1.13609,1.13536,1.1371850000000001,1.1353499999999999,STOP,0.0007300000000001194,-1.0136986301370738,-1.082191780821994,-0.740000000000185
C4_COUNTERTREND_EXHAUSTION,LONG,2019-01-23 10:00:00+00:00,2019-01-23 10:50:00+00:00,2019-01-23 10:50:00+00:00,2019-01-23 13:40:00+00:00,1.13591,1.13508,1.137155,1.13507,STOP,0.0008299999999998864,-1.0120481927711649,-1.0722891566265949,-0.8399999999999519
C4_COUNTERTREND_EXHAUSTION,LONG,2019-01-24 06:30:00+00:00,2019-01-24 07:00:00+00:00,2019-01-24 07:00:00+00:00,2019-01-24 07:05:00+00:00,1.13812,1.1376981870540281,1.138752719418958,1.137688187054028,STOP,0.0004218129459718778,-1.023707190818966,-1.1422431449130197,-0.4318129459719433
C4_COUNTERTREND_EXHAUSTION,LONG,2019-01-24 08:15:00+00:00,2019-01-24 08:40:00+00:00,2019-01-24 08:40:00+00:00,2019-01-24 09:30:00+00:00,1.1371,1.13402,1.1417199999999998,1.13401,STOP,0.0030799999999999716,-1.0032467532467746,-1.019480519480541,-3.090000000000037
C4_COUNTERTREND_EXHAUSTION,LONG,2019-01-24 09:00:00+00:00,2019-01-24 10:15:00+00:00,2019-01-24 10:15:00+00:00,2019-01-24 10:25:00+00:00,1.13514,1.13402,1.1368200000000002,1.13401,STOP,0.0011200000000000099,-1.0089285714286298,-1.0535714285714866,-1.1300000000000754
C4_COUNTERTREND_EXHAUSTION,LONG,2019-01-24 13:30:00+00:00,2019-01-24 14:10:00+00:00,2019-01-24 14:10:00+00:00,2019-01-24 17:20:00+00:00,1.13545,1.13065,1.1426500000000002,1.1306399999999999,STOP,0.0048000000000001375,-1.002083333333347,-1.0125000000000133,-4.810000000000203
C4_COUNTERTREND_EXHAUSTION,SHORT,2019-01-30 06:30:00+00:00,2019-01-30 07:00:00+00:00,2019-01-30 07:00:00+00:00,2019-01-30 14:05:00+00:00,1.14351,1.14501,1.14126,1.14127,TARGET,0.0015000000000000568,1.4933333333332899,1.4599999999999578,2.2400000000000198
C4_COUNTERTREND_EXHAUSTION,SHORT,2019-01-31 02:45:00+00:00,2019-01-31 03:50:00+00:00,2019-01-31 03:50:00+00:00,2019-01-31 05:40:00+00:00,1.1501599999999998,1.1509038392961801,1.1490442410557296,1.1509138392961802,STOP,0.0007438392961802709,-1.0134437640649223,-1.080662584389094,-0.7538392961803364
C4_COUNTERTREND_EXHAUSTION,SHORT,2019-01-31 07:15:00+00:00,2019-01-31 07:55:00+00:00,2019-01-31 07:55:00+00:00,2019-01-31 08:00:00+00:00,1.1503999999999999,1.15141,1.1488849999999995,1.1488949999999996,TARGET,0.0010100000000001774,1.490099009901037,1.440594059405996,1.5050000000003116
C4_COUNTERTREND_EXHAUSTION,LONG,2019-02-05 07:15:00+00:00,2019-02-05 08:00:00+00:00,2019-02-05 08:00:00+00:00,2019-02-05 08:05:00+00:00,1.1425800000000002,1.14211,1.1432850000000006,1.1421,STOP,0.0004700000000001925,-1.0212765957448116,-1.1276595744681723,-0.480000000000258
C4_COUNTERTREND_EXHAUSTION,LONG,2019-02-05 16:00:00+00:00,2019-02-05 16:50:00+00:00,2019-02-05 16:50:00+00:00,2019-02-06 01:30:00+00:00,1.14101,1.14011,1.1423600000000003,1.1401,STOP,0.0009000000000001229,-1.0111111111111823,-1.0666666666667304,-0.9100000000001884
C4_COUNTERTREND_EXHAUSTION,LONG,2019-02-06 02:00:00+00:00,2019-02-06 02:25:00+00:00,2019-02-06 02:25:00+00:00,2019-02-06 06:00:00+00:00,1.1402800000000002,1.13958,1.1413300000000004,1.13957,STOP,0.000700000000000145,-1.0142857142858048,-1.0857142857143616,-0.7100000000002105
C4_COUNTERTREND_EXHAUSTION,SHORT,2019-02-20 01:15:00+00:00,2019-02-20 01:40:00+00:00,2019-02-20 01:40:00+00:00,2019-02-20 01:50:00+00:00,1.1349099999999999,1.1355025617370353,1.1340211573944465,1.1355125617370354,STOP,0.0005925617370354797,-1.0168758787060643,-1.1012552722358329,-0.6025617370355452
C4_COUNTERTREND_EXHAUSTION,SHORT,2019-02-20 01:45:00+00:00,2019-02-20 03:00:00+00:00,2019-02-20 03:00:00+00:00,2019-02-20 05:40:00+00:00,1.13502,1.1356255124161172,1.134111731375824,1.134121731375824,TARGET,0.000605512416117282,1.4834850620170792,1.4009103721030156,0.8982686241758575
C4_COUNTERTREND_EXHAUSTION,SHORT,2019-02-20 16:00:00+00:00,2019-02-20 17:15:00+00:00,2019-02-20 17:15:00+00:00,2019-02-20 19:00:00+00:00,1.13627,1.1372291445887912,1.1348312831168128,1.1348412831168129,TARGET,0.0009591445887913164,1.489574043249771,1.4374442594983885,1.42871688318702
C4_COUNTERTREND_EXHAUSTION,SHORT,2019-02-25 00:30:00+00:00,2019-02-25 01:05:00+00:00,2019-02-25 01:05:00+00:00,2019-02-25 01:40:00+00:00,1.13444,1.1349771471191654,1.1336342793212517,1.1349871471191655,STOP,0.0005371471191655264,-1.0186168735589625,-1.1117012413531646,-0.5471471191655919
C4_COUNTERTREND_EXHAUSTION,LONG,2019-03-04 08:00:00+00:00,2019-03-04 09:00:00+00:00,2019-03-04 09:00:00+00:00,2019-03-04 11:50:00+00:00,1.1343400000000001,1.1334,1.1357500000000003,1.13339,STOP,0.0009400000000001629,-1.0106382978724082,-1.0638297872341012,-0.9500000000002284
C4_COUNTERTREND_EXHAUSTION,LONG,2019-03-06 02:45:00+00:00,2019-03-06 04:00:00+00:00,2019-03-06 04:00:00+00:00,2019-03-06 06:45:00+00:00,1.1293600000000001,1.1289335163505763,1.129999725474136,1.129989725474136,TARGET,0.00042648364942388106,1.4765524422484588,1.3593146534902194,0.6297254741358671
C4_COUNTERTREND_EXHAUSTION,SHORT,2019-03-18 02:45:00+00:00,2019-03-18 03:50:00+00:00,2019-03-18 03:50:00+00:00,2019-03-18 06:20:00+00:00,1.1335199999999999,1.1339233353706237,1.1329149969440642,1.1339333353706238,STOP,0.0004033353706238696,-1.0247932631958308,-1.148759579174172,-0.4133353706239351
C4_COUNTERTREND_EXHAUSTION,SHORT,2019-03-19 08:00:00+00:00,2019-03-19 09:10:00+00:00,2019-03-19 09:10:00+00:00,2019-03-19 10:50:00+00:00,1.1351499999999999,1.13575,1.1342499999999998,1.13576,STOP,0.000600000000000156,-1.0166666666667714,-1.1000000000000831,-0.6100000000002215
