specialist,side,arm_time_utc,confirmation_time_utc,entry_time_utc,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,risk_distance,r,extra_half_pip_stress_r,fixed_0p01_lot_usd
C3_NEUTRAL_REVERSAL,LONG,2019-01-02 23:45:00+00:00,2019-01-03 00:20:00+00:00,2019-01-03 00:20:00+00:00,2019-01-03 08:30:00+00:00,1.13382,1.13092,1.1381700000000001,1.13816,TARGET,0.0029000000000001247,1.4965517241378703,1.4793103448275262,4.3400000000000105
C3_NEUTRAL_REVERSAL,LONG,2019-01-03 11:30:00+00:00,2019-01-03 12:25:00+00:00,2019-01-03 12:25:00+00:00,2019-01-03 14:00:00+00:00,1.1348900000000002,1.1335570818519678,1.1368893772220487,1.1368793772220487,TARGET,0.0013329181480323804,1.4924976638551832,1.4549859831313452,1.989377222048505
C3_NEUTRAL_REVERSAL,SHORT,2019-01-04 08:00:00+00:00,2019-01-04 08:30:00+00:00,2019-01-04 08:30:00+00:00,2019-01-04 09:10:00+00:00,1.1405399999999999,1.14167,1.1388449999999999,1.14168,STOP,0.0011300000000000754,-1.0088495575221812,-1.0530973451327976,-1.140000000000141
C3_NEUTRAL_REVERSAL,SHORT,2019-01-07 01:30:00+00:00,2019-01-07 02:15:00+00:00,2019-01-07 02:15:00+00:00,2019-01-07 03:50:00+00:00,1.14171,1.1424354056589985,1.1406218915115023,1.1424454056589985,STOP,0.0007254056589984792,-1.0137853901138183,-1.0827123406824584,-0.7354056589985447
C3_NEUTRAL_REVERSAL,SHORT,2019-01-07 04:00:00+00:00,2019-01-07 04:45:00+00:00,2019-01-07 04:45:00+00:00,2019-01-07 06:05:00+00:00,1.14256,1.1431702667473898,1.1416445998789153,1.1416545998789154,TARGET,0.0006102667473897316,1.4836137229453725,1.4016823376718623,0.905400121084643
C3_NEUTRAL_REVERSAL,SHORT,2019-01-07 09:00:00+00:00,2019-01-07 10:15:00+00:00,2019-01-07 10:15:00+00:00,2019-01-07 13:15:00+00:00,1.14391,1.1448464880143978,1.1425052679784033,1.1448564880143979,STOP,0.0009364880143978294,-1.0106781932564248,-1.0640691595381988,-0.9464880143978949
C3_NEUTRAL_REVERSAL,SHORT,2019-01-07 13:15:00+00:00,2019-01-07 14:30:00+00:00,2019-01-07 14:30:00+00:00,2019-01-07 14:45:00+00:00,1.14622,1.1470880652543685,1.1449179021184475,1.1470980652543685,STOP,0.0008680652543684442,-1.0115198712881799,-1.0691192277287014,-0.8780652543685097
C3_NEUTRAL_REVERSAL,SHORT,2019-01-07 18:00:00+00:00,2019-01-07 18:45:00+00:00,2019-01-07 18:45:00+00:00,2019-01-07 19:20:00+00:00,1.1472499999999999,1.14827,1.1457199999999998,1.14828,STOP,0.0010200000000000209,-1.0098039215686916,-1.0588235294118278,-1.0300000000000864
C3_NEUTRAL_REVERSAL,SHORT,2019-01-07 19:00:00+00:00,2019-01-07 19:40:00+00:00,2019-01-07 19:40:00+00:00,2019-01-08 01:15:00+00:00,1.1477199999999999,1.1486844225630222,1.1462733661554663,1.1462833661554663,TARGET,0.0009644225630223158,1.4896311011548544,1.4377866069288903,1.4366338445335192
C3_NEUTRAL_REVERSAL,LONG,2019-01-08 01:30:00+00:00,2019-01-08 02:30:00+00:00,2019-01-08 02:30:00+00:00,2019-01-08 03:30:00+00:00,1.14508,1.14415,1.1464750000000001,1.14414,STOP,0.0009300000000000974,-1.0107526881721123,-1.0645161290323217,-0.9400000000001629
