server_time,specialist_id,event,signal_id,detail
2026.04.01 00:00:00,R5_TRANSITION,INITIALIZED,,schedule_rows=2
2026.04.30 15:30:00,R5_TRANSITION,OPENED,4568baf4bef63c82c0d76a80,entry=4622.800;stop=4645.310;target=4560.910;source_entry=4629.625;expiry=2026.05.02 03:30:00
2026.05.01 09:57:57,R5_TRANSITION,POSITION_CLOSED,4568baf4bef63c82c0d76a80,terminal_or_market_exit
2026.05.01 19:15:00,R5_TRANSITION,OPENED,dfc24123111d8179b14acee2,entry=4626.140;stop=4654.240;target=4548.880;source_entry=4642.565;expiry=2026.05.03 07:15:00
2026.05.03 22:00:00,R5_TRANSITION,HORIZON_CLOSE,dfc24123111d8179b14acee2,ticket=4
2026.05.03 22:00:00,R5_TRANSITION,POSITION_CLOSED,dfc24123111d8179b14acee2,terminal_or_market_exit
2026.06.29 23:59:58,R5_TRANSITION,DEINITIALIZED,,reason=1;opened=2;missed=0
