server_time,specialist_id,event,signal_id,detail
2026.04.01 00:00:00,R2_DOWNTREND,INITIALIZED,,schedule_rows=2
2026.06.09 19:00:00,R2_DOWNTREND,OPENED,1091257f5a7ce41b370ab4af,entry=4269.870;stop=4301.870;target=0.000;source_entry=4272.035;expiry=2026.06.11 07:00:00
2026.06.11 07:00:00,R2_DOWNTREND,HORIZON_CLOSE,1091257f5a7ce41b370ab4af,ticket=2
2026.06.11 07:00:00,R2_DOWNTREND,POSITION_CLOSED,1091257f5a7ce41b370ab4af,terminal_or_market_exit
2026.06.11 12:00:00,R2_DOWNTREND,OPENED,30e21441c916704ddecb88fe,entry=4080.100;stop=4124.290;target=0.000;source_entry=4084.245;expiry=2026.06.13 00:00:00
2026.06.11 17:30:53,R2_DOWNTREND,POSITION_CLOSED,30e21441c916704ddecb88fe,terminal_or_market_exit
2026.06.29 23:59:58,R2_DOWNTREND,DEINITIALIZED,,reason=1;opened=2;missed=0
