server_time,specialist_id,event,signal_id,detail
2026.04.01 00:00:00,R4_CHOP,INITIALIZED,,schedule_rows=0
2026.06.29 23:59:58,R4_CHOP,DEINITIALIZED,,reason=1;opened=0;missed=0
