family,regime,eligible_date,decision_id,clock_minute,macro_family,macro_signal_time_utc,macro_age_hours,initial_value,previous_initial_value,acceleration,side,window,entry_time_utc,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,risk_distance,risk_pips,r,portfolio_r,extra_half_pip_stress_r,extra_half_pip_stress_portfolio_r,fixed_0p01_lot_usd
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-12-09,2019-12-09T0045,45,NFP,2019-12-06 13:30:00+00:00,59.25,266000.0,128000.0,138000.0,SHORT,development_2019_2022,2019-12-09 00:45:00+00:00,2019-12-09 06:20:00+00:00,1.1058599999999998,1.1062599999999998,1.10526,1.1062699999999999,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-01-13,2020-01-13T0000,0,NFP,2020-01-10 13:30:00+00:00,58.5,145000.0,266000.0,-121000.0,LONG,development_2019_2022,2020-01-13 00:00:00+00:00,2020-01-13 02:40:00+00:00,1.11169,1.1112900000000001,1.11229,1.11228,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-01-13,2020-01-13T0015,15,NFP,2020-01-10 13:30:00+00:00,58.75,145000.0,266000.0,-121000.0,LONG,development_2019_2022,2020-01-13 00:15:00+00:00,2020-01-13 02:55:00+00:00,1.1119,1.1115000000000002,1.1125,1.11249,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-01-13,2020-01-13T0030,30,NFP,2020-01-10 13:30:00+00:00,59.0,145000.0,266000.0,-121000.0,LONG,development_2019_2022,2020-01-13 00:30:00+00:00,2020-01-13 02:40:00+00:00,1.11171,1.11131,1.11231,1.1122999999999998,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-01-13,2020-01-13T0045,45,NFP,2020-01-10 13:30:00+00:00,59.25,145000.0,266000.0,-121000.0,LONG,development_2019_2022,2020-01-13 00:45:00+00:00,2020-01-13 02:50:00+00:00,1.11175,1.11135,1.11235,1.1123399999999999,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-01-15,2020-01-15T0000,0,CPI,2020-01-14 13:30:00+00:00,10.5,0.2,0.3,-0.09999999999999998,LONG,development_2019_2022,2020-01-15 00:00:00+00:00,2020-01-15 05:55:00+00:00,1.11284,1.11244,1.11344,1.11343,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-01-15,2020-01-15T0015,15,CPI,2020-01-14 13:30:00+00:00,10.75,0.2,0.3,-0.09999999999999998,LONG,development_2019_2022,2020-01-15 00:15:00+00:00,2020-01-15 06:15:00+00:00,1.11304,1.11264,1.11364,1.11363,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-01-15,2020-01-15T0030,30,CPI,2020-01-14 13:30:00+00:00,11.0,0.2,0.3,-0.09999999999999998,LONG,development_2019_2022,2020-01-15 00:30:00+00:00,2020-01-15 07:00:00+00:00,1.11308,1.1126800000000001,1.11368,1.11367,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-01-15,2020-01-15T0045,45,CPI,2020-01-14 13:30:00+00:00,11.25,0.2,0.3,-0.09999999999999998,LONG,development_2019_2022,2020-01-15 00:45:00+00:00,2020-01-15 07:00:00+00:00,1.1130600000000002,1.1126600000000002,1.11366,1.11365,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-01-16,2020-01-16T0000,0,PPI,2020-01-15 13:30:00+00:00,10.5,0.1,0.0,0.1,SHORT,development_2019_2022,2020-01-16 00:00:00+00:00,2020-01-16 00:05:00+00:00,1.11523,1.11563,1.11463,1.11564,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-01-16,2020-01-16T0015,15,PPI,2020-01-15 13:30:00+00:00,10.75,0.1,0.0,0.1,SHORT,development_2019_2022,2020-01-16 00:15:00+00:00,2020-01-16 02:30:00+00:00,1.11577,1.1161699999999999,1.11517,1.11518,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-01-16,2020-01-16T0030,30,PPI,2020-01-15 13:30:00+00:00,11.0,0.1,0.0,0.1,SHORT,development_2019_2022,2020-01-16 00:30:00+00:00,2020-01-16 05:30:00+00:00,1.11572,1.11612,1.1151200000000001,1.1151300000000002,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-01-16,2020-01-16T0045,45,PPI,2020-01-15 13:30:00+00:00,11.25,0.1,0.0,0.1,SHORT,development_2019_2022,2020-01-16 00:45:00+00:00,2020-01-16 06:00:00+00:00,1.11561,1.11601,1.11501,1.1150200000000001,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-01-17,2020-01-17T0000,0,PPI,2020-01-15 13:30:00+00:00,34.5,0.1,0.0,0.1,SHORT,development_2019_2022,2020-01-17 00:00:00+00:00,2020-01-17 02:10:00+00:00,1.11367,1.11407,1.11307,1.11408,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-01-17,2020-01-17T0015,15,PPI,2020-01-15 13:30:00+00:00,34.75,0.1,0.0,0.1,SHORT,development_2019_2022,2020-01-17 00:15:00+00:00,2020-01-17 00:50:00+00:00,1.11358,1.11398,1.11298,1.11399,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-01-17,2020-01-17T0030,30,PPI,2020-01-15 13:30:00+00:00,35.0,0.1,0.0,0.1,SHORT,development_2019_2022,2020-01-17 00:30:00+00:00,2020-01-17 02:10:00+00:00,1.1136199999999998,1.1140199999999998,1.11302,1.1140299999999999,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-01-17,2020-01-17T0045,45,PPI,2020-01-15 13:30:00+00:00,35.25,0.1,0.0,0.1,SHORT,development_2019_2022,2020-01-17 00:45:00+00:00,2020-01-17 02:20:00+00:00,1.11382,1.11422,1.11322,1.11423,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-02-10,2020-02-10T0000,0,NFP,2020-02-07 13:30:00+00:00,58.5,225000.0,145000.0,80000.0,SHORT,development_2019_2022,2020-02-10 00:00:00+00:00,2020-02-10 00:50:00+00:00,1.0949,1.0953,1.0943,1.09531,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-02-10,2020-02-10T0015,15,NFP,2020-02-07 13:30:00+00:00,58.75,225000.0,145000.0,80000.0,SHORT,development_2019_2022,2020-02-10 00:15:00+00:00,2020-02-10 02:55:00+00:00,1.09504,1.09544,1.09444,1.09545,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-02-10,2020-02-10T0030,30,NFP,2020-02-07 13:30:00+00:00,59.0,225000.0,145000.0,80000.0,SHORT,development_2019_2022,2020-02-10 00:30:00+00:00,2020-02-10 04:35:00+00:00,1.0951,1.0955,1.0945,1.09551,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-02-10,2020-02-10T0045,45,NFP,2020-02-07 13:30:00+00:00,59.25,225000.0,145000.0,80000.0,SHORT,development_2019_2022,2020-02-10 00:45:00+00:00,2020-02-10 04:35:00+00:00,1.0951199999999999,1.0955199999999998,1.09452,1.09553,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-04-10,2020-04-10T0000,0,PPI,2020-04-09 12:30:00+00:00,11.5,-0.2,-0.6,0.39999999999999997,SHORT,development_2019_2022,2020-04-10 00:00:00+00:00,2020-04-10 00:35:00+00:00,1.09225,1.09265,1.09165,1.09266,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-04-10,2020-04-10T0015,15,PPI,2020-04-09 12:30:00+00:00,11.75,-0.2,-0.6,0.39999999999999997,SHORT,development_2019_2022,2020-04-10 00:15:00+00:00,2020-04-10 00:30:00+00:00,1.0921999999999998,1.0925999999999998,1.0916,1.0926099999999999,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-04-10,2020-04-10T0030,30,PPI,2020-04-09 12:30:00+00:00,12.0,-0.2,-0.6,0.39999999999999997,SHORT,development_2019_2022,2020-04-10 00:30:00+00:00,2020-04-10 00:30:00+00:00,1.0921399999999999,1.0925399999999998,1.09154,1.09255,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-04-10,2020-04-10T0045,45,PPI,2020-04-09 12:30:00+00:00,12.25,-0.2,-0.6,0.39999999999999997,SHORT,development_2019_2022,2020-04-10 00:45:00+00:00,2020-04-10 01:55:00+00:00,1.09248,1.0928799999999999,1.09188,1.09289,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-04-13,2020-04-13T0000,0,CPI,2020-04-10 12:30:00+00:00,59.5,-0.4,0.1,-0.5,LONG,development_2019_2022,2020-04-13 00:00:00+00:00,2020-04-13 01:00:00+00:00,1.09322,1.0928200000000001,1.09382,1.09281,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-04-13,2020-04-13T0015,15,CPI,2020-04-10 12:30:00+00:00,59.75,-0.4,0.1,-0.5,LONG,development_2019_2022,2020-04-13 00:15:00+00:00,2020-04-13 00:20:00+00:00,1.0936400000000002,1.0932400000000002,1.09424,1.0932300000000001,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-04-13,2020-04-13T0030,30,CPI,2020-04-10 12:30:00+00:00,60.0,-0.4,0.1,-0.5,LONG,development_2019_2022,2020-04-13 00:30:00+00:00,2020-04-13 00:50:00+00:00,1.09345,1.09305,1.09405,1.09304,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-04-13,2020-04-13T0045,45,CPI,2020-04-10 12:30:00+00:00,60.25,-0.4,0.1,-0.5,LONG,development_2019_2022,2020-04-13 00:45:00+00:00,2020-04-13 00:50:00+00:00,1.09356,1.0931600000000001,1.09416,1.09315,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-05-11,2020-05-11T0000,0,NFP,2020-05-08 12:30:00+00:00,59.5,-20500000.0,-701000.0,-19799000.0,LONG,development_2019_2022,2020-05-11 00:00:00+00:00,2020-05-11 00:10:00+00:00,1.08385,1.08345,1.08445,1.08344,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-05-11,2020-05-11T0015,15,NFP,2020-05-08 12:30:00+00:00,59.75,-20500000.0,-701000.0,-19799000.0,LONG,development_2019_2022,2020-05-11 00:15:00+00:00,2020-05-11 00:50:00+00:00,1.08393,1.08353,1.08453,1.08452,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-05-11,2020-05-11T0030,30,NFP,2020-05-08 12:30:00+00:00,60.0,-20500000.0,-701000.0,-19799000.0,LONG,development_2019_2022,2020-05-11 00:30:00+00:00,2020-05-11 00:40:00+00:00,1.0844200000000002,1.0840200000000002,1.08502,1.0840100000000001,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-05-11,2020-05-11T0045,45,NFP,2020-05-08 12:30:00+00:00,60.25,-20500000.0,-701000.0,-19799000.0,LONG,development_2019_2022,2020-05-11 00:45:00+00:00,2020-05-11 01:55:00+00:00,1.08412,1.08372,1.08472,1.0847099999999998,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-05-14,2020-05-14T0000,0,PPI,2020-05-13 12:30:00+00:00,11.5,-1.3,-0.2,-1.1,LONG,development_2019_2022,2020-05-14 00:00:00+00:00,2020-05-14 00:00:00+00:00,1.0821800000000001,1.0817800000000002,1.08278,1.0817700000000001,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-05-14,2020-05-14T0015,15,PPI,2020-05-13 12:30:00+00:00,11.75,-1.3,-0.2,-1.1,LONG,development_2019_2022,2020-05-14 00:15:00+00:00,2020-05-14 01:35:00+00:00,1.08216,1.08176,1.08276,1.08175,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-05-14,2020-05-14T0030,30,PPI,2020-05-13 12:30:00+00:00,12.0,-1.3,-0.2,-1.1,LONG,development_2019_2022,2020-05-14 00:30:00+00:00,2020-05-14 01:35:00+00:00,1.0820500000000002,1.0816500000000002,1.0826500000000001,1.0816400000000002,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-05-14,2020-05-14T0045,45,PPI,2020-05-13 12:30:00+00:00,12.25,-1.3,-0.2,-1.1,LONG,development_2019_2022,2020-05-14 00:45:00+00:00,2020-05-14 01:10:00+00:00,1.0823500000000001,1.0819500000000002,1.08295,1.0819400000000001,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-07-03,2020-07-03T0000,0,NFP,2020-07-02 12:30:00+00:00,11.5,4800000.0,2500000.0,2300000.0,SHORT,development_2019_2022,2020-07-03 00:00:00+00:00,2020-07-03 00:15:00+00:00,1.1237199999999998,1.1241199999999998,1.12312,1.1241299999999999,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-07-03,2020-07-03T0015,15,NFP,2020-07-02 12:30:00+00:00,11.75,4800000.0,2500000.0,2300000.0,SHORT,development_2019_2022,2020-07-03 00:15:00+00:00,2020-07-03 01:10:00+00:00,1.12387,1.1242699999999999,1.12327,1.12428,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-07-03,2020-07-03T0030,30,NFP,2020-07-02 12:30:00+00:00,12.0,4800000.0,2500000.0,2300000.0,SHORT,development_2019_2022,2020-07-03 00:30:00+00:00,2020-07-03 01:05:00+00:00,1.12378,1.12418,1.12318,1.12419,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-07-03,2020-07-03T0045,45,NFP,2020-07-02 12:30:00+00:00,12.25,4800000.0,2500000.0,2300000.0,SHORT,development_2019_2022,2020-07-03 00:45:00+00:00,2020-07-03 00:55:00+00:00,1.12343,1.1238299999999999,1.12283,1.12384,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-07-15,2020-07-15T0000,0,CPI,2020-07-14 12:30:00+00:00,11.5,0.6,-0.1,0.7,SHORT,development_2019_2022,2020-07-15 00:00:00+00:00,2020-07-15 00:00:00+00:00,1.14099,1.14139,1.14039,1.1414,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-07-15,2020-07-15T0015,15,CPI,2020-07-14 12:30:00+00:00,11.75,0.6,-0.1,0.7,SHORT,development_2019_2022,2020-07-15 00:15:00+00:00,2020-07-15 00:20:00+00:00,1.1417899999999999,1.1421899999999998,1.14119,1.1412,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-07-15,2020-07-15T0030,30,CPI,2020-07-14 12:30:00+00:00,12.0,0.6,-0.1,0.7,SHORT,development_2019_2022,2020-07-15 00:30:00+00:00,2020-07-15 01:25:00+00:00,1.14129,1.1416899999999999,1.14069,1.1417,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-07-15,2020-07-15T0045,45,CPI,2020-07-14 12:30:00+00:00,12.25,0.6,-0.1,0.7,SHORT,development_2019_2022,2020-07-15 00:45:00+00:00,2020-07-15 01:25:00+00:00,1.14143,1.14183,1.14083,1.14184,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-08-10,2020-08-10T0000,0,NFP,2020-08-07 12:30:00+00:00,59.5,1800000.0,4800000.0,-3000000.0,LONG,development_2019_2022,2020-08-10 00:00:00+00:00,2020-08-10 00:05:00+00:00,1.17818,1.17778,1.17878,1.1787699999999999,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-08-10,2020-08-10T0015,15,NFP,2020-08-07 12:30:00+00:00,59.75,1800000.0,4800000.0,-3000000.0,LONG,development_2019_2022,2020-08-10 00:15:00+00:00,2020-08-10 01:15:00+00:00,1.1789500000000002,1.1785500000000002,1.17955,1.17954,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-08-10,2020-08-10T0030,30,NFP,2020-08-07 12:30:00+00:00,60.0,1800000.0,4800000.0,-3000000.0,LONG,development_2019_2022,2020-08-10 00:30:00+00:00,2020-08-10 02:15:00+00:00,1.1791200000000002,1.1787200000000002,1.17972,1.17971,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-08-10,2020-08-10T0045,45,NFP,2020-08-07 12:30:00+00:00,60.25,1800000.0,4800000.0,-3000000.0,LONG,development_2019_2022,2020-08-10 00:45:00+00:00,2020-08-10 01:15:00+00:00,1.17909,1.17869,1.17969,1.1796799999999998,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-08-14,2020-08-14T0000,0,PPI,2020-08-11 12:30:00+00:00,59.5,0.6,-0.2,0.8,SHORT,development_2019_2022,2020-08-14 00:00:00+00:00,2020-08-14 00:45:00+00:00,1.18152,1.1819199999999999,1.18092,1.18093,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-08-14,2020-08-14T0015,15,PPI,2020-08-11 12:30:00+00:00,59.75,0.6,-0.2,0.8,SHORT,development_2019_2022,2020-08-14 00:15:00+00:00,2020-08-14 01:00:00+00:00,1.18135,1.1817499999999999,1.18075,1.18076,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-08-14,2020-08-14T0030,30,PPI,2020-08-11 12:30:00+00:00,60.0,0.6,-0.2,0.8,SHORT,development_2019_2022,2020-08-14 00:30:00+00:00,2020-08-14 01:00:00+00:00,1.18126,1.18166,1.18066,1.18067,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-08-14,2020-08-14T0045,45,PPI,2020-08-11 12:30:00+00:00,60.25,0.6,-0.2,0.8,SHORT,development_2019_2022,2020-08-14 00:45:00+00:00,2020-08-14 01:20:00+00:00,1.18123,1.18163,1.18063,1.1806400000000001,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-09-11,2020-09-11T0000,0,PPI,2020-09-10 12:30:00+00:00,11.5,0.3,0.6,-0.3,LONG,development_2019_2022,2020-09-11 00:00:00+00:00,2020-09-11 00:10:00+00:00,1.18245,1.18205,1.18305,1.1830399999999999,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-09-11,2020-09-11T0015,15,PPI,2020-09-10 12:30:00+00:00,11.75,0.3,0.6,-0.3,LONG,development_2019_2022,2020-09-11 00:15:00+00:00,2020-09-11 00:30:00+00:00,1.1828,1.1824000000000001,1.1834,1.18339,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-09-11,2020-09-11T0030,30,PPI,2020-09-10 12:30:00+00:00,12.0,0.3,0.6,-0.3,LONG,development_2019_2022,2020-09-11 00:30:00+00:00,2020-09-11 01:00:00+00:00,1.18317,1.18277,1.18377,1.18376,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-09-11,2020-09-11T0045,45,PPI,2020-09-10 12:30:00+00:00,12.25,0.3,0.6,-0.3,LONG,development_2019_2022,2020-09-11 00:45:00+00:00,2020-09-11 03:30:00+00:00,1.1834200000000001,1.1830200000000002,1.18402,1.1830100000000001,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-10-15,2020-10-15T0000,0,PPI,2020-10-14 12:30:00+00:00,11.5,0.4,0.3,0.10000000000000003,SHORT,development_2019_2022,2020-10-15 00:00:00+00:00,2020-10-15 00:00:00+00:00,1.1744299999999999,1.1748299999999998,1.17383,1.1748399999999999,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-10-15,2020-10-15T0015,15,PPI,2020-10-14 12:30:00+00:00,11.75,0.4,0.3,0.10000000000000003,SHORT,development_2019_2022,2020-10-15 00:15:00+00:00,2020-10-15 01:15:00+00:00,1.1750399999999999,1.1754399999999998,1.17444,1.1754499999999999,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2020-10-15,2020-10-15T0030,30,PPI,2020-10-14 12:30:00+00:00,12.0,0.4,0.3,0.10000000000000003,SHORT,development_2019_2022,2020-10-15 00:30:00+00:00,2020-10-15 00:30:00+00:00,1.17476,1.17516,1.17416,1.17517,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
