timestamp_broker	timestamp_local	run_id	account	symbol	magic	action	direction	position_ticket	volume	entry_price	current_price	current_sl	new_sl	tp	risk_points	unrealized_r	trigger_r	lock_r	retcode	reason
2017.02.09 20:54:38	2017.02.09 20:54:38	A1_XAU_H4_CLUSTER_EQUITY_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_TRIGGER_OPEN_OK	SHORT	12	0.06	0.00	1225.40	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2017.02.10 06:28:41	2017.02.10 06:28:41	A1_XAU_H4_CLUSTER_EQUITY_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_REBALANCE_CLOSE_OK	SHORT	12	0.02	1225.40	1221.98	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2017.02.10 06:28:41	2017.02.10 06:28:41	A1_XAU_H4_CLUSTER_EQUITY_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_RELEASE_CLOSE_OK	SHORT	12	0.04	1225.40	1221.96	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2017.03.02 12:30:40	2017.03.02 12:30:40	A1_XAU_H4_CLUSTER_EQUITY_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_TRIGGER_OPEN_OK	SHORT	25	0.06	0.00	1235.98	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2017.03.02 14:11:29	2017.03.02 14:11:29	A1_XAU_H4_CLUSTER_EQUITY_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_RELEASE_CLOSE_OK	SHORT	25	0.06	1235.98	1241.06	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2017.03.07 12:40:05	2017.03.07 12:40:05	A1_XAU_H4_CLUSTER_EQUITY_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_TRIGGER_OPEN_OK	SHORT	30	0.03	0.00	1219.61	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2017.03.07 13:33:29	2017.03.07 13:33:29	A1_XAU_H4_CLUSTER_EQUITY_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_REBALANCE_CLOSE_OK	SHORT	30	0.01	1219.61	1217.20	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2017.03.08 13:07:18	2017.03.08 13:07:18	A1_XAU_H4_CLUSTER_EQUITY_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_REBALANCE_CLOSE_OK	SHORT	30	0.01	1219.61	1207.54	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2017.03.08 13:07:26	2017.03.08 13:07:26	A1_XAU_H4_CLUSTER_EQUITY_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_FLAT_CLOSE_OK	SHORT	30	0.01	1219.61	1207.39	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2017.03.30 20:43:29	2017.03.30 20:43:29	A1_XAU_H4_CLUSTER_EQUITY_HEDGE_TEN_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_TRIGGER_OPEN_OK	SHORT	41	0.04	0.00	1242.73	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
