entry_time,entry_date,entry_hour,entry_session,direction,entry_deal,volume,entry_price,entry_comment,exit_time,exit_date,exit_hour,exit_session,date,hour,session,exit_deal,exit_price,profit_aed,balance,exit_comment
2022.11.24 04:00:00,2022-11-24,4,night,LONG,2,0.01,1755.77,A1_M5_MOM_R1_LONG_EX,2022.12.05 16:01:39,2022-12-05,16,evening,2022-11-24,4,night,8,1771.98,-36.86,963.14,sl 1772.00
2022.11.24 12:00:00,2022-11-24,12,afternoon,LONG,3,0.01,1757.46,A1_M5_MOM_R1_LONG_EX,2022.12.13 13:00:42,2022-12-13,13,afternoon,2022-11-24,12,afternoon,11,1812.77,57.0,1020.14,tp 1812.77
2022.11.30 20:00:00,2022-11-30,20,night,LONG,4,0.01,1769.94,A1_M5_MOM_R1_LONG_EX,2022.12.13 13:14:31,2022-12-13,13,afternoon,2022-11-30,20,night,12,1817.68,60.22,1080.36,tp 1817.68
2022.12.01 12:00:00,2022-12-01,12,afternoon,LONG,5,0.01,1784.92,A1_M5_MOM_R1_LONG_EX,2022.12.15 07:30:20,2022-12-15,7,morning,2022-12-01,12,afternoon,14,1777.68,-31.23,1049.13,sl 1777.71
2022.12.01 16:00:00,2022-12-01,16,evening,LONG,6,0.01,1802.45,A1_M5_MOM_R1_LONG_EX,2022.12.27 14:35:31,2022-12-27,14,afternoon,2022-12-01,16,evening,17,1830.47,60.53,1109.66,tp 1830.44
2022.12.05 04:00:00,2022-12-05,4,night,LONG,7,0.01,1808.84,A1_M5_MOM_R1_LONG_EX,2023.01.04 06:32:31,2023-01-04,6,morning,2022-12-05,4,night,21,1855.34,58.63,1168.29,tp 1855.29
2022.12.09 04:00:00,2022-12-09,4,night,LONG,9,0.01,1796.71,A1_M5_MOM_R1_LONG_EX,2023.01.04 07:16:14,2023-01-04,7,morning,2022-12-09,4,night,22,1861.28,58.0,1226.29,tp 1861.26
2022.12.09 12:00:00,2022-12-09,12,afternoon,LONG,10,0.01,1800.73,A1_M5_MOM_R1_LONG_EX,2023.01.06 17:40:38,2023-01-06,17,evening,2022-12-09,12,afternoon,25,1867.38,66.65,1292.94,tp 1867.37
2022.12.13 16:00:00,2022-12-13,16,evening,LONG,13,0.01,1808.91,A1_M5_MOM_R1_LONG_EX,2023.01.09 00:52:38,2023-01-09,0,night,2022-12-13,16,evening,27,1875.26,90.34,1383.28,tp 1875.24
2022.12.20 08:00:00,2022-12-20,8,morning,LONG,15,0.01,1803.28,A1_M5_MOM_R1_LONG_EX,2023.01.12 12:34:55,2023-01-12,12,afternoon,2022-12-20,8,morning,31,1893.21,72.34,1455.62,tp 1893.21
2022.12.20 16:00:00,2022-12-20,16,evening,LONG,16,0.01,1818.15,A1_M5_MOM_R1_LONG_EX,2023.01.13 07:33:18,2023-01-13,7,morning,2022-12-20,16,evening,33,1905.67,67.48,1523.1,tp 1905.67
2022.12.27 16:00:00,2022-12-27,16,evening,LONG,18,0.01,1820.87,A1_M5_MOM_R1_LONG_EX,2023.01.13 07:33:19,2023-01-13,7,morning,2022-12-27,16,evening,34,1905.79,87.64,1610.74,tp 1905.77
2023.01.03 04:00:00,2023-01-03,4,night,LONG,19,0.01,1840.51,A1_M5_MOM_R1_LONG_EX,2023.01.13 14:00:04,2023-01-13,14,afternoon,2023-01-03,4,night,36,1912.57,72.06,1682.8,tp 1912.57
2023.01.03 20:00:00,2023-01-03,20,night,LONG,20,0.01,1838.19,A1_M5_MOM_R1_LONG_EX,2023.01.13 17:15:37,2023-01-13,17,evening,2023-01-03,20,night,38,1919.13,35.05,1717.85,tp 1919.12
2023.01.04 08:00:00,2023-01-04,8,morning,LONG,23,0.01,1860.08,A1_M5_MOM_R1_LONG_EX,2023.01.16 01:58:30,2023-01-16,1,night,2023-01-04,8,morning,40,1928.07,125.62,1843.47,tp 1928.03
