selection_order,candidate_id,trades,trades_per_active_day,wins,win_rate,net_r,average_r,net_pips,profit_factor,maximum_drawdown_r,positive_active_month_share,top_5pct_removed_profit_factor
1,EURF2_2166,51,0.08186195826645265,39,0.7647058823529411,10.880219986317371,0.21333764679053668,164.0875088681504,1.895622007461972,3.4383959802629525,0.6153846153846154,1.7484907166746029
2,EURF2_2744,98,0.15730337078651685,65,0.6632653061224489,13.185753669740878,0.1345485068340906,198.80485001030678,1.4159965306629285,4.06266638573034,0.6363636363636364,1.2750203338134847
3,EURF2_3707,138,0.22150882825040127,87,0.6304347826086957,14.640403928314317,0.10608988353850954,160.0993407659579,1.29581106478039,5.192002798472091,0.5652173913043478,1.1694105216660398
4,EURF2_2895,165,0.26484751203852325,107,0.6484848484848484,24.16004609435945,0.14642452178399668,238.27855389436326,1.4445382714999884,5.192002798472089,0.6086956521739131,1.2965595954381766
