scenario,trades,wins,win_rate,realized_payoff_ratio,profit_factor,net_r,pnl_usd_001_lot,maximum_drawdown_r,positive_active_month_share,top_5pct_winners_removed_profit_factor
BASE,507,243,0.47928994082840237,1.309154799180374,1.2095993011438437,42.94018854964917,77.73743188739085,11.373045958940814,0.5181818181818182,1.0513570254463285
COST_PLUS_0P5_PIP,507,240,0.47337278106508873,1.2844475724094626,1.154559615648955,32.48713750113361,56.33743188739089,14.60013372466825,0.5181818181818182,1.0022573265892505
COST_PLUS_1P0_PIP,507,239,0.4714003944773176,1.2359545097608802,1.1022131635554118,22.034086452618062,34.93743188739085,17.96096635718747,0.5,0.9555946060135702
ENTRY_DELAY_5M,487,231,0.47433264887063653,1.3066287604909792,1.1790282955992821,35.6210301725239,69.54839365863768,19.30790538825692,0.5181818181818182,1.0223664164311057
ENTRY_DELAY_15M,487,233,0.4784394250513347,1.2934291722671518,1.1864921147175054,37.03770591405454,79.30860397731237,13.110916331570081,0.5363636363636364,1.0295197768686495
ROLLOVER_0P5_PIP,507,243,0.47928994082840237,1.3124105689037036,1.20801427365,42.64241722211372,76.98743188739085,11.42601384559828,0.5181818181818182,1.049872007327683
