variant_id,action_mode,basis_lookback_bars,basis_z_threshold,widening_bars,minimum_return_gap_atr,stop_atr,target_r,candidate_signals,executable_outcomes,policy_trades,passed,development_1_trades,development_1_trades_per_weekday,development_1_stress_net_r,development_1_stress_profit_factor,development_1_average_stress_r,development_1_closed_drawdown_r,development_1_top_winners_removed_stress_net_r,development_1_positive_month_share,development_2_trades,development_2_trades_per_weekday,development_2_stress_net_r,development_2_stress_profit_factor,development_2_average_stress_r,development_2_closed_drawdown_r,development_2_top_winners_removed_stress_net_r,development_2_positive_month_share,confirmation_trades,confirmation_trades_per_weekday,confirmation_stress_net_r,confirmation_stress_profit_factor,confirmation_average_stress_r,confirmation_closed_drawdown_r,confirmation_top_winners_removed_stress_net_r,confirmation_positive_month_share,minimum_window_pf,minimum_window_frequency
V66_a7a6cbe07105a0a6,CATCHUP,24,1.5,3,0.25,0.75,2.0,738,36,29,False,9,0.034482758620689655,7.243070404792689,3.0325640185968625,0.8047856005325209,2.3624135376312205,-1.8135154507484035,0.4166666666666667,1,0.0038461538461538464,1.7664902732431427,inf,1.7664902732431427,0.0,0.0,0.08333333333333333,19,0.07279693486590039,-3.9154238214468795,0.7394062274916463,-0.20607493797088838,6.335813736890852,-13.194613141709937,0.25,0.7394062274916463,0.0038461538461538464
V66_7f3d8e8cacc8f73b,CATCHUP,72,2.0,1,0.1,0.75,2.0,1084,77,68,False,24,0.09195402298850575,-1.6375096377548841,0.9084575948824939,-0.06822956823978683,3.846068633843597,-10.74232267219195,0.3333333333333333,12,0.046153846153846156,-2.1217600331914817,0.7724942334773343,-0.17681333609929015,4.570965955977921,-8.17859176526458,0.16666666666666666,32,0.12260536398467432,-6.732827586894895,0.734090537741507,-0.21040086209046546,7.994248751989456,-16.15851868372511,0.25,0.734090537741507,0.046153846153846156
V66_f2548224288df701,CATCHUP,24,2.0,3,0.25,0.75,1.0,550,30,25,False,8,0.03065134099616858,2.435263773712645,2.0281679345672177,0.3044079717140806,1.2011004961322953,-1.6154090863962818,0.4166666666666667,1,0.0038461538461538464,0.7672276831668934,inf,0.7672276831668934,0.0,0.0,0.08333333333333333,16,0.06130268199233716,-2.4789169699144544,0.7334166378418313,-0.1549323106196534,3.9503952744720845,-6.791822131448793,0.25,0.7334166378418313,0.0038461538461538464
V66_1958bc11dacb24ee,CATCHUP,72,2.0,1,0.1,0.75,1.5,1084,77,68,False,24,0.09195402298850575,-3.627569417745776,0.7790500596679568,-0.15114872573940732,5.410477087109857,-10.236935982458427,0.3333333333333333,12,0.046153846153846156,-1.620152242132166,0.8016572070446708,-0.13501268684434717,3.5256683656481,-8.168445235603077,0.25,32,0.12260536398467432,-6.7301149552078385,0.7069581098820742,-0.21031609235024495,7.42241559645594,-13.655992240348326,0.3333333333333333,0.7069581098820742,0.046153846153846156
V66_20cf812175c5e563,CATCHUP,72,2.5,1,0.1,0.75,1.5,839,66,58,False,21,0.08045977011494253,-2.2708386406921415,0.8381392131413599,-0.10813517336629246,4.375155720069257,-8.880205205404792,0.4166666666666667,10,0.038461538461538464,-1.729256234474929,0.753657842888153,-0.1729256234474929,3.5256683656481,-5.872143694432872,0.16666666666666666,27,0.10344827586206896,-6.000645206451713,0.6924579343861107,-0.22224611875747086,7.206918403019351,-12.877475026775063,0.3333333333333333,0.6924579343861107,0.038461538461538464
V66_5f6eb6982f2f5e9f,CATCHUP,72,2.5,1,0.1,0.75,1.0,839,66,58,False,21,0.08045977011494253,-0.9955555769164175,0.9066051516772138,-0.04740740842459131,3.5093280975104664,-5.105468943476904,0.3333333333333333,10,0.038461538461538464,-1.7282948848439348,0.7044736013487997,-0.17282948848439347,1.8123885456993782,-5.848191202992263,0.16666666666666666,27,0.10344827586206896,-4.998707367871072,0.6887562625726404,-0.18513730992115082,6.191522487300129,-9.407275535523071,0.08333333333333333,0.6887562625726404,0.038461538461538464
V66_e40c471b86d7a26f,CATCHUP,72,2.5,1,0.1,0.75,2.0,839,66,58,False,21,0.08045977011494253,2.2209018194125707,1.158301391205998,0.1057572294958367,3.6178086665082563,-6.883911215024493,0.4166666666666667,10,0.038461538461538464,-2.7308640255343235,0.6660502284285121,-0.27308640255343236,3.5256683656481,-5.880917729775131,0.08333333333333333,27,0.10344827586206896,-4.001622428961117,0.8065511533596008,-0.148208238109671,6.015594984280475,-13.378452249284553,0.3333333333333333,0.6660502284285121,0.038461538461538464
V66_08f8f7b3095788ca,CATCHUP,24,1.5,3,0.25,0.75,1.0,738,36,29,False,9,0.034482758620689655,3.2497350300352483,2.372037554941405,0.3610816700039165,1.2011004961322953,-0.8401601982355535,0.5,1,0.0038461538461538464,0.7672276831668934,inf,0.7672276831668934,0.0,0.0,0.08333333333333333,19,0.07279693486590039,-3.9082585161516206,0.6616939244962289,-0.20569781663955897,7.374497950233081,-8.221163677685958,0.16666666666666666,0.6616939244962289,0.0038461538461538464
V66_4221119319e79d9a,CATCHUP,72,2.0,1,0.1,0.75,1.0,1084,77,68,False,24,0.09195402298850575,-2.852286353970202,0.7814025507855646,-0.11884526474875841,5.008591798564305,-6.9621997205306885,0.25,12,0.046153846153846156,-2.1184186259978217,0.6972348233242114,-0.17653488549981847,2.8770068569691225,-6.23831494414615,0.16666666666666666,32,0.12260536398467432,-6.728177116627227,0.6552339296205151,-0.21025553489460083,7.920992236056284,-11.171273689155791,0.08333333333333333,0.6552339296205151,0.046153846153846156
V66_712626b3bc6b5dd2,CATCHUP,24,1.5,3,0.1,0.75,1.5,2965,234,182,False,61,0.23371647509578544,-5.187280345810747,0.871630236261158,-0.08503738271820896,10.662967262708676,-11.882167056402258,0.5,38,0.14615384615384616,-9.775630168935814,0.6519023106366902,-0.25725342549831093,15.586791681652509,-16.490003724985844,0.4166666666666667,83,0.31800766283524906,-20.41296383772022,0.6664208240382078,-0.24593932334602675,21.8375610966739,-27.39387452140012,0.16666666666666666,0.6519023106366902,0.14615384615384616
V66_9433732c321fde93,CATCHUP,72,1.5,1,0.1,0.75,2.0,1451,85,73,False,25,0.09578544061302682,-2.8820563480456545,0.8493636063783931,-0.11528225392182617,4.160517499322678,-11.98686938248272,0.3333333333333333,13,0.05,-3.280674291814062,0.6871106931990673,-0.252359560908774,5.729880214600502,-9.337506023887162,0.08333333333333333,35,0.13409961685823754,-10.183903522922208,0.6460144043324786,-0.29096867208349164,11.022794262498884,-19.607778349155648,0.16666666666666666,0.6460144043324786,0.05
V66_103c6f783f452774,CATCHUP,24,2.0,3,0.1,0.75,2.0,2091,179,146,False,48,0.1839080459770115,5.595184826329632,1.1722070527681372,0.116566350548534,5.920100758817589,-3.6022335163833685,0.5833333333333334,31,0.11923076923076924,-9.529552057842157,0.6294916098751232,-0.30740490509168245,15.18473098596329,-18.659228037990115,0.25,67,0.2567049808429119,-16.9310992387415,0.6776271719298929,-0.2527029737125597,18.031069831713225,-26.4031669609312,0.3333333333333333,0.6294916098751232,0.11923076923076924
V66_276e2fc59a68a92e,CATCHUP,72,2.0,3,0.1,0.75,1.5,1683,157,126,False,49,0.18773946360153257,-6.049039624951037,0.8184519181545242,-0.12344978826430689,10.086738345192916,-12.74136973661966,0.5,25,0.09615384615384616,-4.433890119569931,0.7476387436158494,-0.17735560478279722,7.747908563530634,-11.133075590454398,0.4166666666666667,52,0.19923371647509577,-14.774747334643049,0.623787536921307,-0.28412975643544325,15.795950089596893,-21.725611470737945,0.16666666666666666,0.623787536921307,0.09615384615384616
V66_ba4a332e6702da84,FADE,72,2.0,3,0.1,0.75,1.5,1683,157,126,False,49,0.18773946360153257,-13.73174998179765,0.6233646145210748,-0.2802397955468908,17.81431701615238,-20.438239359811217,0.25,25,0.09615384615384616,-4.429316693291387,0.7506179193142762,-0.1771726677316555,6.652074847020161,-11.177119906887675,0.4166666666666667,52,0.19923371647509577,-14.788484286474725,0.6211375455106604,-0.2843939285860524,20.344690982027835,-21.736047094325677,0.4166666666666667,0.6211375455106604,0.09615384615384616
V66_5fec6ae822c28ebb,CATCHUP,24,2.5,1,0.1,0.75,2.0,958,49,44,False,16,0.06130268199233716,-1.3080311425226583,0.8918744343501578,-0.08175194640766614,6.770377799149294,-10.347335980381619,0.3333333333333333,7,0.026923076923076925,-2.246132930345654,0.6155809607695433,-0.320876132906522,4.695338853132094,-2.3748347292822074,0.08333333333333333,21,0.08045977011494253,2.9455832157071624,1.2149209209400649,0.1402658674146268,4.892314383554719,-6.403713757386959,0.4166666666666667,0.6155809607695433,0.026923076923076925
V66_751283d2e0bac7b2,CATCHUP,72,1.5,1,0.1,0.75,1.5,1451,85,73,False,25,0.09578544061302682,-4.872116128036545,0.7241564533739855,-0.1948846451214618,6.655023797400629,-11.481482692749196,0.3333333333333333,13,0.05,-2.7790665007547473,0.7020521721634938,-0.21377434621190364,4.56606691322894,-9.327359494225659,0.16666666666666666,35,0.13409961685823754,-10.180987183735976,0.6145850472469448,-0.29088534810674216,10.873287824984075,-17.105251905778868,0.3333333333333333,0.6145850472469448,0.05
V66_d0c0407ffce4a6c2,CATCHUP,24,2.0,3,0.1,0.75,1.5,2091,179,146,False,48,0.1839080459770115,0.10740993601970361,1.0035995987312243,0.0022377070004104918,6.738995684009322,-6.591304518079848,0.5833333333333334,31,0.11923076923076924,-9.023982731263956,0.614055859508785,-0.29109621713754696,12.276045979895365,-15.69361720255549,0.25,67,0.2567049808429119,-14.462721951568705,0.7011984664403837,-0.21586152166520456,15.43149316611058,-21.441858077164753,0.25,0.614055859508785,0.11923076923076924
V66_17fd883fdeb2eeb0,CATCHUP,72,2.0,3,0.1,0.75,2.0,1683,157,126,False,49,0.18773946360153257,-2.7149365338863616,0.9245239349609385,-0.055406868038497176,7.588803581213082,-11.90252408966342,0.5,25,0.09615384615384616,-8.43834033859651,0.5994328080272741,-0.33753361354386036,11.555798545475312,-17.541673472307274,0.3333333333333333,52,0.19923371647509577,-11.778500462797481,0.7166360172715521,-0.22650962428456695,14.68555100977211,-21.226961148323486,0.16666666666666666,0.5994328080272741,0.09615384615384616
V66_ed3e71a52b98b724,CATCHUP,24,2.5,3,0.1,0.75,1.5,1468,123,104,False,37,0.1417624521072797,8.1461508668256,1.4249420247048603,0.22016623964393514,3.735110494868441,1.4407534636552022,0.5833333333333334,23,0.08846153846153847,-7.068879659615137,0.5963693632762571,-0.3073425938963103,11.333079222412296,-13.718751106323614,0.3333333333333333,44,0.1685823754789272,-7.9746392004704365,0.7426373082518688,-0.18124180001069173,13.709733225156715,-14.91160850764226,0.4166666666666667,0.5963693632762571,0.08846153846153847
V66_054d5829bc755631,CATCHUP,72,1.5,3,0.25,0.75,1.5,610,25,22,False,9,0.034482758620689655,4.245104180134516,2.1912691068178995,0.4716782422371684,2.3624135376312205,-2.3127306918253816,0.4166666666666667,1,0.0038461538461538464,1.267227683166929,inf,1.267227683166929,0.0,0.0,0.08333333333333333,12,0.04597701149425287,-3.7118667381030703,0.5931619793775186,-0.30932222817525584,6.590409104093531,-8.024831985811291,0.08333333333333333,0.5931619793775186,0.0038461538461538464
V66_697adc3cc18db64c,FADE,72,2.5,3,0.1,0.75,1.5,1307,136,110,False,43,0.16475095785440613,-13.654023544792985,0.5794650085580324,-0.31753543127425543,17.736590579147723,-20.360512922806553,0.25,23,0.08846153846153847,-2.0149738857042654,0.8687041757255605,-0.08760756024801154,4.505857902314087,-8.762777099300553,0.5,44,0.1685823754789272,-10.770751763353461,0.6662522170737251,-0.24478981280348774,15.0020402746492,-17.667090434317462,0.4166666666666667,0.5794650085580324,0.08846153846153847
V66_fbc4ecf540119626,CATCHUP,24,2.0,1,0.1,0.75,2.0,1268,69,59,False,18,0.06896551724137931,2.33076918787173,1.1926679943963863,0.129487177103985,4.93397536526359,-6.770391410283223,0.4166666666666667,11,0.04230769230769231,-3.9761909927658925,0.5742597689503449,-0.36147190843326293,6.425396915552333,-7.043175216670289,0.16666666666666666,30,0.11494252873563218,-0.14443109949414445,0.9930630691182215,-0.004814369983138149,9.195530045319645,-9.561404858172999,0.5,0.5742597689503449,0.04230769230769231
V66_34cc06a1f8e339f1,CATCHUP,24,1.5,3,0.1,0.75,2.0,2965,234,182,False,61,0.23371647509578544,1.1475966521063499,1.0266507923737411,0.0188130598705959,6.873045051422225,-8.046139686806184,0.5833333333333334,38,0.14615384615384616,-13.906527177604332,0.5646703506636722,-0.3659612415159035,17.895613641638647,-23.068484266331076,0.25,83,0.31800766283524906,-23.38338048248743,0.6483224706292007,-0.28172747569261963,25.357184721966902,-32.85964533077207,0.08333333333333333,0.5646703506636722,0.14615384615384616
V66_506331b9d1d52861,CATCHUP,24,1.5,1,0.1,0.75,1.5,1743,89,74,False,22,0.0842911877394636,1.1022874444081159,1.0848488611034688,0.05010397474582345,4.59058769850457,-5.5070791203045335,0.5,12,0.046153846153846156,-4.1327567580752875,0.5574958999061871,-0.34439639650627396,5.775697442264286,-8.191887188795477,0.25,40,0.1532567049808429,-0.8980495969022098,0.9645083978091218,-0.022451239922555245,4.460637642801768,-7.865180701102188,0.5833333333333334,0.5574958999061871,0.046153846153846156
V66_d35f7776854bbb78,CATCHUP,72,1.5,1,0.1,0.75,1.0,1451,85,73,False,25,0.09578544061302682,-4.096833064260972,0.7133612394324098,-0.16387332257043888,6.253138508855076,-8.20674643082146,0.16666666666666666,13,0.05,-3.277332884620403,0.5981600972255322,-0.25210252958618484,4.035921115591703,-7.397229202768733,0.16666666666666666,35,0.13409961685823754,-10.179049345155402,0.556747614394899,-0.29082998129015436,11.371864464584458,-14.62053335458633,0.08333333333333333,0.556747614394899,0.05
V66_4656118c4306a04c,FADE,72,1.5,3,0.1,0.75,1.5,2269,188,151,False,56,0.21455938697318008,-19.55445429346042,0.5516765034095079,-0.34918668381179324,23.81401866678008,-26.2620668661007,0.16666666666666666,30,0.11538461538461539,-0.3425987296139501,0.9819255733048465,-0.011419957653798336,5.631910026744732,-7.090401943210239,0.5,65,0.24904214559386972,-14.705624337424478,0.6879281164275309,-0.22624037442191505,19.087955380088975,-21.675821462312335,0.4166666666666667,0.5516765034095079,0.11538461538461539
V66_352e4919f1665b2a,CATCHUP,72,1.5,3,0.1,0.75,1.5,2269,188,151,False,56,0.21455938697318008,-4.369036649425169,0.8816556980064832,-0.07801851159687802,8.922959368827447,-11.067751103524722,0.3333333333333333,30,0.11538461538461539,-10.343925877491753,0.559451459598618,-0.34479752924972507,13.387876698304346,-17.04311134837622,0.3333333333333333,65,0.24904214559386972,-22.989563006415413,0.5471637852407228,-0.3536855847140833,23.239814422494163,-29.941292496854537,0.16666666666666666,0.5471637852407228,0.11538461538461539
V66_ce1070cba341758d,CATCHUP,72,2.5,3,0.1,0.75,2.0,1307,136,110,False,43,0.16475095785440613,4.8695566686672365,1.171550348789126,0.11324550392249387,4.704058818495237,-4.317279377192795,0.6666666666666666,23,0.08846153846153847,-9.021241363019325,0.5464676493016383,-0.3922278853486663,10.3808836054301,-18.12457449673009,0.3333333333333333,44,0.1685823754789272,-14.755643296950907,0.6013747463561859,-0.335355529476157,14.755643296950911,-24.163187748320084,0.16666666666666666,0.5464676493016383,0.08846153846153847
V66_39c8a858d60e0dd1,CATCHUP,72,2.0,3,0.1,0.75,1.0,1683,157,126,False,49,0.18773946360153257,-8.533456473363497,0.7006570491500185,-0.17415217292578566,9.913437791152612,-12.726741452693043,0.4166666666666667,25,0.09615384615384616,-7.428963631615551,0.5463212369038208,-0.29715854526462204,9.247347399891524,-11.628149102500183,0.16666666666666666,52,0.19923371647509577,-13.769327879416663,0.5892123788772359,-0.2647947669118589,13.769327879416657,-18.221921008839672,0.25,0.5463212369038208,0.09615384615384616
V66_6a7e3a8effe25de7,CATCHUP,24,2.5,3,0.1,0.75,2.0,1468,123,104,False,37,0.1417624521072797,15.636058244204975,1.757562474868259,0.4225961687622966,6.23679117498226,6.432390237903951,0.5833333333333334,23,0.08846153846153847,-9.073216927162397,0.5429539789000666,-0.3944876924853216,15.118936937513427,-18.096352073085075,0.25,44,0.1685823754789272,-5.8564817919859475,0.8215002662092161,-0.13310185890877155,12.077363479388548,-15.292580865416118,0.25,0.5429539789000666,0.08846153846153847
V66_c99ab91702e51d26,CATCHUP,72,1.5,3,0.25,0.75,1.0,610,25,22,False,9,0.034482758620689655,3.2497350300352483,2.372037554941405,0.3610816700039165,1.2011004961322953,-0.8401601982355535,0.5,1,0.0038461538461538464,0.7672276831668934,inf,0.7672276831668934,0.0,0.0,0.08333333333333333,12,0.04597701149425287,-3.7114699092532732,0.5346086022384384,-0.30928915910443944,7.0904091040934905,-7.974943084691061,0.08333333333333333,0.5346086022384384,0.0038461538461538464
V66_f29a76008220d772,FADE,72,2.0,3,0.1,0.75,2.0,1683,157,126,False,49,0.18773946360153257,-11.24563751263101,0.7100422084299325,-0.2295028063802247,14.59024434231483,-20.43462997540037,0.25,25,0.09615384615384616,-2.9875448708306864,0.8323197160029844,-0.11950179483322745,6.60119954136724,-12.232940480249134,0.4166666666666667,52,0.19923371647509577,-20.800047237132055,0.5342718717159807,-0.4000009084063857,28.85524800738599,-30.131738245266558,0.3333333333333333,0.5342718717159807,0.09615384615384616
V66_ae74c40096ad1c7b,FADE,72,2.5,3,0.1,0.75,2.0,1307,136,110,False,43,0.16475095785440613,-12.66670617101136,0.635940187848732,-0.29457456211654326,16.01131300069518,-21.85569863378072,0.3333333333333333,23,0.08846153846153847,-0.5732020632435653,0.9627852954535467,-0.024921828836676752,5.359787772338512,-9.818597672662012,0.4166666666666667,44,0.1685823754789272,-17.7815459347604,0.5311761683776033,-0.4041260439718272,24.01182852075702,-27.063673790597772,0.3333333333333333,0.5311761683776033,0.08846153846153847
V66_68ffc60380498619,FADE,72,1.5,3,0.1,0.75,2.0,2269,188,151,False,56,0.21455938697318008,-16.567843527813675,0.6393712089159793,-0.2958543487109585,20.322220126502096,-25.76884794788661,0.25,30,0.11538461538461539,3.0987354350909593,1.1630001172107065,0.10329118116969864,4.890494357161864,-6.1466601743274865,0.5,65,0.24904214559386972,-26.72285524649983,0.5245978426353386,-0.4111208499461512,33.604180363865154,-36.141158768933295,0.3333333333333333,0.5245978426353386,0.11538461538461539
V66_5cd11a5c0a601916,CATCHUP,24,2.5,1,0.1,0.75,1.0,958,49,44,False,16,0.06130268199233716,-1.295182318756977,0.8430416653929139,-0.08094889492231107,2.7038706776646495,-5.386008671637206,0.25,7,0.026923076923076925,-2.244399314211636,0.5195432061417093,-0.32062847345880513,3.0029875451829366,-2.3748347292822074,0.16666666666666666,21,0.08045977011494253,-0.048132841945559224,0.9952974859340216,-0.002292040092645677,4.718250864774197,-4.415597885286989,0.4166666666666667,0.5195432061417093,0.026923076923076925
V66_3f26d3e49b170b44,CATCHUP,24,1.5,1,0.1,0.75,2.0,1743,89,74,False,22,0.0842911877394636,3.5917611695354257,1.248373698868365,0.16326187134251935,4.291813180865337,-5.513051864901638,0.4166666666666667,12,0.046153846153846156,-5.133927091472412,0.5109247414878862,-0.42782725762270096,7.583133014258852,-8.200911315376809,0.16666666666666666,40,0.1532567049808429,-5.530300465875722,0.8155372856268674,-0.13825751164689307,10.359748588136464,-14.991353849887778,0.5,0.5109247414878862,0.046153846153846156
V66_ebc647381ddcfdf3,CATCHUP,24,1.5,3,0.1,0.75,1.0,2965,234,182,False,61,0.23371647509578544,-6.667798508727046,0.7994362671491838,-0.10930817227421387,8.777785475780954,-10.862847585513007,0.5,38,0.14615384615384616,-12.762241726716198,0.5037532848120966,-0.3358484664925315,15.386394066004678,-16.979714990148288,0.16666666666666666,83,0.31800766283524906,-23.40093771909163,0.5684088492964766,-0.2819390086637546,24.226566280285134,-27.88343863953866,0.16666666666666666,0.5037532848120966,0.14615384615384616
V66_06c7f7f29cca1265,FADE,72,2.0,1,0.1,0.75,2.0,1084,77,68,False,24,0.09195402298850575,-10.860097227265586,0.5003956679989193,-0.45250405113606607,10.860097227265584,-19.961301912721183,0.25,12,0.046153846153846156,0.8778040871372972,1.1061370502036227,0.07315034059477477,3.4672857112338313,-8.27047751424446,0.25,32,0.12260536398467432,-3.749444403503503,0.8443802250339724,-0.11717013760948447,11.812856470018748,-13.145723220815084,0.5833333333333334,0.5003956679989193,0.046153846153846156
V66_a0bfa55c936497fd,CATCHUP,24,1.5,1,0.1,0.75,1.0,1743,89,74,False,22,0.0842911877394636,-0.3937103481399532,0.9629118919286391,-0.01789592491545242,3.4369706881012196,-4.5089948824351,0.3333333333333333,12,0.046153846153846156,-4.131023141941015,0.494238960642178,-0.3442519284950846,4.889611372912316,-8.167934697354866,0.16666666666666666,40,0.1532567049808429,-1.8883989529410874,0.9085993287652693,-0.047209973823527186,4.460637642801768,-6.356458497718176,0.3333333333333333,0.494238960642178,0.046153846153846156
V66_5dc531824ba188a8,FADE,72,2.5,1,0.1,0.75,2.0,839,66,58,False,21,0.08045977011494253,-10.00172081392933,0.4754331087220334,-0.4762724197109205,10.639767580576434,-19.06662616384885,0.16666666666666666,10,0.038461538461538464,0.2687211506848397,1.038229995340098,0.02687211506848397,4.057183825450928,-5.880103681851471,0.16666666666666666,27,0.10344827586206896,-7.01763338615795,0.6783776228527129,-0.25991234763547966,13.256127268415884,-16.377155588595762,0.4166666666666667,0.4754331087220334,0.038461538461538464
V66_c9c41a0f85ba7718,FADE,72,1.5,1,0.1,0.75,2.0,1451,85,73,False,25,0.09578544061302682,-12.106207458764201,0.4732654227541127,-0.48424829835056804,12.106207458764201,-21.207412144219802,0.25,13,0.05,2.718014513003393,1.3286405782885071,0.20907803946179945,3.4672857112338313,-6.469176305334323,0.25,35,0.13409961685823754,1.7976789199702927,1.074605502012681,0.05136225485629408,6.909380915240716,-7.644897798744765,0.6666666666666666,0.4732654227541127,0.05
V66_3b0bab225ac90a19,CATCHUP,72,1.5,3,0.1,0.75,2.0,2269,188,151,False,56,0.21455938697318008,0.9630130782048205,1.024337178641564,0.017196662110800367,7.3627248426411835,-8.234405264508178,0.5,30,0.11538461538461539,-14.348376096518333,0.468106173294173,-0.47827920321727774,16.195766680249122,-23.451709230229095,0.25,65,0.24904214559386972,-15.993111979888026,0.6921292466908906,-0.24604787661366193,20.253150064423803,-25.443630732904698,0.16666666666666666,0.468106173294173,0.11538461538461539
V66_d4b9f06749272677,FADE,24,1.5,3,0.1,0.75,2.0,2965,234,182,False,61,0.23371647509578544,-29.00815217095346,0.4722285329034808,-0.47554347821235177,29.00815217095346,-38.2091565910264,0.16666666666666666,38,0.14615384615384616,-3.698092971270426,0.8701730882060826,-0.09731823608606384,10.665435262002326,-12.99092832525857,0.4166666666666667,83,0.31800766283524906,-39.23273166166416,0.46652274245062175,-0.47268351399595376,40.04503735582137,-48.680729318325206,0.16666666666666666,0.46652274245062175,0.14615384615384616
V66_49b0d9cac8b4d6e1,CATCHUP,72,2.5,3,0.1,0.75,1.0,1307,136,110,False,43,0.16475095785440613,-4.954458630079781,0.790411127730822,-0.11521996814139025,7.0253599337500106,-9.14699665787417,0.5833333333333334,23,0.08846153846153847,-7.012636922541637,0.538643142395437,-0.30489725750181035,8.400587117941942,-11.21182239342627,0.08333333333333333,44,0.1685823754789272,-16.750945809925597,0.464198009503182,-0.3807033138619454,16.750945809925597,-21.175962425126535,0.16666666666666666,0.464198009503182,0.08846153846153847
V66_2f0fc2d1f112f254,FADE,72,2.0,3,0.1,0.75,1.0,1683,157,126,False,49,0.18773946360153257,-18.529325549295166,0.46827285738903734,-0.3781495010060238,20.61348222341152,-22.74190677044572,0.08333333333333333,25,0.09615384615384616,-7.426092798213548,0.5520586631839907,-0.29704371192854195,9.096141440029808,-11.674657065749884,0.08333333333333333,52,0.19923371647509577,-19.774326567975614,0.46168115174671837,-0.380275510922608,23.708931937599832,-24.223741503417305,0.16666666666666666,0.46168115174671837,0.09615384615384616
V66_8937c97c91e8d2e9,FADE,72,2.5,3,0.1,0.75,1.0,1307,136,110,False,43,0.16475095785440613,-16.953244748572942,0.45058057151165,-0.3942615057807661,19.0374014226893,-21.1658259697235,0.08333333333333333,23,0.08846153846153847,-5.011749990626426,0.646161009694431,-0.2179021735054968,6.681798632442686,-9.260314258162762,0.16666666666666666,44,0.1685823754789272,-14.756521722905742,0.5076514908912579,-0.3353754937024032,17.866208908272526,-19.159527789985557,0.16666666666666666,0.45058057151165,0.08846153846153847
V66_982be49c99e62b93,FADE,72,2.0,1,0.1,0.75,1.5,1084,77,68,False,24,0.09195402298850575,-11.35635879150766,0.44772962304424185,-0.47318161631281913,12.793366183131353,-17.973855295671186,0.25,12,0.046153846153846156,-1.6206166540619846,0.8040479946568075,-0.1350513878384987,3.4672857112338313,-8.27047751424446,0.25,32,0.12260536398467432,-4.243038338907063,0.8058324047973544,-0.1325949480908457,9.808809943893245,-11.17325542382389,0.5833333333333334,0.44772962304424185,0.046153846153846156
V66_ea72edc491a9fe8a,CATCHUP,24,2.5,3,0.1,0.75,1.0,1468,123,104,False,37,0.1417624521072797,7.663758002593538,1.5815823396024564,0.20712859466469022,4.235110494868592,3.455305270332553,0.75,23,0.08846153846153847,-9.059957374819913,0.44561773334324495,-0.39391119020956145,11.109411359906234,-13.2349142992113,0.16666666666666666,44,0.1685823754789272,-12.468150010887472,0.5652796263831991,-0.283367045701988,15.20446131816037,-16.905653016111813,0.4166666666666667,0.44561773334324495,0.08846153846153847
V66_c8b59da322db1dc0,CATCHUP,24,2.5,1,0.1,0.75,1.5,958,49,44,False,16,0.06130268199233716,-1.7986377243611185,0.8307547527716097,-0.1124148577725699,5.918710785289649,-8.344870541344777,0.3333333333333333,7,0.026923076923076925,-3.2461329303458797,0.4444339044057037,-0.4637332757636971,4.695338853132093,-2.3748347292822074,0.08333333333333333,21,0.08045977011494253,3.448735205309614,1.3029376012543947,0.16422548596712447,4.447254458401282,-3.4164714782389938,0.5833333333333334,0.4444339044057037,0.026923076923076925
V66_98e11587faa3c7e1,FADE,72,2.5,1,0.1,0.75,1.5,839,66,58,False,21,0.08045977011494253,-9.997982378171491,0.4412122465343856,-0.47609439896054717,12.637510393309842,-16.61547888233502,0.25,10,0.038461538461538464,-1.7296995905143624,0.7539218363846338,-0.17296995905143625,4.555998299781636,-5.880103681851471,0.16666666666666666,27,0.10344827586206896,-6.012429213586415,0.6929035678433598,-0.22268256346616352,10.253282634315227,-12.921303026063944,0.4166666666666667,0.4412122465343856,0.038461538461538464
V66_9fbcee9760467f64,CATCHUP,72,2.5,3,0.1,0.75,1.5,1307,136,110,False,43,0.16475095785440613,-0.9666099784563329,0.9644679637739909,-0.02247930182456588,5.195228684579179,-7.657805704262855,0.5,23,0.08846153846153847,-4.516791143992669,0.7244968725792191,-0.19638222365185518,7.503535957023249,-11.215976614877135,0.4166666666666667,44,0.1685823754789272,-20.754911731081037,0.4393038794271498,-0.47170253934275086,20.754911731081037,-27.66270905889388,0.08333333333333333,0.4393038794271498,0.08846153846153847
V66_6adfd8f383b9d467,CATCHUP,24,2.0,3,0.1,0.75,1.0,2091,179,146,False,48,0.1839080459770115,-1.3765635835874739,0.9422747431801598,-0.028678407991405707,4.748857762977063,-5.5757937816381435,0.4166666666666667,31,0.11923076923076924,-12.51308185004018,0.43662112659701774,-0.4036478016141994,13.38017404598793,-16.69698464471166,0.25,67,0.2567049808429119,-14.951729544696429,0.6390984176917465,-0.22316014245815566,17.820166715443097,-19.43198599567834,0.25,0.43662112659701774,0.11923076923076924
V66_201610e97075107c,FADE,24,2.5,1,0.1,0.75,2.0,958,49,44,False,16,0.06130268199233716,-7.2980243238929425,0.4996839359876637,-0.4561265202433089,7.298024323892943,-13.413382572670129,0.25,7,0.026923076923076925,0.7536276938559101,1.1596001019320898,0.10766109912227287,2.309982536000874,-2.411992479883395,0.16666666666666666,21,0.08045977011494253,-10.448331001980959,0.43225781764197857,-0.4975395715229028,13.158237770187142,-18.40330228517736,0.16666666666666666,0.43225781764197857,0.026923076923076925
