timestamp_broker	timestamp_local	run_id	account	symbol	magic	action	direction	lots	bid	ask	spread_points	entry_reference	sl	tp	stop_points	estimated_cost_r	retcode	retcode_description	order_ticket	deal_ticket	result_price	reason
2016.07.06 18:35:00	2016.07.06 18:35:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1363.18	1363.56	38	1363.24	0.00	0.00	350.00	0.1086	0		0	0	0.00	estimated_cost_r_too_high	
2016.07.07 13:40:00	2016.07.07 13:40:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1355.03	1355.37	34	1355.04	0.00	0.00	589.95	0.0576	0		0	0	0.00	estimated_cost_r_too_high	
2016.07.08 01:50:00	2016.07.08 01:50:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1355.16	1355.62	46	1355.15	0.00	0.00	350.00	0.1314	0		0	0	0.00	estimated_cost_r_too_high	
2016.07.08 07:25:00	2016.07.08 07:25:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1354.18	1354.59	41	1354.17	0.00	0.00	350.00	0.1171	0		0	0	0.00	estimated_cost_r_too_high	
2016.07.08 12:00:00	2016.07.08 12:00:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1355.04	1355.37	33	1355.02	0.00	0.00	350.00	0.0943	0		0	0	0.00	estimated_cost_r_too_high	
2016.07.11 04:55:00	2016.07.11 04:55:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1365.55	1365.98	43	1365.55	0.00	0.00	350.00	0.1229	0		0	0	0.00	estimated_cost_r_too_high	
2016.07.11 05:05:00	2016.07.11 05:05:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1364.95	1365.33	38	1364.95	0.00	0.00	350.00	0.1086	0		0	0	0.00	estimated_cost_r_too_high	
2016.07.11 06:35:00	2016.07.11 06:35:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1361.91	1362.30	39	1361.91	0.00	0.00	350.00	0.1114	0		0	0	0.00	estimated_cost_r_too_high	
2016.07.11 06:50:00	2016.07.11 06:50:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1362.52	1362.93	41	1362.52	0.00	0.00	350.00	0.1171	0		0	0	0.00	estimated_cost_r_too_high	
2016.07.11 08:25:00	2016.07.11 08:25:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1358.43	1358.79	36	1358.43	0.00	0.00	350.00	0.1029	0		0	0	0.00	estimated_cost_r_too_high	
2016.07.12 15:30:00	2016.07.12 15:30:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1338.07	1338.39	32	1338.02	0.00	0.00	450.32	0.0711	0		0	0	0.00	estimated_cost_r_too_high	
2016.07.12 15:45:00	2016.07.12 15:45:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1336.46	1336.70	24	1336.46	1342.56	1324.26	609.79	0.0394	10009	done at 1336.46	2	2	1336.46	regime_router_allow_short_r5_uptrend_chop_only_state_chop	
2016.07.18 15:25:00	2016.07.18 15:25:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1327.49	1327.79	30	1327.49	0.00	0.00	350.00	0.0857	0		0	0	0.00	estimated_cost_r_too_high	
2016.07.18 16:00:00	2016.07.18 16:00:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1327.49	1327.89	40	1327.51	0.00	0.00	350.00	0.1143	0		0	0	0.00	estimated_cost_r_too_high	
2016.07.18 22:30:00	2016.07.18 22:30:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1327.73	1328.34	61	1327.70	0.00	0.00	350.00	0.1743	0		0	0	0.00	estimated_cost_r_too_high	
2016.07.18 22:40:00	2016.07.18 22:40:00	BT_A1_XAU_R5_UPCHOP_DOWNSIDE_IMPULSE_RETEST_Q55_V1	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1326.89	1327.47	58	1326.91	0.00	0.00	350.00	0.1657	0		0	0	0.00	estimated_cost_r_too_high	
