timeframe,run,row_count,first_timestamp,last_timestamp
H1,run1,65319,2015-06-01T00:00:00,2026-06-30T23:00:00
H1,run2,65319,2015-06-01T00:00:00,2026-06-30T23:00:00
H4,run1,17672,2015-06-01T00:00:00,2026-06-30T20:00:00
H4,run2,17672,2015-06-01T00:00:00,2026-06-30T20:00:00
D1,run1,3439,2015-06-01T00:00:00,2026-06-30T00:00:00
D1,run2,3439,2015-06-01T00:00:00,2026-06-30T00:00:00
