timeframe,prior_bar_time,next_bar_time,duration_seconds,prior_weekday,prior_hour,next_weekday,next_hour,occurrence_count,present_in_run1,present_in_run2
H1,2022-07-12T20:00:00,2022-07-12T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-07-13T20:00:00,2022-07-13T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-07-14T20:00:00,2022-07-14T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-07-15T20:00:00,2022-07-17T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-07-18T20:00:00,2022-07-18T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-07-19T20:00:00,2022-07-19T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-07-20T20:00:00,2022-07-20T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-07-21T20:00:00,2022-07-21T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-07-22T20:00:00,2022-07-24T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-07-25T20:00:00,2022-07-25T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-07-26T20:00:00,2022-07-26T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-07-27T20:00:00,2022-07-27T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-07-28T20:00:00,2022-07-28T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-07-29T20:00:00,2022-07-31T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-08-01T20:00:00,2022-08-01T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-08-02T20:00:00,2022-08-02T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-08-03T20:00:00,2022-08-03T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-08-04T20:00:00,2022-08-04T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-08-05T20:00:00,2022-08-07T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-08-08T20:00:00,2022-08-08T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-08-09T20:00:00,2022-08-09T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-08-10T20:00:00,2022-08-10T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-08-11T20:00:00,2022-08-11T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-08-12T20:00:00,2022-08-14T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-08-15T20:00:00,2022-08-15T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-08-16T20:00:00,2022-08-16T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-08-17T20:00:00,2022-08-17T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-08-18T20:00:00,2022-08-18T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-08-19T20:00:00,2022-08-21T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-08-22T20:00:00,2022-08-22T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-08-23T20:00:00,2022-08-23T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-08-24T20:00:00,2022-08-24T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-08-25T20:00:00,2022-08-25T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-08-26T20:00:00,2022-08-28T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-08-29T20:00:00,2022-08-29T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-08-30T20:00:00,2022-08-30T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-08-31T20:00:00,2022-08-31T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-09-01T20:00:00,2022-09-01T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-09-02T20:00:00,2022-09-04T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-09-05T18:00:00,2022-09-05T22:00:00,14400,0,18,0,22,40,true,true
H1,2022-09-06T20:00:00,2022-09-06T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-09-07T20:00:00,2022-09-07T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-09-08T20:00:00,2022-09-08T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-09-09T20:00:00,2022-09-11T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-09-12T20:00:00,2022-09-12T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-09-13T20:00:00,2022-09-13T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-09-14T20:00:00,2022-09-14T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-09-15T20:00:00,2022-09-15T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-09-16T20:00:00,2022-09-18T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-09-19T20:00:00,2022-09-19T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-09-20T20:00:00,2022-09-20T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-09-21T20:00:00,2022-09-21T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-09-22T20:00:00,2022-09-22T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-09-23T20:00:00,2022-09-25T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-09-26T20:00:00,2022-09-26T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-09-27T20:00:00,2022-09-27T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-09-28T20:00:00,2022-09-28T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-09-29T20:00:00,2022-09-29T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-09-30T20:00:00,2022-10-02T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-10-03T20:00:00,2022-10-03T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-10-04T20:00:00,2022-10-04T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-10-05T20:00:00,2022-10-05T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-10-06T20:00:00,2022-10-06T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-10-07T20:00:00,2022-10-09T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-10-10T20:00:00,2022-10-10T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-10-11T20:00:00,2022-10-11T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-10-12T20:00:00,2022-10-12T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-10-13T20:00:00,2022-10-13T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-10-14T20:00:00,2022-10-16T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-10-17T20:00:00,2022-10-17T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-10-18T20:00:00,2022-10-18T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-10-19T20:00:00,2022-10-19T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-10-20T20:00:00,2022-10-20T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-10-21T20:00:00,2022-10-23T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-10-24T20:00:00,2022-10-24T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-10-25T20:00:00,2022-10-25T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-10-26T20:00:00,2022-10-26T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-10-27T20:00:00,2022-10-27T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-10-28T20:00:00,2022-10-30T21:00:00,176400,4,20,6,21,20,true,true
H1,2022-10-31T19:00:00,2022-10-31T21:00:00,7200,0,19,0,21,34,true,true
H1,2022-11-01T19:00:00,2022-11-01T21:00:00,7200,1,19,1,21,34,true,true
H1,2022-11-02T19:00:00,2022-11-02T21:00:00,7200,2,19,2,21,34,true,true
H1,2022-11-03T19:00:00,2022-11-03T21:00:00,7200,3,19,3,21,32,true,true
H1,2022-11-04T19:00:00,2022-11-06T22:00:00,183600,4,19,6,22,50,true,true
H1,2022-11-07T20:00:00,2022-11-07T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-11-08T20:00:00,2022-11-08T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-11-09T20:00:00,2022-11-09T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-11-10T20:00:00,2022-11-10T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-11-11T20:00:00,2022-11-13T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-11-14T20:00:00,2022-11-14T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-11-15T20:00:00,2022-11-15T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-11-16T20:00:00,2022-11-16T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-11-17T20:00:00,2022-11-17T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-11-18T20:00:00,2022-11-20T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-11-21T20:00:00,2022-11-21T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-11-22T20:00:00,2022-11-22T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-11-23T20:00:00,2022-11-23T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-11-24T18:00:00,2022-11-24T22:00:00,14400,3,18,3,22,10,true,true
H1,2022-11-25T17:00:00,2022-11-27T22:00:00,190800,4,17,6,22,18,true,true
H1,2022-11-28T20:00:00,2022-11-28T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-11-29T20:00:00,2022-11-29T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-11-30T20:00:00,2022-11-30T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-12-01T20:00:00,2022-12-01T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-12-02T20:00:00,2022-12-04T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-12-05T20:00:00,2022-12-05T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-12-06T20:00:00,2022-12-06T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-12-07T20:00:00,2022-12-07T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-12-08T20:00:00,2022-12-08T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-12-09T20:00:00,2022-12-11T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-12-12T20:00:00,2022-12-12T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-12-13T20:00:00,2022-12-13T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-12-14T20:00:00,2022-12-14T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-12-15T20:00:00,2022-12-15T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-12-16T20:00:00,2022-12-18T22:00:00,180000,4,20,6,22,954,true,true
H1,2022-12-19T20:00:00,2022-12-19T22:00:00,7200,0,20,0,22,940,true,true
H1,2022-12-20T20:00:00,2022-12-20T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-12-21T20:00:00,2022-12-21T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-12-22T20:00:00,2022-12-22T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-12-23T20:00:00,2022-12-26T22:00:00,266400,4,20,0,22,12,true,true
H1,2022-12-27T20:00:00,2022-12-27T22:00:00,7200,1,20,1,22,1036,true,true
H1,2022-12-28T20:00:00,2022-12-28T22:00:00,7200,2,20,2,22,1040,true,true
H1,2022-12-29T20:00:00,2022-12-29T22:00:00,7200,3,20,3,22,998,true,true
H1,2022-12-30T20:00:00,2023-01-02T22:00:00,266400,4,20,0,22,12,true,true
H1,2023-01-03T20:00:00,2023-01-03T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-01-04T20:00:00,2023-01-04T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-01-05T20:00:00,2023-01-05T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-01-06T20:00:00,2023-01-08T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-01-09T20:00:00,2023-01-09T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-01-10T20:00:00,2023-01-10T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-01-11T20:00:00,2023-01-11T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-01-12T20:00:00,2023-01-12T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-01-13T20:00:00,2023-01-15T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-01-16T18:00:00,2023-01-16T22:00:00,14400,0,18,0,22,40,true,true
H1,2023-01-17T20:00:00,2023-01-17T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-01-18T20:00:00,2023-01-18T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-01-19T20:00:00,2023-01-19T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-01-20T20:00:00,2023-01-22T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-01-23T20:00:00,2023-01-23T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-01-24T20:00:00,2023-01-24T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-01-25T20:00:00,2023-01-25T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-01-26T20:00:00,2023-01-26T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-01-27T20:00:00,2023-01-29T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-01-30T20:00:00,2023-01-30T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-01-31T20:00:00,2023-01-31T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-02-01T20:00:00,2023-02-01T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-02-02T20:00:00,2023-02-02T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-02-03T20:00:00,2023-02-05T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-02-06T20:00:00,2023-02-06T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-02-07T20:00:00,2023-02-07T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-02-08T20:00:00,2023-02-08T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-02-09T20:00:00,2023-02-09T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-02-10T20:00:00,2023-02-12T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-02-13T20:00:00,2023-02-13T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-02-14T20:00:00,2023-02-14T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-02-15T20:00:00,2023-02-15T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-02-16T20:00:00,2023-02-16T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-02-17T20:00:00,2023-02-19T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-02-20T18:00:00,2023-02-20T22:00:00,14400,0,18,0,22,40,true,true
H1,2023-02-21T20:00:00,2023-02-21T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-02-22T20:00:00,2023-02-22T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-02-23T20:00:00,2023-02-23T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-02-24T20:00:00,2023-02-26T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-02-27T20:00:00,2023-02-27T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-02-28T20:00:00,2023-02-28T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-03-01T20:00:00,2023-03-01T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-03-02T20:00:00,2023-03-02T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-03-03T20:00:00,2023-03-05T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-03-06T20:00:00,2023-03-06T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-03-07T20:00:00,2023-03-07T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-03-08T20:00:00,2023-03-08T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-03-09T20:00:00,2023-03-09T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-03-10T20:00:00,2023-03-12T21:00:00,176400,4,20,6,21,20,true,true
H1,2023-03-13T19:00:00,2023-03-13T21:00:00,7200,0,19,0,21,34,true,true
H1,2023-03-14T19:00:00,2023-03-14T21:00:00,7200,1,19,1,21,34,true,true
H1,2023-03-15T19:00:00,2023-03-15T21:00:00,7200,2,19,2,21,34,true,true
H1,2023-03-16T19:00:00,2023-03-16T21:00:00,7200,3,19,3,21,32,true,true
H1,2023-03-17T19:00:00,2023-03-19T21:00:00,180000,4,19,6,21,14,true,true
H1,2023-03-20T19:00:00,2023-03-20T21:00:00,7200,0,19,0,21,34,true,true
H1,2023-03-21T19:00:00,2023-03-21T21:00:00,7200,1,19,1,21,34,true,true
H1,2023-03-22T19:00:00,2023-03-22T21:00:00,7200,2,19,2,21,34,true,true
H1,2023-03-23T19:00:00,2023-03-23T21:00:00,7200,3,19,3,21,32,true,true
H1,2023-03-24T19:00:00,2023-03-26T22:00:00,183600,4,19,6,22,50,true,true
H1,2023-03-27T20:00:00,2023-03-27T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-03-28T20:00:00,2023-03-28T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-03-29T20:00:00,2023-03-29T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-03-30T20:00:00,2023-03-30T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-03-31T20:00:00,2023-04-02T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-04-03T20:00:00,2023-04-03T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-04-04T20:00:00,2023-04-04T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-04-05T20:00:00,2023-04-05T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-04-06T20:00:00,2023-04-09T22:00:00,266400,3,20,6,22,20,true,true
H1,2023-04-10T20:00:00,2023-04-10T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-04-11T20:00:00,2023-04-11T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-04-12T20:00:00,2023-04-12T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-04-13T20:00:00,2023-04-13T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-04-14T20:00:00,2023-04-16T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-04-17T20:00:00,2023-04-17T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-04-18T20:00:00,2023-04-18T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-04-19T20:00:00,2023-04-19T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-04-20T20:00:00,2023-04-20T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-04-21T20:00:00,2023-04-23T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-04-24T20:00:00,2023-04-24T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-04-25T20:00:00,2023-04-25T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-04-26T20:00:00,2023-04-26T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-04-27T20:00:00,2023-04-27T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-04-28T20:00:00,2023-04-30T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-05-01T20:00:00,2023-05-01T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-05-02T20:00:00,2023-05-02T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-05-03T20:00:00,2023-05-03T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-05-04T20:00:00,2023-05-04T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-05-05T20:00:00,2023-05-07T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-05-08T20:00:00,2023-05-08T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-05-09T20:00:00,2023-05-09T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-05-10T20:00:00,2023-05-10T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-05-11T20:00:00,2023-05-11T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-05-12T20:00:00,2023-05-14T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-05-15T20:00:00,2023-05-15T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-05-16T20:00:00,2023-05-16T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-05-17T20:00:00,2023-05-17T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-05-18T20:00:00,2023-05-18T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-05-19T20:00:00,2023-05-21T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-05-22T20:00:00,2023-05-22T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-05-23T20:00:00,2023-05-23T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-05-24T20:00:00,2023-05-24T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-05-25T20:00:00,2023-05-25T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-05-26T20:00:00,2023-05-28T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-05-29T18:00:00,2023-05-29T22:00:00,14400,0,18,0,22,40,true,true
H1,2023-05-30T20:00:00,2023-05-30T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-05-31T20:00:00,2023-05-31T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-06-01T20:00:00,2023-06-01T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-06-02T20:00:00,2023-06-04T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-06-05T20:00:00,2023-06-05T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-06-06T20:00:00,2023-06-06T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-06-07T20:00:00,2023-06-07T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-06-08T20:00:00,2023-06-08T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-06-09T20:00:00,2023-06-11T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-06-12T20:00:00,2023-06-12T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-06-13T20:00:00,2023-06-13T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-06-14T20:00:00,2023-06-14T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-06-15T20:00:00,2023-06-15T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-06-16T20:00:00,2023-06-18T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-06-19T18:00:00,2023-06-19T22:00:00,14400,0,18,0,22,40,true,true
H1,2023-06-20T20:00:00,2023-06-20T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-06-21T20:00:00,2023-06-21T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-06-22T20:00:00,2023-06-22T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-06-23T20:00:00,2023-06-25T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-06-26T20:00:00,2023-06-26T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-06-27T20:00:00,2023-06-27T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-06-28T20:00:00,2023-06-28T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-06-29T20:00:00,2023-06-29T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-06-30T20:00:00,2023-07-02T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-07-03T20:00:00,2023-07-03T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-07-04T18:00:00,2023-07-04T22:00:00,14400,1,18,1,22,2,true,true
H1,2023-07-05T20:00:00,2023-07-05T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-07-06T20:00:00,2023-07-06T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-07-07T20:00:00,2023-07-09T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-07-10T20:00:00,2023-07-10T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-07-11T20:00:00,2023-07-11T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-07-12T20:00:00,2023-07-12T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-07-13T20:00:00,2023-07-13T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-07-14T20:00:00,2023-07-16T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-07-17T20:00:00,2023-07-17T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-07-18T20:00:00,2023-07-18T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-07-19T20:00:00,2023-07-19T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-07-20T20:00:00,2023-07-20T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-07-21T20:00:00,2023-07-23T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-07-24T20:00:00,2023-07-24T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-07-25T20:00:00,2023-07-25T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-07-26T20:00:00,2023-07-26T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-07-27T20:00:00,2023-07-27T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-07-28T20:00:00,2023-07-30T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-07-31T20:00:00,2023-07-31T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-08-01T20:00:00,2023-08-01T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-08-02T20:00:00,2023-08-02T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-08-03T20:00:00,2023-08-03T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-08-04T20:00:00,2023-08-06T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-08-07T20:00:00,2023-08-07T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-08-08T20:00:00,2023-08-08T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-08-09T20:00:00,2023-08-09T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-08-10T20:00:00,2023-08-10T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-08-11T20:00:00,2023-08-13T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-08-14T20:00:00,2023-08-14T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-08-15T20:00:00,2023-08-15T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-08-16T20:00:00,2023-08-16T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-08-17T20:00:00,2023-08-17T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-08-18T20:00:00,2023-08-20T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-08-21T20:00:00,2023-08-21T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-08-22T20:00:00,2023-08-22T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-08-23T20:00:00,2023-08-23T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-08-24T20:00:00,2023-08-24T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-08-25T20:00:00,2023-08-27T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-08-28T20:00:00,2023-08-28T22:00:00,7200,0,20,0,22,940,true,true
H1,2023-08-29T20:00:00,2023-08-29T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-08-30T20:00:00,2023-08-30T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-08-31T20:00:00,2023-08-31T22:00:00,7200,3,20,3,22,998,true,true
H1,2023-09-01T20:00:00,2023-09-03T22:00:00,180000,4,20,6,22,954,true,true
H1,2023-09-04T18:00:00,2023-09-04T22:00:00,14400,0,18,0,22,40,true,true
H1,2023-09-05T20:00:00,2023-09-05T22:00:00,7200,1,20,1,22,1036,true,true
H1,2023-09-06T20:00:00,2023-09-06T22:00:00,7200,2,20,2,22,1040,true,true
H1,2023-09-07T20:00:00,2023-09-07T22:00:00,7200,3,20,3,22,998,true,true
