timestamp_broker	timestamp_local	run_id	account	symbol	magic	action	direction	position_ticket	volume	entry_price	current_price	current_sl	new_sl	tp	risk_points	unrealized_r	trigger_r	lock_r	retcode	reason
2017.02.06 19:28:20	2017.02.06 19:28:20	A1_XAU_H4_PROFIT_RETENTION_HEAT_6PCT_PROFIT_LOCK_0P8_0P2_TEN_YEAR	1025742	XAUUSD	932200	PROFIT_LOCK_MODIFY_OK	LONG	6	0.01	1217.67	1234.77	1196.30	1221.94	1260.41	2137.00	0.8002	0.80	0.20	10009	pass
2017.02.23 12:20:24	2017.02.23 12:20:24	A1_XAU_H4_PROFIT_RETENTION_HEAT_6PCT_PROFIT_LOCK_0P8_0P2_TEN_YEAR	1025742	XAUUSD	932200	PROFIT_LOCK_MODIFY_OK	LONG	7	0.01	1228.77	1245.94	1207.31	1233.06	1271.69	2146.00	0.8001	0.80	0.20	10009	pass
2017.02.24 07:15:37	2017.02.24 07:15:37	A1_XAU_H4_PROFIT_RETENTION_HEAT_6PCT_PROFIT_LOCK_0P8_0P2_TEN_YEAR	1025742	XAUUSD	932200	PROFIT_LOCK_MODIFY_OK	LONG	9	0.01	1237.82	1254.53	1216.96	1241.99	1279.54	2086.00	0.8011	0.80	0.20	10009	pass
2017.03.27 01:01:28	2017.03.27 01:01:28	A1_XAU_H4_PROFIT_RETENTION_HEAT_6PCT_PROFIT_LOCK_0P8_0P2_TEN_YEAR	1025742	XAUUSD	932200	PROFIT_LOCK_MODIFY_OK	LONG	14	0.01	1244.31	1256.14	1229.53	1247.27	1273.87	1478.00	0.8004	0.80	0.20	10009	pass
2017.04.07 01:59:23	2017.04.07 01:59:23	A1_XAU_H4_PROFIT_RETENTION_HEAT_6PCT_PROFIT_LOCK_0P8_0P2_TEN_YEAR	1025742	XAUUSD	932200	PROFIT_LOCK_MODIFY_OK	LONG	19	0.01	1252.99	1263.52	1239.84	1255.62	1279.29	1315.00	0.8008	0.80	0.20	10009	pass
2017.04.11 13:42:29	2017.04.11 13:42:29	A1_XAU_H4_PROFIT_RETENTION_HEAT_6PCT_PROFIT_LOCK_0P8_0P2_TEN_YEAR	1025742	XAUUSD	932200	PROFIT_LOCK_MODIFY_OK	LONG	21	0.01	1257.77	1266.17	1247.30	1259.86	1278.71	1047.00	0.8023	0.80	0.20	10009	pass
2017.04.11 14:57:38	2017.04.11 14:57:38	A1_XAU_H4_PROFIT_RETENTION_HEAT_6PCT_PROFIT_LOCK_0P8_0P2_TEN_YEAR	1025742	XAUUSD	932200	PROFIT_LOCK_MODIFY_OK	LONG	15	0.01	1252.25	1272.40	1227.10	1257.28	1302.55	2515.00	0.8012	0.80	0.20	10009	pass
2017.04.16 22:05:00	2017.04.16 22:05:00	A1_XAU_H4_PROFIT_RETENTION_HEAT_6PCT_PROFIT_LOCK_0P8_0P2_TEN_YEAR	1025742	XAUUSD	932200	PROFIT_LOCK_MODIFY_OK	LONG	22	0.01	1271.54	1291.28	1247.33	1276.38	1319.96	2421.00	0.8154	0.80	0.20	10009	pass
2017.05.31 17:16:05	2017.05.31 17:16:05	A1_XAU_H4_PROFIT_RETENTION_HEAT_6PCT_PROFIT_LOCK_0P8_0P2_TEN_YEAR	1025742	XAUUSD	932200	PROFIT_LOCK_MODIFY_OK	LONG	26	0.01	1261.53	1272.31	1248.10	1264.22	1288.39	1343.00	0.8027	0.80	0.20	10009	pass
2017.06.04 22:05:23	2017.06.04 22:05:23	A1_XAU_H4_PROFIT_RETENTION_HEAT_6PCT_PROFIT_LOCK_0P8_0P2_TEN_YEAR	1025742	XAUUSD	932200	PROFIT_LOCK_MODIFY_OK	LONG	27	0.01	1265.84	1280.07	1248.10	1269.39	1301.32	1774.00	0.8021	0.80	0.20	10009	pass
2017.06.06 10:26:20	2017.06.06 10:26:20	A1_XAU_H4_PROFIT_RETENTION_HEAT_6PCT_PROFIT_LOCK_0P8_0P2_TEN_YEAR	1025742	XAUUSD	932200	PROFIT_LOCK_MODIFY_OK	LONG	30	0.01	1284.78	1290.21	1278.00	1286.14	1298.34	678.00	0.8009	0.80	0.20	10009	pass
