trade_id,source_id,entry_time_utc,exit_time_utc,pnl_usd
V7_20211101T123500Z_SHORT,V7_SWING_HEALTH,2021-11-01T12:35:00Z,2021-11-01T13:55:00.000Z,-3.9944444444444445
V7_20211103T040000Z_SHORT,V7_SWING_HEALTH,2021-11-03T04:00:00Z,2021-11-03T12:45:00.000Z,6.3973958333333325
V7_20211104T092000Z_SHORT,V7_SWING_HEALTH,2021-11-04T09:20:00Z,2021-11-04T10:50:00.000Z,-3.996875
V7_20211104T143500Z_SHORT,V7_SWING_HEALTH,2021-11-04T14:35:00Z,2021-11-05T12:35:00.000Z,8.868841196963666
V7_20211109T091000Z_SHORT,V7_SWING_HEALTH,2021-11-09T09:10:00Z,2021-11-09T11:45:00.000Z,-4.012673611111111
V7_20211109T140500Z_SHORT,V7_SWING_HEALTH,2021-11-09T14:05:00Z,2021-11-10T13:35:00.000Z,-5.177011477560653
V9_BREAK_20211110T124500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-11-10T12:45:00Z,2021-11-10T13:35:00.000Z,-3.987152777777778
V7_20211112T083500Z_LONG,V7_SWING_HEALTH,2021-11-12T08:35:00Z,2021-11-12T08:55:00.000Z,-3.979861111111111
V9_BREAK_20211112T080500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-11-12T08:05:00Z,2021-11-12T09:05:00.000Z,6.510416666666667
V9_BREAK_20211116T121500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-11-16T12:15:00Z,2021-11-16T12:55:00.000Z,-3.984722222222222
V9_BREAK_20211116T130000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-11-16T13:00:00Z,2021-11-16T13:10:00.000Z,-3.977430555555556
V7_20211117T050000Z_SHORT,V7_SWING_HEALTH,2021-11-17T05:00:00Z,2021-11-17T07:30:00.000Z,-4.011458333333334
V7_20211117T090000Z_SHORT,V7_SWING_HEALTH,2021-11-17T09:00:00Z,2021-11-17T12:05:00.000Z,-4.019965277777778
V9_BREAK_20211118T122500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-11-18T12:25:00Z,2021-11-18T13:30:00.000Z,6.509201388888889
V9_BREAK_20211118T144500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-11-18T14:45:00Z,2021-11-19T08:35:00.000Z,9.669140130383505
V7_20211119T083000Z_LONG,V7_SWING_HEALTH,2021-11-19T08:30:00Z,2021-11-19T09:05:00.000Z,-3.9835069444444446
V9_BREAK_20211119T090000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-11-19T09:00:00Z,2021-11-19T09:30:00.000Z,6.517708333333333
V9_BREAK_20211124T101000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-11-24T10:10:00Z,2021-11-24T13:30:00.000Z,6.476388888888889
V9_BREAK_20211124T152500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-11-24T15:25:00Z,2021-11-24T17:27:30.000Z,2.406439214948376
cdc5df58a92ebbadfd1cf78e,R2_DOWNTREND,2021-11-25T11:00:00.265000Z,2021-11-26T03:03:05.000Z,-5.4957453245432335
V9_BREAK_20211126T065500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-11-26T06:55:00Z,2021-11-26T08:25:00.000Z,6.503125
V7_20211126T090000Z_LONG,V7_SWING_HEALTH,2021-11-26T09:00:00Z,2021-11-26T11:35:00.000Z,10.578974775709181
V9_BREAK_20211129T075500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-11-29T07:55:00Z,2021-11-29T12:20:00.000Z,-4.160718783303457
V7_20211130T093000Z_SHORT,V7_SWING_HEALTH,2021-11-30T09:30:00Z,2021-11-30T14:50:00.000Z,-4.052777777777778
V9_BREAK_20211130T122500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-11-30T12:25:00Z,2021-11-30T14:50:00.000Z,6.489756944444444
V7_20211201T084000Z_LONG,V7_SWING_HEALTH,2021-12-01T08:40:00Z,2021-12-01T11:05:00.000Z,7.671036872349616
V7_20211202T121500Z_SHORT,V7_SWING_HEALTH,2021-12-02T12:15:00Z,2021-12-02T12:45:00.000Z,-3.982291666666667
V7_20211202T125000Z_SHORT,V7_SWING_HEALTH,2021-12-02T12:50:00Z,2021-12-02T14:35:00.000Z,6.499479166666667
V7_20211206T024000Z_SHORT,V7_SWING_HEALTH,2021-12-06T02:40:00Z,2021-12-06T08:45:00.000Z,6.436284722222222
7c6dc06e220ed9b1e1cded9e,R4_CHOP,2021-12-08T07:30:00.105000Z,2021-12-08T08:17:15.000Z,-3.6918213504488704
2577676dcc60564ebc39a7f4,R3_COMPRESSION,2021-12-13T02:00:00.164000Z,2021-12-13T07:00:25.000Z,-3.8130441604115357
89724b88f9a30e6d6566d9d7,R3_COMPRESSION,2021-12-13T13:00:00.104000Z,2021-12-13T13:03:30.000Z,-4.157869788271243
V7_20211213T201500Z_SHORT,V7_SWING_HEALTH,2021-12-13T20:15:00Z,2021-12-14T13:25:00.000Z,6.274652777777778
9024b51aa88ec0ca1ccfd5b6,R3_COMPRESSION,2021-12-14T14:00:00.107000Z,2021-12-14T14:55:45.000Z,-4.8426572027045545
f34204f4fa5a3a0311317b84,R3_COMPRESSION,2021-12-14T15:00:00.030000Z,2021-12-14T15:17:05.000Z,-4.599995124390043
7991b82db5c34418bedee1eb,R3_COMPRESSION,2021-12-15T04:00:00.290000Z,2021-12-15T13:30:05.000Z,-3.65368935925264
V7_20211216T103500Z_SHORT,V7_SWING_HEALTH,2021-12-16T10:35:00Z,2021-12-16T13:15:00.000Z,-4.013888888888889
d5afd0470a67ab2746ff9adf,R3_COMPRESSION,2021-12-16T14:00:00.100000Z,2021-12-17T08:00:05.000Z,18.978814345483467
V7_20211220T235500Z_SHORT,V7_SWING_HEALTH,2021-12-20T23:55:00Z,2021-12-21T08:15:00.000Z,-4.096527777777778
V7_20211221T121500Z_SHORT,V7_SWING_HEALTH,2021-12-21T12:15:00Z,2021-12-21T13:05:00.000Z,-3.987152777777778
V7_20211221T134000Z_SHORT,V7_SWING_HEALTH,2021-12-21T13:40:00Z,2021-12-21T15:10:00.000Z,6.503125
V7_20211227T081500Z_LONG,V7_SWING_HEALTH,2021-12-27T08:15:00Z,2021-12-27T09:45:00.000Z,-3.996875
V25_2caf70bde01b6f2fc7f1af66,V25_CHOP,2021-12-26T23:45:01.204000Z,2021-12-27T11:45:05.000Z,-1.4359702590798629
V7_20211229T121500Z_SHORT,V7_SWING_HEALTH,2021-12-29T12:15:00Z,2021-12-29T15:10:00.000Z,-4.017534722222223
V7_20211230T081500Z_SHORT,V7_SWING_HEALTH,2021-12-30T08:15:00Z,2021-12-30T11:25:00.000Z,-4.0211805555555555
V7_20211230T130500Z_SHORT,V7_SWING_HEALTH,2021-12-30T13:05:00Z,2021-12-30T14:35:00.000Z,-3.996875
06742d7131c3644a8bd227d5,R4_CHOP,2022-01-18T08:30:00.232000Z,2022-01-18T11:39:50.000Z,1.2812474620511063
V25_c1749ad41aed02c6cfb18b79,V25_CHOP,2022-01-20T09:50:00.177000Z,2022-01-20T13:31:40.000Z,5.882705291848527
cefbada4e04c0cd8f1fb14df,R2_DOWNTREND,2022-01-31T01:00:00.059000Z,2022-01-31T11:54:40.000Z,-7.516386017540328
2e4ae05c6314bef971108bcc,R2_DOWNTREND,2022-02-02T03:00:00.265000Z,2022-02-02T10:16:05.000Z,-5.103627889992934
ed880c987d51c4b35317efe1,R2_DOWNTREND,2022-03-18T16:00:00.017000Z,2022-03-20T22:00:05.000Z,8.233756018360706
23a35a1485023595f662bbc8,R3_COMPRESSION,2022-03-24T12:00:00.041000Z,2022-03-24T12:22:15.000Z,-7.323937891775888
a81160c9a1800df9c0fc1406,R3_COMPRESSION,2022-03-25T11:00:00.107000Z,2022-03-25T12:06:10.000Z,-5.77388728134719
7c92bd9521bef6b0491e63b9,R3_COMPRESSION,2022-03-28T09:00:00.022000Z,2022-03-28T12:12:20.000Z,-7.910682026174879
1167e5e2ca0b3ec475f74c2f,R4_CHOP,2022-03-28T06:00:00.048000Z,2022-03-28T12:16:15.000Z,-6.492768265730185
a79e2ea7bac4499d221f4689,R3_COMPRESSION,2022-03-28T19:00:00.111000Z,2022-03-29T19:00:05.000Z,8.820981395613444
58cbb79d0871909853e3928b,R3_COMPRESSION,2022-04-08T15:00:00.036000Z,2022-04-10T22:00:05.000Z,1.5862386211726873
8d0727d3596bd79b9821d16f,R3_COMPRESSION,2022-04-11T09:00:00.005000Z,2022-04-11T13:10:25.000Z,2.358234652480837
d3fab146e62501b9faf9d3f4,R2_DOWNTREND,2022-05-12T09:00:00.041000Z,2022-05-15T22:00:05.000Z,34.08668903898369
V25_468f918a23ce9e38ab22edf4,V25_CHOP,2022-05-30T05:00:00.923000Z,2022-05-30T08:22:30.000Z,-4.341815822720888
1e3d0ee7cb5f242b2c40c53d,R3_COMPRESSION,2022-05-31T01:00:00.197000Z,2022-05-31T02:45:05.000Z,-5.159725031136246
28fd27107a8ce2e1d0ee6503,R3_COMPRESSION,2022-05-31T15:00:00.023000Z,2022-05-31T22:00:05.000Z,6.4376148880689605
63ead0c7d09ae3d64fec5c99,R3_COMPRESSION,2022-06-01T09:00:00.073000Z,2022-06-01T12:20:05.000Z,-4.772615386473418
c26df6092461c3ea9b914dda,R3_COMPRESSION,2022-06-02T06:00:00.083000Z,2022-06-02T12:34:05.000Z,1.5384783191930502
0c5afec903e89f7cd560a024,R3_COMPRESSION,2022-06-03T07:00:00.046000Z,2022-06-03T13:31:45.000Z,1.5691894134001725
b0cba02cea2d76158c17317f,R3_COMPRESSION,2022-06-09T12:00:00.112000Z,2022-06-09T12:23:45.000Z,-3.752414006751229
3f7714268a34121e5e7687c3,R3_COMPRESSION,2022-06-10T12:00:00.142000Z,2022-06-10T12:36:40.000Z,1.9723334872401201
eb6ce10a732919416adeb261,R3_COMPRESSION,2022-06-10T14:00:00.027000Z,2022-06-10T14:25:35.000Z,-5.974937620874393
a1a64ef87b27ca6af501bc8f,R3_COMPRESSION,2022-06-10T16:00:00.033000Z,2022-06-12T22:00:05.000Z,5.92425871872599
1eeee6e673e0ab2210634e79,R3_COMPRESSION,2022-06-13T13:00:00.142000Z,2022-06-14T07:00:05.000Z,11.746334394236502
V25_cb920797a1567146e7633c88,V25_CHOP,2022-06-24T07:45:00.103000Z,2022-06-24T07:55:10.000Z,-4.452654632809495
b43ffad7697128799d211a89,R4_CHOP,2022-06-28T22:30:00.397000Z,2022-06-29T01:56:05.000Z,-4.099818807333082
V25_0475c53a73dc331b38004c62,V25_CHOP,2022-06-29T02:30:00.359000Z,2022-06-29T07:03:30.000Z,1.5396652816310192
V7_20220704T082000Z_LONG,V7_SWING_HEALTH,2022-07-04T08:20:00Z,2022-07-04T09:50:00.000Z,-3.996875
V9_BREAK_20220707T135000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-07-07T13:50:00Z,2022-07-07T14:55:00.000Z,-5.552292304769089
V9_BREAK_20220707T145500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2022-07-07T14:55:00Z,2022-07-08T14:40:00.000Z,-5.736494236533493
b130899996745de3802d4aef,R2_DOWNTREND,2022-07-07T07:00:00.108000Z,2022-07-08T14:45:05.000Z,-8.840163242497402
V9_BREAK_20220708T144500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-07-08T14:45:00Z,2022-07-08T16:00:00.000Z,-6.353341270260071
e263ed2046ddd59d2c6f1890,R2_DOWNTREND,2022-07-11T17:00:00.108000Z,2022-07-12T01:29:55.000Z,2.7111132678487895
V9_BREAK_20220712T064000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-07-12T06:40:00Z,2022-07-12T10:35:00.000Z,-4.032118055555555
V7_20220713T095500Z_SHORT,V7_SWING_HEALTH,2022-07-13T09:55:00Z,2022-07-13T11:15:00.000Z,-3.9944444444444445
V9_BREAK_20220713T134000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-07-13T13:40:00Z,2022-07-13T15:00:00.000Z,16.239556851396983
V9_BREAK_20220714T070000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2022-07-14T07:00:00Z,2022-07-14T09:35:00.000Z,6.487326388888889
V9_BREAK_20220714T093500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2022-07-14T09:35:00Z,2022-07-14T09:45:00.000Z,-4.215601801376182
V9_BREAK_20220715T123500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2022-07-15T12:35:00Z,2022-07-15T12:40:00.000Z,-4.419286742386917
V9_BREAK_20220715T131500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-07-15T13:15:00Z,2022-07-15T13:25:00.000Z,-6.933625447804608
V9_BREAK_20220718T072500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-07-18T07:25:00Z,2022-07-18T10:40:00.000Z,-4.022395833333333
V7_20220718T122000Z_LONG,V7_SWING_HEALTH,2022-07-18T12:20:00Z,2022-07-18T15:15:00.000Z,-4.017534722222223
V9_BREAK_20220719T133500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-07-19T13:35:00Z,2022-07-20T05:25:00.000Z,-4.205902777777778
V9_BREAK_20220720T133000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-07-20T13:30:00Z,2022-07-20T13:45:00.000Z,-4.116504015356264
V9_BREAK_20220721T122500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-07-21T12:25:00Z,2022-07-21T12:30:00.000Z,-4.532645810382768
1b1d10e716a5de33237f5eff,R2_DOWNTREND,2022-07-20T17:00:00.084000Z,2022-07-21T12:41:25.000Z,2.890149469379309
V9_BREAK_20220802T122500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-08-02T12:25:00Z,2022-08-02T13:25:00.000Z,-4.646742554149511
299ab8d04eb5af6b1121547e,R4_CHOP,2022-08-15T22:20:00.406000Z,2022-08-16T03:03:40.000Z,-4.814581609652947
V25_9a1ba82035834f9a8af309cf,V25_CHOP,2022-08-16T03:45:18.178000Z,2022-08-16T08:12:35.000Z,6.869720981592415
V25_c441addc8202804a173bf37e,V25_CHOP,2022-08-25T01:35:00.229000Z,2022-08-25T07:12:45.000Z,6.357756120346405
3e501db6c357ce675f0d93d2,R2_DOWNTREND,2022-09-01T11:00:00.071000Z,2022-09-01T16:01:05.000Z,1.5401355083006907
V25_2ecc9bbf92f3a7083cdf6116,V25_CHOP,2022-09-29T23:05:00.846000Z,2022-09-30T07:16:40.000Z,10.023032510572966
9b69c89d0997c808d30fa039,R2_DOWNTREND,2022-10-14T14:00:00.066000Z,2022-10-16T22:00:05.000Z,4.439835833813453
0903433dd3dd1947913a8d42,R2_DOWNTREND,2022-10-17T03:00:02.094000Z,2022-10-17T09:41:35.000Z,-8.682086883521634
V9_BREAK_20221115T123500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-11-15T12:35:00Z,2022-11-15T13:35:00.000Z,6.510416666666667
V9_BREAK_20221115T133500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2022-11-15T13:35:00Z,2022-11-15T13:55:00.000Z,9.248519956134514
V9_BREAK_20221116T065500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-11-16T06:55:00Z,2022-11-16T09:10:00.000Z,6.4921875
V9_BREAK_20221116T134000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2022-11-16T13:40:00Z,2022-11-16T20:28:55.000Z,2.0890931237268013
V9_BREAK_20221117T120500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2022-11-17T12:05:00Z,2022-11-17T13:10:00.000Z,6.509201388888889
V9_BREAK_20221117T142000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-11-17T14:20:00Z,2022-11-18T11:27:00.000Z,2.56110417182622
V9_BREAK_20221118T145500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-11-18T14:55:00Z,2022-11-18T19:40:00.000Z,-5.3281484360452716
V9_BREAK_20221121T140500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2022-11-21T14:05:00Z,2022-11-21T14:20:00.000Z,-3.9786458333333337
V25_497cdbdb8a566c35708b05ca,V25_CHOP,2022-11-25T00:15:00.342000Z,2022-11-25T04:02:10.000Z,5.4440058410349765
V25_fe60d8b6693a70a9591012a1,V25_CHOP,2022-11-25T05:30:00.240000Z,2022-11-25T06:06:40.000Z,-3.523698262450954
2022-11-28 12:45:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-11-28T12:45:00Z,2022-11-28T13:21:20.000Z,-5.45
2022-12-02 12:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-02T12:00:00Z,2022-12-02T12:30:20.000Z,-3.8299999999999996
2022-12-02 11:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-02T11:30:00Z,2022-12-02T12:30:20.000Z,-3.8099999999999996
2022-11-24 04:00:00|LONG|h4_d1_long_best_box2_atr80,R1_BOX,2022-11-24T04:00:00Z,2022-12-05T17:09:00.000Z,14.184999999999903
2022-12-08 09:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08T09:00:00Z,2022-12-08T12:33:40.000Z,6.7
2022-12-08 10:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08T10:30:00Z,2022-12-08T12:33:45.000Z,6.7
2022-12-08 10:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08T10:00:00Z,2022-12-08T12:36:25.000Z,6.71
2022-12-08 09:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08T09:30:00Z,2022-12-08T12:36:30.000Z,6.72
2022-12-08 11:15:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08T11:15:00Z,2022-12-08T13:45:05.000Z,3.4460000000001303
2022-12-08 12:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08T12:00:00Z,2022-12-08T13:45:05.000Z,2.6950000000001184
2022-12-08 13:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08T13:00:00Z,2022-12-08T13:45:05.000Z,0.2859999999998113
2022-12-09 09:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-09T09:00:00Z,2022-12-09T11:28:40.000Z,8.059999999999999
2022-12-09 11:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-09T11:00:00Z,2022-12-09T12:30:40.000Z,-8.55
2022-12-08 14:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08T14:00:00Z,2022-12-09T19:10:05.000Z,6.976000000000031
2022-12-08 14:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08T14:30:00Z,2022-12-09T19:10:05.000Z,6.365999999999904
2022-12-09 10:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-09T10:00:00Z,2022-12-09T19:10:05.000Z,3.8260000000000405
2022-12-09 14:45:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-09T14:45:00Z,2022-12-09T19:10:05.000Z,-1.493999999999942
b3db05c2420ab94a15692780,R4_CHOP,2022-12-11T23:30:00.074000Z,2022-12-12T01:06:25.000Z,-5.346788011702428
2022-12-14 14:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-14T14:30:00Z,2022-12-14T17:25:45.000Z,-4.58
2022-12-14 13:45:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-14T13:45:00Z,2022-12-14T17:26:05.000Z,-4.88
2022-12-14 13:15:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-14T13:15:00Z,2022-12-14T18:00:15.000Z,-6.16
2022-12-13 16:00:00|LONG|h4_d1_long_best_box2_atr80,R1_BOX,2022-12-13T16:00:00Z,2022-12-15T07:30:20.000Z,-31.53
2022-12-19 12:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-19T12:30:00Z,2022-12-19T13:39:40.000Z,-3.8299999999999996
2022-12-19 14:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-19T14:00:00Z,2022-12-19T14:46:35.000Z,-4.37
V25_bd448118f9a25be389195d4d,V25_CHOP,2022-12-20T09:05:00.437000Z,2022-12-20T12:50:25.000Z,-4.95712548288961
2022-12-19 08:00:00|LONG|h4_d1_long_best_box2_atr80,R1_BOX,2022-12-19T08:00:00Z,2022-12-21T12:30:50.000Z,19.34300000000013
2022-12-20 13:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-20T13:00:00Z,2022-12-21T12:30:50.000Z,11.893000000000047
2022-12-21 09:15:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-21T09:15:00Z,2022-12-21T12:30:50.000Z,-2.226999999999907
2022-12-21 11:45:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-21T11:45:00Z,2022-12-21T12:30:50.000Z,-0.1070000000000162
2022-12-21 12:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-21T12:00:00Z,2022-12-21T12:30:50.000Z,-1.0469999999999704
2022-12-21 12:15:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-21T12:15:00Z,2022-12-21T12:30:50.000Z,-1.2069999999999252
2022-12-21 12:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-21T12:30:00Z,2022-12-21T12:30:50.000Z,-1.0769999999998525
2022-12-22 12:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-22T12:00:00Z,2022-12-22T12:31:40.000Z,-5.12
2022-12-27 13:45:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-27T13:45:00Z,2022-12-27T14:27:40.000Z,12.6
2022-12-27 14:15:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-27T14:15:00Z,2022-12-27T17:55:30.000Z,9.171999999999843
2022-12-27 14:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-27T14:30:00Z,2022-12-27T17:55:30.000Z,7.4220000000000965
V7_20221228T091500Z_LONG,V7_SWING_HEALTH,2022-12-28T09:15:00Z,2022-12-28T14:50:00.000Z,6.443576388888888
2022-12-29 13:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-29T13:30:00Z,2022-12-30T10:30:05.000Z,6.571999999999843
2022-12-29 13:45:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-29T13:45:00Z,2022-12-30T10:30:05.000Z,3.1199999999998553
2022-12-30 10:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-30T10:30:00Z,2022-12-30T10:30:05.000Z,-0.5099999999999092
V7_20221230T072500Z_SHORT,V7_SWING_HEALTH,2022-12-30T07:25:00Z,2022-12-30T10:35:00.000Z,6.4788194444444445
V7_20221230T105000Z_SHORT,V7_SWING_HEALTH,2022-12-30T10:50:00Z,2022-12-30T11:40:00.000Z,-3.987152777777778
2022-12-30 12:45:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-30T12:45:00Z,2022-12-30T14:05:30.000Z,-6.28
2022-12-30 11:15:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-30T11:15:00Z,2022-12-30T14:05:40.000Z,-4.59
2022-12-30 14:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-30T14:30:00Z,2023-01-02T22:05:40.000Z,9.969999999999999
2023-01-03 11:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2023-01-03T11:00:00Z,2023-01-03T12:20:40.000Z,6.7
2023-01-03 11:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2023-01-03T11:30:00Z,2023-01-03T13:37:20.000Z,10.18
2023-01-03 13:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2023-01-03T13:30:00Z,2023-01-03T14:28:20.000Z,-8.040000000000001
2023-01-03 12:15:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2023-01-03T12:15:00Z,2023-01-03T14:34:30.000Z,-7.17
V9_BREAK_20230104T123000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2023-01-04T12:30:00Z,2023-01-04T13:55:00.000Z,6.504340277777778
V9_BREAK_20230104T141500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2023-01-04T14:15:00Z,2023-01-04T15:15:00.000Z,8.30056742607087
2023-01-04 14:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2023-01-04T14:30:00Z,2023-01-04T18:03:45.000Z,-8.74
V7_20230105T012500Z_SHORT,V7_SWING_HEALTH,2023-01-05T01:25:00Z,2023-01-05T08:00:00.000Z,6.428993055555555
V9_BREAK_20230105T071000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2023-01-05T07:10:00Z,2023-01-05T08:45:00.000Z,6.501909722222222
V7_20230106T064000Z_SHORT,V7_SWING_HEALTH,2023-01-06T06:40:00Z,2023-01-06T13:35:00.000Z,-4.0758680555555555
V7_20230110T084500Z_SHORT,V7_SWING_HEALTH,2023-01-10T08:45:00Z,2023-01-10T09:10:00.000Z,-3.981076388888889
2023-01-10 10:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2023-01-10T10:30:00Z,2023-01-10T11:17:45.000Z,-3.82
2023-01-10 09:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2023-01-10T09:00:00Z,2023-01-10T11:24:40.000Z,-4.92
2023-01-10 10:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2023-01-10T10:00:00Z,2023-01-10T11:37:40.000Z,-3.8099999999999996
2023-01-10 13:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2023-01-10T13:00:00Z,2023-01-10T14:13:05.000Z,6.71
V7_20230110T091000Z_SHORT,V7_SWING_HEALTH,2023-01-10T09:10:00Z,2023-01-10T14:20:00.000Z,-4.050347222222222
V7_20230111T111500Z_SHORT,V7_SWING_HEALTH,2023-01-11T11:15:00Z,2023-01-11T12:20:00.000Z,6.509201388888889
2023-01-10 14:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2023-01-10T14:00:00Z,2023-01-11T14:37:30.000Z,-8.41
2023-01-10 13:15:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2023-01-10T13:15:00Z,2023-01-11T14:37:40.000Z,-6.97
V7_20230111T124500Z_LONG,V7_SWING_HEALTH,2023-01-11T12:45:00Z,2023-01-11T14:40:00.000Z,-4.0029513888888895
2023-01-03 04:00:00|LONG|h4_d1_long_best_box2_atr80,R1_BOX,2023-01-03T04:00:00Z,2023-01-12T12:35:30.000Z,53.760000000000005
V9_BREAK_20230113T071000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2023-01-13T07:10:00Z,2023-01-13T08:15:00.000Z,6.509201388888889
V7_20230112T151500Z_LONG,V7_SWING_HEALTH,2023-01-12T15:15:00Z,2023-01-13T08:20:00.000Z,17.03897834398125
V9_BREAK_20230113T084000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2023-01-13T08:40:00Z,2023-01-13T12:30:00.000Z,7.516343996984232
2023-01-13 13:15:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2023-01-13T13:15:00Z,2023-01-13T17:39:30.000Z,17.98
V9_BREAK_20230116T010000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2023-01-16T01:00:00Z,2023-01-16T02:50:00.000Z,6.498263888888888
