year,baseline_trades,challenger_trades,baseline_net_pnl_usd,challenger_net_pnl_usd,delta_pnl_usd
2021,230,227,165.92842872914736,172.70350866007365,6.775079930926296
2022,110,109,57.11887127926752,61.51681215987459,4.397940880607067
2023,242,238,341.959366499673,342.85085550061433,0.8914890009413057
2024,326,322,731.5260613265943,709.6321592116932,-21.893902114901152
2025,350,348,1167.0903446200266,1250.9414347827455,83.85109016271895
2026,132,131,1139.9422811173051,1198.8224611426856,58.88018002538047
