attempt_no,policy_id,mechanic,parameters_json,trades,calendar_weekdays,trades_per_source_day,stress_net_r,stress_pf,average_stress_r,positive_month_share,closed_drawdown_r,top_winners_removed_stress_net_r,block_pvalue,profitable_segments,worst_segment_pf,current_account_feasible_share,long_trades,short_trades,fdr_qvalue,gate_checks_json,gate_pass,segment_metrics_json
120001,f28d03b213101a52,GVZ_HIGH_BREAKOUT,"{""breakout_buffer_atr"":0.0,""channel_bars"":3,""compression_max"":99.0,""confirmation_min_atr"":0.0,""hold_hours"":4,""impulse_hours"":6,""impulse_min_atr"":0.0,""lookback"":60,""session"":""BOTH"",""state_threshold_z"":0.5,""stop_atr"":0.6,""target_r"":1.5}",158,652,0.24233128834355827,-47.037049653316174,0.603648482261951,-0.2977028459070644,0.13333333333333333,47.037049653316174,-53.849584687994806,1.0,0,0.45992007614307256,1.0,70,88,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-10.695986984703504,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.6996270749786744,""trades"":49},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-17.167974111064083,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.6390673858379724,""trades"":65},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-19.17308855754859,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.45992007614307256,""trades"":44}]"
120002,0f7121b1968de97a,GVZ_HIGH_BREAKOUT,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""compression_max"":1.25,""confirmation_min_atr"":0.0,""hold_hours"":8,""impulse_hours"":6,""impulse_min_atr"":0.0,""lookback"":60,""session"":""BOTH"",""state_threshold_z"":0.0,""stop_atr"":0.8,""target_r"":1.5}",126,652,0.19325153374233128,-54.76914970080146,0.47645743133269247,-0.43467579127620204,0.06666666666666667,56.31410665610857,-61.4862853694127,1.0,0,0.3693912401482142,1.0,55,71,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-17.94815300586454,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.3693912401482142,""trades"":32},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-17.05593923001576,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.5609074251147882,""trades"":49},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-19.76505746492117,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.47021029887186644,""trades"":45}]"
120003,878dd811ff344ad7,GVZ_HIGH_BREAKOUT,"{""breakout_buffer_atr"":0.05,""channel_bars"":6,""compression_max"":99.0,""confirmation_min_atr"":0.0,""hold_hours"":2,""impulse_hours"":6,""impulse_min_atr"":0.0,""lookback"":120,""session"":""BOTH"",""state_threshold_z"":0.0,""stop_atr"":0.8,""target_r"":1.0}",220,652,0.3374233128834356,-83.42873694381669,0.4112526043876572,-0.37922153156280314,0.1,84.2674752195621,-87.66068620336199,1.0,0,0.262584201313787,0.9954545454545455,95,125,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-27.221751536556816,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.262584201313787,""trades"":50},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-30.339075705013723,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.41339216394744827,""trades"":79},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-25.86790970224615,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.5125783077475589,""trades"":91}]"
120004,f13f9d8c9b82acde,GVZ_HIGH_BREAKOUT,"{""breakout_buffer_atr"":0.05,""channel_bars"":3,""compression_max"":1.25,""confirmation_min_atr"":0.0,""hold_hours"":8,""impulse_hours"":6,""impulse_min_atr"":0.0,""lookback"":120,""session"":""BOTH"",""state_threshold_z"":0.5,""stop_atr"":1.25,""target_r"":1.25}",95,652,0.14570552147239263,-4.934766021266379,0.9068003123966215,-0.05194490548701451,0.16666666666666666,12.063832241931124,-10.577452619525456,1.0,2,0.7395158379451865,1.0,48,47,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":0.19428026025942557,""profitable"":true,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":1.0223003669578448,""trades"":16},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":2.3844759567515297,""profitable"":true,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":1.1549177307216156,""trades"":33},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-7.513522238277336,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.7395158379451865,""trades"":46}]"
120005,3f99ecbd961ad054,GVZ_HIGH_BREAKOUT,"{""breakout_buffer_atr"":0.05,""channel_bars"":6,""compression_max"":99.0,""confirmation_min_atr"":0.0,""hold_hours"":2,""impulse_hours"":6,""impulse_min_atr"":0.0,""lookback"":60,""session"":""BOTH"",""state_threshold_z"":0.5,""stop_atr"":1.25,""target_r"":1.0}",215,652,0.32975460122699385,-55.233469908789615,0.4433765543738413,-0.25689986004088194,0.1,55.23346990878965,-59.69878384922791,1.0,0,0.2827534529476381,0.9813953488372092,95,120,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-18.122621258492384,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.2827534529476381,""trades"":50},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-14.932369463926165,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.5613382246803448,""trades"":80},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-22.178479186371074,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.44445243938891027,""trades"":85}]"
120006,0792450aa6b4ca53,GVZ_HIGH_BREAKOUT,"{""breakout_buffer_atr"":0.1,""channel_bars"":3,""compression_max"":99.0,""confirmation_min_atr"":0.0,""hold_hours"":8,""impulse_hours"":6,""impulse_min_atr"":0.0,""lookback"":20,""session"":""LONDON"",""state_threshold_z"":0.0,""stop_atr"":1.0,""target_r"":1.25}",200,652,0.3067484662576687,-66.9403788227645,0.5395151924371673,-0.3347018941138225,0.2,69.09040923303363,-72.61156826409919,1.0,0,0.4539584383729381,0.995,83,117,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-19.360099344488653,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.47637180131457374,""trades"":49},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-16.5597877203498,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.6789905312630955,""trades"":78},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-31.02049175792604,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.4539584383729381,""trades"":73}]"
120007,fff0e4919036e022,GVZ_HIGH_BREAKOUT,"{""breakout_buffer_atr"":0.0,""channel_bars"":12,""compression_max"":99.0,""confirmation_min_atr"":0.0,""hold_hours"":2,""impulse_hours"":6,""impulse_min_atr"":0.0,""lookback"":20,""session"":""BOTH"",""state_threshold_z"":0.0,""stop_atr"":0.8,""target_r"":1.5}",244,652,0.37423312883435583,-93.34010318034956,0.43165192846249983,-0.3825414064768424,0.1,93.34010318034956,-100.06850247054226,1.0,0,0.34305301910957453,0.9959016393442623,104,140,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-30.018887490806733,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.34305301910957453,""trades"":60},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-29.340263174905886,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.5146493589969969,""trades"":91},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-33.98095251463693,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.4149718928588009,""trades"":93}]"
120008,e68d5129ca9e611b,GVZ_HIGH_BREAKOUT,"{""breakout_buffer_atr"":0.0,""channel_bars"":24,""compression_max"":99.0,""confirmation_min_atr"":0.0,""hold_hours"":8,""impulse_hours"":6,""impulse_min_atr"":0.0,""lookback"":20,""session"":""BOTH"",""state_threshold_z"":0.0,""stop_atr"":1.25,""target_r"":1.25}",75,652,0.11503067484662577,-7.83539419447069,0.8276900897558509,-0.10447192259294254,0.23333333333333334,11.707781388417686,-13.366892662289231,1.0,1,0.636860148698399,1.0,38,37,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":3.8723871939469925,""profitable"":true,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":1.5606415034161634,""trades"":16},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-4.332636136596477,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.762676421503899,""trades"":29},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-7.3751452518212055,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.636860148698399,""trades"":30}]"
120009,9cf35a8b595747e5,GVZ_HIGH_BREAKOUT,"{""breakout_buffer_atr"":0.1,""channel_bars"":6,""compression_max"":1.25,""confirmation_min_atr"":0.0,""hold_hours"":8,""impulse_hours"":6,""impulse_min_atr"":0.0,""lookback"":20,""session"":""BOTH"",""state_threshold_z"":0.5,""stop_atr"":0.6,""target_r"":1.25}",40,652,0.06134969325153374,-9.5338982813133,0.6504603084544539,-0.2383474570328325,0.2,12.588190386885683,-14.625753676959802,1.0,1,0.2353045976130489,1.0,18,22,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-6.655106215977494,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.2353045976130489,""trades"":9},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-3.356715273470463,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.7262365638087861,""trades"":19},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":0.47792320813465783,""profitable"":true,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":1.0757254937525846,""trades"":12}]"
120010,4ffb24e6eb70d56e,GVZ_HIGH_BREAKOUT,"{""breakout_buffer_atr"":0.05,""channel_bars"":3,""compression_max"":99.0,""confirmation_min_atr"":0.0,""hold_hours"":4,""impulse_hours"":6,""impulse_min_atr"":0.0,""lookback"":120,""session"":""BOTH"",""state_threshold_z"":0.5,""stop_atr"":1.0,""target_r"":1.25}",173,652,0.26533742331288346,-41.727933836406955,0.5983296996897676,-0.24120192969021362,0.13333333333333333,45.3059768455004,-47.38738226531581,1.0,0,0.38799924862279817,1.0,78,95,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-2.456641724842526,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.8588612685028674,""trades"":34},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-6.071909378237788,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.8116237195679591,""trades"":60},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-33.19938273332666,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.38799924862279817,""trades"":79}]"
