timestamp_utc,timestamp_broker,symbol,candidate,candidate_family,candidate_status,would_signal,signal_direction,signal_stage,intended_entry_price,intended_stop_loss,intended_take_profit,stop_distance_points,stop_distance_price,bid,ask,spread_points,spread_price,point_size,digits,estimated_entry_spread_R,estimated_slippage_R,estimated_total_cost_R,estimated_gross_edge_R,estimated_net_edge_R,cost_gate_status,session_label,hour_utc,is_rollover_window,tick_fresh,seconds_since_tick,server_time_status,reason_blocked,source_file,source_kind
2026-05-29 10:14:58,2026-05-29 10:15:02,EURUSD,breakout_retest,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,1.16427,1.16381,1.16496,46.1200,0.0005,1.16447,1.16454,7.0000,0.0001,0.00000997,5,0.1518,0.0000,0.1518,0.5116,0.3598,COST_OK_ACCEPTABLE,LONDON,10,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_breakout_retest_eurusd.csv,passive_demo_observer_attachment_log
2026-05-29 10:14:58,2026-05-29 10:15:02,EURUSD,swing_breakout_retest_v0,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,1.16427,1.16381,1.16496,46.1200,0.0005,1.16446,1.16453,7.0000,0.0001,0.00000997,5,0.1518,0.0000,0.1518,0.5116,0.3598,COST_OK_ACCEPTABLE,LONDON,10,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_swing_breakout_retest_v0_eurusd.csv,passive_demo_observer_attachment_log
2026-05-29 10:24:56,2026-05-29 10:25:00,XAUUSD,breakout_retest,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,4530.08,4524.94,4537.80,514.4900,5.1400,4527.30,4527.80,50.0000,0.4995,0.00999048,2,0.0972,0.0000,0.0972,0.5116,0.4144,COST_OK_STRONG,LONDON,10,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_breakout_retest_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 10:24:56,2026-05-29 10:25:00,XAUUSD,swing_breakout_retest_v0,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,4530.08,4524.94,4537.80,514.4900,5.1400,4527.30,4527.80,50.0000,0.4995,0.00999048,2,0.0972,0.0000,0.0972,0.5116,0.4144,COST_OK_STRONG,LONDON,10,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_swing_breakout_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 10:29:56,2026-05-29 10:30:00,XAUUSD,breakout_retest,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,4527.63,4525.35,4531.05,227.8000,2.2800,4530.21,4530.96,75.0000,0.7507,0.01000878,2,0.3292,0.0000,0.3292,0.5116,0.1824,COST_BLOCK,LONDON,10,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_breakout_retest_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 10:29:56,2026-05-29 10:30:00,XAUUSD,swing_breakout_retest_v0,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,4527.63,4525.35,4531.05,227.8000,2.2800,4530.25,4531.00,75.0000,0.7507,0.01000878,2,0.3292,0.0000,0.3292,0.5116,0.1824,COST_BLOCK,LONDON,10,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_swing_breakout_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 10:34:56,2026-05-29 10:35:00,XAUUSD,round_number_retest_v0,breakout_retest_family,PROVISIONAL,true,LONG,WOULD_SIGNAL,4530.82,4526.72,4536.98,410.3900,4.1000,4538.82,4539.32,50.0000,0.4995,0.00999050,2,0.1218,0.0000,0.1218,0.5116,0.3898,COST_OK_STRONG,LONDON,10,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_round_number_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 10:34:56,2026-05-29 10:35:00,XAUUSD,symbol_normalized_round_retest_v0,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,4530.82,4526.72,4536.98,410.3900,4.1000,4538.82,4539.32,50.0000,0.4995,0.00999050,2,0.1218,0.0000,0.1218,0.5116,0.3898,COST_OK_STRONG,LONDON,10,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_symbol_normalized_round_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 10:49:56,2026-05-29 10:50:00,XAUUSD,round_number_retest_v0,breakout_retest_family,PROVISIONAL,true,SHORT,WOULD_SIGNAL,4536.14,4542.51,4526.58,637.1600,6.3700,4536.96,4537.71,75.0000,0.7498,0.00999749,2,0.1177,0.0000,0.1177,0.5116,0.3939,COST_OK_STRONG,LONDON,10,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_round_number_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 10:49:56,2026-05-29 10:50:00,XAUUSD,symbol_normalized_round_retest_v0,breakout_retest_family,ACCEPTED,true,SHORT,WOULD_SIGNAL,4536.14,4542.51,4526.58,637.1600,6.3700,4536.96,4537.71,75.0000,0.7498,0.00999749,2,0.1177,0.0000,0.1177,0.5116,0.3939,COST_OK_STRONG,LONDON,10,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_symbol_normalized_round_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 10:54:56,2026-05-29 10:55:00,XAUUSD,round_number_retest_v0,breakout_retest_family,PROVISIONAL,true,SHORT,WOULD_SIGNAL,4536.14,4541.36,4528.31,521.8400,5.2200,4536.55,4537.05,50.0000,0.5002,0.01000307,2,0.0958,0.0000,0.0958,0.5116,0.4158,COST_OK_STRONG,LONDON,10,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_round_number_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 10:54:56,2026-05-29 10:55:00,XAUUSD,symbol_normalized_round_retest_v0,breakout_retest_family,ACCEPTED,true,SHORT,WOULD_SIGNAL,4536.14,4541.36,4528.31,521.8400,5.2200,4536.51,4537.01,50.0000,0.5002,0.01000307,2,0.0958,0.0000,0.0958,0.5116,0.4158,COST_OK_STRONG,LONDON,10,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_symbol_normalized_round_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 11:09:56,2026-05-29 11:10:00,XAUUSD,round_number_retest_v0,breakout_retest_family,PROVISIONAL,true,SHORT,WOULD_SIGNAL,4535.45,4540.69,4527.59,523.9200,5.2400,4531.92,4532.42,50.0000,0.5001,0.01000153,2,0.0954,0.0000,0.0954,0.5116,0.4162,COST_OK_STRONG,LONDON,11,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_round_number_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 11:09:56,2026-05-29 11:10:00,XAUUSD,symbol_normalized_round_retest_v0,breakout_retest_family,ACCEPTED,true,SHORT,WOULD_SIGNAL,4535.45,4540.69,4527.59,523.9200,5.2400,4531.92,4532.42,50.0000,0.5001,0.01000153,2,0.0954,0.0000,0.0954,0.5116,0.4162,COST_OK_STRONG,LONDON,11,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_symbol_normalized_round_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 11:34:56,2026-05-29 11:35:00,XAUUSD,round_number_retest_v0,breakout_retest_family,PROVISIONAL,true,SHORT,WOULD_SIGNAL,4526.73,4532.25,4518.45,552.0900,5.5200,4527.01,4527.51,50.0000,0.4999,0.00999837,2,0.0906,0.0000,0.0906,0.5116,0.4210,COST_OK_STRONG,LONDON,11,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_round_number_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 11:34:56,2026-05-29 11:35:00,XAUUSD,symbol_normalized_round_retest_v0,breakout_retest_family,ACCEPTED,true,SHORT,WOULD_SIGNAL,4526.73,4532.25,4518.45,552.0900,5.5200,4527.01,4527.51,50.0000,0.4999,0.00999837,2,0.0906,0.0000,0.0906,0.5116,0.4210,COST_OK_STRONG,LONDON,11,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_symbol_normalized_round_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 12:00:00,2026-05-29 12:00:00,XAUUSD,round_number_retest_v0,breakout_retest_family,PROVISIONAL,true,LONG,WOULD_SIGNAL,4534.91,4526.89,4546.94,801.9100,8.0200,4538.36,4538.86,50.0000,0.5001,0.01000112,2,0.0624,0.0000,0.0624,0.5116,0.4492,COST_OK_STRONG,LONDON,12,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_round_number_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 12:00:00,2026-05-29 12:00:00,XAUUSD,symbol_normalized_round_retest_v0,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,4534.91,4526.89,4546.94,801.9100,8.0200,4538.36,4538.86,50.0000,0.5001,0.01000112,2,0.0624,0.0000,0.0624,0.5116,0.4492,COST_OK_STRONG,LONDON,12,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_symbol_normalized_round_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 12:15:00,2026-05-29 12:15:00,XAUUSD,round_number_retest_v0,breakout_retest_family,PROVISIONAL,true,SHORT,WOULD_SIGNAL,4527.09,4530.85,4521.45,376.0900,3.7600,4528.22,4528.72,50.0000,0.4999,0.00999761,2,0.1329,0.0000,0.1329,0.5116,0.3787,COST_OK_STRONG,LONDON,12,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_round_number_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 12:15:00,2026-05-29 12:15:00,XAUUSD,symbol_normalized_round_retest_v0,breakout_retest_family,ACCEPTED,true,SHORT,WOULD_SIGNAL,4527.09,4530.85,4521.45,376.0900,3.7600,4528.22,4528.72,50.0000,0.4999,0.00999761,2,0.1329,0.0000,0.1329,0.5116,0.3787,COST_OK_STRONG,LONDON,12,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_symbol_normalized_round_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 12:20:00,2026-05-29 12:20:00,EURUSD,breakout_retest,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,1.16469,1.16424,1.16537,45.1000,0.0005,1.16463,1.16470,7.0000,0.0001,0.00000998,5,0.1552,0.0000,0.1552,0.5116,0.3564,COST_OK_ACCEPTABLE,LONDON,12,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_breakout_retest_eurusd.csv,passive_demo_observer_attachment_log
2026-05-29 12:20:00,2026-05-29 12:20:00,EURUSD,swing_breakout_retest_v0,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,1.16469,1.16424,1.16537,45.1000,0.0005,1.16462,1.16469,7.0000,0.0001,0.00000998,5,0.1552,0.0000,0.1552,0.5116,0.3564,COST_OK_ACCEPTABLE,LONDON,12,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_swing_breakout_retest_v0_eurusd.csv,passive_demo_observer_attachment_log
2026-05-29 12:30:00,2026-05-29 12:30:00,XAUUSD,round_number_retest_v0,breakout_retest_family,PROVISIONAL,true,SHORT,WOULD_SIGNAL,4519.78,4530.72,4503.38,1093.6400,10.9400,4522.28,4522.78,50.0000,0.5002,0.01000329,2,0.0457,0.0000,0.0457,0.5116,0.4659,COST_OK_STRONG,LONDON,12,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_round_number_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 12:30:00,2026-05-29 12:30:00,XAUUSD,symbol_normalized_round_retest_v0,breakout_retest_family,ACCEPTED,true,SHORT,WOULD_SIGNAL,4519.78,4530.72,4503.38,1093.6400,10.9400,4522.28,4522.78,50.0000,0.5002,0.01000329,2,0.0457,0.0000,0.0457,0.5116,0.4659,COST_OK_STRONG,LONDON,12,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_symbol_normalized_round_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 12:30:01,2026-05-29 12:30:01,EURUSD,breakout_retest,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,1.16465,1.16445,1.16495,20.0100,0.0002,1.16463,1.16470,7.0000,0.0001,0.00001000,5,0.3498,0.0000,0.3498,0.5116,0.1618,COST_BLOCK,LONDON,12,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_breakout_retest_eurusd.csv,passive_demo_observer_attachment_log
2026-05-29 12:30:01,2026-05-29 12:30:01,EURUSD,swing_breakout_retest_v0,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,1.16465,1.16445,1.16495,20.0100,0.0002,1.16463,1.16470,7.0000,0.0001,0.00001000,5,0.3498,0.0000,0.3498,0.5116,0.1618,COST_BLOCK,LONDON,12,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_swing_breakout_retest_v0_eurusd.csv,passive_demo_observer_attachment_log
2026-05-29 12:40:00,2026-05-29 12:40:00,XAUUSD,breakout_retest,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,4523.33,4514.20,4537.03,913.1300,9.1300,4517.15,4517.65,50.0000,0.4999,0.00999858,2,0.0548,0.0000,0.0548,0.5116,0.4568,COST_OK_STRONG,LONDON,12,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_breakout_retest_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 12:50:03,2026-05-29 12:50:03,EURUSD,breakout_retest,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,1.16456,1.16437,1.16485,19.2400,0.0002,1.16457,1.16464,7.0000,0.0001,0.00000988,5,0.3638,0.0000,0.3638,0.5116,0.1478,COST_BLOCK,LONDON,12,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_breakout_retest_eurusd.csv,passive_demo_observer_attachment_log
2026-05-29 12:50:03,2026-05-29 12:50:03,EURUSD,swing_breakout_retest_v0,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,1.16456,1.16437,1.16485,19.2400,0.0002,1.16457,1.16464,7.0000,0.0001,0.00000988,5,0.3638,0.0000,0.3638,0.5116,0.1478,COST_BLOCK,LONDON,12,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_swing_breakout_retest_v0_eurusd.csv,passive_demo_observer_attachment_log
2026-05-29 13:00:00,2026-05-29 13:00:00,EURUSD,breakout_retest,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,1.16473,1.16442,1.16520,31.1000,0.0003,1.16487,1.16494,7.0000,0.0001,0.00000997,5,0.2251,0.0000,0.2251,0.5116,0.2865,COST_WARN,NEW_YORK,13,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_breakout_retest_eurusd.csv,passive_demo_observer_attachment_log
2026-05-29 13:00:00,2026-05-29 13:00:00,XAUUSD,breakout_retest,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,4519.85,4513.53,4529.32,631.5600,6.3200,4523.23,4523.73,50.0000,0.5003,0.01000697,2,0.0792,0.0000,0.0792,0.5116,0.4324,COST_OK_STRONG,NEW_YORK,13,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_breakout_retest_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 13:00:00,2026-05-29 13:00:00,EURUSD,swing_breakout_retest_v0,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,1.16473,1.16442,1.16520,31.1000,0.0003,1.16487,1.16494,7.0000,0.0001,0.00000997,5,0.2251,0.0000,0.2251,0.5116,0.2865,COST_WARN,NEW_YORK,13,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_swing_breakout_retest_v0_eurusd.csv,passive_demo_observer_attachment_log
2026-05-29 13:05:00,2026-05-29 13:05:00,XAUUSD,breakout_retest,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,4523.79,4515.82,4535.75,797.3900,7.9700,4523.98,4524.73,75.0000,0.7496,0.00999511,2,0.0941,0.0000,0.0941,0.5116,0.4175,COST_OK_STRONG,NEW_YORK,13,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_breakout_retest_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 13:05:00,2026-05-29 13:05:00,XAUUSD,round_number_retest_v0,breakout_retest_family,PROVISIONAL,true,LONG,WOULD_SIGNAL,4523.79,4515.82,4535.75,797.3900,7.9700,4523.98,4524.73,75.0000,0.7496,0.00999511,2,0.0941,0.0000,0.0941,0.5116,0.4175,COST_OK_STRONG,NEW_YORK,13,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_round_number_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 13:05:00,2026-05-29 13:05:00,XAUUSD,session_extreme_retest_v0,breakout_retest_family,PROVISIONAL,true,LONG,WOULD_SIGNAL,4523.79,4515.82,4535.75,797.3900,7.9700,4523.98,4524.73,75.0000,0.7496,0.00999511,2,0.0941,0.0000,0.0941,0.5116,0.4175,COST_OK_STRONG,NEW_YORK,13,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_session_extreme_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 13:05:00,2026-05-29 13:05:00,XAUUSD,symbol_normalized_round_retest_v0,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,4523.79,4515.82,4535.75,797.3900,7.9700,4523.98,4524.73,75.0000,0.7496,0.00999511,2,0.0941,0.0000,0.0941,0.5116,0.4175,COST_OK_STRONG,NEW_YORK,13,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_symbol_normalized_round_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 13:10:00,2026-05-29 13:10:00,XAUUSD,round_number_retest_v0,breakout_retest_family,PROVISIONAL,true,LONG,WOULD_SIGNAL,4525.33,4516.24,4538.97,909.0000,9.0900,4525.55,4526.05,50.0000,0.5000,0.01000000,2,0.0550,0.0000,0.0550,0.5116,0.4566,COST_OK_STRONG,NEW_YORK,13,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_round_number_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 13:10:00,2026-05-29 13:10:00,XAUUSD,session_extreme_retest_v0,breakout_retest_family,PROVISIONAL,true,LONG,WOULD_SIGNAL,4525.33,4516.24,4538.97,909.0000,9.0900,4525.55,4526.05,50.0000,0.5000,0.01000000,2,0.0550,0.0000,0.0550,0.5116,0.4566,COST_OK_STRONG,NEW_YORK,13,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_session_extreme_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 13:10:00,2026-05-29 13:10:00,XAUUSD,symbol_normalized_round_retest_v0,breakout_retest_family,ACCEPTED,true,LONG,WOULD_SIGNAL,4525.33,4516.24,4538.97,909.0000,9.0900,4525.55,4526.05,50.0000,0.5000,0.01000000,2,0.0550,0.0000,0.0550,0.5116,0.4566,COST_OK_STRONG,NEW_YORK,13,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_symbol_normalized_round_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 13:15:00,2026-05-29 13:15:00,XAUUSD,breakout_retest,breakout_retest_family,ACCEPTED,true,SHORT,WOULD_SIGNAL,4520.19,4527.30,4509.53,710.8400,7.1100,4522.70,4523.45,75.0000,0.7502,0.01000225,2,0.1055,0.0000,0.1055,0.5116,0.4061,COST_OK_STRONG,NEW_YORK,13,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_breakout_retest_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 13:15:00,2026-05-29 13:15:00,XAUUSD,swing_breakout_retest_v0,breakout_retest_family,ACCEPTED,true,SHORT,WOULD_SIGNAL,4520.19,4527.30,4509.53,710.8400,7.1100,4522.70,4523.45,75.0000,0.7502,0.01000225,2,0.1055,0.0000,0.1055,0.5116,0.4061,COST_OK_STRONG,NEW_YORK,13,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_swing_breakout_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 13:20:01,2026-05-29 13:20:01,XAUUSD,round_number_retest_v0,breakout_retest_family,PROVISIONAL,true,SHORT,WOULD_SIGNAL,4520.72,4526.16,4512.56,543.8600,5.4400,4522.48,4523.23,75.0000,0.7502,0.01000257,2,0.1379,0.0000,0.1379,0.5116,0.3737,COST_OK_STRONG,NEW_YORK,13,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_round_number_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
2026-05-29 13:20:01,2026-05-29 13:20:01,XAUUSD,symbol_normalized_round_retest_v0,breakout_retest_family,ACCEPTED,true,SHORT,WOULD_SIGNAL,4520.72,4526.16,4512.56,543.8600,5.4400,4522.48,4523.23,75.0000,0.7502,0.01000257,2,0.1379,0.0000,0.1379,0.5116,0.3737,COST_OK_STRONG,NEW_YORK,13,false,true,0,PASSIVE_OBSERVER_IMPORTED,,experimental_demo_attachment_log_symbol_normalized_round_retest_v0_xauusd.csv,passive_demo_observer_attachment_log
