entry_time,entry_date,entry_hour,entry_session,direction,entry_deal,volume,entry_price,entry_comment,exit_time,exit_date,exit_hour,exit_session,date,hour,session,exit_deal,exit_price,profit_aed,balance,exit_comment
2022.07.01 00:10:00,2022-07-01,0,night,SHORT,2,0.01,1805.99,A1_M5_MOM_LOWER_HIGH,2022.07.01 05:36:37,2022-07-01,5,night,2022-07-01,0,night,3,1798.94,7.05,1007.05,tp 1798.99
2022.07.01 05:40:00,2022-07-01,5,night,SHORT,4,0.01,1795.58,A1_M5_MOM_LOWER_HIGH,2022.07.01 14:17:24,2022-07-01,14,afternoon,2022-07-01,5,night,5,1803.44,-7.86,999.19,sl 1803.43
2022.07.04 11:00:00,2022-07-04,11,morning,SHORT,6,0.01,1804.08,A1_M5_MOM_LOWER_HIGH,2022.07.04 11:19:34,2022-07-04,11,morning,2022-07-04,11,morning,7,1807.63,-3.55,995.64,sl 1807.58
2022.07.04 12:00:00,2022-07-04,12,afternoon,SHORT,8,0.01,1805.34,A1_M5_MOM_LOWER_HIGH,2022.07.04 12:25:40,2022-07-04,12,afternoon,2022-07-04,12,afternoon,9,1808.87,-3.53,992.11,sl 1808.84
2022.07.05 09:50:00,2022-07-05,9,morning,SHORT,10,0.01,1802.84,A1_M5_MOM_LOWER_HIGH,2022.07.05 13:09:40,2022-07-05,13,afternoon,2022-07-05,9,morning,11,1795.83,7.01,999.12,tp 1795.84
2022.07.05 13:30:00,2022-07-05,13,afternoon,SHORT,12,0.01,1793.72,A1_M5_MOM_LOWER_HIGH,2022.07.05 14:05:17,2022-07-05,14,afternoon,2022-07-05,13,afternoon,13,1775.33,18.39,1017.51,tp 1775.34
2022.07.05 14:30:00,2022-07-05,14,afternoon,SHORT,14,0.01,1772.26,A1_M5_MOM_LOWER_HIGH,2022.07.12 01:01:11,2022-07-12,1,night,2022-07-05,14,afternoon,15,1730.94,41.32,1058.83,tp 1730.95
2022.07.12 01:15:00,2022-07-12,1,night,SHORT,16,0.01,1724.69,A1_M5_MOM_LOWER_HIGH,2022.07.12 01:30:21,2022-07-12,1,night,2022-07-12,1,night,17,1735.36,-10.67,1048.16,sl 1735.30
2022.07.12 03:40:00,2022-07-12,3,night,SHORT,18,0.01,1733.37,A1_M5_MOM_LOWER_HIGH,2022.07.12 05:16:19,2022-07-12,5,night,2022-07-12,3,night,19,1726.34,7.03,1055.19,tp 1726.37
2022.07.12 05:50:00,2022-07-12,5,night,SHORT,20,0.01,1727.52,A1_M5_MOM_LOWER_HIGH,2022.07.12 06:26:25,2022-07-12,6,morning,2022-07-12,5,night,21,1731.04,-3.52,1051.67,sl 1731.02
2022.07.12 13:45:00,2022-07-12,13,afternoon,SHORT,22,0.01,1728.62,A1_M5_MOM_LOWER_HIGH,2022.07.13 12:33:17,2022-07-13,12,afternoon,2022-07-12,13,afternoon,23,1716.93,11.69,1063.36,tp 1716.93
2022.07.14 01:10:00,2022-07-14,1,night,SHORT,24,0.01,1728.09,A1_M5_MOM_LOWER_HIGH,2022.07.14 03:05:15,2022-07-14,3,night,2022-07-14,1,night,25,1731.60,-3.51,1059.85,sl 1731.59
2022.07.14 05:25:00,2022-07-14,5,night,SHORT,26,0.01,1727.25,A1_M5_MOM_LOWER_HIGH,2022.07.14 07:00:40,2022-07-14,7,morning,2022-07-14,5,night,27,1720.19,7.06,1066.91,tp 1720.20
2022.07.14 07:05:00,2022-07-14,7,morning,SHORT,28,0.01,1717.20,A1_M5_MOM_LOWER_HIGH,2022.07.14 13:45:31,2022-07-14,13,afternoon,2022-07-14,7,morning,29,1698.90,18.3,1085.21,tp 1698.90
2022.07.14 14:05:00,2022-07-14,14,afternoon,SHORT,30,0.01,1699.33,A1_M5_MOM_LOWER_HIGH,2022.07.14 15:00:38,2022-07-14,15,afternoon,2022-07-14,14,afternoon,31,1709.73,-10.4,1074.81,sl 1709.72
2022.07.14 16:25:00,2022-07-14,16,evening,SHORT,32,0.01,1705.40,A1_M5_MOM_LOWER_HIGH,2022.07.15 02:03:17,2022-07-15,2,night,2022-07-14,16,evening,33,1715.18,-9.78,1065.03,sl 1715.18
2022.07.15 03:20:00,2022-07-15,3,night,SHORT,34,0.01,1711.75,A1_M5_MOM_LOWER_HIGH,2022.07.15 06:37:59,2022-07-15,6,morning,2022-07-15,3,night,35,1703.81,7.94,1072.97,tp 1703.81
2022.07.15 06:40:00,2022-07-15,6,morning,SHORT,36,0.01,1702.98,A1_M5_MOM_LOWER_HIGH,2022.07.15 13:13:25,2022-07-15,13,afternoon,2022-07-15,6,morning,37,1711.15,-8.17,1064.8,sl 1711.14
2022.07.15 14:10:00,2022-07-15,14,afternoon,SHORT,38,0.01,1704.94,A1_M5_MOM_LOWER_HIGH,2022.07.18 00:06:31,2022-07-18,0,night,2022-07-15,14,afternoon,39,1710.93,-5.99,1058.81,sl 1710.91
