timestamp_broker	timestamp_local	run_id	account	symbol	magic	action	direction	lots	bid	ask	spread_points	entry_reference	sl	tp	stop_points	estimated_cost_r	retcode	retcode_description	order_ticket	deal_ticket	result_price	reason
2022.07.01 00:10:00	2022.07.01 00:10:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1805.99	1806.08	9	1805.99	1809.49	1798.99	350.00	0.0257	10009	done at 1805.99	2	2	1805.99	pass	
2022.07.01 00:40:00	2022.07.01 00:40:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1805.04	1805.10	6	1805.04	0.00	0.00	350.00	0.0171	0		0	0	0.00	own_position_exists	
2022.07.01 01:15:00	2022.07.01 01:15:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1805.42	1805.48	6	1805.37	0.00	0.00	350.00	0.0171	0		0	0	0.00	own_position_exists	
2022.07.01 01:45:00	2022.07.01 01:45:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1805.25	1805.30	5	1805.25	0.00	0.00	350.00	0.0143	0		0	0	0.00	own_position_exists	
2022.07.01 02:00:00	2022.07.01 02:00:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1804.56	1804.61	5	1804.56	0.00	0.00	350.00	0.0143	0		0	0	0.00	own_position_exists	
2022.07.01 02:30:00	2022.07.01 02:30:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1805.48	1805.53	5	1805.50	0.00	0.00	350.00	0.0143	0		0	0	0.00	own_position_exists	
2022.07.01 02:45:00	2022.07.01 02:45:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1805.00	1805.08	8	1805.01	0.00	0.00	350.00	0.0229	0		0	0	0.00	own_position_exists	
2022.07.01 02:50:00	2022.07.01 02:50:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1804.69	1804.73	4	1804.67	0.00	0.00	350.00	0.0114	0		0	0	0.00	own_position_exists	
2022.07.01 03:00:00	2022.07.01 03:00:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1804.37	1804.43	6	1804.37	0.00	0.00	350.00	0.0171	0		0	0	0.00	own_position_exists	
2022.07.01 03:30:00	2022.07.01 03:30:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1803.07	1803.10	3	1803.04	0.00	0.00	350.00	0.0086	0		0	0	0.00	own_position_exists	
2022.07.01 03:45:00	2022.07.01 03:45:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1802.73	1802.82	9	1802.73	0.00	0.00	350.00	0.0257	0		0	0	0.00	own_position_exists	
2022.07.01 03:50:00	2022.07.01 03:50:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1802.29	1802.31	2	1802.29	0.00	0.00	350.00	0.0057	0		0	0	0.00	own_position_exists	
2022.07.01 04:45:00	2022.07.01 04:45:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1801.45	1801.51	6	1801.45	0.00	0.00	350.00	0.0171	0		0	0	0.00	own_position_exists	
2022.07.01 05:15:00	2022.07.01 05:15:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1801.48	1801.57	9	1801.46	0.00	0.00	350.00	0.0257	0		0	0	0.00	own_position_exists	
2022.07.01 05:35:00	2022.07.01 05:35:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1800.27	1800.30	3	1800.27	0.00	0.00	350.00	0.0086	0		0	0	0.00	own_position_exists	
2022.07.01 05:40:00	2022.07.01 05:40:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1795.58	1795.63	5	1795.58	1803.44	1779.86	785.84	0.0064	10009	done at 1795.58	4	4	1795.58	pass	
2022.07.01 06:15:00	2022.07.01 06:15:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1797.99	1798.02	3	1797.98	0.00	0.00	537.46	0.0056	0		0	0	0.00	own_position_exists	
2022.07.01 06:25:00	2022.07.01 06:25:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1797.77	1797.82	5	1797.76	0.00	0.00	560.30	0.0089	0		0	0	0.00	own_position_exists	
2022.07.01 06:40:00	2022.07.01 06:40:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1796.54	1796.56	2	1796.54	0.00	0.00	361.66	0.0055	0		0	0	0.00	own_position_exists	
2022.07.01 06:55:00	2022.07.01 06:55:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1796.80	1796.86	6	1796.80	0.00	0.00	350.00	0.0171	0		0	0	0.00	own_position_exists	
2022.07.01 07:10:00	2022.07.01 07:10:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1796.11	1796.14	3	1796.11	0.00	0.00	396.38	0.0076	0		0	0	0.00	own_position_exists	
2022.07.01 07:35:00	2022.07.01 07:35:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1796.44	1796.48	4	1796.44	0.00	0.00	350.00	0.0114	0		0	0	0.00	own_position_exists	
2022.07.01 08:05:00	2022.07.01 08:05:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1794.01	1794.03	2	1794.01	0.00	0.00	434.89	0.0046	0		0	0	0.00	own_position_exists	
2022.07.01 08:55:00	2022.07.01 08:55:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1793.18	1793.24	6	1793.21	0.00	0.00	350.00	0.0171	0		0	0	0.00	own_position_exists	
2022.07.01 09:30:00	2022.07.01 09:30:00	BT_A1_XAU_SHORT_LOWER_HIGH_LH1_BASE	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1794.73	1794.77	4	1794.70	0.00	0.00	350.00	0.0114	0		0	0	0.00	own_position_exists	
