window,v60_trades,v60_win_rate_pct,v60_stress_net_usd,v60_stress_profit_factor,v60_stress_closed_drawdown_usd,v60_winner_removed_stress_net_usd,raw_v6_trades,raw_v6_win_rate_pct,raw_v6_stress_net_usd,raw_v6_stress_profit_factor,raw_v6_stress_closed_drawdown_usd,raw_v6_winner_removed_stress_net_usd,ml_v6_trades,ml_v6_win_rate_pct,ml_v6_stress_net_usd,ml_v6_stress_profit_factor,ml_v6_stress_closed_drawdown_usd,ml_v6_winner_removed_stress_net_usd,raw_combined_trades,raw_combined_win_rate_pct,raw_combined_stress_net_usd,raw_combined_stress_profit_factor,raw_combined_stress_closed_drawdown_usd,raw_combined_winner_removed_stress_net_usd,ml_combined_trades,ml_combined_win_rate_pct,ml_combined_stress_net_usd,ml_combined_stress_profit_factor,ml_combined_stress_closed_drawdown_usd,ml_combined_winner_removed_stress_net_usd,checks,passed
development_2,595,47.05882352941176,1044.3169658287302,1.5836991209971067,248.0273587341724,739.1669658287302,112,31.25,66.70470256076698,1.1067683696864845,162.24623832465178,-158.57208020833068,92,34.78260869565217,85.90428528646036,1.1645446337489196,90.15450946180589,-111.95461362847063,707,44.554455445544555,1111.021668389497,1.4602606611990203,264.97316987559583,805.871668389497,687,45.414847161572055,1130.2212511151906,1.4890174136190952,234.6280444112553,825.0712511151905,"{""minimum_ml_accepted_trades"": true, ""ml_v6_pf_no_worse_than_raw_v6"": true, ""ml_v6_drawdown_no_worse_than_raw_v6"": true, ""ml_v6_winner_removed_positive"": false, ""ml_combined_incremental_net_positive"": true, ""ml_combined_pf_no_worse_than_v60"": false, ""ml_combined_drawdown_no_worse_than_v60"": true}",False
confirmation,441,46.03174603174603,1223.6521142623671,1.6206843248891745,298.0638896632513,662.0121142623672,43,41.86046511627907,87.42923953992677,1.2827206661098052,76.40074483507134,-137.5183673611146,38,47.368421052631575,126.56772586805333,1.488400795488763,71.28099717882004,-98.37988103298801,484,45.66115702479338,1311.081353802294,1.5748594602763377,345.5406699602365,749.4413538022939,479,46.13778705636743,1350.2198401304206,1.6053158784119632,324.57180984738875,788.5798401304205,"{""minimum_ml_accepted_trades"": true, ""ml_v6_pf_no_worse_than_raw_v6"": true, ""ml_v6_drawdown_no_worse_than_raw_v6"": true, ""ml_v6_winner_removed_positive"": false, ""ml_combined_incremental_net_positive"": true, ""ml_combined_pf_no_worse_than_v60"": false, ""ml_combined_drawdown_no_worse_than_v60"": false}",False
final,364,43.956043956043956,2509.4451631920415,1.9599546237373773,152.88940082371732,1116.7324348300276,33,33.33333333333333,103.85273103298357,1.1650096619578527,298.3389096354176,-466.3030417534742,23,30.434782608695656,31.05380972222129,1.076655636469102,185.23916909722277,-347.4895071614593,397,43.07304785894207,2613.2978942250256,1.8057024257836176,230.1154576420804,1220.5851658630113,387,43.15245478036176,2540.498972914263,1.8414374372099938,191.87607018803118,1147.786244552249,"{""minimum_ml_accepted_trades"": true, ""ml_v6_pf_no_worse_than_raw_v6"": false, ""ml_v6_drawdown_no_worse_than_raw_v6"": true, ""ml_v6_winner_removed_positive"": false, ""ml_combined_incremental_net_positive"": true, ""ml_combined_pf_no_worse_than_v60"": false, ""ml_combined_drawdown_no_worse_than_v60"": false}",False
