signal_id,signal_index,signal_time_utc,signal_regime,direction,side_sign,macro_available_utc,entry_time_utc,exit_time_utc,entry_index,exit_index,entry,stop,target,exit,entry_spread_pips,stop_pips,net_pips,r,stress_r,pnl_usd_001_lot,exit_reason,target_hit,range_atr,atr_ratio_126,efficiency_24,hour_sin,hour_cos,weekday_sin,weekday_cos,side_return_1_atr,side_return_3_atr,side_return_6_atr,side_return_24_atr,side_body_atr,side_ema20_distance_atr,side_ema_slope_6_atr,side_rsi_centered,side_prior24_location,side_macro_pressure_clipped,side_real_yield_delta_clipped,side_dollar_delta_clipped,subregime,vote_count,vote_experts,vote_mechanism_groups,consensus_signature,training_consensus_profit_factor,training_consensus_stress_profit_factor,training_consensus_early_profit_factor,training_consensus_late_profit_factor
2020-04-07T20:00:00+00:00,5663,2020-04-07 20:00:00+00:00,chop,LONG,1.0,2020-04-07 00:00:00+00:00,2020-04-08 00:00:00+00:00,2020-04-08 00:50:00+00:00,281663,281673,1.08942,1.086743303571429,1.0934350446428571,1.0867333035714286,0.700000000000145,26.76696428571466,-26.866964285714445,-1.0037359484972734,-1.0224156909836803,-2.6866964285714445,STOP,False,0.4301010707495366,0.5369116698903956,0.1561375737516148,-0.8660254037844386,0.5000000000000001,0.9510565162951536,0.3090169943749474,-0.3138196737715762,0.4483138196737781,2.6492544781346545,-1.520064044831302,-0.3124186930851488,0.8560084127186512,0.3818662118904466,0.5769442912300207,0.2421836228287825,3.866818873408418,-0.0199999999999999,5.950228310112626,3,2,H4_MACRO_PRESSURE_FADE|H4_SIX_BAR_FOLLOW,macro_reversion|price_momentum,LONG:H4_MACRO_PRESSURE_FADE|H4_SIX_BAR_FOLLOW,2.5303023183835007,2.434561456454703,2.418053830052549,2.9793600629440093
2020-04-08T00:00:00+00:00,5664,2020-04-08 00:00:00+00:00,chop,LONG,1.0,2020-04-08 00:00:00+00:00,2020-04-08 04:00:00+00:00,2020-04-08 06:20:00+00:00,281711,281739,1.0860500000000002,1.083365,1.0900775000000005,1.083355,0.700000000000145,26.85000000000033,-26.95000000000114,-1.0037243947858774,-1.0223463687151138,-2.695000000000114,STOP,False,1.0656424581005182,0.5385772619815186,0.2428495762711806,0.0,1.0,0.5877852522924732,-0.8090169943749473,-0.9441340782122618,-0.7318435754189421,1.2611731843575396,-2.5614525139663598,-0.942737430167498,-0.082127896393172,0.4645412536246775,0.3003636363636494,-0.0933002481389514,2.036262980689453,-0.18,4.404394471034179,3,2,H4_MACRO_PRESSURE_FADE|H4_SIX_BAR_FOLLOW,macro_reversion|price_momentum,LONG:H4_MACRO_PRESSURE_FADE|H4_SIX_BAR_FOLLOW,2.5303023183835007,2.434561456454703,2.418053830052549,2.9793600629440093
2021-01-27T12:00:00+00:00,6871,2021-01-27 12:00:00+00:00,chop,SHORT,-1.0,2021-01-27 00:00:00+00:00,2021-01-27 16:00:00+00:00,2021-01-27 17:40:00+00:00,341854,341874,1.20911,1.2113176785714284,1.2057984821428571,1.2113276785714284,0.700000000000145,22.07678571428534,-22.176785714285163,-1.004529644908186,-1.0271778694491551,-2.2176785714285163,STOP,False,2.079107012861034,1.0459390862943958,0.1646408839778977,1.2246467991473532e-16,-1.0,0.5877852522924732,-0.8090169943749473,0.866294588692022,2.2319825285125225,2.6056782334384767,1.7716573647172458,0.861198738170346,1.7273920674912246,0.1411317718667076,0.390518191841239,1.4070904645476912,0.1925927116607292,-0.0,0.2888890674910938,4,3,H4_PRIOR24_EXTREME_FOLLOW|H4_SIX_BAR_FOLLOW|H4_THREE_BAR_FOLLOW,price_momentum|range_breakout,SHORT:H4_PRIOR24_EXTREME_FOLLOW|H4_SIX_BAR_FOLLOW|H4_THREE_BAR_FOLLOW,1.7996298922985339,1.7212978041543785,1.7852508366686177,1.8155776743796195
2021-02-17T04:00:00+00:00,6955,2021-02-17 04:00:00+00:00,compression,SHORT,-1.0,2021-02-17 00:00:00+00:00,2021-02-17 08:00:00+00:00,2021-02-17 13:30:00+00:00,346076,346142,1.2073699999999998,1.2090933928571426,1.2047849107142856,1.2047949107142857,0.700000000000145,17.23392857142823,25.75089285714149,1.4941974924877757,1.4651849549269005,2.5750892857141494,TARGET,True,1.0683866956793635,0.9037786205927836,0.2011173184357347,0.8660254037844386,0.5000000000000001,0.5877852522924732,-0.8090169943749473,0.691949020826959,1.7951507615792144,2.4762200808206773,2.036680136773439,0.6788933789244797,1.7686788118423482,0.3818969671034671,0.2277823352474458,1.170745589072288,-0.415783940420609,-0.05,-0.2486759106309133,4,3,H4_PRIOR24_EXTREME_FOLLOW|H4_SIX_BAR_FOLLOW|H4_THREE_BAR_FOLLOW,price_momentum|range_breakout,SHORT:H4_PRIOR24_EXTREME_FOLLOW|H4_SIX_BAR_FOLLOW|H4_THREE_BAR_FOLLOW,1.7700545341928664,1.694087476883546,1.8590631422604496,1.651529723580671
2021-03-17T04:00:00+00:00,7071,2021-03-17 04:00:00+00:00,chop,SHORT,-1.0,2021-03-17 00:00:00+00:00,2021-03-17 08:00:00+00:00,2021-03-17 09:15:00+00:00,351848,351863,1.18908,1.1909025,1.18634625,1.1909125,0.700000000000145,18.2250000000002,-18.325000000001257,-1.0054869684499894,-1.0329218106996465,-1.8325000000001257,STOP,False,0.7016460905350907,0.8825475063233883,0.1126584041219849,0.8660254037844386,0.5000000000000001,0.5877852522924732,-0.8090169943749473,0.4135802469135438,0.5761316872428198,1.0349794238683196,1.6646090534978637,0.4115226337448974,1.1524528633335718,0.488416988048472,0.2878901373283378,0.828703703703728,-2.013255489487988,-0.2599999999999999,-1.069883234231983,4,2,H4_MACRO_PRESSURE_FOLLOW|H4_SIX_BAR_FOLLOW,macro_follow|price_momentum,SHORT:H4_MACRO_PRESSURE_FOLLOW|H4_SIX_BAR_FOLLOW,2.3123935630359096,2.2109542114333176,2.527723126418185,2.043509045697519
2021-03-17T08:00:00+00:00,7072,2021-03-17 08:00:00+00:00,chop,SHORT,-1.0,2021-03-17 00:00:00+00:00,2021-03-17 12:00:00+00:00,2021-03-17 12:55:00+00:00,351896,351907,1.1893399999999998,1.1911946428571427,1.1865580357142855,1.1912046428571428,0.700000000000145,18.54642857142874,-18.6464285714294,-1.0053918736761378,-1.03235124205665,-1.86464285714294,STOP,False,1.2313691507798703,0.8981127180751217,0.1264627097138057,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473,-0.0930098209127471,0.3497978047371897,2.167533217793176,1.8136915077989728,-0.1010976314268639,0.9404727267497413,0.6406742218023785,0.3064842958460022,0.7861111111111431,-2.013255489487988,-0.2599999999999999,-1.069883234231983,4,2,H4_MACRO_PRESSURE_FOLLOW|H4_SIX_BAR_FOLLOW,macro_follow|price_momentum,SHORT:H4_MACRO_PRESSURE_FOLLOW|H4_SIX_BAR_FOLLOW,2.3123935630359096,2.2109542114333176,2.527723126418185,2.043509045697519
2021-03-19T00:00:00+00:00,7082,2021-03-19 00:00:00+00:00,chop,SHORT,-1.0,2021-03-19 00:00:00+00:00,2021-03-19 04:00:00+00:00,2021-03-19 07:35:00+00:00,352376,352419,1.19139,1.1934749999999998,1.1882625,1.193485,0.700000000000145,20.849999999999795,-20.94999999999958,-1.004796163069534,-1.0287769784172562,-2.094999999999958,STOP,False,0.5953237410072663,0.9951419074405404,0.1075341539293946,0.0,1.0,-0.9510565162951536,0.3090169943749472,0.120503597122294,0.4262589928057565,1.6115107913669364,1.42985611510795,0.1223021582733849,0.4753821708912816,0.1007543212928796,-0.0479978785468014,0.3956969130028279,-1.9150132890158065,-0.3099999999999999,-0.5475199335237102,4,2,H4_MACRO_PRESSURE_FOLLOW|H4_SIX_BAR_FOLLOW,macro_follow|price_momentum,SHORT:H4_MACRO_PRESSURE_FOLLOW|H4_SIX_BAR_FOLLOW,2.3123935630359096,2.2109542114333176,2.527723126418185,2.043509045697519
2021-03-22T04:00:00+00:00,7088,2021-03-22 04:00:00+00:00,chop,SHORT,-1.0,2021-03-20 00:00:00+00:00,2021-03-22 08:00:00+00:00,2021-03-22 08:30:00+00:00,352712,352718,1.1883899999999998,1.190459732142857,1.1852854017857142,1.190469732142857,0.700000000000145,20.697321428571296,-20.797321428571717,-1.0048315430740895,-1.028989258444436,-2.079732142857172,STOP,False,0.9131616409989672,0.9776062753036456,0.1282383419689115,0.8660254037844386,0.5000000000000001,0.0,1.0,0.3913549889996033,0.8968551831241178,1.0889090203183438,1.7937103662482357,0.3986023036106743,1.151413481436001,0.4163844761435986,0.53430950330174,0.8207916485428302,-1.9078239745235608,-0.2300000000000001,-1.13673596178534,4,3,H4_MACRO_PRESSURE_FOLLOW|H4_SIX_BAR_FOLLOW|H4_THREE_BAR_FOLLOW,macro_follow|price_momentum,SHORT:H4_MACRO_PRESSURE_FOLLOW|H4_SIX_BAR_FOLLOW|H4_THREE_BAR_FOLLOW,2.3123935630359096,2.2109542114333176,2.527723126418185,2.043509045697519
2021-03-23T12:00:00+00:00,7096,2021-03-23 12:00:00+00:00,chop,SHORT,-1.0,2021-03-23 00:00:00+00:00,2021-03-23 16:00:00+00:00,2021-03-23 23:50:00+00:00,353096,353190,1.18721,1.1893614285714285,1.183982857142857,1.183992857142857,0.700000000000145,21.51428571428558,32.17142857142807,1.495351925630796,1.4721115537848464,3.217142857142808,TARGET,True,1.162599601593586,1.008981847873869,0.0567148207597675,1.2246467991473532e-16,-1.0,0.9510565162951536,0.3090169943749474,0.2928286852590266,2.0724601593625938,2.074203187251052,0.7390438247012422,0.2910856573705689,1.4061613967431128,0.203980485148698,0.2081369387248868,1.027838190517644,-1.3958895500872717,-0.15,-0.9688343251309072,4,3,H4_PRIOR24_EXTREME_FOLLOW|H4_SIX_BAR_FOLLOW|H4_THREE_BAR_FOLLOW,price_momentum|range_breakout,SHORT:H4_PRIOR24_EXTREME_FOLLOW|H4_SIX_BAR_FOLLOW|H4_THREE_BAR_FOLLOW,2.3123935630359096,2.2109542114333176,2.527723126418185,2.043509045697519
2021-04-30T12:00:00+00:00,7253,2021-04-30 12:00:00+00:00,chop,SHORT,-1.0,2021-04-30 00:00:00+00:00,2021-04-30 16:00:00+00:00,2021-05-03 09:05:00+00:00,361152,361357,1.20297,1.205244375,1.1995584375,1.205254375,0.700000000000145,22.74374999999971,-22.84375000000116,-1.0043968123111384,-1.026380873866511,-2.284375000000116,STOP,False,2.245671887881382,1.2961379941993434,0.2038776128445991,1.2246467991473532e-16,-1.0,-0.9510565162951536,0.3090169943749472,1.6735366859027951,2.888705688375997,3.269579554822907,2.2192910140149085,1.6801319043694505,2.056105177103648,0.0615277435676299,0.1973600170321459,1.557569296375264,1.7178795322737743,0.1099999999999999,1.7518192984106618,4,3,H4_PRIOR24_EXTREME_FOLLOW|H4_SIX_BAR_FOLLOW|H4_THREE_BAR_FOLLOW,price_momentum|range_breakout,SHORT:H4_PRIOR24_EXTREME_FOLLOW|H4_SIX_BAR_FOLLOW|H4_THREE_BAR_FOLLOW,1.6348410375453895,1.561386533705901,1.7561810598563221,1.4865588313561267
