trade_id,expert,cell_id,symbol,broker,cost_model,entry_time_utc,exit_time_utc,direction,entry_price,stop_loss,take_profit,exit_price,net_pnl,r_multiple,setup_reason_code,chart_context_start_utc,chart_context_end_utc,manual_failure_class,manual_notes,reviewer,reviewed_at_utc
range_mr-cell4-2,range_mr,4,XAUUSD,pepperstone,best_case,2019-11-14T18:10:00+00:00,2019-11-14T18:15:00+00:00,SHORT,1470.54,1471.0820359372065,1463.8,1471.0820359372065,-49.32527028579079,-0.9914374668082736,limit_triggered,2019-11-14T14:10:00+00:00,2019-11-14T19:15:00+00:00,,,,
range_mr-cell4-3,range_mr,4,XAUUSD,pepperstone,best_case,2020-01-17T21:20:00+00:00,2020-01-20T07:50:00+00:00,SHORT,1561.22,1561.6423240101544,1554.05,1561.6423240101544,-49.41190918806455,-0.9981268095034056,limit_triggered,2020-01-17T17:20:00+00:00,2020-01-20T08:50:00+00:00,,,,
range_mr-cell4-4,range_mr,4,XAUUSD,pepperstone,best_case,2021-03-29T11:15:00+00:00,2021-03-29T11:20:00+00:00,LONG,1724.92,1724.402589030428,1733.05,1724.402589030428,-49.154042109338434,-0.99789800569108,limit_triggered,2021-03-29T07:15:00+00:00,2021-03-29T12:20:00+00:00,,,,
range_mr-cell4-5,range_mr,4,XAUUSD,pepperstone,best_case,2021-09-10T16:10:00+00:00,2021-09-10T16:35:00+00:00,LONG,1792.59,1791.9114325027017,1803.88,1791.9114325027017,-48.856859805471686,-0.9968384916721748,limit_triggered,2021-09-10T12:10:00+00:00,2021-09-10T17:35:00+00:00,,,,
range_mr-cell5-1,range_mr,5,XAUUSD,pepperstone,median,2019-05-16T17:55:00+00:00,2019-05-16T18:00:00+00:00,LONG,1289.95,1289.5787569585038,1298.72,1289.5787569585038,-49.7465675604908,-0.994931351209816,limit_triggered,2019-05-16T13:55:00+00:00,2019-05-16T19:00:00+00:00,,,,
range_mr-cell5-2,range_mr,5,XAUUSD,pepperstone,median,2019-11-14T18:10:00+00:00,2019-11-14T18:15:00+00:00,SHORT,1470.54,1471.0820359372065,1463.8,1471.0820359372065,-49.32527028579079,-0.9914374668082736,limit_triggered,2019-11-14T14:10:00+00:00,2019-11-14T19:15:00+00:00,,,,
range_mr-cell5-3,range_mr,5,XAUUSD,pepperstone,median,2020-01-17T21:20:00+00:00,2020-01-20T07:50:00+00:00,SHORT,1561.22,1561.6423240101544,1554.05,1561.6423240101544,-49.41190918806455,-0.9981268095034056,limit_triggered,2020-01-17T17:20:00+00:00,2020-01-20T08:50:00+00:00,,,,
range_mr-cell5-4,range_mr,5,XAUUSD,pepperstone,median,2021-03-29T11:15:00+00:00,2021-03-29T11:20:00+00:00,LONG,1724.92,1724.402589030428,1733.05,1724.402589030428,-49.154042109338434,-0.99789800569108,limit_triggered,2021-03-29T07:15:00+00:00,2021-03-29T12:20:00+00:00,,,,
range_mr-cell5-5,range_mr,5,XAUUSD,pepperstone,median,2021-09-10T16:10:00+00:00,2021-09-10T16:35:00+00:00,LONG,1792.59,1791.9114325027017,1803.88,1791.9114325027017,-48.856859805471686,-0.9968384916721748,limit_triggered,2021-09-10T12:10:00+00:00,2021-09-10T17:35:00+00:00,,,,
range_mr-cell6-1,range_mr,6,XAUUSD,pepperstone,p95,2019-05-16T17:55:00+00:00,2019-05-16T18:00:00+00:00,LONG,1289.97,1289.5787569585038,1298.72,1289.558756958504,-52.22786627001278,-1.0445573254002556,limit_triggered,2019-05-16T13:55:00+00:00,2019-05-16T19:00:00+00:00,,,,
range_mr-cell6-2,range_mr,6,XAUUSD,pepperstone,p95,2019-11-14T18:10:00+00:00,2019-11-14T18:15:00+00:00,SHORT,1470.52,1471.0820359372065,1463.8,1471.1020359372064,-51.21916247416812,-1.029761473938449,limit_triggered,2019-11-14T14:10:00+00:00,2019-11-14T19:15:00+00:00,,,,
range_mr-cell6-3,range_mr,6,XAUUSD,pepperstone,p95,2020-01-17T21:20:00+00:00,2020-01-20T07:50:00+00:00,SHORT,1561.2,1561.6423240101544,1554.05,1561.6623240101544,-51.31796512713414,-1.037087666305335,limit_triggered,2020-01-17T17:20:00+00:00,2020-01-20T08:50:00+00:00,,,,
range_mr-cell6-4,range_mr,6,XAUUSD,pepperstone,p95,2021-03-29T11:15:00+00:00,2021-03-29T11:20:00+00:00,LONG,1724.94,1724.402589030428,1733.05,1724.382589030428,-50.7243982310472,-1.030435498989534,limit_triggered,2021-03-29T07:15:00+00:00,2021-03-29T12:20:00+00:00,,,,
range_mr-cell6-5,range_mr,6,XAUUSD,pepperstone,p95,2021-09-10T16:10:00+00:00,2021-09-10T16:35:00+00:00,LONG,1792.61,1791.9114325027017,1803.88,1791.8914325027015,-50.2997248108727,-1.0271003182193577,limit_triggered,2021-09-10T12:10:00+00:00,2021-09-10T17:35:00+00:00,,,,
