"trade_id","expert","cell_id","symbol","broker","cost_model","entry_time_utc","exit_time_utc","direction","entry_price","stop_loss","take_profit","exit_price","net_pnl","r_multiple","setup_reason_code","chart_context_start_utc","chart_context_end_utc","manual_failure_class","manual_notes","reviewer","reviewed_at_utc"
"breakout_retest-cell1-968","breakout_retest","1","XAUUSD","capital_com","best_case","2016-06-02T12:00:00+00:00","2016-06-02T12:10:00+00:00","LONG","1216.8","1215.7037156894442","1218.4444264658337","1215.7037156894442","-156.7686564094797","-0.9932698074768128","stop_triggered","2016-06-02T08:00:00+00:00","2016-06-02T13:10:00+00:00","VALID_LOSS","Project owner manual review confirmed this sampled losing trade is a mechanically valid breakout_retest loss with no logic gap. Level, break/retest intent, entry, stop, and target were accepted for Gate 9 scoring.","project_owner","2026-05-21T12:07:22Z"
"breakout_retest-cell1-1479","breakout_retest","1","XAUUSD","capital_com","best_case","2016-08-18T05:50:00+00:00","2016-08-18T06:15:00+00:00","LONG","1353.2","1352.4672600531574","1354.299109920264","1352.4672600531574","-319.47461682341054","-0.9982928899786824","stop_triggered","2016-08-18T01:50:00+00:00","2016-08-18T07:15:00+00:00","VALID_LOSS","Project owner manual review confirmed this sampled losing trade is a mechanically valid breakout_retest loss with no logic gap. Level, break/retest intent, entry, stop, and target were accepted for Gate 9 scoring.","project_owner","2026-05-21T12:07:22Z"
"breakout_retest-cell1-1725","breakout_retest","1","XAUUSD","capital_com","best_case","2016-09-23T06:35:00+00:00","2016-09-23T06:40:00+00:00","LONG","1335.08","1334.7092174470663","1335.6361738294004","1334.7092174470663","-406.37767801526206","-0.9994882051062144","stop_triggered","2016-09-23T02:35:00+00:00","2016-09-23T07:40:00+00:00","VALID_LOSS","Project owner manual review confirmed this sampled losing trade is a mechanically valid breakout_retest loss with no logic gap. Level, break/retest intent, entry, stop, and target were accepted for Gate 9 scoring.","project_owner","2026-05-21T12:07:22Z"
"breakout_retest-cell1-5841","breakout_retest","1","XAUUSD","capital_com","best_case","2018-06-17T22:20:00+00:00","2018-06-17T22:55:00+00:00","SHORT","1279.02","1279.9196839240255","1277.6704741139615","1279.9196839240255","-20073.747712858447","-0.9999738621216104","stop_triggered","2018-06-17T18:20:00+00:00","2018-06-17T23:55:00+00:00","VALID_LOSS","Project owner manual review confirmed this sampled losing trade is a mechanically valid breakout_retest loss with no logic gap. Level, break/retest intent, entry, stop, and target were accepted for Gate 9 scoring.","project_owner","2026-05-21T12:07:22Z"
"breakout_retest-cell1-6123","breakout_retest","1","XAUUSD","capital_com","best_case","2018-07-23T20:40:00+00:00","2018-07-23T22:10:00+00:00","SHORT","1224.34","1224.7029146992274","1223.7956279511586","1224.7029146992274","-25377.173258184328","-0.9999890819264334","stop_triggered","2018-07-23T16:40:00+00:00","2018-07-23T23:10:00+00:00","VALID_LOSS","Project owner manual review confirmed this sampled losing trade is a mechanically valid breakout_retest loss with no logic gap. Level, break/retest intent, entry, stop, and target were accepted for Gate 9 scoring.","project_owner","2026-05-21T12:07:22Z"
"breakout_retest-cell2-107","breakout_retest","2","XAUUSD","capital_com","median","2016-01-20T10:00:00+00:00","2016-01-20T10:30:00+00:00","LONG","1094.59","1094.093111098579","1095.3353333521318","1094.093111098579","-58.13600146628551","-0.997059864104792","stop_triggered","2016-01-20T06:00:00+00:00","2016-01-20T11:30:00+00:00","VALID_LOSS","Project owner manual review confirmed this sampled losing trade is a mechanically valid breakout_retest loss with no logic gap. Level, break/retest intent, entry, stop, and target were accepted for Gate 9 scoring.","project_owner","2026-05-21T12:07:22Z"
"breakout_retest-cell2-139","breakout_retest","2","XAUUSD","capital_com","median","2016-01-26T09:45:00+00:00","2016-01-26T09:55:00+00:00","LONG","1114.61","1113.9501820696548","1115.5997268955175","1113.9501820696548","-59.38361373105637","-0.9915216278801952","stop_triggered","2016-01-26T05:45:00+00:00","2016-01-26T10:55:00+00:00","VALID_LOSS","Project owner manual review confirmed this sampled losing trade is a mechanically valid breakout_retest loss with no logic gap. Level, break/retest intent, entry, stop, and target were accepted for Gate 9 scoring.","project_owner","2026-05-21T12:07:22Z"
"breakout_retest-cell2-1111","breakout_retest","2","XAUUSD","capital_com","median","2016-06-22T12:25:00+00:00","2016-06-22T12:50:00+00:00","LONG","1267.74","1266.6940087040696","1269.3089869438957","1266.6940087040696","-188.27843326747825","-0.994881329563598","stop_triggered","2016-06-22T08:25:00+00:00","2016-06-22T13:50:00+00:00","VALID_LOSS","Project owner manual review confirmed this sampled losing trade is a mechanically valid breakout_retest loss with no logic gap. Level, break/retest intent, entry, stop, and target were accepted for Gate 9 scoring.","project_owner","2026-05-21T12:07:22Z"
"breakout_retest-cell2-1229","breakout_retest","2","XAUUSD","capital_com","median","2016-07-08T05:55:00+00:00","2016-07-08T06:55:00+00:00","LONG","1357.55","1356.5847094645517","1358.9979358031724","1356.5847094645517","-223.9474042239999","-0.999461070238522","stop_triggered","2016-07-08T01:55:00+00:00","2016-07-08T07:55:00+00:00","VALID_LOSS","Project owner manual review confirmed this sampled losing trade is a mechanically valid breakout_retest loss with no logic gap. Level, break/retest intent, entry, stop, and target were accepted for Gate 9 scoring.","project_owner","2026-05-21T12:07:22Z"
"breakout_retest-cell2-1281","breakout_retest","2","XAUUSD","capital_com","median","2016-07-18T12:00:00+00:00","2016-07-18T12:05:00+00:00","SHORT","1325.16","1325.9235475543092","1324.0146786685364","1325.9235475543092","-263.42390623662936","-0.998394663718106","stop_triggered","2016-07-18T08:00:00+00:00","2016-07-18T13:05:00+00:00","VALID_LOSS","Project owner manual review confirmed this sampled losing trade is a mechanically valid breakout_retest loss with no logic gap. Level, break/retest intent, entry, stop, and target were accepted for Gate 9 scoring.","project_owner","2026-05-21T12:07:22Z"
