diagnostic,count,mean,std,minimum,p05,p50,p95,maximum
residual,209419,5.88109649393e-08,0.000324281067554,-0.0185809843994,-0.000473109425678,-9.57011824294e-08,0.000474847947766,0.013671282248
residual_z,208919,0.000247988762236,1.04121727646,-41.9808703579,-1.55943911958,-0.000914174821561,1.5612476367,27.0264015425
