specialist_id,direction,excursion_episode_id,UTC_date,chronological_segment,candidate_bar_time,residual_z_previous,residual_z_current,r_xau,predicted_r_xau,residual,beta_xag,beta_eurusd,beta_usdjpy,condition_number,H1_ATR14,H1_ATR_percentile,current_spread,current_spread_percentile,prior_spread_P99,UTC_time_of_day,unsafe_filter_passed,signal_accepted_pre_execution,signal_accepted,rejection_reason,entry_time,entry_bid,entry_ask,entry_price,entry_spread,entry_delay_milliseconds,M5_ATR14,stop,target,initial_risk_price
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2021-07-19-00006,2021-07-19,DEVELOPMENT,2021-07-19T01:00:00.000Z,1.25921528754,2.51674181114,0.00062241294425,-0.000158961297551,0.000781374241801,0.406860122149,0.205563298003,-0.364718822401,6529.03943511,4.04506198671,,,,0.505,01:05:00,false,false,false,OUTSIDE_ENTRY_WINDOW,,,,,,,0.897471658652,,,
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2021-07-19-00007,2021-07-19,DEVELOPMENT,2021-07-19T02:00:00.000Z,-0.215399052493,2.68849671331,0.000264755282173,-0.000572389982424,0.000837145264597,0.405507189755,0.209697485573,-0.363751530871,6525.72562055,4.02980755909,,,,0.505,02:05:00,false,false,false,OUTSIDE_ENTRY_WINDOW,,,,,,,1.07344466228,,,
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2021-07-19-00008,2021-07-19,DEVELOPMENT,2021-07-19T10:05:00.000Z,-1.05818475621,2.62840274766,0.000980939159346,0.000154884942514,0.000826054216832,0.403441025562,0.205821936634,-0.374398665202,6443.4901324,3.95422342355,,,,0.504,10:10:00,false,false,false,UNSAFE_H1_ATR_PERCENTILE,,,,,,,1.22934078863,,,
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2021-07-19-00009,2021-07-19,DEVELOPMENT,2021-07-19T11:55:00.000Z,0.367865549474,2.56100466447,-0.000730015173989,-0.0015302080838,0.000800192909808,0.402380306642,0.208270022884,-0.37109288622,6416.04029842,4.08142478867,,,,0.504,12:00:00,false,false,false,UNSAFE_H1_ATR_PERCENTILE,,,,,,,1.35146631533,,,
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2021-07-19-00006,2021-07-19,DEVELOPMENT,2021-07-19T12:00:00.000Z,2.56100466447,-3.22197337854,-0.001817636573,-0.000796418591234,-0.00102121798176,0.400636051839,0.210619775872,-0.370591325101,6414.20511582,4.08142478867,,,,0.504,12:05:00,false,false,false,UNSAFE_H1_ATR_PERCENTILE,,,,,,,1.52993300709,,,
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2021-07-19-00010,2021-07-19,DEVELOPMENT,2021-07-19T12:30:00.000Z,2.04542851883,2.62112415706,0.0009099270321,6.16890545325e-05,0.000848237977567,0.39793124386,0.218971915954,-0.369155415434,6403.1231342,4.08142478867,,,,0.504,12:35:00,false,false,false,UNSAFE_H1_ATR_PERCENTILE,,,,,,,2.02051822437,,,
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2021-07-19-00011,2021-07-19,DEVELOPMENT,2021-07-19T12:50:00.000Z,-0.199019438827,4.20532389024,0.00228202479095,0.000892985255663,0.00138903953529,0.398342392398,0.21638475348,-0.371944975702,6404.65656978,4.08142478867,,,,0.504,12:55:00,false,false,false,UNSAFE_H1_ATR_PERCENTILE,,,,,,,2.38799130587,,,
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2021-07-19-00007,2021-07-19,DEVELOPMENT,2021-07-19T13:20:00.000Z,-1.18905951214,-2.86760136776,-0.000882785465991,8.4989771056e-05,-0.000967775237047,0.401052797119,0.219464223451,-0.364343700238,6373.45732,4.87464444662,,,,0.504,13:25:00,false,false,false,UNSAFE_H1_ATR_PERCENTILE,,,,,,,2.40127000138,,,
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2021-07-19-00012,2021-07-19,DEVELOPMENT,2021-07-19T13:55:00.000Z,1.92689087376,3.13174760791,0.00164569159619,0.00056752258593,0.00107816901026,0.40030301213,0.209245795404,-0.36861992727,6352.20331058,5.04470555758,,,,0.504,14:00:00,false,false,false,UNSAFE_H1_ATR_PERCENTILE,,,,,,,2.29976522612,,,
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2021-07-19-00008,2021-07-19,DEVELOPMENT,2021-07-19T14:00:00.000Z,3.13174760791,-2.675376203,-0.00121540017745,-0.00028960712309,-0.000925793054361,0.401645169475,0.214532584585,-0.354983548721,6315.04041333,5.04470555758,,,,0.504,14:05:00,false,false,false,UNSAFE_H1_ATR_PERCENTILE,,,,,,,2.44121056711,,,
