simulation_id,specialist_id,direction,excursion_episode_id,UTC_date,chronological_segment,candidate_time,entry_time,entry_source_sequence,entry_bid,entry_ask,entry_price,entry_spread,stop,target,initial_risk_price,exit_time,exit_source_sequence,exit_timestamp_group_size,exit_ordering_quality,exit_bid,exit_ask,exit_price,exit_spread,exit_reason,residual_z_at_entry,residual_z_at_exit_signal,gross_R,baseline_net_R,stress_incremental_entry_spread_R,stress_incremental_exit_spread_R,stress_slippage_R,stress_net_R,broker_transfer_R,MFE_R,MAE_R,holding_minutes,stop_gap,target_gap,identical_timestamp_ambiguity,convergence_exit,expiry_exit,forced_exit,post_exit_invariance_contract,Capital_minimum_volume_loss,Capital_required_margin,Capital_post_entry_free_margin,Capital_account_feasible,Capital_rejection_reason
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2022-02-17-00572,2022-02-17,DEVELOPMENT,2022-02-17T08:25:00.000Z,2022-02-17T08:30:00.083Z,2022021708:0000007271,1884.378,1884.772,1884.378,0.394,1887.11935685,1880.26596473,2.74135684666,2022-02-17T08:35:00.441Z,2022021708:0000009534,1,SOURCE_SEQUENCE_ORDERED,1883.118,1883.422,1883.422,0.304,RESIDUAL_CONVERGENCE,7.1778879236,-0.3701401339,0.476041636677,0.348732417367,0.00839000585715,0.0248052347081,0.05,0.265537176802,0.198732417367,1.03817202911,-0.351650680274,5.00596666667,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2022-02-17-00573,2022-02-17,DEVELOPMENT,2022-02-17T09:25:00.000Z,2022-02-17T09:30:00.180Z,2022021709:0000008690,1892.668,1892.972,1892.668,0.304,1895.71645183,1888.09532225,3.0484518343,2022-02-17T09:35:00.279Z,2022021709:0000009894,1,SOURCE_SEQUENCE_ORDERED,1890.968,1891.272,1891.272,0.304,RESIDUAL_CONVERGENCE,4.89506115856,-1.37460547607,0.557660114841,0.457937364893,0.0223064045936,0.0223064045937,0.05,0.363324555706,0.307937364893,0.576030095094,-0.221095833766,5.00165,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2022-02-17-00574,2022-02-17,DEVELOPMENT,2022-02-17T12:00:00.000Z,2022-02-17T12:05:00.027Z,2022021712:0000000957,1884.078,1884.426,1884.078,0.348,1885.70700784,1881.63448825,1.62900783592,2022-02-17T12:10:05.661Z,2022021712:0000001696,1,SOURCE_SEQUENCE_ORDERED,1885.474,1885.752,1885.752,0.278,STOP,3.13540354366,,-0.835477871862,-1.02761936627,0.0282380471019,0.0497235177229,0.05,-1.1555809311,-1.17761936627,0.265192094522,-1.02761936627,5.0939,true,false,false,false,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-02-17-00516,2022-02-17,DEVELOPMENT,2022-02-17T14:05:00.000Z,2022-02-17T14:10:00.105Z,2022021714:0000004458,1890.228,1890.572,1890.572,0.344,1887.65523185,1894.94715222,2.91676814751,2022-02-17T14:11:52.772Z,2022021714:0000005309,1,SOURCE_SEQUENCE_ORDERED,1887.098,1887.342,1887.098,0.244,STOP,-2.50682037039,,-1.09024778082,-1.19104427377,0.0164565702766,0.0335988309814,0.05,-1.29109967503,-1.34104427377,0.0397700448352,-1.19104427377,1.87778333333,true,false,false,false,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2022-02-17-00576,2022-02-17,DEVELOPMENT,2022-02-17T14:20:00.000Z,2022-02-17T14:25:00.352Z,2022021714:0000010883,1891.728,1892.112,1891.728,0.384,1895.0746562,1886.7080157,3.34665620265,2022-02-17T14:30:00.105Z,2022021714:0000012375,1,SOURCE_SEQUENCE_ORDERED,1892.578,1892.842,1892.842,0.264,RESIDUAL_CONVERGENCE,3.76658381004,-0.313911523993,-0.23605651497,-0.332869566679,0.00836656002424,0.0262949029333,0.05,-0.417531029637,-0.482869566679,0,-0.68964359057,4.99588333333,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-02-17-00517,2022-02-17,DEVELOPMENT,2022-02-17T14:30:00.000Z,2022-02-17T14:35:00.063Z,2022021714:0000014713,1891.428,1891.729,1891.729,0.301,1888.41970205,1896.69294693,3.30929795025,2022-02-17T14:40:00.020Z,2022021714:0000017267,1,SOURCE_SEQUENCE_ORDERED,1890.011,1890.272,1890.011,0.261,RESIDUAL_CONVERGENCE,-4.14297681103,0.247573477441,-0.434231073057,-0.519143342736,0.0210014332481,0.0270450111612,0.05,-0.617189787145,-0.669143342736,0,-0.731575106382,4.99928333333,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2022-02-18-00578,2022-02-18,DEVELOPMENT,2022-02-18T10:45:00.000Z,2022-02-18T10:50:00.032Z,2022021810:0000008993,1889.098,1889.432,1889.098,0.334,1890.87989947,1886.4251508,1.78189946525,2022-02-18T11:00:00.087Z,2022021811:0000000000,1,SOURCE_SEQUENCE_ORDERED,1889.368,1889.672,1889.672,0.304,RESIDUAL_CONVERGENCE,2.85715199827,-0.00880188543641,-0.143105716666,-0.32212816222,0.0297435411109,0.0381615244441,0.05,-0.440033227775,-0.47212816222,0,-0.627981556662,10.0009166667,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-02-18-00521,2022-02-18,DEVELOPMENT,2022-02-18T13:00:00.000Z,2022-02-18T13:05:00.010Z,2022021813:0000001421,1892.633,1892.972,1892.972,0.339,1891.40147881,1895.32778179,1.57052119384,2022-02-18T13:09:28.374Z,2022021813:0000002633,1,SOURCE_SEQUENCE_ORDERED,1895.518,1895.732,1895.32778179,0.214,TARGET,-2.53794792144,,1.6760562042,1.5,0.032154930604,0.071950636797,0.05,1.3458944326,1.35,1.62111788748,-0.550135842412,4.47273333333,false,true,false,false,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-02-18-00522,2022-02-18,DEVELOPMENT,2022-02-18T13:25:00.000Z,2022-02-18T13:30:00.051Z,2022021813:0000010550,1899.076,1899.372,1899.372,0.296,1897.37682817,1902.36475775,1.99517183247,2022-02-18T13:36:38.161Z,2022021813:0000013213,1,SOURCE_SEQUENCE_ORDERED,1897.322,1897.652,1897.322,0.33,STOP,-2.69002262876,,-0.870601705444,-1.02748042381,0.0360871173241,0.0275665479559,0.05,-1.14113408909,-1.17748042381,0.257621920897,-1.02748042381,6.63516666667,true,false,false,false,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2022-02-18-00579,2022-02-18,DEVELOPMENT,2022-02-18T13:40:00.000Z,2022-02-18T13:45:00.077Z,2022021813:0000015713,1898.718,1899.032,1898.718,0.314,1900.92195864,1895.41206204,2.20395864283,2022-02-18T13:50:00.649Z,2022021813:0000016958,1,SOURCE_SEQUENCE_ORDERED,1896.808,1897.072,1897.072,0.264,RESIDUAL_CONVERGENCE,5.11836790118,-2.90224033025,0.877965657973,0.746837970555,0.0285849283992,0.0399281539544,0.05,0.628324888202,0.596837970555,0.764987131444,-0.328499812079,5.00953333333,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-02-18-00523,2022-02-18,DEVELOPMENT,2022-02-18T13:45:00.000Z,2022-02-18T13:50:00.649Z,2022021813:0000016958,1896.808,1897.072,1897.072,0.264,1894.81207412,1900.46188882,2.25992588263,2022-02-18T13:55:00.270Z,2022021813:0000018256,1,SOURCE_SEQUENCE_ORDERED,1896.888,1897.217,1896.888,0.329,RESIDUAL_CONVERGENCE,-2.90224033025,0.432733616932,0.0497803936248,-0.0814185993506,0.0389393301243,0.0245583275215,0.05,-0.194916256996,-0.231418599351,0.54692059129,-0.532760834881,4.99368333333,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2022-02-21-00581,2022-02-21,DEVELOPMENT,2022-02-21T11:40:00.000Z,2022-02-21T11:45:00.006Z,2022022111:0000006772,1897.755,1898.052,1897.755,0.297,1899.12863839,1895.69454242,1.37363838538,2022-02-21T11:55:00.165Z,2022022111:0000008196,1,SOURCE_SEQUENCE_ORDERED,1896.758,1897.112,1897.112,0.354,RESIDUAL_CONVERGENCE,2.64481452646,-1.24972246335,0.705061834547,0.468099906674,0.0520515448324,0.0313037262628,0.05,0.334744635579,0.318099906674,0.613698633478,-0.390932581468,10.00265,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-02-22-00527,2022-02-22,DEVELOPMENT,2022-02-22T08:15:00.000Z,2022-02-22T08:20:00.092Z,2022022208:0000006628,1906.478,1906.837,1906.837,0.359,1904.72781174,1910.00078239,2.10918826268,2022-02-22T08:25:00.134Z,2022022208:0000008160,1,SOURCE_SEQUENCE_ORDERED,1906.698,1907.082,1906.698,0.384,RESIDUAL_CONVERGENCE,-4.7281928579,1.54408900479,0.110231980764,-0.0659021304353,0.0192016998751,0.0132752492963,0.05,-0.148379079607,-0.215902130435,0.545707569288,-0.279254351269,5.0007,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-02-22-00528,2022-02-22,DEVELOPMENT,2022-02-22T08:55:00.000Z,2022-02-22T09:00:00.086Z,2022022209:0000000000,1896.377,1896.692,1896.692,0.315,1893.97082595,1900.77376107,2.72117404744,2022-02-22T09:05:00.171Z,2022022209:0000001851,1,SOURCE_SEQUENCE_ORDERED,1898.633,1898.997,1898.633,0.364,RESIDUAL_CONVERGENCE,-3.92931803992,1.2842070489,0.838057382676,0.713295058002,0.02296802737,0.0139645606409,0.05,0.626362469991,0.563295058002,0.983399059873,-0.170514635195,5.00141666667,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2022-02-22-00584,2022-02-22,DEVELOPMENT,2022-02-22T11:55:00.000Z,2022-02-22T12:00:00.032Z,2022022212:0000000000,1893.748,1894.092,1893.748,0.344,1896.24245703,1890.00631446,2.49445702772,2022-02-22T12:05:18.354Z,2022022212:0000001842,1,SOURCE_SEQUENCE_ORDERED,1895.938,1896.322,1896.322,0.384,STOP,3.66027278178,,-0.885964350334,-1.03188789039,0.0192426646226,0.0112248876966,0.05,-1.11235544271,-1.18188789039,0,-1.03188789039,5.30536666667,true,false,false,false,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2022-02-22-00585,2022-02-22,DEVELOPMENT,2022-02-22T13:30:00.000Z,2022-02-22T13:35:00.016Z,2022022213:0000010995,1904.678,1905.032,1904.678,0.354,1907.17777271,1900.92834094,2.49977270715,2022-02-22T13:40:00.108Z,2022022213:0000012540,1,SOURCE_SEQUENCE_ORDERED,1902.178,1902.502,1902.502,0.324,RESIDUAL_CONVERGENCE,3.28625587744,-3.50206701858,1.00609147096,0.870479141474,0.017201563917,0.0232021094695,0.05,0.780075468088,0.720479141474,0.998490779926,-0.192417494048,5.00153333333,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-02-22-00529,2022-02-22,DEVELOPMENT,2022-02-22T13:35:00.000Z,2022-02-22T13:40:00.108Z,2022022213:0000012540,1902.178,1902.502,1902.502,0.324,1899.91707713,1906.37938431,2.58492287092,2022-02-22T13:50:00.156Z,2022022213:0000015222,1,SOURCE_SEQUENCE_ORDERED,1901.648,1902.002,1901.648,0.354,RESIDUAL_CONVERGENCE,-3.50206701858,0.428267167425,-0.199232250135,-0.33037736236,0.0224378068114,0.0166349257394,0.05,-0.419450094911,-0.48037736236,0,-0.75979056168,10.0008,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2022-02-23-00586,2022-02-23,DEVELOPMENT,2022-02-23T13:20:00.000Z,2022-02-23T13:25:00.097Z,2022022313:0000007178,1902.528,1902.882,1902.528,0.354,1904.4387068,1899.6619398,1.91070680028,2022-02-23T13:30:15.103Z,2022022313:0000009379,1,SOURCE_SEQUENCE_ORDERED,1904.118,1904.462,1904.462,0.344,STOP,3.79251814462,,-0.829535960078,-1.01219088126,0.022504761062,0.0251215937437,0.05,-1.10981723606,-1.16219088126,0.364263109283,-1.01219088126,5.2501,true,false,false,false,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-02-23-00531,2022-02-23,DEVELOPMENT,2022-02-23T15:00:00.000Z,2022-02-23T15:05:00.137Z,2022022315:0000002798,1907.008,1907.372,1907.372,0.364,1904.89569976,1911.08645036,2.47630024169,2022-02-23T15:14:09.603Z,2022022315:0000006735,1,SOURCE_SEQUENCE_ORDERED,1904.878,1905.212,1904.878,0.334,STOP,-3.9151670816,,-0.866211602248,-1.00714766247,0.0153454736062,0.0214028973982,0.05,-1.09389603348,-1.15714766247,0.244719921194,-1.00714766247,9.15776666667,true,false,false,false,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2022-02-28-00603,2022-02-28,DEVELOPMENT,2022-02-28T12:55:00.000Z,2022-02-28T13:00:00.092Z,2022022813:0000000000,1913.368,1913.581,1913.368,0.213,1915.81367087,1909.69949369,2.44567087114,2022-02-28T13:05:00.039Z,2022022813:0000001816,1,SOURCE_SEQUENCE_ORDERED,1911.418,1911.777,1911.777,0.359,RESIDUAL_CONVERGENCE,2.60370976694,-2.16834457331,0.767478577004,0.650537248808,0.0464085340916,0.0165598733983,0.05,0.537568841318,0.500537248808,1.40902033903,-0.629275189136,4.99911666667,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-03-01-00545,2022-03-01,DEVELOPMENT,2022-03-01T12:55:00.000Z,2022-03-01T13:00:00.084Z,2022030113:0000000000,1916.253,1916.513,1916.513,0.26,1913.44595816,1921.11356276,3.06704184016,2022-03-01T13:05:00.026Z,2022030113:0000002968,1,SOURCE_SEQUENCE_ORDERED,1918.898,1919.243,1918.898,0.345,RESIDUAL_CONVERGENCE,-2.52486991525,1.00926065799,0.87625149576,0.777622257632,0.0293442361371,0.015487235739,0.05,0.682790785756,0.627622257632,0.777622257632,-0.650789948106,4.99903333333,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-03-01-00546,2022-03-01,DEVELOPMENT,2022-03-01T13:20:00.000Z,2022-03-01T13:25:00.090Z,2022030113:0000013267,1917.548,1917.873,1917.873,0.325,1914.29727104,1923.23659343,3.5757289554,2022-03-01T13:38:39.268Z,2022030113:0000020636,1,SOURCE_SEQUENCE_ORDERED,1914.098,1914.382,1914.098,0.284,STOP,-2.75837545151,,-0.970571327773,-1.05572878903,0.016080637184,0.0218137339191,0.05,-1.14362316014,-1.20572878903,0.455851106258,-1.05572878903,13.6529666667,true,false,false,false,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2022-03-01-00604,2022-03-01,DEVELOPMENT,2022-03-01T14:00:00.000Z,2022-03-01T14:05:00.033Z,2022030114:0000002495,1918.818,1919.203,1918.818,0.385,1922.45408105,1913.36387843,3.63608104877,2022-03-01T14:10:00.025Z,2022030114:0000004489,1,SOURCE_SEQUENCE_ORDERED,1918.038,1918.352,1918.352,0.314,RESIDUAL_CONVERGENCE,2.90970138783,-1.33673502156,0.22427992915,0.128159959514,0.00756308773957,0.0173263464579,0.05,0.0532705253166,-0.0218400404859,0.367428553457,-0.144386220483,4.99986666667,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-03-01-00547,2022-03-01,DEVELOPMENT,2022-03-01T14:55:00.000Z,2022-03-01T15:00:00.097Z,2022030115:0000000000,1923.998,1924.402,1924.402,0.404,1920.7414353,1929.89284705,3.66056470257,2022-03-01T15:14:17.233Z,2022030115:0000008727,1,SOURCE_SEQUENCE_ORDERED,1920.706,1920.982,1920.706,0.276,STOP,-3.23771814483,,-0.916798437587,-1.00968028168,0.0049172740991,0.0224009153403,0.05,-1.08699847112,-1.15968028168,0.00382454652149,-1.00968028168,14.2856,true,false,false,false,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2022-03-02-00608,2022-03-02,DEVELOPMENT,2022-03-02T05:55:00.000Z,2022-03-02T06:00:00.070Z,2022030206:0000000000,1934.578,1935.002,1934.578,0.424,1936.26237034,1932.05144449,1.68437034319,2022-03-02T06:05:00.096Z,2022030206:0000001018,1,SOURCE_SEQUENCE_ORDERED,1933.323,1933.732,1933.732,0.409,RESIDUAL_CONVERGENCE,2.77135904032,-4.29183506558,0.749538250364,0.502264839452,0.00474954930924,0.00920225178668,0.05,0.438313038356,0.352264839452,0.502264839452,-0.584194565036,5.00043333333,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-03-02-00550,2022-03-02,DEVELOPMENT,2022-03-02T06:00:00.000Z,2022-03-02T06:05:00.096Z,2022030206:0000001018,1933.323,1933.732,1933.732,0.409,1932.00410254,1936.32384619,1.72789746153,2022-03-02T06:05:22.903Z,2022030206:0000001131,1,SOURCE_SEQUENCE_ORDERED,1931.738,1932.162,1931.738,0.424,STOP,-4.29183506558,,-0.912959267038,-1.15400366306,0.00897043970786,0.00462990436533,0.05,-1.21760400713,-1.30400366306,0,-1.15400366306,0.380116666667,true,false,false,false,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2022-03-02-00609,2022-03-02,DEVELOPMENT,2022-03-02T07:45:00.000Z,2022-03-02T07:50:00.052Z,2022030207:0000013381,1944.848,1945.222,1944.848,0.374,1947.53181423,1940.82227865,2.68381423073,2022-03-02T07:51:46.489Z,2022030207:0000013991,1,SOURCE_SEQUENCE_ORDERED,1947.548,1947.852,1947.852,0.304,STOP,2.66310439127,,-0.992989741794,-1.1193025082,0.0122959330128,0.025337074087,0.05,-1.2069355153,-1.2693025082,0,-1.1193025082,1.77395,true,false,false,false,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2022-03-02-00610,2022-03-02,DEVELOPMENT,2022-03-02T10:00:00.000Z,2022-03-02T10:05:00.148Z,2022030210:0000001525,1934.878,1935.254,1934.878,0.376,1938.25736877,1929.80894684,3.37936877268,2022-03-02T10:10:00.051Z,2022030210:0000002506,1,SOURCE_SEQUENCE_ORDERED,1933.958,1934.364,1934.364,0.406,RESIDUAL_CONVERGENCE,2.5166679756,-0.14051082352,0.267801492195,0.152099411036,0.0094692240334,0.00503052526775,0.05,0.0875996617353,0.00209941103643,0.24383251886,-0.261587313923,4.99838333333,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-03-02-00551,2022-03-02,DEVELOPMENT,2022-03-02T10:25:00.000Z,2022-03-02T10:30:00.090Z,2022030210:0000008279,1921.676,1922.072,1922.072,0.396,1917.68484732,1928.65272902,4.38715268325,2022-03-02T10:35:00.110Z,2022030210:0000010141,1,SOURCE_SEQUENCE_ORDERED,1925.038,1925.384,1925.038,0.346,RESIDUAL_CONVERGENCE,-6.09548050459,1.43830923783,0.760630012432,0.676064913657,0.00501464197588,0.0107130987666,0.05,0.610337172914,0.526064913657,1.19986706186,-0.0920870617388,5.00033333333,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-03-02-00552,2022-03-02,DEVELOPMENT,2022-03-02T10:40:00.000Z,2022-03-02T10:45:00.061Z,2022030210:0000012997,1923.838,1924.204,1924.204,0.366,1919.72252312,1930.92621533,4.48147688415,2022-03-02T10:50:00.375Z,2022030210:0000014103,1,SOURCE_SEQUENCE_ORDERED,1925.588,1925.924,1925.588,0.336,RESIDUAL_CONVERGENCE,-3.09197121762,1.79439133898,0.387149157488,0.308826763091,0.00825620681675,0.0116033176884,0.05,0.238967238586,0.158826763091,0.342297871808,-0.241215123484,5.00523333333,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2022-03-02-00611,2022-03-02,DEVELOPMENT,2022-03-02T13:40:00.000Z,2022-03-02T13:45:00.063Z,2022030213:0000016703,1932.561,1932.912,1932.561,0.351,1936.58575541,1926.52386689,4.02475540535,2022-03-02T13:50:00.099Z,2022030213:0000018443,1,SOURCE_SEQUENCE_ORDERED,1931.624,1932.012,1932.012,0.388,RESIDUAL_CONVERGENCE,2.74533538674,-1.34399917308,0.228212625984,0.136405804753,0.0110565725164,0.00646001989723,0.05,0.0688892123392,-0.0135941952472,0.29567014145,-0.412695886511,5.0006,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-03-02-00553,2022-03-02,DEVELOPMENT,2022-03-02T15:30:00.000Z,2022-03-02T15:35:00.090Z,2022030215:0000015625,1927.498,1927.758,1927.758,0.26,1923.21295462,1934.57556808,4.54504538485,2022-03-02T15:40:00.128Z,2022030215:0000018199,1,SOURCE_SEQUENCE_ORDERED,1926.107,1926.512,1926.107,0.405,RESIDUAL_CONVERGENCE,-3.87530393631,0.18142577602,-0.290096113098,-0.363252698313,0.019801782464,0.00385034659023,0.05,-0.436904827367,-0.513252698313,0,-0.904281399191,5.00063333333,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-03-02-00554,2022-03-02,DEVELOPMENT,2022-03-02T16:30:00.000Z,2022-03-02T16:35:00.045Z,2022030216:0000014563,1917.711,1918.107,1918.107,0.396,1913.49954498,1925.01818253,4.60745502272,2022-03-02T16:40:00.011Z,2022030216:0000017057,1,SOURCE_SEQUENCE_ORDERED,1920.168,1920.428,1920.168,0.26,RESIDUAL_CONVERGENCE,-2.67779134723,0.573667364307,0.518507503214,0.447318528306,0.00477487026819,0.019533560188,0.05,0.37301009785,0.297318528306,0.605323326272,-0.327512692486,4.99943333333,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2022-03-02-00555,2022-03-02,DEVELOPMENT,2022-03-02T16:55:00.000Z,2022-03-02T17:00:00.171Z,2022030217:0000000000,1918.743,1919.067,1919.067,0.324,1914.80388741,1925.46166889,4.26311259399,2022-03-02T17:15:00.083Z,2022030217:0000005227,1,SOURCE_SEQUENCE_ORDERED,1916.025,1916.238,1916.025,0.213,RESIDUAL_CONVERGENCE,-2.90209406375,0.688864727324,-0.650580987213,-0.71356313795,0.0136050828406,0.0266237396967,0.05,-0.803791960487,-0.86356313795,0,-0.953997791598,14.9985333333,false,false,false,true,false,false,true,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
