timestamp_utc,timestamp_ms,missing_instruments,exclusion_reason,previous_synchronized_timestamp,next_synchronized_timestamp
2021-07-01T21:00:00.000Z,1625173200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-01T20:55:00.000Z,2021-07-01T22:00:00.000Z
2021-07-01T21:05:00.000Z,1625173500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-01T20:55:00.000Z,2021-07-01T22:00:00.000Z
2021-07-01T21:10:00.000Z,1625173800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-01T20:55:00.000Z,2021-07-01T22:00:00.000Z
2021-07-01T21:15:00.000Z,1625174100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-01T20:55:00.000Z,2021-07-01T22:00:00.000Z
2021-07-01T21:20:00.000Z,1625174400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-01T20:55:00.000Z,2021-07-01T22:00:00.000Z
2021-07-01T21:25:00.000Z,1625174700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-01T20:55:00.000Z,2021-07-01T22:00:00.000Z
2021-07-01T21:30:00.000Z,1625175000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-01T20:55:00.000Z,2021-07-01T22:00:00.000Z
2021-07-01T21:35:00.000Z,1625175300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-01T20:55:00.000Z,2021-07-01T22:00:00.000Z
2021-07-01T21:40:00.000Z,1625175600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-01T20:55:00.000Z,2021-07-01T22:00:00.000Z
2021-07-01T21:45:00.000Z,1625175900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-01T20:55:00.000Z,2021-07-01T22:00:00.000Z
2021-07-01T21:50:00.000Z,1625176200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-01T20:55:00.000Z,2021-07-01T22:00:00.000Z
2021-07-01T21:55:00.000Z,1625176500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-01T20:55:00.000Z,2021-07-01T22:00:00.000Z
2021-07-04T21:00:00.000Z,1625432400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-02T20:55:00.000Z,2021-07-04T22:00:00.000Z
2021-07-04T21:05:00.000Z,1625432700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-02T20:55:00.000Z,2021-07-04T22:00:00.000Z
2021-07-04T21:10:00.000Z,1625433000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-02T20:55:00.000Z,2021-07-04T22:00:00.000Z
2021-07-04T21:15:00.000Z,1625433300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-02T20:55:00.000Z,2021-07-04T22:00:00.000Z
2021-07-04T21:20:00.000Z,1625433600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-02T20:55:00.000Z,2021-07-04T22:00:00.000Z
2021-07-04T21:25:00.000Z,1625433900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-02T20:55:00.000Z,2021-07-04T22:00:00.000Z
2021-07-04T21:30:00.000Z,1625434200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-02T20:55:00.000Z,2021-07-04T22:00:00.000Z
2021-07-04T21:35:00.000Z,1625434500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-02T20:55:00.000Z,2021-07-04T22:00:00.000Z
2021-07-04T21:40:00.000Z,1625434800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-02T20:55:00.000Z,2021-07-04T22:00:00.000Z
2021-07-04T21:45:00.000Z,1625435100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-02T20:55:00.000Z,2021-07-04T22:00:00.000Z
2021-07-04T21:50:00.000Z,1625435400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-02T20:55:00.000Z,2021-07-04T22:00:00.000Z
2021-07-04T21:55:00.000Z,1625435700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-02T20:55:00.000Z,2021-07-04T22:00:00.000Z
2021-07-05T17:00:00.000Z,1625504400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T17:05:00.000Z,1625504700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T17:10:00.000Z,1625505000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T17:15:00.000Z,1625505300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T17:20:00.000Z,1625505600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T17:25:00.000Z,1625505900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T17:30:00.000Z,1625506200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T17:35:00.000Z,1625506500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T17:40:00.000Z,1625506800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T17:45:00.000Z,1625507100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T17:50:00.000Z,1625507400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T17:55:00.000Z,1625507700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T18:00:00.000Z,1625508000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T18:05:00.000Z,1625508300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T18:10:00.000Z,1625508600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T18:15:00.000Z,1625508900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T18:20:00.000Z,1625509200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T18:25:00.000Z,1625509500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T18:30:00.000Z,1625509800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T18:35:00.000Z,1625510100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T18:40:00.000Z,1625510400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T18:45:00.000Z,1625510700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T18:50:00.000Z,1625511000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T18:55:00.000Z,1625511300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T19:00:00.000Z,1625511600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T19:05:00.000Z,1625511900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T19:10:00.000Z,1625512200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T19:15:00.000Z,1625512500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T19:20:00.000Z,1625512800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T19:25:00.000Z,1625513100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T19:30:00.000Z,1625513400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T19:35:00.000Z,1625513700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T19:40:00.000Z,1625514000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T19:45:00.000Z,1625514300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T19:50:00.000Z,1625514600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T19:55:00.000Z,1625514900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T20:00:00.000Z,1625515200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T20:05:00.000Z,1625515500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T20:10:00.000Z,1625515800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T20:15:00.000Z,1625516100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T20:20:00.000Z,1625516400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T20:25:00.000Z,1625516700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T20:30:00.000Z,1625517000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T20:35:00.000Z,1625517300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T20:40:00.000Z,1625517600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T20:45:00.000Z,1625517900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T20:50:00.000Z,1625518200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T20:55:00.000Z,1625518500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T21:00:00.000Z,1625518800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
2021-07-05T21:05:00.000Z,1625519100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2021-07-05T16:55:00.000Z,2021-07-05T22:00:00.000Z
