record_type,instrument,month,basis,timeframe,item_count,first_utc,last_utc,logical_path,bytes,sha256,contract_sha256
BARS,EURUSD,2023-04,Bid,H1,483,2023-04-02T21:00:00.000Z,2023-04-30T23:00:00.000Z,bars/EURUSD/bid/H1/year=2023/month=04/bars.parquet,20813,89c4f2ca9ced44cc855db17607549125a5b01662c2fdd6eea086ed3555bd9f22,
BARS,EURUSD,2023-04,Ask,M5,5792,2023-04-02T21:00:00.000Z,2023-04-30T23:55:00.000Z,bars/EURUSD/ask/M5/year=2023/month=04/bars.parquet,142130,16a1aabebf5d68bc040009376190bed20ad5e8bbef110aefaafc58f8b6609498,
BARS,EURUSD,2023-04,Ask,H1,483,2023-04-02T21:00:00.000Z,2023-04-30T23:00:00.000Z,bars/EURUSD/ask/H1/year=2023/month=04/bars.parquet,20915,2f121cd366a25333a71dc49a66ce46fd78442c5a179b07df55069440f6ca8710,
BARS,EURUSD,2023-04,Mid,M5,5792,2023-04-02T21:00:00.000Z,2023-04-30T23:55:00.000Z,bars/EURUSD/mid/M5/year=2023/month=04/bars.parquet,158143,06334435b3669413eced6fe61e51f9346e919c18442f4caac6ef6316e84b3bb2,
BARS,EURUSD,2023-04,Mid,H1,483,2023-04-02T21:00:00.000Z,2023-04-30T23:00:00.000Z,bars/EURUSD/mid/H1/year=2023/month=04/bars.parquet,21620,1e12d91c22201f8dda83a42a206f4911d5556a1cf471d344fbebf2fed4f238cf,
TICKS,EURUSD,2023-05,Bid/Ask,TICK,2236715,2023-05-01T00:00:00.109Z,2023-05-31T23:59:47.146Z,normalized/EURUSD/year=2023/month=05/ticks.parquet,24538941,9d334864e224ea60e91a06cd950ccf970bd921a4c554dd0d6e76da75d13bf866,d06f61287fc58416a9d675cadcfd6149df10eccddc8d242435620099294fb333
BARS,EURUSD,2023-05,Bid,M5,6615,2023-05-01T00:00:00.000Z,2023-05-31T23:55:00.000Z,bars/EURUSD/bid/M5/year=2023/month=05/bars.parquet,167081,855b6b5edb6f29b054d310dfd98b9174d3f5fd734c148f09bf682487a09e2a1b,
BARS,EURUSD,2023-05,Bid,H1,552,2023-05-01T00:00:00.000Z,2023-05-31T23:00:00.000Z,bars/EURUSD/bid/H1/year=2023/month=05/bars.parquet,23754,755f06f4afa602d898b42c813bb8c77452f1776a10487c7313a6870e26199ca2,
BARS,EURUSD,2023-05,Ask,M5,6615,2023-05-01T00:00:00.000Z,2023-05-31T23:55:00.000Z,bars/EURUSD/ask/M5/year=2023/month=05/bars.parquet,167382,ca185b5b7fcaa4cf4e3ecf3097b6dd5df01cdc16adc363ee158572603cde40bd,
BARS,EURUSD,2023-05,Ask,H1,552,2023-05-01T00:00:00.000Z,2023-05-31T23:00:00.000Z,bars/EURUSD/ask/H1/year=2023/month=05/bars.parquet,23580,561e74cb857b12ca7be825f0cf102fb8b6c10871935eded48163f03f95e6b4af,
BARS,EURUSD,2023-05,Mid,M5,6615,2023-05-01T00:00:00.000Z,2023-05-31T23:55:00.000Z,bars/EURUSD/mid/M5/year=2023/month=05/bars.parquet,182309,c4d27fff9af0d9016dcb0fa853bfb8069342454c9c01bc5ec91edbd65872ce30,
BARS,EURUSD,2023-05,Mid,H1,552,2023-05-01T00:00:00.000Z,2023-05-31T23:00:00.000Z,bars/EURUSD/mid/H1/year=2023/month=05/bars.parquet,24167,61b30b458b868e6abe1b167f8b4de901fe717975f4dd4e45dbd2bc4a09d0fea8,
TICKS,EURUSD,2023-06,Bid/Ask,TICK,2051718,2023-06-01T00:00:01.493Z,2023-06-30T20:59:57.926Z,normalized/EURUSD/year=2023/month=06/ticks.parquet,22648561,26a84ca3e67b740b21f1b90577d95db4c8c5bf856d7bcddab25e10fe0c5cc5f0,0240a74bafe845b1930f9e10d80d19e1992fc4e6654a0fbbc85a580045397155
BARS,EURUSD,2023-06,Bid,M5,6294,2023-06-01T00:00:00.000Z,2023-06-30T20:55:00.000Z,bars/EURUSD/bid/M5/year=2023/month=06/bars.parquet,155974,791547d30beabdbf9dbce0a41ca97f614a40bf3cd15fc4d5d7a320dd363ac8f5,
BARS,EURUSD,2023-06,Bid,H1,525,2023-06-01T00:00:00.000Z,2023-06-30T20:00:00.000Z,bars/EURUSD/bid/H1/year=2023/month=06/bars.parquet,22552,b0b3beb5537451aa10f9036a1b5d2ce92a58e34944351ef42fc9564ba3083185,
BARS,EURUSD,2023-06,Ask,M5,6294,2023-06-01T00:00:00.000Z,2023-06-30T20:55:00.000Z,bars/EURUSD/ask/M5/year=2023/month=06/bars.parquet,156296,6c3013d6d257f321a9f5927a1b42b3fc229bd65515b6b4b85ed91aa3e7d1a75c,
BARS,EURUSD,2023-06,Ask,H1,525,2023-06-01T00:00:00.000Z,2023-06-30T20:00:00.000Z,bars/EURUSD/ask/H1/year=2023/month=06/bars.parquet,22423,72de3a7dd5cf4916279d19d5a953d1bf77b8b1f59887d3b105176e73e4b19bdf,
BARS,EURUSD,2023-06,Mid,M5,6294,2023-06-01T00:00:00.000Z,2023-06-30T20:55:00.000Z,bars/EURUSD/mid/M5/year=2023/month=06/bars.parquet,171100,3028b37f937b61f4c7e01e1c7041b4be0fbc6553b23c9c8052eb14a420db503c,
BARS,EURUSD,2023-06,Mid,H1,525,2023-06-01T00:00:00.000Z,2023-06-30T20:00:00.000Z,bars/EURUSD/mid/H1/year=2023/month=06/bars.parquet,23085,395899a629eda3087874014dcb7f81b356478feeae8b5052197d9f5c30172fa8,
TICKS,EURUSD,2023-07,Bid/Ask,TICK,2114644,2023-07-02T21:00:16.472Z,2023-07-31T23:59:53.832Z,normalized/EURUSD/year=2023/month=07/ticks.parquet,22887153,205bdb555986c4374389dd188b01cbae3a64e15486ea5cdfd038cf689b149a77,e49db5f6ca2c72d4ce5c9246c0208fea0c690a5a8fa4442c1394d58ddf5f1c36
BARS,EURUSD,2023-07,Bid,M5,6083,2023-07-02T21:00:00.000Z,2023-07-31T23:55:00.000Z,bars/EURUSD/bid/M5/year=2023/month=07/bars.parquet,155020,a703a6a43699780a60f3a80ce000c91efc306b3dc1855679846da5144fea25df,
BARS,EURUSD,2023-07,Bid,H1,507,2023-07-02T21:00:00.000Z,2023-07-31T23:00:00.000Z,bars/EURUSD/bid/H1/year=2023/month=07/bars.parquet,21974,9da06f92963a5472befad1288fe9a2b361693bb859993ac8db4e8766b773cd88,
BARS,EURUSD,2023-07,Ask,M5,6083,2023-07-02T21:00:00.000Z,2023-07-31T23:55:00.000Z,bars/EURUSD/ask/M5/year=2023/month=07/bars.parquet,155034,7edce64202d0bf6730cc5364cecb04ae679b3d41a804e054d26e452d751ab6d1,
BARS,EURUSD,2023-07,Ask,H1,507,2023-07-02T21:00:00.000Z,2023-07-31T23:00:00.000Z,bars/EURUSD/ask/H1/year=2023/month=07/bars.parquet,22118,f538cb1c33515715f659a6be12ccc21b1cd27dd4c8b6cdd6ed969738a20cd4e5,
BARS,EURUSD,2023-07,Mid,M5,6083,2023-07-02T21:00:00.000Z,2023-07-31T23:55:00.000Z,bars/EURUSD/mid/M5/year=2023/month=07/bars.parquet,168697,58c007c717bbc4b254d04818d382fdc801387ca1a94b5340ffb51d172cb00c31,
BARS,EURUSD,2023-07,Mid,H1,507,2023-07-02T21:00:00.000Z,2023-07-31T23:00:00.000Z,bars/EURUSD/mid/H1/year=2023/month=07/bars.parquet,22661,38a8e79031cf097c78956e3c00cebd832b1659aa23fb47cef5314948d22174f7,
TICKS,EURUSD,2023-08,Bid/Ask,TICK,2238800,2023-08-01T00:00:00.150Z,2023-08-31T23:59:55.295Z,normalized/EURUSD/year=2023/month=08/ticks.parquet,24421741,c25b4bdf5f41cf27f6ea023b3bde75fb486ddb6b3356d01975078af1f2104987,0b4b0ea55b40564ddedefd45a4dc1ac776d8b75b4b05379e67628dfff1118afd
BARS,EURUSD,2023-08,Bid,M5,6623,2023-08-01T00:00:00.000Z,2023-08-31T23:55:00.000Z,bars/EURUSD/bid/M5/year=2023/month=08/bars.parquet,160772,dc73b0c71df14b772e5077c3e335470b9febd9a44a3db1feb0c5932817fa0bcd,
BARS,EURUSD,2023-08,Bid,H1,552,2023-08-01T00:00:00.000Z,2023-08-31T23:00:00.000Z,bars/EURUSD/bid/H1/year=2023/month=08/bars.parquet,23353,0481c1239a6186b83b7bdc435fd4e0d7341d6656f0bd4faabf014dd6e97fb332,
BARS,EURUSD,2023-08,Ask,M5,6623,2023-08-01T00:00:00.000Z,2023-08-31T23:55:00.000Z,bars/EURUSD/ask/M5/year=2023/month=08/bars.parquet,160635,aae9344a1e47c1e35945c4f89918476d1aff5084896c9ca2e38ce74b60ce1a7b,
BARS,EURUSD,2023-08,Ask,H1,552,2023-08-01T00:00:00.000Z,2023-08-31T23:00:00.000Z,bars/EURUSD/ask/H1/year=2023/month=08/bars.parquet,23414,e2925200af0d55391df9d69fb9e3595b936251f1e2312a96d703087bf3c6da32,
BARS,EURUSD,2023-08,Mid,M5,6623,2023-08-01T00:00:00.000Z,2023-08-31T23:55:00.000Z,bars/EURUSD/mid/M5/year=2023/month=08/bars.parquet,178719,6af0a1b8d0aa5737da7b3e398d84a0561197c06288a73d95621707fe643bc41b,
BARS,EURUSD,2023-08,Mid,H1,552,2023-08-01T00:00:00.000Z,2023-08-31T23:00:00.000Z,bars/EURUSD/mid/H1/year=2023/month=08/bars.parquet,24230,c7311f9ffa7d71cd99d58ca54fedbf7c52b32867aaccbff31ea310be113476f0,
TICKS,EURUSD,2023-09,Bid/Ask,TICK,1737379,2023-09-01T00:00:00.132Z,2023-09-29T20:59:56.147Z,normalized/EURUSD/year=2023/month=09/ticks.parquet,19211998,be5c4971550b008ee9eeb19a76365e5cf3d58adbea3a9f969c182d2d0e284596,13538f965f01936d0b508e575454a8ee31dc887716e919cff3d6000fbbfea6c7
BARS,EURUSD,2023-09,Bid,M5,6012,2023-09-01T00:00:00.000Z,2023-09-29T20:55:00.000Z,bars/EURUSD/bid/M5/year=2023/month=09/bars.parquet,149931,deee939dc31cdbc6379116faf9cb13069d6cdefbf66d3178df70a991a07bdac3,
BARS,EURUSD,2023-09,Bid,H1,501,2023-09-01T00:00:00.000Z,2023-09-29T20:00:00.000Z,bars/EURUSD/bid/H1/year=2023/month=09/bars.parquet,21658,7306be16ef1073d8cd1e68a8ad1d29468271735f6f0e7a14f0005ee9d3f44954,
BARS,EURUSD,2023-09,Ask,M5,6012,2023-09-01T00:00:00.000Z,2023-09-29T20:55:00.000Z,bars/EURUSD/ask/M5/year=2023/month=09/bars.parquet,150002,876dbbda67de3ae8c29dc2bf6f47c677d3d841d2aad5842f265c08a595814911,
BARS,EURUSD,2023-09,Ask,H1,501,2023-09-01T00:00:00.000Z,2023-09-29T20:00:00.000Z,bars/EURUSD/ask/H1/year=2023/month=09/bars.parquet,21734,cc00c31a5e54bcdf65d478e95c63fde79d8ff543d82130952a7a5e934f193606,
BARS,EURUSD,2023-09,Mid,M5,6012,2023-09-01T00:00:00.000Z,2023-09-29T20:55:00.000Z,bars/EURUSD/mid/M5/year=2023/month=09/bars.parquet,165658,e2da4cd0295582f56351e32760121c1b1bfd459886b857f383316fc3bf84080f,
BARS,EURUSD,2023-09,Mid,H1,501,2023-09-01T00:00:00.000Z,2023-09-29T20:00:00.000Z,bars/EURUSD/mid/H1/year=2023/month=09/bars.parquet,22438,1e35a87010d5188a259191f0e97aee455d46b4647b1b204fe5a2ec14ccc839fb,
TICKS,EURUSD,2023-10,Bid/Ask,TICK,2199266,2023-10-01T21:00:29.625Z,2023-10-31T23:59:58.229Z,normalized/EURUSD/year=2023/month=10/ticks.parquet,24004134,b470df6d3d0999f1298643ed5b26381e084c134b461c646ae7218dd63004020e,0acf5c194a78904b74b9879eb0baba4a1e9e7e58ab1200bd1e7e11fec8029248
BARS,EURUSD,2023-10,Bid,M5,6372,2023-10-01T21:00:00.000Z,2023-10-31T23:55:00.000Z,bars/EURUSD/bid/M5/year=2023/month=10/bars.parquet,150050,44f148447d23c965d46f30c9a38a8eb3e135469347cb76a10a2e4e0b0b73a352,
BARS,EURUSD,2023-10,Bid,H1,531,2023-10-01T21:00:00.000Z,2023-10-31T23:00:00.000Z,bars/EURUSD/bid/H1/year=2023/month=10/bars.parquet,22271,9b08d8dedb11b299e44821074da734297533424ada1555729d8d7adb9ea89f54,
BARS,EURUSD,2023-10,Ask,M5,6372,2023-10-01T21:00:00.000Z,2023-10-31T23:55:00.000Z,bars/EURUSD/ask/M5/year=2023/month=10/bars.parquet,150146,c70001d859297c5a9a6e24f96bd8f46076aef71703d06fb48494c93dad3e9ffb,
BARS,EURUSD,2023-10,Ask,H1,531,2023-10-01T21:00:00.000Z,2023-10-31T23:00:00.000Z,bars/EURUSD/ask/H1/year=2023/month=10/bars.parquet,22314,484e4ea4ba153a0444d9b9409ecbb5db43f9fe417014eeb9e3512ed0116b2190,
BARS,EURUSD,2023-10,Mid,M5,6372,2023-10-01T21:00:00.000Z,2023-10-31T23:55:00.000Z,bars/EURUSD/mid/M5/year=2023/month=10/bars.parquet,169310,c8fab1f8c6d0aa2d82d3a24418c27fdc335e88f9029816e500ab80b3a3d522aa,
BARS,EURUSD,2023-10,Mid,H1,531,2023-10-01T21:00:00.000Z,2023-10-31T23:00:00.000Z,bars/EURUSD/mid/H1/year=2023/month=10/bars.parquet,23308,ea5ae560eb8a1435c452be6f431af731524b97fa24241091eaa4dd510e02f4d6,
TICKS,EURUSD,2023-11,Bid/Ask,TICK,1940625,2023-11-01T00:00:00.407Z,2023-11-30T23:59:55.683Z,normalized/EURUSD/year=2023/month=11/ticks.parquet,21444255,219d54489d3d9462954895eff6348a78327a08e426d12a3b4866aaf9d03d8182,40ebd44db8c7a8d28aaaf64d40829a3096cebf16424aca3f3743e17db1869b10
BARS,EURUSD,2023-11,Bid,M5,6324,2023-11-01T00:00:00.000Z,2023-11-30T23:55:00.000Z,bars/EURUSD/bid/M5/year=2023/month=11/bars.parquet,158044,c031189cba7e1629afa857f3a22c75f4f507736683ef33dc6a1211973f290071,
BARS,EURUSD,2023-11,Bid,H1,527,2023-11-01T00:00:00.000Z,2023-11-30T23:00:00.000Z,bars/EURUSD/bid/H1/year=2023/month=11/bars.parquet,22693,fbf67d33bef8e1287832780db7cbc1bf2bea81bacdf13e4bb2a1f33665ccf5f1,
BARS,EURUSD,2023-11,Ask,M5,6324,2023-11-01T00:00:00.000Z,2023-11-30T23:55:00.000Z,bars/EURUSD/ask/M5/year=2023/month=11/bars.parquet,158066,a7816cb346d9712465c5d71a85687fc035e990d54f190da0b0ed2e7b7e3a761e,
BARS,EURUSD,2023-11,Ask,H1,527,2023-11-01T00:00:00.000Z,2023-11-30T23:00:00.000Z,bars/EURUSD/ask/H1/year=2023/month=11/bars.parquet,22745,2bbcba78726f21a7da2df68e8eb7349f4c8b547d39a8da3c80f66bd044a56a0a,
BARS,EURUSD,2023-11,Mid,M5,6324,2023-11-01T00:00:00.000Z,2023-11-30T23:55:00.000Z,bars/EURUSD/mid/M5/year=2023/month=11/bars.parquet,174704,01045959b442c78b708911d6d0a8bd7c0f444264e0d807e62ef2042ae65e2a66,
BARS,EURUSD,2023-11,Mid,H1,527,2023-11-01T00:00:00.000Z,2023-11-30T23:00:00.000Z,bars/EURUSD/mid/H1/year=2023/month=11/bars.parquet,23409,733fe70469f8e70281907f53ff16fb69cd6539a22ccfaa3e0418c6167be8e51e,
TICKS,EURUSD,2023-12,Bid/Ask,TICK,2113692,2023-12-01T00:00:01.429Z,2023-12-29T21:59:59.385Z,normalized/EURUSD/year=2023/month=12/ticks.parquet,23023095,5cc8a3690097feaa7d2b9119217141c9a10753bdc9e8ec6b871c84272ce47bef,64bcc6c47ff39b49056398df8bb7f9d2f980f0b9107150521f95b6506053a31c
BARS,EURUSD,2023-12,Bid,M5,5833,2023-12-01T00:00:00.000Z,2023-12-29T21:55:00.000Z,bars/EURUSD/bid/M5/year=2023/month=12/bars.parquet,149941,bb4c0c3eb06340b80948e6b1d852df25ebfa7a5c8ad78453f4dd6990903e7bf3,
BARS,EURUSD,2023-12,Bid,H1,487,2023-12-01T00:00:00.000Z,2023-12-29T21:00:00.000Z,bars/EURUSD/bid/H1/year=2023/month=12/bars.parquet,21176,f04b1161d5971a7b6e24aed3b589aa90b54d624c0bd0b914fc7a9a288b67dbd2,
BARS,EURUSD,2023-12,Ask,M5,5833,2023-12-01T00:00:00.000Z,2023-12-29T21:55:00.000Z,bars/EURUSD/ask/M5/year=2023/month=12/bars.parquet,149661,c33c0e30fc38ee29c1c2dd11c00c20bf1dc5b1639a6831cf1b6906c1c6014732,
BARS,EURUSD,2023-12,Ask,H1,487,2023-12-01T00:00:00.000Z,2023-12-29T21:00:00.000Z,bars/EURUSD/ask/H1/year=2023/month=12/bars.parquet,21201,c4252fe47ab411805466fb7c386a5e96d58fa036e2ed958ce06ada162c1a7e6e,
