specialist_id,baseline_trades,baseline_wins,baseline_losses,baseline_net_R,baseline_expectancy_R,baseline_profit_factor,baseline_maximum_closed_drawdown_R,baseline_top_ten_winners_fraction,baseline_top_three_winning_days_fraction,baseline_active_months,baseline_annualized_trades,baseline_median_monthly_trades,stress_trades,stress_wins,stress_losses,stress_net_R,stress_expectancy_R,stress_profit_factor,stress_maximum_closed_drawdown_R,stress_top_ten_winners_fraction,stress_top_three_winning_days_fraction,stress_active_months,stress_annualized_trades,stress_median_monthly_trades,broker_trades,broker_wins,broker_losses,broker_net_R,broker_expectancy_R,broker_profit_factor,broker_maximum_closed_drawdown_R,broker_top_ten_winners_fraction,broker_top_three_winning_days_fraction,broker_active_months,broker_annualized_trades,broker_median_monthly_trades,stage_a_pass,failed_gates
COMBINED_BIDIRECTIONAL_DIAGNOSTIC,4012,1754,2251,-627.311938921,-0.156358908006,0.599569511544,627.311938921,0.0159696464807,0.0153071874868,35,1337.33333333,120,4012,1553,2459,-1024.23681302,-0.255293323285,0.431921431626,1024.23681302,0.0185916112341,0.0149579672717,35,1337.33333333,120,4012,1425,2587,-1229.11193892,-0.306358908006,0.36314887154,1229.11193892,0.019261741716,0.0142011619092,35,1337.33333333,120,false,baseline_profit_factor|baseline_expectancy_R|stress_profit_factor|stress_expectancy_R|broker_profit_factor|maximum_closed_drawdown_R|baseline_net_R|stress_net_R|broker_net_R|broker_expectancy_R
