instrument,official_identifier,year,month,official_source_origin,expected_hour_files,observed_hour_files,total_raw_bytes,hour_file_hash_map_SHA256,frozen_manifest_SHA256,acquisition_manifest_SHA256,first_source_timestamp,last_source_timestamp,total_tick_count,retry_count,freeze_status,hash_validation_status,reused_without_download
XAGUSD,XAG-USD,2023,4,https://jetta.dukascopy.com/v1,720,720,31884236,c215eb5a54fb9e6dfd54c9da7d6a141459eee00b16a19250e1d788c254322dbc,3db9ef9a5c3146cb8c10bf6ce1a584ce214781239b1fe0364397f2c03d4709d0,feccbd1e81b0443954d5de7af80b33cdbed354038cfd5ef5793ce3b2fe8d35c8,2023-04-02T22:00:00.313Z,2023-04-30T23:59:59.657Z,1277153,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
XAGUSD,XAG-USD,2023,5,https://jetta.dukascopy.com/v1,744,744,35948791,8845a4e86604f3169127f32a7122d95941e9fc38d608724fcb7bbe6c83dd93d4,826cf7af6c697564b7d4d35af73e3a3ef6ba7d5f01861522d0c026768c4d443f,be961384210090adc3307105d7de3f560dba0b6405319d82c478812e4b421858,2023-05-01T00:00:00.171Z,2023-05-31T23:59:59.918Z,1433224,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
XAGUSD,XAG-USD,2023,6,https://jetta.dukascopy.com/v1,720,720,33563136,96c24fd560fd0dc5df7bc3612588d8e73471b00b52feaf37df7417aa51d58057,35f12589db873f1a2bc1333c3822fda1f69c19f9fd34a858906110d476c6ad07,82e75b6f580b2b76a8880a036a3008bbd34726e6013800922f90c77c5f87e730,2023-06-01T00:00:00.369Z,2023-06-30T20:59:58.106Z,1322748,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
XAGUSD,XAG-USD,2023,7,https://jetta.dukascopy.com/v1,744,744,26873734,d049f8b182d4980ea257d2c65cfe5f875b042f2488bd4512a657099741809fe5,beffda05e8cea124af6aa56fb10fc9649de8102a4d8d4298a90fa4c386023fc7,fbbed06c6808bcb431f8f9e484dd82a429180a62432992e2c00f000561dd113a,2023-07-02T22:00:00.233Z,2023-07-31T23:59:46.092Z,1055600,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
XAGUSD,XAG-USD,2023,8,https://jetta.dukascopy.com/v1,744,744,26557586,2527ce00aff80dbd1473dd53f3a91b9ddc210c00f9c10aba2cd6fccede08704e,d3fc3da6d7ca522424291ef300ce763ce3cedf888bcf613ced7b4ceff0c8126d,e5d3683cff6fccf543d9ace20597c3a269e53a43db1fb191e8d4a73c98b76f61,2023-08-01T00:00:02.407Z,2023-08-31T23:59:17.480Z,1037242,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
XAGUSD,XAG-USD,2023,9,https://jetta.dukascopy.com/v1,720,720,24629369,707ec8129696c3c058e4b14c1764746c958ab559dcd99d4bd4f344b92c0a7d05,66d4d7f2dc68c2a96dd45aca5fcc1a4165126c1c936560798c553e7febc09b22,a2bdfd55cbaaa95a9636aea847505cad111cef488cedd451c5697a91e5348151,2023-09-01T00:00:01.382Z,2023-09-29T20:59:50.066Z,964028,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
XAGUSD,XAG-USD,2023,10,https://jetta.dukascopy.com/v1,744,744,32105399,8f2a95dcf908da397483134fbbd2d376f45ee22083f55aef3ae314d553dffc7a,e4a2349f335efca457f6849989032ec6cea785d78328fb8754abc9ab75cdf9a0,cf964587eed9b6752f17e73a264b3bf428b0f83fbda6d7947944345209955cb5,2023-10-01T22:00:04.098Z,2023-10-31T23:59:46.512Z,1251819,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
XAGUSD,XAG-USD,2023,11,https://jetta.dukascopy.com/v1,720,720,32023562,35dbb3b820d90861ade09759e8b322dcee47e5c0f0541a60a00df671555b519b,5350b87595835ba973c3beacec7b327d37475bbcef979ebb2c59f86a4862ad1f,8c5203cf635f3eba4e07718e76197efc6588a016d7463aace892116d79686346,2023-11-01T00:00:00.083Z,2023-11-30T23:59:49.071Z,1243146,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
XAGUSD,XAG-USD,2023,12,https://jetta.dukascopy.com/v1,744,744,32013972,feb38f13489f6c8b398b0c644d2eaa8f397b1c4d1aaf793bde5803e9fc1412ff,5840a0f6b843f6c9f3cb54dc2d6008039d0c71615fca401926a993f3bf08cee2,5183b9d701114858a28db2bd260ef9b2af3aee0328b6dbe019b39afe339468de,2023-12-01T00:00:00.210Z,2023-12-29T21:58:57.028Z,1262484,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
XAGUSD,XAG-USD,2024,1,https://jetta.dukascopy.com/v1,744,744,33175786,ac60bcc2654b032bc9b4eeef68b1ae7d5ae2c51395cc9fe99706981341d65fa8,596681a6e9e192a48fbc38b833796c8e638cc03f551486e301d119de6af305bd,037cc03ac77309f58a8453403227e917874860a45b12a37ea87ca39071b14389,2024-01-01T23:04:16.924Z,2024-01-31T23:59:58.930Z,1296390,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
XAGUSD,XAG-USD,2024,2,https://jetta.dukascopy.com/v1,696,696,25164174,56b6712075c56cd78aac80a2d65d09049aeef1c1369895918558715db4b3926a,1e5a23bbcc338cd2c31340b0b4ac3bc98d110ef6d3e9a4e71e9d20061c1a554e,32813b9e3a192be9e90a8fcc661ffc36253072318072271f309f2c30e94ab978,2024-02-01T00:00:00.085Z,2024-02-29T23:59:57.137Z,979481,696,FROZEN_COMPLETE,SHA256_VERIFIED,true
XAGUSD,XAG-USD,2024,3,https://jetta.dukascopy.com/v1,744,744,31750703,9c058f27fce4ec7e1b3fe79695437ad00e120befa5f3b8aeefdd6b5b8b40a216,8874899db8f473ab1008938268409daecc782baa158a9970c572eb450e84deb6,afbfdd687b47f0a62cfbde35c7e9a722abee6193570f2f3c0cfb0b31ae8ac97e,2024-03-01T00:00:15.676Z,2024-03-31T23:59:59.166Z,1238697,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
XAGUSD,XAG-USD,2024,4,https://jetta.dukascopy.com/v1,720,720,59197689,fb907943320dd41e66ed2f989947e631c97feac8b0063e49afa36f6f70505e58,a574b901b33dd4ccb3c2f6577997af1e9b887ab2a2357708c6038764638a78b9,3f9beb6e65d31cac682c6490ea5004838efa11aa25c0c5d34c7afd83f5d5a959,2024-04-01T00:00:00.070Z,2024-04-30T23:59:58.607Z,2351962,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
XAGUSD,XAG-USD,2024,5,https://jetta.dukascopy.com/v1,744,744,63296256,30f81721e29852a9818af516e5f18274b33727efc4e7b4bbc1638a7c08f55ec3,9e92c4c337ddff52d0296424be3149f5a92b623ce4c54bed2ade79f54595e646,dc68d557bfd7c98ac8487b98df4e5991d539de7cc5ceb4538d1d16a6569cce19,2024-05-01T00:00:04.275Z,2024-05-31T20:59:58.095Z,2540124,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
XAGUSD,XAG-USD,2024,6,https://jetta.dukascopy.com/v1,720,720,54401045,93cfa42416df1275e77457a704f88e04700eb6313233509967aa293a712c3072,72e3f26e3bcd55e2e28979ac36e247ac8a70cd77570d1a9f771261700c6728ed,a2583a49cba56977dc2e00d757824917281289d742b5f7ecccd87f4a6571b105,2024-06-02T22:00:00.713Z,2024-06-30T23:59:58.627Z,2181074,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2021,7,https://jetta.dukascopy.com/v1,744,744,37277725,203c736928fb9c76afc45af68d646a738c9ef4b7cd0513aa1fb4f7b21c6c8946,0ca45aca07045c08555ba2bf76080e7a7b9e977d4cbfcc94e865c7703005565e,05b37f5c0412a520eef76dc2b77987c9cd91bb34b4c6197d90d8daebfdddf492,2021-07-01T00:00:00.099Z,2021-07-30T20:59:56.206Z,1342684,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2021,8,https://jetta.dukascopy.com/v1,744,744,26547770,7ceab1b37d183b20e230ffab8a708a3faef21bac2d3bfb9651d73082d6d8da6f,f6402ca4921e9a4b87dbd0832a7e31f3ed07416a816e70966f6f81380e882caa,657f8e40cd1c5ac39b4f50320fbcd74a80d894ebac4c794424a2740a5aec0d40,2021-08-01T21:04:14.474Z,2021-08-31T23:59:51.923Z,953698,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2021,9,https://jetta.dukascopy.com/v1,720,720,34149119,37d66f8d2b9449a75d84ef14dd5c58feb31f8c9c8dcd4818a802bbebbfc7089f,29b9d99f0d7107c47c7ed11b384f3b29ef1891ff125bc5e8cdebd77a7f909d05,9bb2dd78528840024df716ba1bc5999164e8f5ea7f6b1b2a14a5665d0c7ffdf7,2021-09-01T00:00:00.192Z,2021-09-30T23:59:53.373Z,1226796,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2021,10,https://jetta.dukascopy.com/v1,744,744,32151947,968432c6daae6edb3672115adb3142d1e4eae98c3d6845cdc8712ee234500301,bae8fb032fe1fad8bfa3888bf5439401f060b5e922aa6128c4ae2864ad1fcbe6,bd8965766a185e8da42b6b5d961ff21d8c58460f662b4d4fefcb8e0e90771cef,2021-10-01T00:00:00.969Z,2021-10-31T23:59:59.177Z,1155325,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2021,11,https://jetta.dukascopy.com/v1,720,720,41419186,8c9a53a053dbcc3c64e085a0cc91213c1662904e1027d1098ca5c1fc6b20a967,070fc74743845d78a32f2f6d50ccafe9dcc5d7cff7ff7734f117d08c0d98fc54,4fdf6c897d59064f8b273d3e9b284d23c776694c769121906e30d729e45a1774,2021-11-01T00:00:00.566Z,2021-11-30T23:59:39.079Z,1493555,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2021,12,https://jetta.dukascopy.com/v1,744,744,39010263,64c060a9e19b81571e4f3ad6bb6c00b9bcd39e27153462512862df9520f28071,e505440881d79b8017dfaa2a1a40abf42fd6f9c3564b92c1a316fc896d84737c,d0e34cc1a8d3cf500027756ab5763eeb8498cc2d5d0e34223c7bc495a0a966c0,2021-12-01T00:00:00.931Z,2021-12-31T21:59:56.170Z,1404696,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2022,1,https://jetta.dukascopy.com/v1,744,744,38847354,77ba2082bfbc4e236b10eb27f78d881befb8f0ed74274818a3b4f98f9258cd50,be60414a9bb74532f1c3c55d686118b898dade5c8f71d1b0f95444ba28572cbe,bd8a28de0c794de266f631387403ce5f9fae0fcca528a34db7692181150464bd,2022-01-02T22:03:54.650Z,2022-01-31T23:59:58.963Z,1398880,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2022,2,https://jetta.dukascopy.com/v1,672,672,47967987,38155ee17660e85c805b73695b5c2ad67df1cc7802c58312eb7439f3fdf3f824,1da832869c49496204b167af1ebfbb20399f3d68b9608902567f9d3bec7d13df,e003b098aa426e9b0956c504d5d6e4044c08936881bbc16f4ef83318b59307aa,2022-02-01T00:00:00.043Z,2022-02-28T23:59:58.011Z,1737810,672,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2022,3,https://jetta.dukascopy.com/v1,744,744,74631708,4512d72635dc2d2bf3029064d4121e272ab880c3d2806b4613f01aad9b94a89e,2866580052ea06a76d36257ed1f57368a3bd98727b23ae50912028fac43017d2,4907e2634b9771eecb4abc2c6f647842603f0c3929026935010f30a9c823c84e,2022-03-01T00:00:00.128Z,2022-03-31T23:59:54.953Z,2702726,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2022,4,https://jetta.dukascopy.com/v1,720,720,57827496,04c90f1b4dd4ec74dc7eabefca79cb2ab51a1aa5fcfa555c5e4b233042878148,9d8e9803dadadd3534a2acf9a238fe5c9f88225d85dad2babf46e299df9ff9b8,7d846b006699ed5549a0fdb48f09279d3fce6f1200b7c5872b503aae49b0f02c,2022-04-01T00:00:00.106Z,2022-04-29T20:59:49.462Z,2083732,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2022,5,https://jetta.dukascopy.com/v1,744,744,73075802,62066e471b82df3634f1d85522089e923c21ac37517f328c3490bfa1bc3549d6,d78f559286435618c5b258b7f74c3518a7ca4a3c4e2105305a0699e75fcb0189,eeef1f77e7cf187244e10a2d023b9c13fa16b1c7bd181a9a70f80ffd0057fe08,2022-05-01T21:04:02.192Z,2022-05-31T23:59:45.908Z,2632660,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2022,6,https://jetta.dukascopy.com/v1,720,720,70215049,cc438552dba4a134c3d68b84fa4db41be8673c7ebe7255f53edfda97c3696295,63a69d66bcc6164e7ce88af99ce984d112ec47232d7fb9401046ec216e98c23a,eae4223f51b77cfa6db9cf915480b6373b9cb49e4197458380f40ab399904d38,2022-06-01T00:00:00.157Z,2022-06-30T23:59:59.906Z,2531982,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2022,7,https://jetta.dukascopy.com/v1,744,744,82634982,700a2c5ebcb34d5bd63e392b78689a7229edb2bb9bdb8e8234bf0ce2b95a0d84,8c74d5e06a33890c49842324ab01f4721b620e8b5c14f75b2c35702e727ce9f1,ea191913702276efad925132c290decb423fb75200978bdda899c12c07f9b148,2022-07-01T00:00:00.059Z,2022-07-31T23:59:59.344Z,2980809,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2022,8,https://jetta.dukascopy.com/v1,744,744,99641657,f253275f8d3313aa22d5b6bb514aaa23ac8a09c8131acd6cb8cb8f6ab846dd31,1a206dfeeb7099e2b136d297bd9eef582bad3b9600837758ef313e8681c5ba41,441f620eb7626b580025a7055b3f23773265e4ec8b2a09ab18d2b1c87109a0eb,2022-08-01T00:00:00.253Z,2022-08-31T23:59:59.965Z,3545533,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2022,9,https://jetta.dukascopy.com/v1,720,720,126626534,0750d47d668ad3b4982c9e06c08825865bb653885667e75cf5d04b0dfdcbe960,46009429ea728e3e95b5ae2f3f9043139044e3232508f38656b0ac73c7d8cf4e,cc429916ead10fdbd8238b14a60c3d129bbd3139eb91a083f79d44674ed99055,2022-09-01T00:00:00.169Z,2022-09-30T20:59:58.203Z,4515430,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2022,10,https://jetta.dukascopy.com/v1,744,744,136051415,2c746c36b650594de3615abc0707bb873cac5102e906908c04fa663def2bdc33,173e3aeb3468fde5bbd9e36fe630f7155e837cdbd33a91e8cd9b00c617c1d99e,595d8932d78e445d64f4aa65374e4b03bf3a30c442e9639eb80a79736d217a2e,2022-10-02T21:04:02.059Z,2022-10-31T23:59:57.910Z,4860363,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2022,11,https://jetta.dukascopy.com/v1,720,720,123998951,59fe7bf69633a3106d9491cfbcc74fa3aa958de5a1224ca6cdd3eb9b39a61a4a,3d2a54f5a9dfdc48decb36c077ea3053a11239795ee14ea1e4d206c363c89d71,7c56fd29846f04268d3d12a29122cfbb33ad3a7b69eb4093f61f8704da249e77,2022-11-01T00:00:00.080Z,2022-11-30T23:59:54.409Z,4428942,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2022,12,https://jetta.dukascopy.com/v1,744,744,98726022,872585e66032ecbfd66dee560b86108983c908870e8e4c9cd81d2483691e1cd8,f16d0dbdf2a3f0f7b097afe2aa06b9905354ba5ebc89835c9f8bbfc9524f2631,07dd21cf269b148ce54d8b968bad2488e497fc641cc28fbe1c4dc4d151d602cb,2022-12-01T00:00:00.157Z,2022-12-30T21:59:57.894Z,3531583,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2023,1,https://jetta.dukascopy.com/v1,744,744,82739631,6037c5534a3ad413d36a3954113c564146a46b3b4ac128d1478e3f0148d121dc,6ad80aae5253adb005edaf2f5903959f1a2fb51d33757380df83ef0125843afd,0d49212a1e1df2c9088fc9ee64c667e7a22e108f2eca3060fd3871a4e873bd2c,2023-01-01T22:04:01.067Z,2023-01-31T23:59:58.334Z,2971538,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2023,2,https://jetta.dukascopy.com/v1,672,672,75168424,b7ed87702e58a56c9cb110b2e78d0fa4780b8842e78a59a4c0943bb89430716c,0080aeece640241a1c44cd93a9dcae8c4e786c0c7ff90d4cb553311875405be4,639c95ffa5aa4cb5a0a8b91408d759e7d231ee0135d3d3ed4cf1667cff32c9d4,2023-02-01T00:00:00.369Z,2023-02-28T23:59:57.003Z,2687210,672,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2023,3,https://jetta.dukascopy.com/v1,744,744,94373065,9799a664d23478b95a2ce4a06b7f0cd740b64573d796a0afb5d72c3bb102b0a1,a9f0efc3f74de817e9036ca05fcbd9d6c4fc69814982f5e4b67d896ace5c002a,0e12bd0f674acbec595754d9dbd28496ee62435849cb9b163701ed1aa74827a0,2023-03-01T00:00:00.329Z,2023-03-31T20:59:56.463Z,3382087,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2023,4,https://jetta.dukascopy.com/v1,720,720,52769547,8b563c0713382cc20d22686baa6951992507ce658753d5637df31d97224846d6,4e6d28eafeeb0a72de8285391179503f7448c83c089268a62875539746126389,773df2c849f9499f336b10455e483fc44c379639bd2682a16e5b44b9bd6b2e77,2023-04-02T21:00:00.164Z,2023-04-30T23:59:57.986Z,1881792,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2023,5,https://jetta.dukascopy.com/v1,744,744,62757675,e24b9aea89919f8158a414c5b6918944f674ca29d2843701ccf4ef5eee978eab,7e24e8290a273da5ed1d28c7a450cc6390e04265eb67d704aedab8358144c766,45a45cfae4cf06da526c56a836d530446dc46c3db7002eedecd8c881c19625c5,2023-05-01T00:00:00.109Z,2023-05-31T23:59:47.146Z,2236715,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2023,6,https://jetta.dukascopy.com/v1,720,720,57353885,01174f8b824eade0365ce9292cedb28c2063e896a3622e34a6c170a9f711837b,714610509af44530f4214fdb51bbd95cb6921ec8bad946820497ab48091b66b3,3df1ceb51fc6542d42b29d051bb5d22f099eb26842ce7ef20ee7870e67120d9c,2023-06-01T00:00:01.493Z,2023-06-30T20:59:57.926Z,2051718,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2023,7,https://jetta.dukascopy.com/v1,744,744,59201564,305d9d9bae64e3cbdaa82a0490f0a2e92f5cb257420d6ec438cb56d9e98f7563,471b4aab9009de645b73ff26e0f4045d9958572fc0f28c4b747f2ba7d962cf88,8b7fd85bc3c1bd57729bb9dc7cd6923c945bffe44bf2b3868fa6f0b9bd4455d8,2023-07-02T21:00:16.472Z,2023-07-31T23:59:53.832Z,2114644,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2023,8,https://jetta.dukascopy.com/v1,744,744,62468616,bc63ce980450b82f583b72e69d4079cf3ccf5c7b16aa6b2e34cb840278469f93,9e2e951e55cac148184cbcf0084a0d5344b772e56e3c28c82e5a55ce9b12f0b8,318825bb81d511e702b704e6f5c3468560834a186750cb9e3453b35f24050f12,2023-08-01T00:00:00.150Z,2023-08-31T23:59:55.295Z,2238800,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2023,9,https://jetta.dukascopy.com/v1,720,720,48543087,e825e1eeb3fabbe872d9ea49d29d74592a44b1079b3b8ae6b45641c576309f6c,ccce28d6bb033aa7624983297d416530b66c36d04e012eded49c497236c081da,d436d16adc812824843489fc49054dc3669887306b546cb01d6fa9244fb8aad6,2023-09-01T00:00:00.132Z,2023-09-29T20:59:56.147Z,1737379,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2023,10,https://jetta.dukascopy.com/v1,744,744,61371311,d5004cb42df6c73801b10eaa4c307065036f95f8ceaed84dac4b3ce08267806f,6546bcb85b9a72123f07a6fbe23326af1817623642135676727660265879b699,677fce5bcdb38f82e2eccbd8928c851c24558f5f1e0d3503326bb1ab75a33cc7,2023-10-01T21:00:29.625Z,2023-10-31T23:59:58.229Z,2199266,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2023,11,https://jetta.dukascopy.com/v1,720,720,54185914,cbfd0b9171cb173b952cda6703e9322a91e78ab8b976e52801d44ed9ae5c257e,85ded764a64bcaddff480075bc18c1043a50c09e0d17060a6b6b71471f2ab7dd,fd5839c3120e0e8b8c970e1bfbccc659b2e0c94b839246cbebd9fccc5dea85ce,2023-11-01T00:00:00.407Z,2023-11-30T23:59:55.683Z,1940625,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2023,12,https://jetta.dukascopy.com/v1,744,744,58985000,83c4d78e38ca0176773b98f6c2b90b020aa0d6db46652d1d3d493dfb8bb9e3c6,568fe5dd1c42a90a65a81a312ce1a25978941a5cf3acbb58696f8fa729a57bc0,ba5f261adb82e5e2b8ee6d16f35d442974bad336a9bfc1ef09214dd6f3156dea,2023-12-01T00:00:01.429Z,2023-12-29T21:59:59.385Z,2113692,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2024,1,https://jetta.dukascopy.com/v1,744,744,60549166,aebcbcab4ad9ef968bd6b7362056a218672e45aca7769dfee71ec373f35d53f1,b16a235f47326c16c79381532634a2c5ed93e57ed1629ddc25c209dda53ceff6,b3ea20f68f5ab69a948a3a8a1698645ca5c23f89363932f38e52e13d5d2af29a,2024-01-01T22:00:12.108Z,2024-01-31T23:59:57.610Z,2173021,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2024,2,https://jetta.dukascopy.com/v1,696,696,47646945,4f174e55902dfa64fb8870033bee0a2b89f735cd8c1cc94e7a6da9b8ad9cba62,96f86af77acbb5c4e70b8fa7f3be74074fbb2048e07457f0c60ac3bd0d555f61,174ed19df6f3ce176eec085b9cc7c6ef7151433bb746cf25734cd867ac5f8244,2024-02-01T00:00:00.292Z,2024-02-29T23:59:54.137Z,1709485,696,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2024,3,https://jetta.dukascopy.com/v1,744,744,41139608,e0979f37920ac43eba9808bd35082ad334df2eb498f5fd17ab4a4e60fd5fa4a6,a99a15679f7abbadfb7ee0bfd1a4b00c728a12892b088324f8d08ce49931fb9c,856478de57c0205ae4a5e6760f100f7818a06b37321b5995057b635fbcc05aa1,2024-03-01T00:00:00.588Z,2024-03-31T23:59:59.734Z,1477402,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2024,4,https://jetta.dukascopy.com/v1,720,720,43580363,7d9ab59bb0a823119c46c78320165e1340f8ce428f1223e6f81b1409a1ca9868,659ce52530aebfb9f65b83e7f2e243cdc7288f57d5327020ba601946580ed8c2,27f927ca227953c4844d95861f72439ce396ead86012aa2582b8feec9a5a65c6,2024-04-01T00:00:00.244Z,2024-04-30T23:59:52.438Z,1563493,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2024,5,https://jetta.dukascopy.com/v1,744,744,34822490,424948ca53b5b8b1133d5f634e9b29214d4b6815d7953950a9dae728fc06ad72,bb17cac026f6ee364050c1956f6109bc120bc4770a620339fddfc22b772ef530,c08ff103904908234a3063d7cc92b06f0a8333031b53ecb903de22ab6138d516,2024-05-01T00:00:00.355Z,2024-05-31T20:59:59.378Z,1244928,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
EURUSD,EUR-USD,2024,6,https://jetta.dukascopy.com/v1,720,720,37193761,cb3bf628b0253e333fff9c2a12bf210fa5e383ee774c31a37fed3b6e0bc07500,754b0295462f12ea8be49626bd4fb4fe0adc8cc5e280c5bcf06fbb24e7b4117a,c68d0c89a05f35b27c778034349cd51d502f038f1789e97dab2654f6e3ebcac6,2024-06-02T21:00:07.220Z,2024-06-30T23:59:58.941Z,1334494,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2021,7,https://jetta.dukascopy.com/v1,744,744,35040636,f74ffda671f55057bd3c7228f640d3e7f265e6b744899784a953aa3421b83bcd,8b031249522a769b1df8ccda17ee1befd7064c98d3e0b04683a8659a4febb89f,c3d1b845b319f6bcaf8638a3b3419464841447c9ee9c67ddeeaa3e0a7394d842,2021-07-01T00:00:00.313Z,2021-07-30T20:59:59.022Z,1210728,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2021,8,https://jetta.dukascopy.com/v1,744,744,29963123,abb3f9a7419c83c8af433584e38f1f4549fc27f720a3aba2df310f3cb4153e56,1117b2ab880dd9fa4842e1f06523be032e78f7c404ec80d92296c15425bdb28d,a8c2d17be0ffeff1ba55242e22164d7c74afcae5be785a2c49d48dc8bbc8cee9,2021-08-01T21:00:52.027Z,2021-08-31T23:59:51.579Z,1034006,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2021,9,https://jetta.dukascopy.com/v1,720,720,31370376,3daaae8a4ee3393e3b7e1f11bc0723d9722e0980c9dd2c0d49fd0b7a2b353f9b,1fad2f03898902486af03eefaea136b08a145a49b972b4cc48fd75769b1c1bfe,1c2812b8d264c6aa11089d6618bf9a1ee01225c8631cb15cb041bf81f1cee58a,2021-09-01T00:00:00.163Z,2021-09-30T23:59:59.889Z,1084211,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2021,10,https://jetta.dukascopy.com/v1,744,744,40997180,04f584c7223b38efab4a1f22ce0bd551246da56f77f875028ecf536731b693ee,e4ecd108dca2d8da0b2a8c196e141c4c30ab9908660d1fdd85705bb4ae7b4735,c6f383bd8555664470bd64e24a23db5fc37c2be5c0e0f8e33c9761c71133bb00,2021-10-01T00:00:00.041Z,2021-10-31T23:59:58.575Z,1418880,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2021,11,https://jetta.dukascopy.com/v1,720,720,51337706,3637b4c6513449d0e9b43c933a22470d8b236692c8a6eff8ae2258a57e845fd4,0e60decf07422a134270baa28075fe10b83748c282feda640871ae8513044210,30e0bfb49f7d6dd25c96bc076ccfe3534b7791ccbf0154510607c0be3e2723d8,2021-11-01T00:00:00.164Z,2021-11-30T23:59:59.908Z,1779754,720,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2021,12,https://jetta.dukascopy.com/v1,744,744,43860576,e408587cf8054ead8288a2449f32f385f03b92313154d9a9ff645624fa1cb9ee,a0573b468f184e64016b61081a13a2b3d7d395f6c6ced9f8ced4249da6fd6f93,cdd2949a8d3a8a8b6964f62f361e52453b3db36d0eb941e2b08e4fcf045f9137,2021-12-01T00:00:00.010Z,2021-12-31T21:59:56.151Z,1518674,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
USDJPY,USD-JPY,2022,1,https://jetta.dukascopy.com/v1,744,744,42174608,98d67d74bbc9609a2f423eb7bc17e14fe9dc5caf4f8ea374af6c2146650423d4,c6ca282075a3986f599c2ebd2e72d7bf65e2cee5930d5a6a8e5eb3defab363d2,beb1e57b0321159531b0226edf475b589d4e1cf0ca58eb7f0b4d6a32ff0e967a,2022-01-02T22:00:05.513Z,2022-01-31T23:59:58.690Z,1459715,744,FROZEN_COMPLETE,SHA256_VERIFIED,true
