attempt_no,variant_id,regime_owner,mechanic,parameters_json
21120,060e5b7c4d547257,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.8,""entry_offset_atr"":0.5,""hold_hours"":12,""hour_window"":""LONDON"",""pending_expiry_hours"":4.0,""stop_atr"":2.0,""target_mode"":""FIXED"",""target_r"":1.25}"
21121,09522ce21f8c721a,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.25,""entry_offset_atr"":0.1,""hold_hours"":4,""hour_window"":""LONDON"",""pending_expiry_hours"":2.0,""stop_atr"":0.75,""target_mode"":""ANCHOR"",""target_r"":1.0}"
21122,0a19e9872e5ca708,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.4,""entry_offset_atr"":0.35,""hold_hours"":12,""hour_window"":""NEW_YORK"",""pending_expiry_hours"":6.0,""stop_atr"":1.5,""target_mode"":""FIXED"",""target_r"":1.0}"
21123,0f74d7227b2c55df,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.25,""entry_offset_atr"":0.1,""hold_hours"":12,""hour_window"":""NEW_YORK"",""pending_expiry_hours"":0.5,""stop_atr"":1.0,""target_mode"":""ANCHOR"",""target_r"":1.25}"
21124,0fa30cd2f84058bb,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.6,""entry_offset_atr"":0.2,""hold_hours"":12,""hour_window"":""LONDON_NY"",""pending_expiry_hours"":4.0,""stop_atr"":1.0,""target_mode"":""ANCHOR"",""target_r"":2.0}"
21125,1743ef8fabf2ec42,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.4,""entry_offset_atr"":0.5,""hold_hours"":6,""hour_window"":""LONDON"",""pending_expiry_hours"":1.0,""stop_atr"":1.25,""target_mode"":""FIXED"",""target_r"":1.0}"
21126,1cdcf6e09dc7662c,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.25,""entry_offset_atr"":0.1,""hold_hours"":2,""hour_window"":""NEW_YORK"",""pending_expiry_hours"":4.0,""stop_atr"":1.0,""target_mode"":""FIXED"",""target_r"":2.5}"
21127,1eff464ad80f4ad3,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.8,""entry_offset_atr"":0.35,""hold_hours"":6,""hour_window"":""LONDON_NY"",""pending_expiry_hours"":0.5,""stop_atr"":1.25,""target_mode"":""FIXED"",""target_r"":1.25}"
21128,22eb8b07060e1e27,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.5,""entry_offset_atr"":0.2,""hold_hours"":2,""hour_window"":""LONDON"",""pending_expiry_hours"":4.0,""stop_atr"":2.0,""target_mode"":""FIXED"",""target_r"":1.5}"
21129,239794a089a55787,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.5,""entry_offset_atr"":0.5,""hold_hours"":12,""hour_window"":""LONDON"",""pending_expiry_hours"":6.0,""stop_atr"":1.5,""target_mode"":""FIXED"",""target_r"":1.0}"
21130,24396fd327ff877e,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.0,""entry_offset_atr"":0.0,""hold_hours"":6,""hour_window"":""NEW_YORK"",""pending_expiry_hours"":4.0,""stop_atr"":0.75,""target_mode"":""ANCHOR"",""target_r"":1.5}"
21131,26ccc44deb8346d9,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.5,""entry_offset_atr"":0.5,""hold_hours"":8,""hour_window"":""LONDON_NY"",""pending_expiry_hours"":1.0,""stop_atr"":1.0,""target_mode"":""FIXED"",""target_r"":2.0}"
21132,26fb4d2eb00dffbf,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.25,""entry_offset_atr"":0.2,""hold_hours"":4,""hour_window"":""POST_ASIA"",""pending_expiry_hours"":6.0,""stop_atr"":1.5,""target_mode"":""FIXED"",""target_r"":1.25}"
21133,2e4e32e9385a6458,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.4,""entry_offset_atr"":0.35,""hold_hours"":12,""hour_window"":""ALL"",""pending_expiry_hours"":4.0,""stop_atr"":1.0,""target_mode"":""FIXED"",""target_r"":1.5}"
21134,3156c8424fa28c2f,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.4,""entry_offset_atr"":0.5,""hold_hours"":12,""hour_window"":""LONDON"",""pending_expiry_hours"":2.0,""stop_atr"":1.25,""target_mode"":""ANCHOR"",""target_r"":1.5}"
21135,34bccecef0d9b4bf,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.4,""entry_offset_atr"":0.35,""hold_hours"":4,""hour_window"":""NEW_YORK"",""pending_expiry_hours"":2.0,""stop_atr"":1.0,""target_mode"":""ANCHOR"",""target_r"":1.5}"
21136,35df43fa8cadb5bc,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":2.0,""entry_offset_atr"":0.5,""hold_hours"":2,""hour_window"":""ALL"",""pending_expiry_hours"":4.0,""stop_atr"":0.75,""target_mode"":""FIXED"",""target_r"":2.0}"
21137,393b5a7c7a176fea,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.4,""entry_offset_atr"":0.35,""hold_hours"":8,""hour_window"":""LONDON"",""pending_expiry_hours"":4.0,""stop_atr"":1.25,""target_mode"":""ANCHOR"",""target_r"":2.5}"
21138,3ebeea21e01799d7,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.4,""entry_offset_atr"":0.5,""hold_hours"":4,""hour_window"":""LONDON_NY"",""pending_expiry_hours"":4.0,""stop_atr"":2.0,""target_mode"":""FIXED"",""target_r"":2.5}"
21139,41a9a4b5dc41cba7,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.25,""entry_offset_atr"":0.2,""hold_hours"":8,""hour_window"":""ALL"",""pending_expiry_hours"":6.0,""stop_atr"":1.25,""target_mode"":""FIXED"",""target_r"":1.5}"
21140,425f7c086a2f94e6,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.8,""entry_offset_atr"":0.35,""hold_hours"":12,""hour_window"":""POST_ASIA"",""pending_expiry_hours"":6.0,""stop_atr"":1.5,""target_mode"":""FIXED"",""target_r"":1.5}"
21141,4900df2151f1e3d3,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.5,""entry_offset_atr"":0.1,""hold_hours"":2,""hour_window"":""POST_ASIA"",""pending_expiry_hours"":6.0,""stop_atr"":2.0,""target_mode"":""FIXED"",""target_r"":2.0}"
21142,4c83cc794c433f91,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.6,""entry_offset_atr"":0.5,""hold_hours"":12,""hour_window"":""POST_ASIA"",""pending_expiry_hours"":6.0,""stop_atr"":1.25,""target_mode"":""ANCHOR"",""target_r"":1.5}"
21143,4d19b63ae1ca1d08,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.6,""entry_offset_atr"":0.1,""hold_hours"":12,""hour_window"":""NEW_YORK"",""pending_expiry_hours"":2.0,""stop_atr"":0.75,""target_mode"":""FIXED"",""target_r"":2.5}"
21144,4ec276f0490936bc,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.0,""entry_offset_atr"":0.1,""hold_hours"":12,""hour_window"":""LONDON"",""pending_expiry_hours"":4.0,""stop_atr"":1.5,""target_mode"":""ANCHOR"",""target_r"":1.0}"
21145,57ce3ad8fb9ed694,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.6,""entry_offset_atr"":0.5,""hold_hours"":4,""hour_window"":""NEW_YORK"",""pending_expiry_hours"":1.0,""stop_atr"":1.0,""target_mode"":""ANCHOR"",""target_r"":2.5}"
21146,58891945cad7686e,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.5,""entry_offset_atr"":0.2,""hold_hours"":8,""hour_window"":""LONDON_NY"",""pending_expiry_hours"":4.0,""stop_atr"":1.25,""target_mode"":""FIXED"",""target_r"":2.0}"
21147,5a9cb2a68b43f81a,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.0,""entry_offset_atr"":0.1,""hold_hours"":6,""hour_window"":""POST_ASIA"",""pending_expiry_hours"":6.0,""stop_atr"":0.75,""target_mode"":""FIXED"",""target_r"":1.0}"
21148,5c0c5078a569e345,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.0,""entry_offset_atr"":0.2,""hold_hours"":8,""hour_window"":""LONDON"",""pending_expiry_hours"":4.0,""stop_atr"":1.5,""target_mode"":""ANCHOR"",""target_r"":1.0}"
21149,6695f0b68e0d6693,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.8,""entry_offset_atr"":0.2,""hold_hours"":8,""hour_window"":""ALL"",""pending_expiry_hours"":0.5,""stop_atr"":1.25,""target_mode"":""ANCHOR"",""target_r"":1.25}"
21150,66fad8788505202f,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.6,""entry_offset_atr"":0.2,""hold_hours"":4,""hour_window"":""LONDON"",""pending_expiry_hours"":0.5,""stop_atr"":1.0,""target_mode"":""ANCHOR"",""target_r"":2.5}"
21151,6891c56b0048230b,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":2.0,""entry_offset_atr"":0.2,""hold_hours"":12,""hour_window"":""ALL"",""pending_expiry_hours"":0.5,""stop_atr"":1.0,""target_mode"":""ANCHOR"",""target_r"":1.25}"
21152,700be6885ad8d20a,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.8,""entry_offset_atr"":0.5,""hold_hours"":6,""hour_window"":""LONDON"",""pending_expiry_hours"":1.0,""stop_atr"":1.25,""target_mode"":""ANCHOR"",""target_r"":1.25}"
21153,70941b352a01963f,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":2.0,""entry_offset_atr"":0.2,""hold_hours"":8,""hour_window"":""ALL"",""pending_expiry_hours"":2.0,""stop_atr"":1.5,""target_mode"":""FIXED"",""target_r"":2.0}"
21154,714ea42818acdf1e,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.5,""entry_offset_atr"":0.2,""hold_hours"":4,""hour_window"":""LONDON_NY"",""pending_expiry_hours"":1.0,""stop_atr"":1.0,""target_mode"":""ANCHOR"",""target_r"":2.5}"
21155,734fd07df2561f10,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.4,""entry_offset_atr"":0.0,""hold_hours"":2,""hour_window"":""NEW_YORK"",""pending_expiry_hours"":0.5,""stop_atr"":0.75,""target_mode"":""ANCHOR"",""target_r"":1.25}"
21156,744899d2f40e5bd9,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.8,""entry_offset_atr"":0.2,""hold_hours"":2,""hour_window"":""LONDON"",""pending_expiry_hours"":4.0,""stop_atr"":1.5,""target_mode"":""ANCHOR"",""target_r"":1.5}"
21157,746220ad74aef4e4,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.8,""entry_offset_atr"":0.2,""hold_hours"":6,""hour_window"":""ALL"",""pending_expiry_hours"":1.0,""stop_atr"":1.0,""target_mode"":""FIXED"",""target_r"":1.25}"
21158,74a4269acb8c68db,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":2.0,""entry_offset_atr"":0.5,""hold_hours"":12,""hour_window"":""LONDON"",""pending_expiry_hours"":6.0,""stop_atr"":1.0,""target_mode"":""FIXED"",""target_r"":2.0}"
21159,783aaa0b97e6cc80,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":2.0,""entry_offset_atr"":0.5,""hold_hours"":4,""hour_window"":""LONDON_NY"",""pending_expiry_hours"":1.0,""stop_atr"":1.25,""target_mode"":""FIXED"",""target_r"":1.25}"
21160,79ab7d762536a2f1,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":2.0,""entry_offset_atr"":0.5,""hold_hours"":4,""hour_window"":""LONDON"",""pending_expiry_hours"":1.0,""stop_atr"":1.0,""target_mode"":""FIXED"",""target_r"":1.25}"
21161,7f715db87cbb0f4a,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.8,""entry_offset_atr"":0.5,""hold_hours"":4,""hour_window"":""NEW_YORK"",""pending_expiry_hours"":2.0,""stop_atr"":0.75,""target_mode"":""FIXED"",""target_r"":1.5}"
21162,80c5756ef44e9df5,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.5,""entry_offset_atr"":0.35,""hold_hours"":8,""hour_window"":""ALL"",""pending_expiry_hours"":6.0,""stop_atr"":1.0,""target_mode"":""ANCHOR"",""target_r"":1.25}"
21163,81d68b4598b37bff,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":0.8,""entry_offset_atr"":0.5,""hold_hours"":6,""hour_window"":""LONDON"",""pending_expiry_hours"":2.0,""stop_atr"":1.5,""target_mode"":""ANCHOR"",""target_r"":2.5}"
21164,823733f336a58a64,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.25,""entry_offset_atr"":0.1,""hold_hours"":6,""hour_window"":""NEW_YORK"",""pending_expiry_hours"":4.0,""stop_atr"":1.25,""target_mode"":""FIXED"",""target_r"":2.5}"
21165,840c969804b7a5e5,CHOP,CHOP_VWAP_PASSIVE_FADE,"{""deviation_atr"":1.5,""entry_offset_atr"":0.35,""hold_hours"":2,""hour_window"":""ALL"",""pending_expiry_hours"":2.0,""stop_atr"":1.5,""target_mode"":""FIXED"",""target_r"":2.0}"
