threshold,qualified,trades_2021,pf_2021,net_r_2021,trades_2022,pf_2022,net_r_2022,minimum_annual_pf,total_net_r
0.35,False,449,0.8466459197784637,-44.35000000007072,351,0.5976593233673009,-102.27500000003444,0.5976593233673009,-146.62500000010516
0.375,False,258,0.7975315897735074,-34.45000000003973,204,0.6429683445769259,-51.60000000002108,0.6429683445769259,-86.0500000000608
0.4,False,159,0.6222808174025974,-42.97500000002175,108,0.6331707317071804,-28.200000000011272,0.6222808174025974,-71.17500000003302
0.425,False,114,0.4685195689164904,-46.85000000001383,55,0.6437740693194866,-13.875000000006521,0.4685195689164904,-60.72500000002035
0.45,False,95,0.5713773314202112,-29.875000000013088,31,0.5005302226934227,-11.775000000003034,0.5005302226934227,-41.65000000001612
0.475,False,66,0.46048780487791696,-27.650000000008504,16,0.20557491289192945,-11.400000000001409,0.20557491289192945,-39.050000000009916
0.5,False,32,0.753774680603741,-5.300000000004745,8,0.0,-8.20000000000043,0.0,-13.500000000005175
0.525,False,5,0.9593495934956707,-0.1250000000008189,3,0.0,-3.075000000000161,0.0,-3.20000000000098
0.55,False,1,0.0,-1.0250000000000536,2,0.0,-2.0500000000001073,0.0,-3.075000000000161
